"hhid","PID","help_id","t0_hhid","pid_unps","availablevisit1","ws4q1","ws4q4","ws4q5a","ws4q5b","ws4q6","ws4q7a","ws4q7b","ws4q8","ws4q9a","ws4q9b","ws4q11","ws4q12","elapsed_months_check","ws4q13","ws4q14","ws4q19","ws4q20a","ws4q20b","ws4q22"
"429582d862904d3f8aff6b20a922100c",1,7,"H3550402","P35504-002",1,1,1,0,2,2,,,2,,,2,"2016-05-27",22,2,4,1,3.8,2,3
"429582d862904d3f8aff6b20a922100c",1,8,"H3550402","P35504-002",1,1,1,0,2,2,,,2,,,2,"2016-05-27",22,2,4,1,3.8,2,3
"42a0ee688aaa4c1ea3c20df5169d6afe",3,1,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,2,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,3,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,4,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,5,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,6,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,7,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,8,"H1411101",,1,1,1,0,1,2,,,2,,,1,"2016-03-05",34,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,1,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,2,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,3,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,4,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,5,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,6,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,7,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,8,"H3950101","P39501-005",1,2,,,,,,,2,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,1,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,2,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,3,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,4,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,5,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,6,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,7,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,8,"H3950101",,1,1,2,,,1,1,1,2,,,2,"2016-06-11",26,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,1,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,2,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,3,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,4,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,5,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,6,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,7,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,8,"H2740901","P27409-002",1,1,1,1,2,1,1,1,1,2,0,7,"2011-10-09",80,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,1,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,2,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,3,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,4,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,5,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,6,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,7,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,8,"H3990401",,1,1,1,1,3,1,0,2,2,,,6,"2014-01-09",53,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",2,1,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,2,1,2,,,3
"42cb63d9ad9a4ec0818c8bb7163118d8",2,2,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,2,1,2,,,3
"42cb63d9ad9a4ec0818c8bb7163118d8",2,3,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,2,1,2,,,3
"42cb63d9ad9a4ec0818c8bb7163118d8",2,4,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,2,1,2,,,3
"42cb63d9ad9a4ec0818c8bb7163118d8",2,5,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,2,1,2,,,3
"42cb63d9ad9a4ec0818c8bb7163118d8",2,6,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,1,1,2,,,3
"42cb63d9ad9a4ec0818c8bb7163118d8",2,7,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,2,1,2,,,3
"42cb63d9ad9a4ec0818c8bb7163118d8",2,8,"H1300701","P13007-002",1,1,1,3,4,2,,,2,,,7,"2018-11-05",2,2,1,2,,,3
"42d0fc47682646d59cb2e649862cb2eb",1,1,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,2,5,2,,,1
"42d0fc47682646d59cb2e649862cb2eb",1,2,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,1,5,2,,,1
"42d0fc47682646d59cb2e649862cb2eb",1,3,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,2,5,2,,,1
"42d0fc47682646d59cb2e649862cb2eb",1,4,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,2,5,2,,,1
"42d0fc47682646d59cb2e649862cb2eb",1,5,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,2,5,2,,,1
"42d0fc47682646d59cb2e649862cb2eb",1,6,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,2,5,2,,,1
"42d0fc47682646d59cb2e649862cb2eb",1,7,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,2,5,2,,,1
"42d0fc47682646d59cb2e649862cb2eb",1,8,"H1301002","P13010-011",1,1,1,2,1,2,,,2,,,3,"2016-10-18",17,2,5,2,,,1
"42df2df4c8764cf39fff5ab4630f0db3",2,1,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,2,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,3,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,4,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,5,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,6,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,7,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,8,"H3250601","P32506-002",1,1,1,1,0,1,1,1,1,1,0,4,"2009-04-10",112,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,1,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,2,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,3,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,4,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,5,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,6,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,7,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,8,"H0360501","P03605-003",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,1,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,2,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,3,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,4,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,5,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,6,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,7,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,8,"H0750206","P07502-034",1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,1,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,2,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,3,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,4,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,5,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,6,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,7,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,8,"H0750206",,1,2,,,,,,,2,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,1,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,2,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,3,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,4,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,5,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,6,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,7,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,8,"H4150901",,1,1,1,1,2,1,2,1,2,,,6,"2011-07-23",84,,,,,,
"435aad8bd25744e69e6d88b433715d15",2,1,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,2,8,1,4,2,3
"435aad8bd25744e69e6d88b433715d15",2,2,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,1,8,1,4,2,3
"435aad8bd25744e69e6d88b433715d15",2,3,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,2,8,1,4,2,3
"435aad8bd25744e69e6d88b433715d15",2,4,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,2,8,1,4,2,3
"435aad8bd25744e69e6d88b433715d15",2,5,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,2,8,1,4,2,3
"435aad8bd25744e69e6d88b433715d15",2,6,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,2,8,1,4,2,3
"435aad8bd25744e69e6d88b433715d15",2,7,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,2,8,1,4,2,3
"435aad8bd25744e69e6d88b433715d15",2,8,"##N/A##",,1,1,1,1,2,2,,,2,,,3,"2017-08-26",17,2,8,1,4,2,3
"436745efc56f4db89ab6aa60196163d1",2,1,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,2,2,2,,,3
"436745efc56f4db89ab6aa60196163d1",2,2,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,2,2,2,,,3
"436745efc56f4db89ab6aa60196163d1",2,3,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,2,2,2,,,3
"436745efc56f4db89ab6aa60196163d1",2,4,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,2,2,2,,,3
"436745efc56f4db89ab6aa60196163d1",2,5,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,1,2,2,,,3
"436745efc56f4db89ab6aa60196163d1",2,6,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,2,2,2,,,3
"436745efc56f4db89ab6aa60196163d1",2,7,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,2,2,2,,,3
"436745efc56f4db89ab6aa60196163d1",2,8,"24",,1,1,1,1,2,2,,,2,,,3,"2018-06-01",8,2,2,2,,,3
"436d5a4853f24a4c896bd405a221f328",2,1,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,2,,,,,
"436d5a4853f24a4c896bd405a221f328",2,2,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,2,,,,,
"436d5a4853f24a4c896bd405a221f328",2,3,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,2,,,,,
"436d5a4853f24a4c896bd405a221f328",2,4,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,2,,,,,
"436d5a4853f24a4c896bd405a221f328",2,5,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,2,,,,,
"436d5a4853f24a4c896bd405a221f328",2,6,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,2,,,,,
"436d5a4853f24a4c896bd405a221f328",2,7,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,2,,,,,
"436d5a4853f24a4c896bd405a221f328",2,8,"H1970501","P19705-002",1,1,1,3,1,1,1,1,1,1,0,7,"2014-12-29",47,1,,,,,
"436d5a4853f24a4c896bd405a221f328",4,1,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,2,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,3,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,4,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,5,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,6,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,7,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,8,"H1970501","P19705-004",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",2,1,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",2,2,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",2,3,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",2,4,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",2,5,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",2,6,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",2,7,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",2,8,"H2310801","P23108-002",1,1,1,2,4,2,,,2,,,6,"2015-01-06",46,,,,,,
"43740425c7ed4521948da92a624d6457",4,1,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,2,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,3,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,4,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,5,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,6,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,7,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,8,"H2310801","P23108-005",1,2,,,,,,,2,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",1,1,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"437cdf4cefbd47208506638b5430432d",1,2,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"437cdf4cefbd47208506638b5430432d",1,3,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"437cdf4cefbd47208506638b5430432d",1,4,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"437cdf4cefbd47208506638b5430432d",1,5,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"437cdf4cefbd47208506638b5430432d",1,6,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"437cdf4cefbd47208506638b5430432d",1,7,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"437cdf4cefbd47208506638b5430432d",1,8,"H3620301","P36203-001",1,1,1,3,3,1,2,1,1,1,2,12,"2005-05-13",154,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",1,1,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,2,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",1,2,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,1,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",1,3,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,2,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",1,4,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,2,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",1,5,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,2,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",1,6,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,2,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",1,7,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,2,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",1,8,"H2850201","P28502-002",1,1,1,3,1,1,1,1,2,,,6,"2016-04-30",23,2,5,1,2.5,2,3
"439ea3100826494ea35cf8f7adfb5e51",5,1,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,2,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,3,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,4,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,5,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,6,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,7,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,8,"H2850201","P28502-003",1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,1,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,2,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,3,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,4,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,5,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,6,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,7,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,8,"18",,1,1,1,3,4,2,,,2,,,7,"2004-02-02",180,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,1,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,2,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,3,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,4,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,5,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,6,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,7,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,8,"18",,1,1,1,1,0,2,,,2,,,1,"2015-01-25",49,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,1,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,2,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,3,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,4,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,5,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,6,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,7,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,8,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",5,1,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",5,2,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",5,3,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",5,4,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",5,5,"18",,1,2,,,,,,,2,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",5,6,"18",,1,2,,,,,,,2,,,,,,,,,,,
