"hhid","PID","s4q02","s4q03","s4q04","s4q04_1","s4q05","s4q06","s4q07","s4q08","s4q09","s4q10","s4q11","s4q12","s4q7_1a","s4q7_1b","s4q07a","s4q12_1","s4q13","s4q14","s4q14b","h4q15h","h4q15i","h4q15j","h4q15e","h4q15b","h4q15c","h4q15d","h4q15k","s4h15f","h4q15g_1","h4q15g","s4q16","s4q17","s4q18"
"2ca559391bad4f74a1c81b90c85d20da",9,2,1,1,,3,,,,10,11,2,1,,,,,0.5,10,1,105000,,15000,,12000,8000,,,6000,,146000,2,,3
"2ca559391bad4f74a1c81b90c85d20da",10,2,1,1,,3,,,,1,1,2,1,,,,,0.5,10,1,75000,,15000,,10000,8000,,,6000,,114000,2,,3
"2ca559391bad4f74a1c81b90c85d20da",11,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2ca559391bad4f74a1c81b90c85d20da",14,2,1,1,,3,,,,10,11,2,1,,,,,0.5,10,1,70000,10000,10000,,17000,6000,,,6000,,119000,2,,3
"2ca89116526a4a69a090fcf154b3a068",1,1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ca89116526a4a69a090fcf154b3a068",2,2,1,4,,3,,,,14,15,1,1,,,,,0.5,30,1,,,,,,30000,,,,195000,225000,1,1,3
"2ca89116526a4a69a090fcf154b3a068",4,1,,4,2,3,,,,15,16,1,1,,,,,30,1,1,1,,1,,,60000,,,,210000,270000,1,1,3
"2ca89116526a4a69a090fcf154b3a068",5,2,1,4,,3,,,,13,14,1,1,,,,,1,30,1,1,,1,,,30000,,,,103000,133000,1,1,3
"2ca912983d754b249b3e22257429128f",1,1,,1,1,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ca912983d754b249b3e22257429128f",2,2,1,4,,2,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,
"2ca912983d754b249b3e22257429128f",3,1,,4,2,3,,,,13,14,2,1,,,,,4,120,1,84000,,12000,,,24000,,,,,120000,2,,3
"2cb1f00388b745698cde84ee0091c1e5",1,2,2,4,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2cb1f00388b745698cde84ee0091c1e5",2,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2cb1f00388b745698cde84ee0091c1e5",3,1,,4,2,3,,,,30,31,2,3,,,,1,,,,450000,,,240000,,87000,65000,,40000,,882000,2,,
"2cb1f00388b745698cde84ee0091c1e5",4,2,2,4,,3,,,,15,16,2,1,,,,,3,45,1,180000,15000,6000,,,42500,,,,,243500,2,,2
"2cb1f00388b745698cde84ee0091c1e5",5,2,2,4,,3,,,,11,12,2,1,,,,,1.2,22,1,90000,,6000,,20000,23500,,,,,139500,2,,2
"2cb1f00388b745698cde84ee0091c1e5",6,2,2,4,,3,,,,1,1,2,1,,,,,1.2,23,1,90000,,6000,,,12500,,,,,108500,2,,2
"2cb1f00388b745698cde84ee0091c1e5",7,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2cb797850b334f1e92c87498fc06141f",1,2,3,4,,3,,,,11,12,1,1,,,,,0.5,15,1,1,,,,10000,12000,,,,50000,72000,1,1,2
"2cb797850b334f1e92c87498fc06141f",2,2,3,4,,3,,,,11,12,1,1,,,,,0.5,15,1,1,1,1,,10000,10000,,,,50000,70000,1,1,2
"2cb797850b334f1e92c87498fc06141f",3,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2cb797850b334f1e92c87498fc06141f",4,2,3,4,,3,,,,12,13,1,1,,,,,0.5,15,1,1,,1,,10000,13000,,,,50000,73000,1,1,2
"2cb7f630fc0a4e25bc66894bbe872f42",1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2cb7f630fc0a4e25bc66894bbe872f42",2,1,,1,1,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"2cb7f630fc0a4e25bc66894bbe872f42",3,2,1,1,,3,,,,0,1,2,1,,,,,1.5,40,1,,10000,2000,,,10000,,,,40000,62000,2,,3
"2cb7f630fc0a4e25bc66894bbe872f42",4,2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2cb7f630fc0a4e25bc66894bbe872f42",5,1,,1,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d020c466a584f56bb8428dc7d613986",1,1,,1,2,2,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d020c466a584f56bb8428dc7d613986",2,1,,1,1,2,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2d020c466a584f56bb8428dc7d613986",3,2,2,1,,3,,,,13,14,1,1,,,,,0.3,5,1,,,,,,15000,,,12000,60000,87000,1,1,2
"2d020c466a584f56bb8428dc7d613986",4,2,2,4,,3,,,,0,10,1,1,,,,,0.3,5,1,,5000,,,,3000,,,8000,30000,46000,1,1,2
"2d020c466a584f56bb8428dc7d613986",5,2,2,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d2c5254d89d44a281918e10f477b1b8",2,1,,4,2,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,
"2d2c5254d89d44a281918e10f477b1b8",4,2,2,4,,3,,,,16,30,1,1,,,,,1.6,30,1,240000,,90000,,30000,50000,,,60000,,470000,1,1,2
"2d2c5254d89d44a281918e10f477b1b8",5,2,2,4,,3,,,,13,14,1,1,,,,,3.2,45,1,45000,,15000,,,40000,,,,,100000,1,1,3
"2d2c5254d89d44a281918e10f477b1b8",6,2,2,1,,3,,,,11,12,1,1,,,,,3.2,45,1,30000,,15000,,,30000,,,,,75000,1,1,3
"2d2c5254d89d44a281918e10f477b1b8",7,2,2,1,,3,,,,1,1,2,1,,,,,0.5,15,1,81000,,,,,30000,,,,,111000,2,,3
"2d2c5254d89d44a281918e10f477b1b8",8,2,2,1,,3,,,,1,1,2,1,,,,,0.5,15,1,81000,,,,,30000,,,,,111000,2,,3
"2d2e8f9e6d8e4e2892346c42fb30b271",1,1,,4,2,2,,22,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d305d696eb545dabe6f90063342cdbc",1,1,,1,1,2,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,
"2d305d696eb545dabe6f90063342cdbc",3,2,1,1,,3,,,,10,10,1,1,,,,,0.8,15,1,6000,4000,6000,,,1800,,,,,17800,1,1,3
"2d305d696eb545dabe6f90063342cdbc",4,2,1,1,,3,,,,10,10,1,1,,,,,0.8,15,1,6000,4000,6000,,,1800,,,,,17800,1,1,3
"2d6b5d1b5929451998ee1d8302f0db26",1,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"2d6b5d1b5929451998ee1d8302f0db26",2,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2d6b5d1b5929451998ee1d8302f0db26",3,2,1,4,,3,,,,15,16,1,1,,,,,1,30,1,150000,25000,45000,,20000,40000,,,30000,,310000,1,1,2
"2d6b5d1b5929451998ee1d8302f0db26",5,2,1,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d6b5d1b5929451998ee1d8302f0db26",6,2,1,1,,2,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2d6b5d1b5929451998ee1d8302f0db26",7,2,1,4,,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"2d6b5d1b5929451998ee1d8302f0db26",8,2,1,4,,3,,,,40,40,1,2,2,1,2,,,,,1200000,,,,,60000,30000,,40000,,1330000,2,,
"2d6b5d1b5929451998ee1d8302f0db26",9,2,1,4,,3,,,,40,40,1,3,3,1,2,1,,,,450000,200000,,,,70000,60000,,50000,,830000,2,,
"2d6b5d1b5929451998ee1d8302f0db26",10,2,1,4,,3,,,,40,40,1,3,3,1,3,1,,,,114000,,,,,40000,90000,,381000,,625000,1,1,
"2d6b5d1b5929451998ee1d8302f0db26",11,2,1,4,,3,,,,32,33,1,1,,,,,7,60,8,480000,,,,,80000,,,135000,,695000,1,1,2
"2d6b5d1b5929451998ee1d8302f0db26",12,2,1,1,,3,,,,1,1,2,1,,,,,1,20,1,75000,,12000,,20000,15000,,,,,122000,1,2,1
"2d761d92f0234df79a38b7b53f7cfbeb",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d8d01b938b04be8a21c937276f4a851",1,1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d8d01b938b04be8a21c937276f4a851",2,2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d8d01b938b04be8a21c937276f4a851",3,2,1,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d8d01b938b04be8a21c937276f4a851",4,2,1,1,,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,
"2d8d01b938b04be8a21c937276f4a851",5,2,1,1,,2,,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
"2d8d01b938b04be8a21c937276f4a851",6,2,1,1,,3,,,,11,12,1,1,,,,,0.2,5,1,210000,,,,,12000,,,13000,,235000,1,1,3
"2d8d01b938b04be8a21c937276f4a851",7,2,1,4,,3,,,,10,10,1,1,,,,,0.2,5,1,201000,,,,,9000,,,4000,,214000,1,1,3
"2d8d01b938b04be8a21c937276f4a851",8,2,1,4,,3,,,,30,31,1,2,,,,,,,,1819650,,,,,66000,,,50000,,1935650,2,,
"2d8d01b938b04be8a21c937276f4a851",9,2,1,4,,3,,,,15,16,1,1,,,,,0.2,5,1,291000,,,,,,,,5000,,296000,1,1,3
"2d8d01b938b04be8a21c937276f4a851",10,2,1,4,,3,,,,14,15,1,1,,,,,0.2,5,1,231000,,,,,,,,3000,,234000,1,1,3
"2d8d01b938b04be8a21c937276f4a851",11,2,1,1,,3,,,,1,1,1,1,,,,,0.2,5,1,225000,,,,,10000,,,5000,,240000,1,1,3
"2d8d01b938b04be8a21c937276f4a851",12,2,1,1,,3,,,,10,11,1,1,,,,,0.2,5,1,201000,,,,,18000,,,,,219000,1,1,3
"2d8d01b938b04be8a21c937276f4a851",14,2,1,4,,3,,,,14,15,1,1,,,,,0.2,5,1,172500,,,,,,,,3000,,175500,1,1,3
"2d8d01b938b04be8a21c937276f4a851",15,2,1,1,,3,,,,1,1,1,1,,,,,0.2,5,1,141000,,,,,,,,6000,,147000,1,1,3
"2d8d01b938b04be8a21c937276f4a851",16,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d9fb7ca4e764d448ca445f70e9378db",1,2,4,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2d9fb7ca4e764d448ca445f70e9378db",2,1,,1,1,2,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2d9fb7ca4e764d448ca445f70e9378db",4,2,2,4,,3,,,,15,16,1,1,,,,,0.5,10,1,45000,,6000,,,40000,,,20000,,111000,1,1,2
"2d9fb7ca4e764d448ca445f70e9378db",5,2,2,4,,3,,,,12,13,1,1,,,,,3,60,1,45000,,,,,25000,,,,,70000,1,1,1
"2d9fb7ca4e764d448ca445f70e9378db",6,2,2,4,,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2da33216d5e64e8b94e4c7978389945b",1,1,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2da33216d5e64e8b94e4c7978389945b",4,1,,4,2,3,,,,15,16,1,3,,,,1,,,,45000,,20000,135000,,32000,,,270000,,502000,1,1,
"2da3f0f2a4554941a479fee7d23a928c",1,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2da3f0f2a4554941a479fee7d23a928c",2,2,1,4,,3,,,,40,40,1,3,3,1,2,1,,,,1,1,1,1,,90000,60000,,150000,1440000,1740000,2,,
"2da3f0f2a4554941a479fee7d23a928c",3,2,1,4,,3,,,,35,35,2,3,,,,1,,,,1,,160000,1,,90000,30000,,90000,2250000,2620000,2,,
"2da3f0f2a4554941a479fee7d23a928c",4,1,,4,2,3,,,,31,32,1,3,,,,1,,,,1,,,1,,60000,48000,,90000,8312250,8510250,1,1,
"2db9bb876ffd4de3bf35e7b4c6d03c86",1,2,2,4,,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2db9bb876ffd4de3bf35e7b4c6d03c86",2,1,,4,2,2,,33,12,,,,,,,,,,,,,,,,,,,,,,,,,
"2db9bb876ffd4de3bf35e7b4c6d03c86",3,2,2,1,,3,,,,0,1,3,1,,,,,1,10,6,84000,,,,16000,9000,90000,,,,199000,2,,3
"2dccaa73a2344662a2071d34410deac2",1,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2dccaa73a2344662a2071d34410deac2",3,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2dccaa73a2344662a2071d34410deac2",5,2,3,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2dceb45728754beda164191fb0329348",1,2,2,4,,2,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,
"2dceb45728754beda164191fb0329348",2,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2dceb45728754beda164191fb0329348",3,1,,4,2,3,,,,31,32,2,3,,,,1,,,,180000,,,195000,30000,75000,60000,,,,540000,2,,
"2dceb45728754beda164191fb0329348",4,2,2,4,,3,,,,30,31,2,3,,,,1,,,,180000,,,195000,30000,75000,60000,,,,540000,2,,
"2dceb45728754beda164191fb0329348",5,2,2,4,,3,,,,16,30,1,3,,,,1,,,,160000,,,170000,60000,60000,50000,,,,500000,1,1,
"2dceb45728754beda164191fb0329348",6,2,2,1,,3,,,,1,10,1,1,,,,,1.5,25,1,75000,,9000,,,12500,,,,,96500,1,1,3
"2dceb45728754beda164191fb0329348",7,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2dd7cb3b539646448126ab47c51525c1",1,1,,4,2,3,,,,50,50,2,1,3,1,1,,3,30,4,200000,10000,,,,50000,84000,,80000,,424000,2,,2
"2dd7cb3b539646448126ab47c51525c1",2,2,1,4,,3,,,,1,1,1,1,,,,,,2,1,91000,,9000,,,17400,,,64500,,181900,1,1,2
"2e005c9d33a1496889bc2668de51f031",1,1,,2,1,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e005c9d33a1496889bc2668de51f031",3,1,,1,1,3,,,,1,10,4,3,,,,1,,,,203800,10000,,,180000,23200,140000,,300000,,857000,2,,
"2e005c9d33a1496889bc2668de51f031",4,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2e005c9d33a1496889bc2668de51f031",5,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2e005c9d33a1496889bc2668de51f031",7,2,1,1,,2,,10,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2e005c9d33a1496889bc2668de51f031",8,2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e6e5bbd66054d36a44f4aa2d3f97ab0",1,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e6e5bbd66054d36a44f4aa2d3f97ab0",2,2,1,4,,3,,,,1,10,2,1,,,,,1,25,1,250000,,,,50000,,,,25000,340000,665000,2,,2
"2e6e5bbd66054d36a44f4aa2d3f97ab0",3,1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e856f1055a9440ab29a01767377b8a8",1,2,2,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e856f1055a9440ab29a01767377b8a8",2,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e856f1055a9440ab29a01767377b8a8",3,2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2e93c77dde734e4f8e2bf910deae99e6",1,2,2,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e93c77dde734e4f8e2bf910deae99e6",2,1,,4,2,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e93c77dde734e4f8e2bf910deae99e6",3,2,2,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e93c77dde734e4f8e2bf910deae99e6",4,2,2,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e93c77dde734e4f8e2bf910deae99e6",5,2,2,4,,3,,,,14,15,1,1,,,,,2,34,1,316000,25000,,,17000,60000,,,,,418000,1,1,3
"2e9733cda05240f49b924ecbf59345f8",1,1,,1,1,2,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,
"2e9733cda05240f49b924ecbf59345f8",2,1,,1,2,3,,,,10,11,3,1,,,,,0.85,20,1,16500,1000,6000,,9000,1800,,,2000,,36300,2,,3
"2e9733cda05240f49b924ecbf59345f8",5,1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2e9733cda05240f49b924ecbf59345f8",6,2,5,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2e9733cda05240f49b924ecbf59345f8",7,2,5,4,,3,,,,12,13,3,1,,,,,0.85,15,1,22500,1000,6000,,12000,9000,,,,,50500,2,,3
"2ea2a43b1e1943c7bdc4c6e239b5f390",1,2,2,4,,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ea2a43b1e1943c7bdc4c6e239b5f390",2,1,,4,2,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ea2a43b1e1943c7bdc4c6e239b5f390",3,2,2,4,,3,,,,15,16,2,3,,,,1,,,,1980000,,120000,,50000,150000,18000,,90000,450000,2858000,2,,
"2ea2a43b1e1943c7bdc4c6e239b5f390",4,2,2,4,,3,,,,12,13,2,1,,,,,0.15,10,1,582000,,,,28000,150000,,,40000,,800000,2,,2
"2ea2a43b1e1943c7bdc4c6e239b5f390",5,2,2,1,,3,,,,10,11,2,1,,,,,0.15,10,1,582000,,,,28000,150000,,,40000,,800000,2,,2
"2ea2a43b1e1943c7bdc4c6e239b5f390",6,2,2,1,,3,,,,1,1,2,1,,,,,0.15,10,1,420000,,,,25000,105000,,,30000,,580000,2,,2
"2ea2a43b1e1943c7bdc4c6e239b5f390",9,2,2,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ebeec35d766400bb532f402fe7533dc",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ebeec35d766400bb532f402fe7533dc",3,2,1,4,,3,,,,13,14,1,3,,,,2,1,40,1,420000,,,,25000,120000,,,,,565000,1,1,2
"2ebeec35d766400bb532f402fe7533dc",4,2,1,4,,3,,,,11,12,1,3,,,,2,1,40,1,375000,,,,25000,90000,,,,,490000,2,,2
"2ec800b691134a6db7779b2dcac5099b",1,2,3,2,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ec800b691134a6db7779b2dcac5099b",3,1,,1,1,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ec800b691134a6db7779b2dcac5099b",4,2,3,4,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2ec800b691134a6db7779b2dcac5099b",6,2,3,2,,3,,,,13,14,1,1,,,,,2,20,1,96000,,,,,30000,,,10000,,136000,2,,2
"2ec800b691134a6db7779b2dcac5099b",7,2,1,1,,3,,,,10,11,1,1,,,,,2,20,1,75000,,,,,12000,,,10000,,97000,1,1,3
"2ec800b691134a6db7779b2dcac5099b",8,2,3,1,,3,,,,1,1,1,1,,,,,2,20,1,81000,,,,,10000,,,10000,,101000,1,1,3
"2ec800b691134a6db7779b2dcac5099b",9,2,3,1,,3,,,,1,1,1,1,,,,,2,20,1,81000,,,,,10000,,,10000,,101000,1,1,2
"2ef39f0a550b480b93b1cf6cc45a6768",1,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2f144f92a2b64dcdb520dec89307cd53",1,2,3,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"2f144f92a2b64dcdb520dec89307cd53",2,2,1,4,,3,,,,12,13,2,3,,,,1,,,,2550000,50000,,,140000,171000,10000,,60000,,2981000,2,,
"2f144f92a2b64dcdb520dec89307cd53",3,1,,4,2,2,,51,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f67bb8389de463ab688583c2d2e587b",1,2,2,4,,2,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2f67bb8389de463ab688583c2d2e587b",2,1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f67bb8389de463ab688583c2d2e587b",3,2,2,4,,3,,,,32,33,2,3,,,,1,,,,420000,10000,60000,,30000,150000,48000,,85000,,803000,2,,
"2f67bb8389de463ab688583c2d2e587b",4,2,2,4,,3,,,,0,40,1,3,2,3,,1,,,,200000,10000,,60000,30000,18000,5000,,20000,,343000,1,1,
"2f67bb8389de463ab688583c2d2e587b",5,2,3,4,,3,,,,30,31,4,3,,,,2,9.6,120,8,420000,30000,,,30000,90000,18000,,15000,,603000,2,,2
"2f67bb8389de463ab688583c2d2e587b",6,2,2,4,,3,,,,14,15,1,1,,,,,1.5,30,1,120000,2000,,,20000,30000,,,8000,,180000,1,1,2
"2f67bb8389de463ab688583c2d2e587b",7,2,2,4,,3,,,,14,15,1,1,,,,,1.5,30,1,120000,2000,,,18000,30000,,,8000,,178000,1,1,2
"2f67bb8389de463ab688583c2d2e587b",9,2,2,4,,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f68b099c50d417c83a3e0635884ecdb",1,1,,4,2,2,,16,96,,,,,,,,,,,,,,,,,,,,,,,,,
"2f6ccbe630f34e69950cf19e39da7897",1,1,,4,2,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f6ccbe630f34e69950cf19e39da7897",2,2,1,1,,2,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,
"2f88edce67b24f7c8fdcb7ac4193e4d1",1,1,,1,1,2,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2f88edce67b24f7c8fdcb7ac4193e4d1",2,1,,4,2,2,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,
"2f949f34cc564134a80b1ae768b8044e",1,2,2,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f949f34cc564134a80b1ae768b8044e",2,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f949f34cc564134a80b1ae768b8044e",3,1,,4,2,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f949f34cc564134a80b1ae768b8044e",5,1,,4,2,3,,,,60,60,2,3,3,1,3,1,,,,2500000,200000,200000,1800000,,70000,50000,,200000,,5020000,2,,
"2f949f34cc564134a80b1ae768b8044e",6,2,2,4,,3,,,,60,60,2,3,3,1,2,1,,,,2500000,200000,200000,1800000,,70000,50000,,200000,,5020000,2,,
"2f949f34cc564134a80b1ae768b8044e",7,2,2,4,,3,,,,60,60,2,3,3,1,1,1,,,,2000000,200000,200000,1800000,,50000,50000,,200000,,4500000,2,,
"2f949f34cc564134a80b1ae768b8044e",8,2,2,4,,3,,,,34,35,2,3,,,,1,,,,1200000,200000,,1500000,,100000,50000,,100000,,3150000,2,,
"2f949f34cc564134a80b1ae768b8044e",9,1,,4,2,3,,,,33,34,2,3,,,,1,,,,,,,,200000,70000,50000,,250000,,570000,1,4,
"2f949f34cc564134a80b1ae768b8044e",10,1,,4,2,3,,,,33,34,2,3,,,,1,,,,,,,,200000,70000,50000,,250000,,570000,1,4,
"2f949f34cc564134a80b1ae768b8044e",11,2,2,1,,3,,,,1,10,2,1,,,,,5,30,4,800000,,,,90000,45000,120000,,100000,,1155000,2,,2
"2f949f34cc564134a80b1ae768b8044e",13,2,2,4,,2,,32,10,,,,,,,,,,,,,,,,,,,,,,,,,
"2f9952ff230e43e5a88870c5dbaaa325",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f9952ff230e43e5a88870c5dbaaa325",2,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2f9952ff230e43e5a88870c5dbaaa325",4,1,,4,2,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,
"2f9952ff230e43e5a88870c5dbaaa325",6,1,,4,2,3,,,,14,15,1,1,,,,,2,4,1,36000,,,,12500,30000,,,,,78500,1,1,2
"2f9952ff230e43e5a88870c5dbaaa325",7,2,2,1,,3,,,,11,12,1,1,,,,,2,40,1,10500,,,,10000,9000,,,,,29500,1,1,2
"2f9952ff230e43e5a88870c5dbaaa325",8,1,,1,1,3,,,,0,1,2,1,,,,,1,20,1,12000,2000,,,7000,1700,,,3000,,25700,2,,2
"2f9952ff230e43e5a88870c5dbaaa325",9,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2f99cc17b95e4975831157be7e36c887",1,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2f99cc17b95e4975831157be7e36c887",2,1,,4,2,2,,17,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2f99cc17b95e4975831157be7e36c887",3,2,2,1,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2f99cc17b95e4975831157be7e36c887",4,2,1,4,,3,,,,14,14,1,1,,,,,0.3,15,1,9000,,6000,,13000,55500,,,,,83500,1,1,3
"2f99cc17b95e4975831157be7e36c887",5,2,2,4,,3,,,,13,14,1,1,,,,,0.3,15,1,9000,,6000,,17000,45000,,,,,77000,1,1,3
"2fad42e069bc436ebc6e2fcfc7cc83d5",1,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2fad42e069bc436ebc6e2fcfc7cc83d5",2,2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2fad42e069bc436ebc6e2fcfc7cc83d5",4,2,1,1,,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,
"2fad42e069bc436ebc6e2fcfc7cc83d5",5,2,1,4,,2,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,
"2fad42e069bc436ebc6e2fcfc7cc83d5",8,2,1,4,,3,,,,31,32,2,3,,,,2,2,40,1,630000,,114000,,,75000,,,80000,,899000,2,,1
"2fad42e069bc436ebc6e2fcfc7cc83d5",9,2,1,4,,3,,,,30,31,2,3,,,,2,2,45,1,420000,,114000,,35000,55000,,,80000,,704000,2,,2
"2fad42e069bc436ebc6e2fcfc7cc83d5",10,2,1,1,,3,,,,10,11,1,1,,,,,0.2,3,1,60000,,9000,,,12000,,,15000,,96000,2,,3
"2fad42e069bc436ebc6e2fcfc7cc83d5",11,2,1,4,,3,,,,30,31,2,3,,,,2,3,60,1,420000,,114000,,35000,55000,,,80000,,704000,2,,2
"2fad42e069bc436ebc6e2fcfc7cc83d5",12,2,1,1,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2fb38936615b4db3a67d76b621284603",2,2,7,4,,3,,,,15,16,2,3,,,,1,,,,1050000,90000,,,,45000,30000,,150000,,1365000,2,,
"2fb38936615b4db3a67d76b621284603",3,2,7,1,,3,,,,11,12,1,1,,,,,1,60,1,90000,,18000,,25000,25000,,,8000,,166000,1,1,3
"2fb38936615b4db3a67d76b621284603",5,1,,4,2,2,,34,9,,,,,,,,,,,,,,,,,,,,,,,,,
"2fb38936615b4db3a67d76b621284603",7,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"2fbcb4058ac741b1824b5549f01cc8ea",1,1,,1,1,2,,12,11,,,,,,,,,,,,,,,,,,,,,,,,,
"2fbcb4058ac741b1824b5549f01cc8ea",2,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
