"hhid","s11q01","h7_respondent","h11q02","CB05","CB06A","CB06B","CB06C","CB06D","CB06E","CB06F","CB06G","CB06H","CB06I","CB06J","CB06X","CB06Z"
"36d9d14d7aa7487ca61a79d253be89ac",1,"1",4,4,1,2,2,2,2,1,2,2,2,2,2,2
"36e21020385441a4bde81297a467feba",4,"1",1,1,1,2,2,2,2,1,2,2,2,2,2,2
"372a7c27d1ac48de86483bb7e23ba930",1,"2",3,1,2,2,2,1,2,2,2,2,2,2,2,2
"37303592e32e42d4b94aba1eaa18ce87",1,"1",4,4,1,1,2,2,2,2,2,2,2,2,2,2
"374a067b48fc4cf4af08586aed7f24f2",4,"1",1,1,1,2,2,2,2,1,2,2,2,2,2,2
"374bb0ca1784414a855cbda492271c85",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"379e5ea7895b46a793034dee501de137",1,"2",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"37a582f68612486a8144cd0abe64262c",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"37a91163feb84e6fa96a9cb6fb90fce8",1,"3",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"37cc1f4211c74fe8864dc44b67591f92",1,"2",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"37ced188b419478281bc403e3be1e44e",4,"2",1,2,2,2,2,2,2,2,2,2,1,2,2,2
"37dc2bcafd9b45e685a377e807eb4cf9",3,"1",3,1,2,2,2,2,2,2,2,2,2,2,2,1
"37f757786d654e0191319daad772971e",1,"1",4,1,2,2,2,2,2,2,2,1,1,2,2,2
"3807ec44b939486690bc2bb5a6779537",7,"2",6,1,2,2,2,2,2,2,2,2,1,1,2,2
"380bdacf70714f4ba70fade5a804c3cc",3,"3",3,1,2,1,2,1,2,2,2,2,2,2,2,2
"382197af75104c469114b15db7361d0f",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"382f2314c76c44f98155b7bea0e39654",1,"2",4,1,1,2,2,2,2,2,2,2,1,2,2,2
"382fa15a185c4992a7a2d7fdb70f0db5",1,"2",4,1,2,2,2,2,2,2,2,2,1,2,2,2
"3836197d0aa144d9aea4bbccc28232a2",1,"4",4,2,1,2,2,2,2,1,2,2,2,2,2,2
"38367963c4864b9793cb18fd3856e567",1,"1",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"385ee20107e34ab1814d1afcafe49eac",3,"2",1,1,2,2,2,2,2,1,2,2,2,2,2,2
"386cb080d63a4c8dba89c8608af0acab",1,"1",4,4,1,2,2,2,2,1,2,2,2,2,2,2
"38a0ae63acdc42e4aae1d1a07d73515c",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"38c783c5b9aa415ab3023259ddb1198a",3,"1",3,4,1,1,2,2,2,2,2,2,2,2,2,2
"38cac2f27d8b4feeb489c8ef7548babe",1,"2",4,4,1,2,2,2,2,1,2,2,2,2,2,2
"38cad17a27a24d5eac5472d9e1af1df4",1,"1",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"38caf316e0404a58b426eaff6b269196",4,"5",2,1,1,2,2,2,2,1,2,2,2,2,2,2
"38d08be913a94b9ea0e69a5cf5145064",1,"1",4,1,2,2,2,2,2,2,2,2,2,2,2,2
"38ed64d5fa9a4c94bd07de2b07c421cf",7,"2",3,3,2,2,2,2,2,2,2,1,2,2,2,2
"38f7e480a8154b8484b69eebe79fad17",1,"1",6,1,1,2,2,2,2,2,2,2,2,2,2,2
"39188f8ad93d48efb2c49ae5d71350bb",2,"1",4,1,2,1,2,2,2,2,2,2,2,2,2,2
"391c2a4173344a90b21eda1858c4fd84",3,"2",1,2,2,2,2,2,2,1,2,2,1,2,2,2
"3925514a64714a588609b3eaf92169b8",7,"1",3,1,1,2,2,2,2,1,2,2,2,2,2,2
"3945193f68854c9f9a93210349e2967d",1,"1",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"39731c0d661f47acac082a42e4b35849",5,"2",3,3,2,2,2,2,2,2,2,2,2,2,2,1
"3998acf0b37541a696331ea9c0a49b44",3,"7",6,1,2,2,2,2,2,1,2,2,2,2,2,2
"39a269be347c444eb248f324f09fc9a5",4,"2",2,2,1,2,2,2,2,2,2,2,2,2,2,2
"39cbe00bed7a4341bc8348f55423bfbe",3,"2",3,4,2,1,2,2,2,2,2,2,1,1,2,2
"39cee976f2a74b2f8889a2e1ce75071f",5,"1",3,2,1,1,2,2,2,2,2,2,2,2,2,2
"39dad293f52d4c3294f0b1ca697ede00",1,"2",6,1,1,2,2,1,2,2,2,1,2,2,2,2
"39e0390acf4e4a9ab1afebf87d1caf72",1,"2",4,1,1,2,2,2,2,2,2,2,2,1,2,2
"39ec9b23a35f43228f8de99fd28eb281",1,"1",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"39fffc7e84ed4f3199acc6c112eb51a1",4,"1",1,2,2,2,2,2,2,2,2,2,2,2,2,1
"3a0b8d6cdee24c1998f7763da49e06ca",3,"2",2,2,2,2,2,2,2,2,2,2,2,1,2,2
"3a1ce0010d774561bbc4052314eb7168",4,"2",1,1,1,2,2,1,2,2,2,2,2,2,2,2
"3a5ff7fbc4804c359b81467f3ce2949f",7,"2",3,4,2,2,2,2,2,1,2,2,1,2,2,2
"3a65779f731b448e8d12f09bb29ba1da",1,"4",4,1,2,2,2,2,2,2,2,2,2,2,2,1
"3a79d4174ebf43b4b783108f54d0231b",1,"1",1,1,2,2,2,2,2,2,2,2,2,2,2,2
"3a85a7c9c0b9470381a755a04d58867a",1,"1",4,2,1,2,2,2,2,2,2,2,2,2,2,2
"3a89b9c182ff4e90a0e05e12162a5d56",1,"1",4,4,2,2,2,2,2,2,2,2,2,2,2,1
"3a8a884f657b4259949ecb88b54d90bd",3,"2",3,1,2,1,2,2,2,2,2,2,2,2,2,2
"3aa5e5cbfb294633b2b4c167e0c4dfa1",1,"1",4,2,2,2,2,2,2,2,2,2,2,2,2,1
"3aa9eeb35ab44e60ac6dfc06d73e7f6e",3,"2",1,1,2,2,2,2,2,1,2,2,2,2,2,2
"3acf3cc20c914c759c2d9c528bc0fb10",3,"1",3,4,2,2,2,2,2,2,2,1,2,2,2,2
"3ae571b7c98e458b98d95c7e05887106",4,"1",1,1,2,1,2,2,2,1,2,2,2,2,2,2
"3aec7ecba43443989a75d1c3fd5463e7",3,"1",3,1,2,2,2,2,2,2,1,2,2,2,2,2
"3af1dbbc2d334e91b1857faade90d0b1",3,"1",3,1,2,1,2,2,2,2,2,2,2,2,2,2
"3af922a9250b403a98d7efce390bb840",1,"1",4,4,1,2,2,2,2,2,2,2,1,2,2,2
"3b27db69024a47d190143404f18a0cdc",1,"1",4,1,2,2,2,2,2,2,2,2,2,2,2,1
"3b2a70b945384a5d894209539f276fa0",4,"1",2,4,2,2,2,2,2,2,2,2,2,2,2,2
"3b397feb66ff42889dc28f84addf597b",4,"1",1,4,2,1,2,2,2,1,2,2,2,2,2,2
"3b469b3a994f4617aaf0ec64d1483140",1,"2",4,4,2,2,2,2,2,2,2,2,2,2,2,1
"3b4c9e74213b4746ab743a45cbdec108",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"3b657795912345dc92979b423193b066",2,"1",6,1,2,2,2,2,2,1,2,2,2,2,2,2
"3b73d33d086b4a2696d2210477d9c427",4,"1",1,1,2,1,2,2,2,2,2,1,2,2,2,2
"3b771e3b521147a78aabfe4f41a1ce88",1,"1",4,3,1,2,2,2,2,2,2,2,2,2,2,2
"3b773b98c3ad4c6ebd4e1ea8a03c1fc2",4,"2",1,1,2,2,2,1,2,2,2,1,2,2,2,2
"3b7afc735dd7443cbf62384ac0da9184",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"3b8bcb63695846fb8f842e485a129d7a",7,"1",1,3,2,2,2,2,2,2,2,2,2,2,2,2
"3baf50e92b894c2ea14fc2c34b4a020a",1,"4",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"3bb537a34ec14d16bb9f3c8b5d66dd83",3,"2",3,4,2,2,2,2,2,1,2,2,2,2,2,2
"3bd3331e5564403193d4ccbdd898b89a",1,"1",4,2,1,2,2,2,2,1,2,2,2,2,2,2
"3bdd09d144684fb28754b1454f41fc8c",1,"1",4,4,2,2,2,2,2,2,2,2,1,2,2,2
"3bf7e6062a9b41c5be8a57d035d4407d",1,"1",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"3bfbd631e58c4c448e1cff3de710dfc6",3,"2",3,4,2,1,2,2,2,2,2,2,1,2,2,2
"3c09909a20c54f7e92e202daf8b4831f",1,"2",4,1,2,1,2,2,2,2,2,2,2,2,2,2
"3c8ba24344824d54b6c1f0333c65ca86",1,"2",4,4,1,2,2,2,2,2,2,2,2,1,2,2
"3ca1f6cfbb3c4909a72db3ba432a374b",1,"2",6,4,2,2,2,2,2,1,2,2,2,2,2,2
"3cb01afeecc743ea8ccf3e8a7ee4afb3",4,"1",2,3,1,2,2,2,2,2,2,2,2,2,2,2
"3cc22fa8718a49e486d06fed5e0fd16b",1,"5",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"3cef5a85600440cfa0e9eb58de06be2b",3,"1",3,1,2,2,2,2,2,2,2,2,2,2,2,1
"3cfde9aa232e4385bea03a4dc84275cc",3,"1",3,4,2,2,2,2,2,2,1,2,2,2,2,2
"3d2bf2ca3517452498a4f93b3fa712f1",1,"2",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"3d5c19ea73524c6f9a932a062e0b2b3a",1,"1",4,2,1,2,2,2,2,1,2,2,1,2,2,2
"3d5fa3f997814abb94a865153a075f97",2,"3",4,1,2,2,2,2,1,1,2,2,1,2,2,2
"3d633012f62f4a1693b032bb87573c1e",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"3d8394fa93964ccf91ca85b0872b63cc",3,"1",3,1,2,1,2,2,2,2,1,2,2,2,2,2
"3d9d0190b459497fae71e64c4fa3ce0f",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"3dc7ce254b7f40b3b8ad153adf1d07a5",1,"1",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"3dd29de6cc6743fcaf101aeeef9dc8da",7,"2",6,1,2,2,2,2,2,2,1,2,2,2,2,2
"3df98a8d27aa4974918ed1f31a7b906b",4,"1",1,1,2,2,2,1,2,2,2,2,2,2,2,2
"3e0836777f5a495e9722b4ef679c327a",7,"1",6,1,1,2,2,2,2,2,2,2,2,2,2,2
"3e147b9e732b405fb61098cbcc88c7b5",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"3e27af60ec544b95b905a8859d6d0382",3,"2",3,1,2,1,2,2,2,2,2,2,2,2,2,2
"3e3d3430f77540709618ff463bc590bd",3,"3",3,4,2,2,2,2,2,2,2,2,2,2,2,1
"3e45507bc3f745d0adc74333eeed505d",3,"2",3,2,2,1,2,2,2,2,2,1,2,2,2,2
"3e4c1cb508fe44b4b5898195d7bc941f",1,"9",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"3e521eb381f94e2cbbb76f0d95dec132",3,"1",3,3,2,1,2,2,2,2,2,2,2,2,2,2
"3e6938ba187e4efb9e39e7b758d9ebfb",1,"1",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"3e8c75244fe04d3498a36b2a3a2e5e53",3,"2",3,1,1,2,2,2,2,2,2,2,2,2,2,2
"3e9db702e60b4f03a8cdd827cd6a5d13",3,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"3f03088b9f2d4a4bb17f4c2b08eb006b",1,"2",4,1,2,2,2,2,2,1,2,2,1,2,2,2
"3f14bd097717442785a3064140a6f81e",3,"1",3,1,2,2,2,1,2,2,2,2,2,2,2,2
"3f38c5710d7b49af8d286af9e12d4fef",3,"2",1,1,2,2,2,2,2,2,2,1,1,2,2,2
"3f39cc086d5f4cd383549baf15963bec",1,"1",4,2,1,2,2,2,2,2,2,2,2,2,2,2
"3f64e9dd8a444868825b5197a195a6eb",7,"1",2,1,2,2,2,2,2,2,2,2,2,2,2,1
"3f6545afa9a540a78a150779fd1f095e",3,"2",3,3,1,2,2,2,2,2,2,2,1,2,2,2
"3f6be250f7b94d28ad186199f50e03bc",4,"1",1,1,1,2,2,2,2,2,2,1,2,2,2,2
"3f883779aa6e46ea96315b4730bdeb1c",3,"3",1,4,2,2,2,2,2,2,1,2,2,2,2,2
"3f90136eef684fcaa9ba2f718da491a1",4,"2",1,4,2,2,2,2,2,1,2,2,2,2,2,2
"3fbb9915c5764445beae0fa75a509187",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"3fbba4bc945f48e5b07ccf0a706d2194",4,"1",1,1,1,2,2,1,2,2,2,2,2,2,2,2
"3fe7a463a074406f82c1475a5c28e730",1,"6",4,2,2,2,2,2,2,1,2,2,2,2,2,2
"3ff65bff324d43daaba32def1e823094",4,"2",1,1,1,2,2,2,2,1,2,2,1,1,2,2
"4005ca994f814faabd4e69f7d2aacf9e",3,"1",1,4,2,2,2,2,2,2,2,1,2,2,2,2
"401b7c77260b4e568263be05b47bfc5d",1,"10",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"403276b5d7af41ccbab65f788ad3fa48",4,"2",1,1,1,2,1,1,2,2,2,2,2,1,2,2
"403c3e615b9044009f147033aa97dc0f",1,"1",4,4,2,2,2,2,2,2,2,2,1,2,2,2
"40466451b19e45e3b302cd2e9f46fc10",3,"1",3,4,2,1,2,2,2,2,2,1,2,2,2,2
"404b2c86291e436c8145265500cb41af",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"4074d14cddb64a649e69a08c760028a9",5,"2",3,2,2,2,2,2,2,2,2,2,2,2,2,1
"408b979bb12a41bb8fdb8c6e481cd23e",7,"3",3,1,1,2,2,2,2,1,2,2,2,2,2,2
"40962e7d98c44c6aa00b36690238acb2",3,"1",3,2,2,1,2,2,2,2,2,2,2,2,2,2
"409ea672a1d84860be324caaa49bfa01",7,"3",3,1,2,2,2,2,2,2,2,2,2,2,2,2
"40a57ec658a24b558bb2970cefb571bf",4,"2",1,4,1,1,2,2,2,2,2,1,2,1,1,2
"40a7cb2000e64811b60319f6b57612c7",1,"1",4,3,1,2,2,2,2,2,2,2,2,2,2,2
"40a81ad95c0146408ed50a768977f610",4,"1",2,1,1,2,2,2,2,2,2,2,2,2,2,2
"40c5813f797b4a6da49897941299545e",3,"1",3,1,2,2,2,2,2,2,2,2,2,2,2,1
"40d651d26aa4403ca40fd52713d38ab2",7,"1",6,1,1,2,2,2,2,2,2,2,2,2,2,2
"40d7b4caf61141c283c28cfc781b6434",3,"1",1,4,2,2,2,2,2,1,2,1,2,2,2,2
"4103779cb40b4a70a530c2fe4af75b66",1,"3",4,4,2,2,2,2,2,,1,2,2,2,2,2
"41079cfa1859461f9c4c8839351886d6",3,"1",3,3,2,1,2,1,2,2,2,2,2,2,2,2
"410ccdd68e694cad805ee3c3db209054",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"41104a79c99f49ac83df63ff521ab038",3,"2",3,4,2,2,2,2,2,2,2,2,2,2,2,1
"415955acb18846569b50042e9abfb8d4",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"419ccafc23034660803d27943dc103b7",4,"5",1,1,2,1,2,2,2,2,2,2,2,2,2,2
"41bb9a751f6e457daba39b06f6ad373a",1,"6",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"41c76022e3f445a8964a4ddb76ec5ddb",3,"1",1,4,2,1,2,2,2,2,2,2,2,2,2,2
"41e2ca525f8c47bb8ed1cd9fc94325f1",3,"1",1,2,2,2,2,2,2,2,2,2,2,2,2,1
"4204ad8a9fcc43f2a294d012f4e6c131",1,"2",4,4,2,2,2,2,2,2,2,2,2,2,2,2
"420750aef42a46139e6eb109f0fc28c1",1,"1",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"425acd0ee25546709a5686553b3b56cd",1,"1",4,1,1,1,2,1,2,2,2,1,1,2,2,2
"425cec05c820427aa4ee75d325a2feea",7,"1",6,1,1,2,2,2,2,2,2,2,2,2,2,2
"428fa9e59dac4f5e8644b24a1530beed",1,"7",4,1,2,2,2,2,2,1,2,2,1,2,2,2
"429142a752bd41399cc170fbdfccb639",1,"1",3,2,1,2,2,1,2,2,2,2,2,2,2,2
"429582d862904d3f8aff6b20a922100c",4,"1",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"42a0ee688aaa4c1ea3c20df5169d6afe",1,"3",4,4,2,2,2,2,2,2,2,2,2,2,1,2
"42a9b9883194492d88ec0be4272999dc",1,"2",4,1,2,2,2,2,2,1,2,2,1,2,2,2
"42ba387b8cfe40ba9ea70061853db882",3,"2",3,4,2,2,2,2,2,2,1,2,2,2,2,2
"42c2a82d6c0741bba303cc2db4f764f9",1,"2",4,3,1,2,2,2,2,2,2,2,2,2,2,2
"42c9e36335c245eda502a8e28a73aac9",7,"1",6,3,2,2,2,2,2,2,2,2,2,2,2,2
"42cb63d9ad9a4ec0818c8bb7163118d8",1,"2",4,2,1,2,2,2,2,2,2,2,2,2,2,2
"42d0fc47682646d59cb2e649862cb2eb",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,1,2
"42df2df4c8764cf39fff5ab4630f0db3",4,"1",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"43001ca4b9d9497b8e5fde162eaae64b",1,"2",6,1,2,2,2,2,2,1,2,2,1,2,2,2
"434b61c69cbd45f5a99e17259eab3a71",4,"1",1,3,1,2,2,2,2,2,2,1,2,2,2,2
"43501f8834394ce1a21b2c4e6f422a54",3,"4",2,1,1,2,2,2,2,2,2,2,2,2,2,2
"435aad8bd25744e69e6d88b433715d15",4,"1",1,2,1,2,2,2,2,1,2,2,2,2,2,2
"436745efc56f4db89ab6aa60196163d1",4,"2",3,4,2,2,2,2,2,2,2,2,2,2,2,1
"436d5a4853f24a4c896bd405a221f328",3,"1",3,1,1,2,2,2,2,1,2,2,2,2,2,2
"43740425c7ed4521948da92a624d6457",4,"1",3,4,2,2,2,2,2,2,2,2,1,2,2,2
"437cdf4cefbd47208506638b5430432d",1,"1",4,1,1,2,2,2,2,1,2,1,1,2,2,2
"439ea3100826494ea35cf8f7adfb5e51",7,"1",2,1,2,2,2,2,2,2,2,2,2,2,2,1
"43a785ec3ae8475899a66673a29158f9",4,"1",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"43b16651fe6b4ccfbf7618fae26b3e43",4,"1",3,1,1,2,2,2,2,2,2,2,2,2,2,2
"43bf4533dc2b43d8838108888e1cc24e",3,"1",3,4,1,1,2,2,2,2,2,2,1,2,2,2
"43e411ad054143709780adcc6cb940b5",1,"1",4,2,1,2,2,2,2,2,2,2,2,2,2,2
"43ea5b8fad1844be9e990d6ae546d0aa",4,"1",2,1,2,2,2,2,2,2,2,1,2,1,2,2
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"43f5ac4b06af4615bab925b452355111",1,"1",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"441cda37b3414e07a6593efba2c48717",2,"1",4,1,1,1,2,2,2,1,2,2,2,2,2,2
"4420e0e33301401ea321282980ad9272",1,"1",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"442347a5ace74b9c9a775c66d41ba181",1,"1",4,2,2,2,2,2,2,2,2,2,2,2,2,1
"444e4e1912d64acda005a645ac29d20e",4,"1",1,1,1,2,2,2,2,1,1,2,2,2,2,2
"447a3e73ca7a4e37918f822ffa425a16",7,"1",3,4,2,2,2,2,2,2,2,2,1,2,2,2
"447eac4627444ec1bea1f94f10d20ac8",1,"2",6,1,1,2,2,2,2,2,2,2,2,2,2,2
"44b50c08f9bd4898a926473fba467d91",3,"1",1,1,2,2,2,2,2,2,2,2,2,2,2,1
"44de24a3bcdf461e9450d690def9a5a6",4,"1",1,4,2,1,2,2,2,2,2,2,2,2,2,2
"44ebea5645ea4fe2b4e1003dfcd112ef",3,"8",1,4,2,2,2,2,2,2,2,2,2,2,2,1
"44f254ed3f314b7587a84edb490fc15d",4,"7",1,1,2,2,2,2,2,2,2,2,2,1,2,2
"44fae2260208482594b1e35af2c87624",1,"1",4,4,1,2,2,2,2,2,1,2,2,1,1,2
"450bc474b7504eabab56b5d6ccaac417",96,"1",6,3,2,2,2,2,2,2,2,2,2,2,2,1
"450d5391f8884399b3c2160fe9ef0395",1,"2",6,1,1,2,2,2,2,2,2,2,2,2,2,2
"452b8abf16324dc0a9f0bd2374eccbae",3,"2",3,1,1,2,2,2,2,1,2,2,2,2,2,2
"454b1e662fdb4fad8865a9e7168c80fa",3,"2",1,1,1,2,2,2,2,2,2,1,2,2,2,2
"456103859120412ba80e3e5d4c19890d",4,"2",1,4,2,2,2,2,2,2,2,2,2,2,2,1
"456941dae8f046ea97868f32c3120145",3,"1",3,1,1,2,2,2,2,2,2,2,2,2,2,2
"456c4b5334b2497195b10c1285eb9ff6",1,"1",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"45878d5c55a44a379b7d91479b23bf49",4,"1",2,1,1,1,2,2,2,2,2,2,2,2,2,2
"4598bcd95ee3428b98fdbb4bf4bf0831",1,"3",4,4,1,2,2,2,2,2,2,2,1,2,2,2
"45b626e85ac24e50939037995cb50c55",7,"1",6,3,2,2,2,2,2,2,1,2,2,2,2,2
"45e2ee95fc5d43209952a116c1df9f91",3,"1",3,4,2,1,2,2,2,2,1,2,2,2,2,2
"45ffec175cab46ff95d72b6f6f651b39",1,"1",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"46148e9cac444dd29d783073cf99257a",3,"2",3,4,2,2,2,2,2,2,2,2,2,2,2,1
"46235a9f1237490b8d6433136a08bd86",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"4671909a9d8f4687a430a852704fb0c3",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"467b429b385f4d04961c022a0ca0a6a8",3,"5",6,3,1,2,2,2,2,2,2,2,2,2,2,2
"468e3f6ef60a49e1b311c81dabce6226",3,"1",3,1,1,2,2,2,2,2,2,2,2,2,2,2
"46ab1f5be0f440e487a0392b39355056",1,"2",4,4,2,2,2,2,2,2,2,2,1,2,2,2
"46b08237f3294fbf81555bb0ac51ecf8",1,"7",4,1,1,2,2,2,2,2,2,2,1,1,2,2
"46b30d5d8b6649f591f3e3be8f50f1d3",3,"1",2,3,2,2,2,2,2,2,2,2,2,2,2,1
"46b5fbc14f5444edb489b06f4305e851",4,"2",1,4,2,2,2,1,2,2,2,2,2,2,2,2
"46c178409da54f979ef66829c18f853a",1,"3",4,2,2,2,2,2,2,2,2,2,2,2,2,1
"46c75559ccb44ebf89eedefa432db56f",4,"2",2,1,2,2,2,1,2,2,2,2,2,2,2,2
"4705b49e9d2943b4a56d90016672e079",1,"2",3,1,1,2,2,2,2,2,2,2,2,2,1,2
"470e17533ccf4f868089ce4a3f8b9524",3,"1",3,1,1,1,2,2,2,2,2,1,2,2,2,2
"471d44ec2f89422e90c75f16e4bbe19f",1,"2",4,4,2,2,2,2,2,2,2,2,2,2,2,1
"4744755a091648359b3febff5281d02c",4,"1",1,4,2,1,2,2,2,2,2,2,2,2,2,2
"4767c50c4b1d4fb19200671c732d3336",1,"2",4,3,2,2,2,2,2,2,2,2,2,2,2,1
"476c397ab85342c09f4541d690f4c150",1,"1",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"477360319e3b4caaac9c57d73c0a901b",1,"2",4,3,1,2,2,2,2,2,2,2,2,2,2,2
"479c32b9044c44bfb3fbaab3de5b1950",1,"2",4,2,1,2,2,1,2,2,2,2,2,2,2,2
"479f4db7643b44ca9d207aa5990a646a",3,"2",2,1,1,2,2,2,2,2,2,2,2,2,2,2
"47b0ebb1f9cd4d988a684982758920f8",2,"2",4,1,2,2,2,1,2,2,2,2,1,2,2,2
"47b61c4c2bd6450badcf443c9cd9dedf",1,"2",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"47d69bd96a9d4f9997891303469af8a6",3,"1",3,4,2,2,2,2,2,2,2,2,2,2,2,2
"47d9c355ee5f46e682a7da679dd2fc43",1,"1",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"4800775f1b474d6f9d520e72aa13835b",4,"2",1,1,2,2,2,2,2,2,2,2,2,2,2,1
"4813d1b6fd624686bea922bb2a7b15c0",4,"3",2,1,2,2,2,2,2,1,2,2,2,2,2,2
"48525ca36bd84cf29457c91fee6290c2",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"486739652807472c83803fc4a0273b73",1,"2",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"48849264132e4546adaf2b058a5a03f1",1,"2",4,1,2,2,2,2,2,2,2,2,2,2,2,1
"4887460ccd5247eba70a03cf7e9601d8",3,"2",3,1,1,1,1,2,2,2,2,2,1,2,2,2
"48b8a639028a46f78490c905d591c675",4,"1",1,1,1,2,2,2,2,2,2,2,1,1,2,2
"48dbe140ca1a496d91b933bd803796b4",2,"1",4,1,1,,,,,,,,,,,
"49035e3c71464389b22369ebb2ec7573",1,"6",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"4917418dce494d69876e940228352d6a",3,"2",3,1,2,1,2,2,2,1,2,1,2,2,2,2
"4944e273d5224ecdb7bfabac6441bda8",6,"1",3,3,2,1,2,2,2,1,2,1,1,2,2,2
"494dad59f5164b0f9ac2190f3dc241d8",1,"1",4,2,2,2,2,2,2,2,2,2,2,2,2,1
"498d82ebd1c94ba2a264741a4324c6a4",1,"2",3,1,2,2,2,2,2,1,2,2,2,2,2,2
"49929536f6b141e0ad8f8a5e673a54e4",1,"2",4,2,1,2,2,2,2,2,2,2,2,2,2,2
"49ee2e75ae174b5aa6dc9f5741f5eb7a",4,"2",1,1,2,1,2,2,2,2,2,1,2,2,2,2
"49ee9daaeeb64bfe99182bc63a351dfd",3,"4",4,1,1,2,2,1,2,1,2,2,2,2,2,2
"49f702073f024c4f862a92d891c23109",5,"6",3,1,2,1,2,2,2,2,2,2,2,2,2,2
"49ffe9db313841a5be70e937c58619b4",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"4a13642fc2fd47cba3c3707c86ccfc73",1,"5",4,4,1,1,2,2,2,1,2,2,2,2,2,2
"4a1f47b4e0444a02b783530ac4fbbd54",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"4a20f25ef3f6440bbf6cce29af503afe",4,"6",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"4a23d43ed4c340639f2afaeb8f602adc",3,"2",2,1,1,2,2,2,2,2,2,1,2,2,2,2
"4a63af9d010042ddb932706d530f42d7",4,"1",3,3,2,2,2,2,2,1,2,1,2,2,2,2
"4a851bf25798465882cdc9105ec4812d",4,"2",1,1,2,2,2,1,2,2,2,2,2,2,2,2
"4a899068f46245da9117762d2ca428fd",4,"2",6,1,2,2,2,2,2,2,2,2,2,2,2,2
"4aa06d915f29416d9557ae8ed0e9360c",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"4aab0c498c254688ad6c84da4de8063e",1,"1",4,1,2,2,2,2,2,1,2,2,1,2,2,2
"4ab7a90acfb145308436c06ffd29db81",4,"2",3,4,2,2,2,2,2,2,2,2,2,2,2,1
"4ac55f9511c249788e31b82f62b6e15f",1,"2",4,1,1,2,2,2,2,1,2,1,2,2,2,2
"4aefb5316fe7419f9790a44832cf80fd",3,"1",1,1,2,2,2,2,2,1,2,2,2,2,2,2
"4b0364703cb2492f8cb2bc0ed7d0c904",1,"1",4,4,1,2,2,2,2,1,2,2,2,2,2,2
"4b1ffd5b2f2e41efa9bb49bf5d887cc7",3,"1",3,2,2,2,2,2,2,1,2,2,2,2,2,2
