"hhid","childFoodDiversity__id","T2_c","PID"
"37cc1f4211c74fe8864dc44b67591f92",11,3,7
"37cc1f4211c74fe8864dc44b67591f92",23,7,7
"37cc1f4211c74fe8864dc44b67591f92",1,5,7
"37cc1f4211c74fe8864dc44b67591f92",4,5,7
"37ced188b419478281bc403e3be1e44e",15,7,9
"37ced188b419478281bc403e3be1e44e",21,7,9
"37ced188b419478281bc403e3be1e44e",6,2,9
"37ced188b419478281bc403e3be1e44e",1,7,9
"37ced188b419478281bc403e3be1e44e",11,2,9
"37ced188b419478281bc403e3be1e44e",4,7,9
"37f757786d654e0191319daad772971e",1,2,4
"37f757786d654e0191319daad772971e",11,4,4
"385ee20107e34ab1814d1afcafe49eac",21,4,5
"385ee20107e34ab1814d1afcafe49eac",5,3,5
"385ee20107e34ab1814d1afcafe49eac",19,1,5
"385ee20107e34ab1814d1afcafe49eac",3,1,5
"385ee20107e34ab1814d1afcafe49eac",1,2,5
"385ee20107e34ab1814d1afcafe49eac",11,2,5
"39188f8ad93d48efb2c49ae5d71350bb",15,7,7
"39188f8ad93d48efb2c49ae5d71350bb",1,7,7
"39188f8ad93d48efb2c49ae5d71350bb",10,6,7
"39188f8ad93d48efb2c49ae5d71350bb",11,5,7
"39188f8ad93d48efb2c49ae5d71350bb",19,7,7
"39e0390acf4e4a9ab1afebf87d1caf72",1,4,8
"39e0390acf4e4a9ab1afebf87d1caf72",11,7,8
"39e0390acf4e4a9ab1afebf87d1caf72",17,1,8
"39e0390acf4e4a9ab1afebf87d1caf72",3,7,8
"39fffc7e84ed4f3199acc6c112eb51a1",5,4,14
"39fffc7e84ed4f3199acc6c112eb51a1",23,14,14
"39fffc7e84ed4f3199acc6c112eb51a1",1,3,14
"39fffc7e84ed4f3199acc6c112eb51a1",10,3,14
"3b469b3a994f4617aaf0ec64d1483140",2,3,12
"3b469b3a994f4617aaf0ec64d1483140",3,7,12
"3b469b3a994f4617aaf0ec64d1483140",11,4,12
"3b469b3a994f4617aaf0ec64d1483140",12,3,12
"3b469b3a994f4617aaf0ec64d1483140",23,4,12
"3b469b3a994f4617aaf0ec64d1483140",1,7,12
"3bb537a34ec14d16bb9f3c8b5d66dd83",11,2,4
"3bb537a34ec14d16bb9f3c8b5d66dd83",12,2,4
"3bb537a34ec14d16bb9f3c8b5d66dd83",23,2,4
"3bb537a34ec14d16bb9f3c8b5d66dd83",1,3,4
"3bb537a34ec14d16bb9f3c8b5d66dd83",22,,4
"3d5c19ea73524c6f9a932a062e0b2b3a",5,4,11
"3d5c19ea73524c6f9a932a062e0b2b3a",21,3,11
"3d5c19ea73524c6f9a932a062e0b2b3a",1,7,11
"3d5c19ea73524c6f9a932a062e0b2b3a",23,7,11
"3d5c19ea73524c6f9a932a062e0b2b3a",11,6,11
"3d5c19ea73524c6f9a932a062e0b2b3a",22,6,11
"3d633012f62f4a1693b032bb87573c1e",5,1,5
"3d633012f62f4a1693b032bb87573c1e",3,3,5
"3e147b9e732b405fb61098cbcc88c7b5",1,7,3
"3e147b9e732b405fb61098cbcc88c7b5",23,7,3
"3e147b9e732b405fb61098cbcc88c7b5",21,98,3
"3e147b9e732b405fb61098cbcc88c7b5",11,6,3
"3e147b9e732b405fb61098cbcc88c7b5",4,6,3
"3e4c1cb508fe44b4b5898195d7bc941f",1,4,11
"3e4c1cb508fe44b4b5898195d7bc941f",3,3,11
"3f39cc086d5f4cd383549baf15963bec",3,7,5
"3f883779aa6e46ea96315b4730bdeb1c",1,,6
"3f883779aa6e46ea96315b4730bdeb1c",3,7,6
"3f883779aa6e46ea96315b4730bdeb1c",11,4,6
"3f883779aa6e46ea96315b4730bdeb1c",19,7,6
"3fbba4bc945f48e5b07ccf0a706d2194",11,5,10
"3fbba4bc945f48e5b07ccf0a706d2194",4,5,10
"3fbba4bc945f48e5b07ccf0a706d2194",8,2,10
"3fbba4bc945f48e5b07ccf0a706d2194",5,6,10
"3fbba4bc945f48e5b07ccf0a706d2194",1,4,10
"3fbba4bc945f48e5b07ccf0a706d2194",19,7,10
"3fbba4bc945f48e5b07ccf0a706d2194",3,5,10
"3fbba4bc945f48e5b07ccf0a706d2194",13,5,10
"4074d14cddb64a649e69a08c760028a9",11,3,9
"4074d14cddb64a649e69a08c760028a9",3,0,9
"4074d14cddb64a649e69a08c760028a9",1,3,9
"4074d14cddb64a649e69a08c760028a9",13,3,9
"4074d14cddb64a649e69a08c760028a9",19,7,9
"41e2ca525f8c47bb8ed1cd9fc94325f1",10,1,8
"41e2ca525f8c47bb8ed1cd9fc94325f1",1,2,8
"41e2ca525f8c47bb8ed1cd9fc94325f1",5,3,8
"41e2ca525f8c47bb8ed1cd9fc94325f1",19,7,8
"420750aef42a46139e6eb109f0fc28c1",1,2,6
"420750aef42a46139e6eb109f0fc28c1",21,7,6
"420750aef42a46139e6eb109f0fc28c1",8,1,6
"429582d862904d3f8aff6b20a922100c",13,5,4
"429582d862904d3f8aff6b20a922100c",21,7,4
"429582d862904d3f8aff6b20a922100c",19,7,4
"429582d862904d3f8aff6b20a922100c",1,7,4
"429582d862904d3f8aff6b20a922100c",11,5,4
"42d0fc47682646d59cb2e649862cb2eb",3,2,5
"435aad8bd25744e69e6d88b433715d15",22,4,5
"435aad8bd25744e69e6d88b433715d15",3,4,5
"435aad8bd25744e69e6d88b433715d15",8,2,5
"435aad8bd25744e69e6d88b433715d15",5,6,5
"435aad8bd25744e69e6d88b433715d15",2,5,5
"435aad8bd25744e69e6d88b433715d15",21,3,5
"435aad8bd25744e69e6d88b433715d15",1,6,5
"435aad8bd25744e69e6d88b433715d15",23,7,5
"435aad8bd25744e69e6d88b433715d15",11,5,5
"436745efc56f4db89ab6aa60196163d1",6,7,4
"436745efc56f4db89ab6aa60196163d1",1,7,4
"441cda37b3414e07a6593efba2c48717",19,6,7
"441cda37b3414e07a6593efba2c48717",11,2,7
"441cda37b3414e07a6593efba2c48717",1,3,7
"45ffec175cab46ff95d72b6f6f651b39",4,1,11
"45ffec175cab46ff95d72b6f6f651b39",1,7,11
"45ffec175cab46ff95d72b6f6f651b39",21,7,11
"46235a9f1237490b8d6433136a08bd86",11,5,7
"468e3f6ef60a49e1b311c81dabce6226",19,7,18
"468e3f6ef60a49e1b311c81dabce6226",13,7,18
"468e3f6ef60a49e1b311c81dabce6226",1,5,18
"468e3f6ef60a49e1b311c81dabce6226",11,7,18
"468e3f6ef60a49e1b311c81dabce6226",3,2,18
"46c75559ccb44ebf89eedefa432db56f",12,7,4
"46c75559ccb44ebf89eedefa432db56f",1,7,4
"46c75559ccb44ebf89eedefa432db56f",13,7,4
"46c75559ccb44ebf89eedefa432db56f",11,7,4
"471d44ec2f89422e90c75f16e4bbe19f",10,2,6
"471d44ec2f89422e90c75f16e4bbe19f",11,1,6
"477360319e3b4caaac9c57d73c0a901b",3,3,13
"477360319e3b4caaac9c57d73c0a901b",13,1,13
"477360319e3b4caaac9c57d73c0a901b",1,7,13
"477360319e3b4caaac9c57d73c0a901b",11,7,13
"4944e273d5224ecdb7bfabac6441bda8",11,,8
"49929536f6b141e0ad8f8a5e673a54e4",11,7,7
"49929536f6b141e0ad8f8a5e673a54e4",13,7,7
"49929536f6b141e0ad8f8a5e673a54e4",1,7,7
"49f702073f024c4f862a92d891c23109",1,7,8
"49f702073f024c4f862a92d891c23109",12,7,8
"4a1f47b4e0444a02b783530ac4fbbd54",23,7,9
"4a1f47b4e0444a02b783530ac4fbbd54",4,4,9
"4a1f47b4e0444a02b783530ac4fbbd54",1,7,9
"4ac55f9511c249788e31b82f62b6e15f",1,2,3
"4ac55f9511c249788e31b82f62b6e15f",22,6,3
"4ac55f9511c249788e31b82f62b6e15f",23,6,3
"4ac55f9511c249788e31b82f62b6e15f",11,3,3
"4ac55f9511c249788e31b82f62b6e15f",3,7,3
"4b54ec189b39476582f02f0f738e0b0e",19,7,6
"4b54ec189b39476582f02f0f738e0b0e",3,7,6
"4b54ec189b39476582f02f0f738e0b0e",23,7,6
"4b54ec189b39476582f02f0f738e0b0e",4,3,6
"4be8baf668ed4356bd768021e74a90b6",11,7,9
"4be8baf668ed4356bd768021e74a90b6",1,7,9
"4cfc17444f5347f2b63940f96adcfdff",3,5,3
"4cfc17444f5347f2b63940f96adcfdff",23,7,3
"4cfc17444f5347f2b63940f96adcfdff",4,,3
"4cfc17444f5347f2b63940f96adcfdff",1,7,3
"4cfc17444f5347f2b63940f96adcfdff",11,7,3
"4cfc17444f5347f2b63940f96adcfdff",19,,3
"4d0cc584b9b945f8bc1674879d356ed0",11,4,8
"4d0cc584b9b945f8bc1674879d356ed0",1,7,8
"4d0cc584b9b945f8bc1674879d356ed0",5,3,8
"4d0cc584b9b945f8bc1674879d356ed0",4,7,8
"4df0393b234448c4a01934c4b561190d",2,7,12
"4df0393b234448c4a01934c4b561190d",19,7,12
"4e2424dc07714ba89d16e85c276e5ff3",1,3,11
"4e2424dc07714ba89d16e85c276e5ff3",10,2,11
"4e2424dc07714ba89d16e85c276e5ff3",13,6,11
"4e2424dc07714ba89d16e85c276e5ff3",3,3,11
"4e2424dc07714ba89d16e85c276e5ff3",11,1,11
"4e5f64a99c6547cf94b40d8e18f8c889",9,1,13
"4e5f64a99c6547cf94b40d8e18f8c889",3,2,13
"4e79b8455c794fe28a3ee745cd1fa4c5",1,3,13
"4e79b8455c794fe28a3ee745cd1fa4c5",4,4,13
"4eb8fe775c964ecaa2173d058d32d891",11,7,4
"4eb8fe775c964ecaa2173d058d32d891",10,2,4
"4eb8fe775c964ecaa2173d058d32d891",1,4,4
"4eb8fe775c964ecaa2173d058d32d891",3,2,4
"4eb8fe775c964ecaa2173d058d32d891",5,7,4
"4eb8fe775c964ecaa2173d058d32d891",23,7,4
"4eb8fe775c964ecaa2173d058d32d891",21,3,4
"4f2dcc04814146faabcbbfe91f264293",1,7,7
"4f2dcc04814146faabcbbfe91f264293",21,7,7
"4fb03625fa6241a8895622252c8bd2fd",5,3,3
"4fb03625fa6241a8895622252c8bd2fd",3,3,3
"4fb03625fa6241a8895622252c8bd2fd",23,7,3
"4fb03625fa6241a8895622252c8bd2fd",22,3,3
"4fb03625fa6241a8895622252c8bd2fd",1,4,3
"4fb03625fa6241a8895622252c8bd2fd",21,3,3
"4fb03625fa6241a8895622252c8bd2fd",9,1,3
"4fb03625fa6241a8895622252c8bd2fd",4,2,3
"51b75d7c4ac54a85b5406d69f3c3e020",9,7,4
"5271dffd0ee74ae8a50f7a3b9cf68d57",11,2,9
"5271dffd0ee74ae8a50f7a3b9cf68d57",1,5,9
"5271dffd0ee74ae8a50f7a3b9cf68d57",3,2,9
"5271dffd0ee74ae8a50f7a3b9cf68d57",4,3,9
"531f932f7d3744308f1c7f3c847cc75d",1,7,3
"531f932f7d3744308f1c7f3c847cc75d",3,2,3
"531f932f7d3744308f1c7f3c847cc75d",11,4,3
"531f932f7d3744308f1c7f3c847cc75d",13,7,3
"53399ff70da24959b55f07ef32e68cdb",21,6,3
"53399ff70da24959b55f07ef32e68cdb",6,2,3
"53399ff70da24959b55f07ef32e68cdb",4,5,3
"53399ff70da24959b55f07ef32e68cdb",23,5,3
"53399ff70da24959b55f07ef32e68cdb",1,4,3
"542bc4afbc2440c796d9ca699bb8b103",1,7,7
"542bc4afbc2440c796d9ca699bb8b103",10,1,7
"542bc4afbc2440c796d9ca699bb8b103",19,3,7
"542bc4afbc2440c796d9ca699bb8b103",11,2,7
"542bc4afbc2440c796d9ca699bb8b103",13,7,7
"545edc11914246b580410d5426edf258",1,6,10
"545edc11914246b580410d5426edf258",11,7,10
"545edc11914246b580410d5426edf258",13,7,10
"54d01494a9d946cb8a27022831e34162",1,5,12
"54d01494a9d946cb8a27022831e34162",12,7,12
"54d01494a9d946cb8a27022831e34162",11,5,12
"54d01494a9d946cb8a27022831e34162",15,7,12
"54d01494a9d946cb8a27022831e34162",13,3,12
"5607c038dc64441e8c59d1e05d4951da",1,3,8
"5607c038dc64441e8c59d1e05d4951da",6,5,8
"5607c038dc64441e8c59d1e05d4951da",10,5,8
"56a0fed34740470987aa0b6052b6909a",4,3,6
"56a0fed34740470987aa0b6052b6909a",1,7,6
"56e3e1c314164a0fa1a2774e2b0b5d67",1,7,5
"56e3e1c314164a0fa1a2774e2b0b5d67",11,3,5
"56e3e1c314164a0fa1a2774e2b0b5d67",19,7,5
"573c6349c76242f5b6e860ce81436a70",1,4,10
"573c6349c76242f5b6e860ce81436a70",12,,10
"573c6349c76242f5b6e860ce81436a70",23,7,10
"573c6349c76242f5b6e860ce81436a70",13,7,10
"573c6349c76242f5b6e860ce81436a70",5,7,10
"573c6349c76242f5b6e860ce81436a70",11,4,10
"573c6349c76242f5b6e860ce81436a70",4,7,10
"57ae070c1d7b4e8e944702dfb0583a05",1,2,6
"57ae070c1d7b4e8e944702dfb0583a05",3,4,6
"57ae070c1d7b4e8e944702dfb0583a05",8,3,6
"57ae070c1d7b4e8e944702dfb0583a05",13,7,6
"57da26b97b97492ebe603668a5cc9bdb",11,1,8
"57da26b97b97492ebe603668a5cc9bdb",3,2,8
"58082b68a19d4c94bc68b782dc32c08c",10,4,4
"58082b68a19d4c94bc68b782dc32c08c",1,7,4
"58082b68a19d4c94bc68b782dc32c08c",13,3,4
"58082b68a19d4c94bc68b782dc32c08c",23,7,4
"58a70201e82842bf8aa7e876027b062d",1,7,3
"58a70201e82842bf8aa7e876027b062d",4,7,3
"58cf8ecb501b45ecb5c87fd71558f4b4",3,2,7
"58cf8ecb501b45ecb5c87fd71558f4b4",5,7,7
"58cf8ecb501b45ecb5c87fd71558f4b4",1,3,7
"58cf8ecb501b45ecb5c87fd71558f4b4",21,7,7
"58cf8ecb501b45ecb5c87fd71558f4b4",11,2,7
"59316d9321ae4af993df50884e750a71",11,3,4
"59316d9321ae4af993df50884e750a71",15,7,4
"594e3f9e818041ea9503576b21b74977",13,3,11
"594e3f9e818041ea9503576b21b74977",4,5,11
"594e3f9e818041ea9503576b21b74977",11,4,11
"594e3f9e818041ea9503576b21b74977",21,7,11
"594e3f9e818041ea9503576b21b74977",2,2,11
"594e3f9e818041ea9503576b21b74977",15,7,11
"594e3f9e818041ea9503576b21b74977",1,4,11
"594e3f9e818041ea9503576b21b74977",19,7,11
"59af43dd132840e7a3d907037ed3e8e2",6,3,6
"59af43dd132840e7a3d907037ed3e8e2",12,3,6
"59af43dd132840e7a3d907037ed3e8e2",7,2,6
"59af43dd132840e7a3d907037ed3e8e2",1,7,6
"59af43dd132840e7a3d907037ed3e8e2",10,3,6
"59af43dd132840e7a3d907037ed3e8e2",13,3,6
"59af43dd132840e7a3d907037ed3e8e2",11,2,6
"59af43dd132840e7a3d907037ed3e8e2",2,3,6
"59af43dd132840e7a3d907037ed3e8e2",4,3,6
"59e9cfa7d69d431385ca9aa6c9d789b9",11,7,7
"5a4cafd1a6114325a790f9ff6a5c2d7b",1,7,4
"5a4cafd1a6114325a790f9ff6a5c2d7b",11,7,4
"5a5af9e0c5ea4a94a8071e56c277b3ae",13,5,7
"5a5af9e0c5ea4a94a8071e56c277b3ae",2,,7
"5a5af9e0c5ea4a94a8071e56c277b3ae",5,3,7
"5a5af9e0c5ea4a94a8071e56c277b3ae",11,3,7
"5a5af9e0c5ea4a94a8071e56c277b3ae",12,,7
"5a5af9e0c5ea4a94a8071e56c277b3ae",1,4,7
"5a5af9e0c5ea4a94a8071e56c277b3ae",16,3,7
"5ac46de58fdd4a6287280f189952a28f",1,7,6
"5b3f449e0899444ea283af63d8bb63f7",4,4,5
"5b3f449e0899444ea283af63d8bb63f7",3,7,5
"5b3f449e0899444ea283af63d8bb63f7",5,1,5
"5b40bcbd3b7e4c51aca08b7c7e27922d",1,4,14
"5b40bcbd3b7e4c51aca08b7c7e27922d",12,7,14
"5ba24740654f468994dec57f3196f105",11,2,6
"5ba24740654f468994dec57f3196f105",21,7,6
"5ba24740654f468994dec57f3196f105",14,7,6
"5ba24740654f468994dec57f3196f105",3,4,6
"5ba24740654f468994dec57f3196f105",7,1,6
"5c9e36ac584945878990e72179fa4766",1,7,4
"5c9e36ac584945878990e72179fa4766",6,3,4
"5c9e36ac584945878990e72179fa4766",13,7,4
"5cc21d790c8d43e19134c3d06b510440",5,7,7
"5cc21d790c8d43e19134c3d06b510440",1,5,7
"5cc21d790c8d43e19134c3d06b510440",11,4,7
"5d9e89e7fa574156a0d8083eaae19c97",5,5,6
"5d9e89e7fa574156a0d8083eaae19c97",10,2,6
"5d9e89e7fa574156a0d8083eaae19c97",3,7,6
"5f869d74cb7847faa9014b1f9feaa239",1,3,9
"5f869d74cb7847faa9014b1f9feaa239",12,3,9
"5f869d74cb7847faa9014b1f9feaa239",3,4,9
"5f869d74cb7847faa9014b1f9feaa239",13,2,9
"5f869d74cb7847faa9014b1f9feaa239",9,4,9
"5f869d74cb7847faa9014b1f9feaa239",15,4,9
"5f869d74cb7847faa9014b1f9feaa239",10,2,9
"5fb04dcdf9204b1aafcf52cf33a45555",1,5,12
"5fb04dcdf9204b1aafcf52cf33a45555",3,4,12
"5fb04dcdf9204b1aafcf52cf33a45555",12,3,12
"600b3c89a6af42e0afb57da459a48d12",1,7,7
"600b3c89a6af42e0afb57da459a48d12",4,7,7
"600b3c89a6af42e0afb57da459a48d12",23,2,7
"600b3c89a6af42e0afb57da459a48d12",11,6,7
"600b3c89a6af42e0afb57da459a48d12",21,98,7
"6033318b4d9b40c0be9d6af56b4243d4",11,2,8
"6033318b4d9b40c0be9d6af56b4243d4",1,1,8
"6033318b4d9b40c0be9d6af56b4243d4",19,1,8
"60e7140ffa4444c8a66604d6d775fc56",1,14,5
"615238b7741c46738f4d7f57394fc606",10,2,6
"62f7f39afcd14f4e847cb535a4a4edd2",13,3,7
"62f7f39afcd14f4e847cb535a4a4edd2",4,1,7
"62f7f39afcd14f4e847cb535a4a4edd2",11,1,7
"62f7f39afcd14f4e847cb535a4a4edd2",1,7,7
"632545c257874a7ab6311d70e74321bc",19,5,10
"632545c257874a7ab6311d70e74321bc",4,3,10
"632545c257874a7ab6311d70e74321bc",11,2,10
"63d68e788cec45b8b21ccb97b0f532d0",13,2,11
"63d68e788cec45b8b21ccb97b0f532d0",2,6,11
"63d68e788cec45b8b21ccb97b0f532d0",8,5,11
"63d68e788cec45b8b21ccb97b0f532d0",3,1,11
"63d68e788cec45b8b21ccb97b0f532d0",4,4,11
"63d68e788cec45b8b21ccb97b0f532d0",11,1,11
"63d68e788cec45b8b21ccb97b0f532d0",19,7,11
"63d68e788cec45b8b21ccb97b0f532d0",1,7,11
"64ac3328a38747a8b77a2b4ac460c0a1",4,2,4
"64ac3328a38747a8b77a2b4ac460c0a1",15,3,4
"64ac3328a38747a8b77a2b4ac460c0a1",1,3,4
"64ac3328a38747a8b77a2b4ac460c0a1",7,2,4
"64ac3328a38747a8b77a2b4ac460c0a1",5,3,4
"64ac3328a38747a8b77a2b4ac460c0a1",11,2,4
"64e1c1594a12465f9bb9f4dc7d570db2",19,7,3
"64e1c1594a12465f9bb9f4dc7d570db2",11,2,3
"64e1c1594a12465f9bb9f4dc7d570db2",3,7,3
"64e1c1594a12465f9bb9f4dc7d570db2",4,2,3
"64e1c1594a12465f9bb9f4dc7d570db2",15,3,3
"66443b76761442b7ae9f75ac22b46e50",11,4,3
"66443b76761442b7ae9f75ac22b46e50",4,3,3
"66443b76761442b7ae9f75ac22b46e50",1,6,3
"66443b76761442b7ae9f75ac22b46e50",10,2,3
"66959d5454ec43c7861bec7889849ad1",11,3,6
"66959d5454ec43c7861bec7889849ad1",1,2,6
"66c88c6ac9de4c13ab44e35044e1d11a",3,2,5
"66c88c6ac9de4c13ab44e35044e1d11a",1,7,5
"673dd0e3652a4d2c8fa055c7c58232fb",1,3,5
"673dd0e3652a4d2c8fa055c7c58232fb",2,3,5
"673dd0e3652a4d2c8fa055c7c58232fb",19,3,5
"6764c2a9e2c441a1ad4f637da4f63c84",4,2,6
"6764c2a9e2c441a1ad4f637da4f63c84",12,1,6
"6764c2a9e2c441a1ad4f637da4f63c84",2,4,6
"6764c2a9e2c441a1ad4f637da4f63c84",5,1,6
"68b753ff1a69455ea2cd05c11bde81ed",4,2,17
"68b753ff1a69455ea2cd05c11bde81ed",13,2,17
"68b753ff1a69455ea2cd05c11bde81ed",2,7,17
"68b753ff1a69455ea2cd05c11bde81ed",19,7,17
"68e2e3f630be4cc788a3c61f6b522b3a",1,7,14
"68e2e3f630be4cc788a3c61f6b522b3a",13,4,14
"68e2e3f630be4cc788a3c61f6b522b3a",15,7,14
"69389211ef9543f09dd0b955bd7ba94b",4,4,6
"69389211ef9543f09dd0b955bd7ba94b",1,7,6
"6a1f1d0492b24ece992a0caf323e9157",4,1,4
"6a1f1d0492b24ece992a0caf323e9157",3,3,4
"6a1f1d0492b24ece992a0caf323e9157",11,4,4
"6ad635d3403248979bbd95c911af620c",1,7,6
"6ad635d3403248979bbd95c911af620c",23,7,6
"6ad635d3403248979bbd95c911af620c",19,7,6
"6b9817aa4acf488b802fa5eb006f009a",19,7,10
"6b9817aa4acf488b802fa5eb006f009a",11,4,10
"6b9817aa4acf488b802fa5eb006f009a",6,2,10
"6b9817aa4acf488b802fa5eb006f009a",18,2,10
"6b9817aa4acf488b802fa5eb006f009a",3,7,10
"6bd3cf7a1e4345c4b67abce238dc828d",9,7,4
"6bd3cf7a1e4345c4b67abce238dc828d",1,7,4
"6bd3cf7a1e4345c4b67abce238dc828d",10,2,4
"6bd3cf7a1e4345c4b67abce238dc828d",11,3,4
"6bd3cf7a1e4345c4b67abce238dc828d",3,1,4
"6be232699e70435ba9cd8db725d1cd7d",1,5,6
"6be232699e70435ba9cd8db725d1cd7d",19,2,6
"6be232699e70435ba9cd8db725d1cd7d",10,7,6
"6be232699e70435ba9cd8db725d1cd7d",3,2,6
"6c46bb0e515843ccbd9151bdd525fccc",3,4,4
"6c46bb0e515843ccbd9151bdd525fccc",11,7,4
"6c46bb0e515843ccbd9151bdd525fccc",1,7,4
"6cd20f63b8e34c9baf5870e84eab5d2a",11,2,5
"6cd20f63b8e34c9baf5870e84eab5d2a",13,2,5
"6cd20f63b8e34c9baf5870e84eab5d2a",1,3,5
"6cdd4fcbbcfe414d9686fdd2c404dc8b",1,4,4
"6cdd4fcbbcfe414d9686fdd2c404dc8b",2,2,4
"6cdd4fcbbcfe414d9686fdd2c404dc8b",19,7,4
"6cdd4fcbbcfe414d9686fdd2c404dc8b",5,4,4
"6cdd4fcbbcfe414d9686fdd2c404dc8b",9,2,4
"6cdd4fcbbcfe414d9686fdd2c404dc8b",11,5,4
"6d744b34367e4b1285aadf0502734121",19,3,5
"6e8c9d3f6c874230bcbedc3f9f0285a6",22,98,4
"6e8c9d3f6c874230bcbedc3f9f0285a6",11,3,4
"6e8c9d3f6c874230bcbedc3f9f0285a6",13,7,4
"6e8c9d3f6c874230bcbedc3f9f0285a6",1,5,4
"6e8c9d3f6c874230bcbedc3f9f0285a6",19,7,4
"6e8c9d3f6c874230bcbedc3f9f0285a6",23,98,4
"6e8c9d3f6c874230bcbedc3f9f0285a6",12,7,4
"6e8f6671ab714ac3aebab5f540c0d440",1,7,5
"6e8f6671ab714ac3aebab5f540c0d440",11,3,5
"6e8f6671ab714ac3aebab5f540c0d440",3,7,5
"6e8f6671ab714ac3aebab5f540c0d440",13,7,5
"6ec00f7d379e4cceb131ac9725f35b1a",22,7,12
"6ec00f7d379e4cceb131ac9725f35b1a",11,2,12
"6ec00f7d379e4cceb131ac9725f35b1a",2,2,12
"6ec00f7d379e4cceb131ac9725f35b1a",1,7,12
"6ec00f7d379e4cceb131ac9725f35b1a",13,2,12
"6ec00f7d379e4cceb131ac9725f35b1a",23,7,12
"6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",1,7,7
"6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",6,5,7
"6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",3,7,7
"6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",13,5,7
"6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",11,8,7
"6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",4,3,7
"6f0634b271dd4ebabaca45a0579a1a69",6,7,9
"6f0634b271dd4ebabaca45a0579a1a69",1,3,9
"6f3b0e49990144ff9e75ee145a362444",13,7,4
"6f3b0e49990144ff9e75ee145a362444",11,2,4
"6f3b0e49990144ff9e75ee145a362444",1,2,4
"6f3b0e49990144ff9e75ee145a362444",10,3,4
"6f502e1e043449cab9a278cbfd4c30f8",13,5,5
"6f502e1e043449cab9a278cbfd4c30f8",19,7,5
"6f502e1e043449cab9a278cbfd4c30f8",1,3,5
"6f502e1e043449cab9a278cbfd4c30f8",15,4,5
"6f502e1e043449cab9a278cbfd4c30f8",11,4,5
"6f502e1e043449cab9a278cbfd4c30f8",8,2,5
"6f830ce7d01c422cb12c8b5c8b9c96ee",1,2,7
"6f830ce7d01c422cb12c8b5c8b9c96ee",19,7,7
"6f830ce7d01c422cb12c8b5c8b9c96ee",11,5,7
"6f830ce7d01c422cb12c8b5c8b9c96ee",3,5,7
"6fdb9e65588f4e288c279e8301d04706",12,7,9
"6fdb9e65588f4e288c279e8301d04706",23,3,9
"6fdb9e65588f4e288c279e8301d04706",1,4,9
"6fdb9e65588f4e288c279e8301d04706",3,1,9
"6fdb9e65588f4e288c279e8301d04706",8,1,9
"700070912677437580e7da3eb10c7734",5,7,8
"700070912677437580e7da3eb10c7734",11,7,8
"700070912677437580e7da3eb10c7734",1,3,8
"700070912677437580e7da3eb10c7734",6,7,8
"700070912677437580e7da3eb10c7734",19,7,8
"702d4b2225ab4dbe92a40506296adf2d",22,0,10
"702d4b2225ab4dbe92a40506296adf2d",5,7,10
"702d4b2225ab4dbe92a40506296adf2d",1,7,10
"702d4b2225ab4dbe92a40506296adf2d",23,4,10
"702d4b2225ab4dbe92a40506296adf2d",2,2,10
"702d4b2225ab4dbe92a40506296adf2d",19,3,10
"702d4b2225ab4dbe92a40506296adf2d",13,5,10
"702d4b2225ab4dbe92a40506296adf2d",4,7,10
"70ae12f096154729a14d2624aa5a59de",19,7,4
"70ae12f096154729a14d2624aa5a59de",9,1,4
"70ae12f096154729a14d2624aa5a59de",1,1,4
"70ae12f096154729a14d2624aa5a59de",3,1,4
"70d83bd5db6f46e092593b4bfc363ba3",11,7,8
"70d83bd5db6f46e092593b4bfc363ba3",1,7,8
"70d83bd5db6f46e092593b4bfc363ba3",3,7,8
"70d83bd5db6f46e092593b4bfc363ba3",6,7,8
"70d83bd5db6f46e092593b4bfc363ba3",23,7,8
"721bf64da76042f7b93ac98e57773d34",3,7,5
"7231cac3c984454fbb9963e15947dc38",19,7,9
"7231cac3c984454fbb9963e15947dc38",1,7,9
"7231cac3c984454fbb9963e15947dc38",15,7,9
"7231cac3c984454fbb9963e15947dc38",13,7,9
"7231cac3c984454fbb9963e15947dc38",3,2,9
"7231cac3c984454fbb9963e15947dc38",2,3,9
"7231cac3c984454fbb9963e15947dc38",11,4,9
"7231cac3c984454fbb9963e15947dc38",12,5,9
"7253dbdbc83c4e6681974c40ce369e79",12,7,7
"7253dbdbc83c4e6681974c40ce369e79",1,7,7
"72decf6c6bcb4d4a9976894561e88bd4",4,3,4
"72decf6c6bcb4d4a9976894561e88bd4",11,4,4
"72decf6c6bcb4d4a9976894561e88bd4",1,4,4
"72decf6c6bcb4d4a9976894561e88bd4",3,1,4
"72e6998f6ca846fc9fa53cc11cf80bb3",1,7,15
"7518e884894c45e5837ce4ce122c4fa1",11,2,5
"7518e884894c45e5837ce4ce122c4fa1",21,98,5
"7518e884894c45e5837ce4ce122c4fa1",4,7,5
"7518e884894c45e5837ce4ce122c4fa1",5,1,5
"7518e884894c45e5837ce4ce122c4fa1",13,2,5
