"hhid","h10_respondent","s10q01","s10q02","s10q03","s10q04","s10q05a","s10q05b","s10q05c","s10q06","s10q07a","s10q07b","s10q08a","s10q08b","s10q08c","s10q08d","s10q08e","s10q08f","s10q08g","s10q08h","s10q08x","s10q08z","s10q09","s10q10","s10q11","s10q12"
"a88ee0c747c04417a9f520bbf8fbbcb6","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"a902d911397142a3b583be355769e8b5","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,1,1
"a93cfb7184594ce5bb277bc6d0c29707","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,6,1
"a98acb91aca7427bbebaf8c64b9c77b7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"a9ccfa6d61304757a41135455de45ec2","2",2,,,,,,4,2,,,,,,,,,,1,,,8,2,4,1
"aa57faf392e54bdebf8c6f5f0eb4449e","1",1,24,5,,72000,30,,2,,,,,,,,1,,,,,6,2,1,3
"ac032172d1164554a865a3d2a890bbc6","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"ac0514a317ba4cb7b450f1655bd5885d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,1,3
"ac2b1c5c0eee496a827a1483df3f43b2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"ac745097370f4c20a068538fe104b98f","1",1,24,5,,15000,30,,2,,,,,,,,1,,,,,6,2,5,3
"ad89377d37484fed9c5117f2c43110e7","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,3,1
"adb59071a8d745bf9451eebc3cc3f7e7","1",1,24,5,,15000,30,,2,,,,,,,,,,,,1,,,,
"b128d6e71e994fbe8ab0e6caf38d933a","2",1,24,5,,10000,30,,2,,,,,,,,1,,1,,,8,2,3,1
"b27dcbe01a114f528a2e28b79ebfef23","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,5,1
"b2be84418d374db2a5877f6a20d2d8be","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,3
"b453d059eb874a3fad8c3e24947bed8c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b602fae9b596488999c9a989026daf1f","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"b6643042339049038ba392501cdd0547","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"b6a9c24ccb2847288b7627e83bb2978c","5",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"b812280126a64370b61d44ea714c10e0","6",1,12,5,,90000,30,,2,,,,,,,,1,,,,,6,2,5,1
"b874eda3843b41bc9ff6600bcf8781bf","6",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"b94bf86b9d05479798d7b5ea395cc998","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,3
"b9814e69e7d1471e9df2380d61d134ca","1",1,24,5,,50000,30,,2,,,,,,,,1,,,,,6,2,6,1
"b9954dda840a415293c087dacb380823","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"bb238cdb8eb14929ada91f9855846a83","1",2,,,,,,3,2,,,,,,,,1,,,,,6,2,2,2
"bbc9c4ae69574621a6fc7ac9f3e879dd","1",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,2,4,1
"bc08c4882be64b6c8c642591a80dd73a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"bcd392b015d345598ac139f9735e23c0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,1,1
"be9b8cd276044605807db1fb1ff75b4a","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,1,1
"be9c505387fd45fbb05ad8504311f51f","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,3,1
"bf72d805ee634aa8a01a05c0a90e78ac","1",1,20,1,,40000,30,,2,,,,,,,,1,,1,,,8,2,5,1
"c0111cd1604746198725838b04c57042","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c103de0a66f94d86ab1a9c15e920b4c0","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"c199d6c8627c4ba5a60087a3b5bca4d6","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,4,1
"c1a94b14b5904b7ca9bdcddb5ab0ebd7","2",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,2,5,1
"c2180d8d40ab46759252515c840f3eb5","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c2ca93de4b90407ca3048c0d024f1d46","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,2
"c58d11122efb4ef8b7a7aec37b7e938e","1",1,24,5,,10000,30,,2,,,,,1,,,1,,,,,6,2,3,3
"c7717caae13a4f15bb790fc231e9483f","3",1,24,5,,30000,30,,2,,,1,,,,,1,,,,,6,2,12,3
"c7c7d15ebe1346048da841fad1903f32","2",1,24,1,,15000,30,,2,,,,,,,,1,,,,,6,2,6,1
"c922f881854a431dbf5e373809ea002e","2",2,,,,,,1,2,,,,,1,,,,,1,,,8,2,5,1
"c9738953b0f24832a9aa5edce9b3f6da","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"cc9c322b5ccf4201ac05c497baaaceab","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,11,1
"cd2cdb5793ce43ab9ba904e21f40c8bc","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"cd51afef3bb14f829daec34aebc523eb","1",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,5,1
"cea811261b13433e9002e69eab4e881f","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"cf4cd56cca0245f3901acd5b5f67595a","2",1,23,5,,40000,30,,2,,,,,,,,1,,,,,6,1,5,1
"cfa860dffcfc42ecbc4a505910ceaaec","2",1,12,5,,30000,30,,2,,,,,,,,1,,,,,6,2,5,1
"d0e95742e6ca42d4b43849dab9e405c0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"d1834630caff4a899b65c9115d52ae53","2",2,,,,,,6,2,,,,,,,,1,,,,,6,2,7,1
"d1adf39b036c4160ade809dcd43083c2","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"d1e668e0df9a4574a01ee0c3c525bf97","2",2,,,,,,96,2,,,,,,,,1,,,,,6,2,4,2
"d2598542842d47afbf42673298d23e79","1",2,,,,,,96,2,,,,,,,,,,1,,,8,2,2,1
"d2a46003715541deb859c5beb3404ffc","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"d305621f790241909c4efca8e4f3f3cc","2",1,24,5,,15000,30,,2,,,,,1,,,1,,,,,6,2,6,1
"d34202dfb31441fe9590889a17fe9251","1",1,24,8,,,,,2,,,,,,,,1,,,,,6,2,5,2
"d49f1718449b4ad28ebfff05947f6a00","1",2,,,,,,6,2,,,,,,,,,,,,1,,,,
"d4df290dccd04044933e95cba38d7d2d","2",2,,,,,,2,2,,,,,,,,,,1,,,8,1,8,1
"d609dc427d2b473b9fbe34a247420844","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,3,2
"d65e1a210c7943b5900d729101f7a578","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,2,3,1
"d6627a2db2f844339b0d83ecb813aead","1",1,24,1,,40000,30,,2,,,,,,,,1,,,,,6,2,4,3
"d6cb9c9765774050b9a051a03128dbd3","2",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,2,2
"d80b3ee3d4b44249a29fdaaa11005238","1",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"d8ab01fad37f4656940dc81298687f06","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"d980f593ae8a4f57bb0d7e340d3d9185","5",1,20,1,,30000,30,,2,,,,,,,,,,1,,,8,2,4,1
"da50cd5c01e5425db82ca8402e76ccbc","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"db1aebf959a749d5807563e0f5b4f2e9","1",1,8,5,,10000,30,,2,,,,,,,,1,,,,,6,2,4,1
"db23f2c673c64187a127d887d720d60a","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"dc90accc69c04f2a9b84c995a01c1592","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"dcd7b89f1a6340ab83c5308f346022e1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,9,1
"dcf05141ffab4d62a2883810a99266c6","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"de11e4d8925d4fb688498a3c4b87cc2d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"de16b9665dfd45d5b6680b3bf0bc3920","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"dff2384f85c64450851486f279d27040","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,6,3
"e1addb022746494a80fee20a38cd2e04","1",1,24,5,,150000,30,,2,,,1,1,,,,,,,,,2,,1,1
"e1b3270679294fe086a9ff514f567f3d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"e2013aac5b524a18a19b18e149a3833c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"e4acad942df64493a48dbaa4e7d42975","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"e7d42aaa9ad54903a0326845f3e3753f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,9,1
"e806fa286e814b839187c794894b5390","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"e815b5ee94014dcabdc49eca55dc45f8","1",1,24,5,,52000,30,,2,,,1,,,,,1,,,,,6,2,15,3
"e8e78013770e4919ac20cbf84d2f064c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"eade68c76ba047b5baf1a04f1b3e8641","2",1,24,5,,10000,30,,2,,,1,,,,,1,,,,,6,2,12,3
"eb7073f385eb40a3ba28b2f1914d2a75","4",2,,,,,,1,2,,,,,,,,,,1,,,8,1,2,1
"ec2fb6ed30434f11845e1a7e5f0431ee","8",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"ed5332f749ec4618a26cfc5d1e22f4b3","1",2,,,,,,2,2,,,,,1,,,,,1,,,8,1,5,1
"ef0093cdbd6545cb9530aa3f46c495a1","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"f09bd00bdbdb408684721cce78f723fa","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,6,1
"f0dd817a25344500aa21c1fb0cebb96a","1",1,4,1,,10000,30,,2,,,,,,,,1,,,,,6,2,6,3
"f14f7b04d23c4b2b90c46d342fc15db3","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"f257cf78def94248abd804f57f8fb3c7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"f268b0e8ca52483e9ece7af84125ce53","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,3
"f2a9073b7fe549ce974b1adcd7c583a9","1",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,2,3,2
"f394c52ef5324bd596eaf163acb2d12c","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,1,2
"f5115db079e542e88d73985eb5d2d025","4",2,,,,,,4,2,,,,,,,,,,1,,,8,2,8,1
"f5302683689d4352b65264e175836ca6","1",2,,,,,,4,2,,,,,,,,1,,,,,6,2,3,3
"f68a894fd12244019eb1afcb95b6b002","2",2,,,,,,96,2,,,,,,,,,,1,,,8,2,6,1
"f6ebb396cddb430693c58b75f2c34ccf","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"f75f66f2b300420b96c46230d780c542","2",1,24,8,,,,,2,,,,,,,,1,,,,,6,2,6,3
"f8b64aabc1994c2da7b35c763ac02d0c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"f8c744dae6734df5bb82c09e2fddfd7e","7",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,3,1
"f8ed7f1685244a13b8c8c5a9ba2bdda3","5",1,24,1,,30000,30,,2,,,,,,,,1,,1,,,8,2,6,1
"f901860b8cf440c2b96953f5fa93b643","1",1,24,5,,25000,30,,2,,,,,,,,1,,,,,6,2,5,3
"f960638b849a4694b620ac44ce22e76c","2",2,,,,,,2,2,,,,,,,,1,,,,,6,2,4,3
"fb0d3b49ba154577ae16d30796b32d36","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"fc417e42804848a0a93e0e54f176a90f","10",1,24,5,,30000,30,,2,,,,,,,,1,,,,,6,2,3,2
"fd63f6f32bbd4f05afc99b5044cc9195","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"ff59b7dab9c24f4daec53267fc0a709c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,2
"ff5cb6b7acd1470a98a0b9aa8acf35a2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"004e93d7552248ed95d8bc3ec21bdbdb","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,5,1
"008ffc050d4e47c7920e9c7c2e35887a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,2
"0071da69d26d4b29a8f9d29d458e68cf","2",2,,,,,,7,2,,,,,,,,,,1,,,8,2,6,1
"00a68f13f97141199e9fda8aacbccc8d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"00a09aedb8c049aa8364d377c26c5f81","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"00c9353d8ebe42faabf5919b81d7fae7","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"00db391b5a9a4ef0954f50f148069c46","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"00bbd034f88649bc980b091d4a5af645","1",1,24,1,,12000,30,,2,,,,,,,,,,1,,,8,2,6,1
"00e23121bad94719bff27f93646437b3","1",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,5,1
"00eb1114df14443a9effe1db5343435d","2",1,24,4,,10000,30,,2,,,,,,,,1,,,,,6,1,3,3
"00f1eb71d428408f888b058a8e8664fe","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,6,1
"0103050b934841289df128242538e3ea","2",2,,,,,,7,2,,,,,,,,,,1,,,8,2,7,1
"0101511a1da74f35b4fb8fd0c2cf8e69","15",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"0125c97b154d4f249c07f630cd52a102","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,3,1
"01946faa112841669f992ad1c026ddb6","1",2,,,,,,2,2,,,,,,,,,,,,1,,,,
"015b2f40827d4d70a5aa4ac958235a78","1",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,2,3
"01c6b5639280472aa1dbfea2b7c10c24","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"01c14a909dd54c2088fe1b32e84ae2ec","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"020fd884bebf40b0a97f2156b8eda1b6","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,5,1
"01fc2a6821064f528ca01e20dbea8db2","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"01dfba97dd29447f9a82aef0f59237de","5",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"021babeee5f646108cbe9bb3b2a4c485","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"023400859c2e49d9a0701040d93fa0f2","1",2,,,,,,96,2,,,,,,,,1,,,,,6,2,4,3
"024a80a27283471e857285cf751564ae","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"02257a7aa9a94ca9b464e910e2bd642d","1",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"02617e359bfc48cbaa6ff204cb915790","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"02dd448165ce46279ca601a02865d543","-999999999",1,2,5,,,,,,,,,,,,,,,,,,,,,
"02ad65979b5d4f9e8654d5912304304d","1",1,1,2,,,,,2,,,,,,,,1,,,,,6,2,1,2
"02a50a54fb3a4c9f989e246cb0c9200e","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"03292ce0d7f24e42801500e576140648","9",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"031fbb84e2af4d5e889ccc7492ecbf55","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,1
"034f0004fa7a4a25b4aacdb196177f2b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"036b190944154e22bbd0d574a8d08be0","2",1,24,5,,10000,30,,2,,,,,,,,1,,1,,,6,2,5,3
"03c42091117d479097bf8be7a9dfebb1","5",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"038bf67186f048d1966a17475bedd578","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"04079e5069be47278c3ec71eb77a8997","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"04077875a3894775bb24f2f42e7adc67","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"03f862af923942ad9f37fa65f52a8f3d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"03d4f5f6631747878b76ad399fb2b80c","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"043058c9577d4e2ebeeb2c62c20acb22","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"042c4cc37a904f18a05671d5323d78d3","2",1,20,5,,10000,30,,2,,,,,,,,1,,1,,,8,1,5,1
"0418981cf19046bd930dbbfe8af3c1c4","2",1,5,5,,10000,30,,2,,,,,,,,1,,,,,6,2,4,1
"044fe31f64084ca4bb3d0474820c95ff","1",1,24,3,,,,,2,,,,,,,,,,1,,,8,2,3,1
"044c92119a6e44b6bd74f41b5131f7fb","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"04adcf9e96a14cc2879a6d47da1a2ae9","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,2
"048117d75d7e486587c27ca4bb7d294f","4",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"0475d96d540e42f48e10f7e052c18533","1",1,24,1,,50000,30,,2,,,,,,,,1,,,,,6,2,3,1
"04fbfbe14e064de88046b1bd162fb008","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"04e34e77abfc4a14a6ddb3f8604a51ee","2",2,,,,,,2,2,,,,,,,,,,1,,,8,1,3,1
"04beb1f67d72438a95bbd2da5ae9bc56","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"0566d903b26649e59275f92f6118361d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"056fa1dd91d740dcaa47fc4937363a95","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"05052c1f4a06454ca9f2ef68f4ed9918","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,4,1
"053050b9f02d468dabfb5515b9f97be6","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,8,1
"0583ffbf78c441f7828b4e53acdd71f1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"062da72d5d3a457e9336b62c8bb9096d","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"05e99dfa6f5a44a79677019330c423f7","2",1,24,5,,15000,30,,2,,,,,,,,1,,1,,,6,2,3,1
"05dca1a459fe4754bd19d0d175b4da74","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"058bd214d86846f5949c782fb2f1bfbb","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"068501d062324eb097b62ccfea8a5fa6","1",2,,,,,,6,2,,,,,,,,1,,1,,,8,2,6,1
"0667b6f1adac439db81e063ceead3b03","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,1
"069465eb8c264016bc63f2ba390ad118","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,3,1
"06afa3273f6a49a38b98ba52ba888ed8","2",1,12,5,,15000,30,,2,,,,,,,,,,1,,,8,1,6,1
"06b881a31ba7466e919d01bb09f5e672","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"06ba04343a6e4f678e01eec018cac7db","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"06a3c5174fea45419046bfa97ea3c29b","2",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,7,1
"06e12afed6db4f9a99423fc4169cc802","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"06c85056727c434f90b8215d4b1df0a2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"06d940520a174c5c843dd683f49c2f95","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"0751ec0e0fe949e68111233049babbaf","1",2,,,,,,2,2,,,,,,,,,,,,1,,,,
"07919f0a80fb43dc9dbbc762b869adbf","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"0731c33c39714e7a8fe032a4c6840fc5","6",1,24,5,,20000,30,,2,,,,,,,,,,1,,,8,2,5,1
"0795321942c34174a89d745e644df105","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"07b307a143384b5cb48a35412b6788d6","1",1,7,5,,50000,30,,2,,,,,,,,1,,,,,6,2,6,1
"07999cf798314e05b4cfb6005c1092cb","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"08004f29b4234c35bfbea5f38ced207a","1",1,8,2,,,,,2,,,,,,,,1,,,,,6,2,3,3
"07c445ca0f284db081b29aa91ee7988e","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"08211a3e91eb4227bb201b44001ea21b","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"087401704b5c4990995dc6b7af8a6b0a","2",1,24,1,,20000,30,,2,,,,,,,,1,,,,,6,2,4,2
"08b6ed18afcc4300b2c916163a857437","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"08f3d91754ba4911865d5913f19172fc","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"08a88de2ed7b46648366085ed5bef13b","6",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"08a2071726b54dae84b17e7b8017588d","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,1,6,1
"097ea672d9004012a57a7084a54061ab","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"08f99cd6418241cda1841d6a644074f9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"09296489a3b04339968d856b0b9e44d9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"099f3b6855dc42158237614c25bfb571","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"098efabf1d9245b6bb031ca40ce7e36c","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,1
"09c865966539496a8242c1018e90ef5f","2",2,,,,,,2,2,,,,,,,,,,1,,,8,1,6,1
"09eb11716b004f3db526ff17444387ae","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"0a32ecc59b4543d991993511531bcbdc","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,2
"0a27264e6c624c93b389332b558be807","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"0a049c02fa2046ebbd60a6af568aabae","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"09f80c42c3cd41999116b6c09d0fe5fb","1",1,15,1,,15000,30,,2,,,,,1,,,1,,,,,3,2,1,2
"0a396d4827b24ea099971029d14bd817","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"0a48cd3173ac4599b9b722ced71b423c","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,2,3
"0a72dc2637f34612b2fa35e4d4b6cc60","3",1,24,1,,20000,30,,2,,,,,,,,1,,,,,6,2,3,1
"0a3fa4ae17e5425780754137a4e60987","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"0ab5e0705d5b40beb0a2e79f49183356","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"0ac58cb4e81e452daa6d87169534e762","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,3
"0a762151047143afb734fafb9be8275c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"0acb15747a494855adae111b05ec1af2","1",1,4,4,,4000,30,,2,,,,,,,,,,1,,,8,2,2,1
"0ad4b37a214a455aa6080a4f197e50ca","9",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"0b195170755f4768ac89c0dc1d08645a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"0b1dda6c9bc74ad6b7b18d9de2497355","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,1,3
"0b7f6c75dec34a6bb3c0990283c92be6","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,5,1
"0b9218083309477ab20ef5b6e13a2ab0","2",2,,,,,,96,2,,,,,,,,1,,,,,6,2,5,2
"0c62b06017184c17bad1db399f2a4e56","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"0be0f54fc2f44d4d8328e2b8878a06d0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"0c3e9a0e660a4ec8a84320ec2aee7f95","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"0cac20f5e69f4d00ac5d1bfc15689dba","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"0cf284629d3f460eb8d1ac4e90b0639b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"0c7ed7713a3b4c80ab675ecc093d0a2a","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"0d0e29faff394154a69562b4527b48b8","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"0d1503da1c134a0e912f2b7115137d57","1",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,4,3
"0d3fe7c0dc864f1eb4c9c7559a351a39","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"0d7d45da8d23438f892a87baa61a4b7a","1",1,24,3,,,,,2,,,,,,,,1,,,,,6,2,3,3
"0dc5a325d5dd4987b0255e6dc261c7c9","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"0da5a64fbb634dd5a96a9d945a7ea296","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"0dd53d87ea84437b9f5a26b992f3d396","2",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,3,1
"0e03e253c35d4333a1ffad2df9d38850","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"0e25633f83884662b852b82b7c7724cd","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"0e3bcf22a773456eb3475d233a7dc880","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"0df38d4bdeaa40a8b3407e57cc315e31","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"0e22abe9b0524c3f81a1babba4b3a651","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"0e4cdfeceae74763b9dca833f7997b04","2",1,24,5,,10000,30,,2,,,,,,,,,,1,,,8,1,6,1
"0e530e4dff074880bc7b09f4d3755c2d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"0e587b69c8364b7ea11ac6ad8155d944","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"0e6bbfd7a7ff407ba8c19c68b4614a43","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"0eacd048e8244b7bb60a9ef372d37bd4","3",2,,,,,,1,2,,,,,,1,,,,,,,4,2,5,1
"0ead3d9097d14f19afae3f37ed3fa95e","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"0f1fae5e3c164a0689a528daa0977068","1",1,24,5,,40000,30,,2,,,,,,,,1,,,,,6,2,6,2
