"hhid","CEE01","CEE02","CEE03","CEE02_1"
"b9814e69e7d1471e9df2380d61d134ca","Others (like subscriptions, interest to consumer debts, etc.)",809,120000,1
"b9814e69e7d1471e9df2380d61d134ca","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,100000,1
"b98a98dcedc940468663acb707feed49","Funerals and other social functions",807,53000,1
"b9b2afd92ce74ac08ff6360517d3ac3c","Remittances, gifts, and other transfers",806,40000,1
"b9bb5a0f856d4e158550469cbb082c84","Funerals and other social functions",807,1000,1
"b9f780de082948419cb573ab3c23a956","Funerals and other social functions",807,50000,1
"ba05b55368d040eeb7a410f910db7aee","Funerals and other social functions",807,30000,1
"baaba126dcfe417c82d1ec1a1e414ad2","Remittances, gifts, and other transfers",806,200000,1
"baaba126dcfe417c82d1ec1a1e414ad2","Funerals and other social functions",807,100000,1
"baaba126dcfe417c82d1ec1a1e414ad2","Others (like subscriptions, interest to consumer debts, etc.)",809,216000,1
"bacc66a311884a2b9f9b29c8d6da4a02","User fees and charges (passport, legal, photocopying service of marriage)",803,10000,1
"bacc66a311884a2b9f9b29c8d6da4a02","Funerals and other social functions",807,100000,1
"bacc66a311884a2b9f9b29c8d6da4a02","Others (like subscriptions, interest to consumer debts, etc.)",809,30000,1
"bae8b727c5344d6eb7e054786aba7480","Remittances, gifts, and other transfers",806,1500000,1
"bae8b727c5344d6eb7e054786aba7480","Funerals and other social functions",807,10000,1
"bafc620514774c7d855a293d9c89c0c7","Funerals and other social functions",807,42000,1
"bb1029fed2c94991b81ebcc03216b210","Remittances, gifts, and other transfers",806,564750,1
"bb1029fed2c94991b81ebcc03216b210","Funerals and other social functions",807,14000,1
"bb238cdb8eb14929ada91f9855846a83","Local Service tax",804,28000,1
"bb238cdb8eb14929ada91f9855846a83","Remittances, gifts, and other transfers",806,2000000,1
"bb238cdb8eb14929ada91f9855846a83","Funerals and other social functions",807,50000,1
"bb238cdb8eb14929ada91f9855846a83","Interest on loans",808,150000,1
"bb965ad786b7416889de9ae941399fc7","Remittances, gifts, and other transfers",806,50000,1
"bb965ad786b7416889de9ae941399fc7","Funerals and other social functions",807,45000,1
"bbc9c4ae69574621a6fc7ac9f3e879dd","Property rates (taxes)",802,800000,1
"bbc9c4ae69574621a6fc7ac9f3e879dd","Remittances, gifts, and other transfers",806,2500000,1
"bbc9c4ae69574621a6fc7ac9f3e879dd","Funerals and other social functions",807,120000,1
"bc058b7521c44697b4a70eb616653160","Remittances, gifts, and other transfers",806,150000,1
"bc058b7521c44697b4a70eb616653160","Funerals and other social functions",807,200000,1
"bc39840d95d84d80a9602e1cd988b41e","Local Service tax",804,370000,1
"bc39840d95d84d80a9602e1cd988b41e","Remittances, gifts, and other transfers",806,15000000,1
"bc39840d95d84d80a9602e1cd988b41e","Funerals and other social functions",807,600000,1
"bc552d202c4d440d983259958334c54e","Funerals and other social functions",807,60000,1
"bc552d202c4d440d983259958334c54e","Others (like subscriptions, interest to consumer debts, etc.)",809,8000,1
"bcbadfc32bcf47eb99e795b5f7756d5c","Remittances, gifts, and other transfers",806,20000,1
"bcbadfc32bcf47eb99e795b5f7756d5c","Funerals and other social functions",807,30000,1
"bcd0c7b30fdf4c9b8cff05c03d222086","Remittances, gifts, and other transfers",806,1800000,1
"bcd392b015d345598ac139f9735e23c0","Funerals and other social functions",807,20000,1
"bcf9986c1c544ead8cd9e3e845fb5c79","Funerals and other social functions",807,158000,1
"bd8704d179e04907b01d2eaf2d0de3e9","Funerals and other social functions",807,10000,1
"bdda888074c64d04872a160ffe702fb2","Remittances, gifts, and other transfers",806,300000,1
"be07973f69564948b3276b3fe44c7c4e","Remittances, gifts, and other transfers",806,300000,1
"be2b88fc4c42410291be8cb33d012ea3","Funerals and other social functions",807,120000,1
"be500d5d9cbc472db2c445e8bb4a8429","Remittances, gifts, and other transfers",806,3000000,1
"be5d3436fcdb4b80917df920b90de881","Remittances, gifts, and other transfers",806,100000,1
"be5d3436fcdb4b80917df920b90de881","Funerals and other social functions",807,20000,1
"be9c505387fd45fbb05ad8504311f51f","Income tax",801,1776000,1
"be9c505387fd45fbb05ad8504311f51f","Local Service tax",804,40000,1
"be9c505387fd45fbb05ad8504311f51f","Pension and social security payments",805,318000,1
"be9c505387fd45fbb05ad8504311f51f","Remittances, gifts, and other transfers",806,25000,1
"be9c505387fd45fbb05ad8504311f51f","Funerals and other social functions",807,50000,1
"be9c505387fd45fbb05ad8504311f51f","Interest on loans",808,1128000,1
"bed7e91707b64ec9ba9eff80e5a7a515","Funerals and other social functions",807,26000,1
"bf0d7e30893844228135cedc92e1fc3c","Funerals and other social functions",807,60000,1
"bf0d7e30893844228135cedc92e1fc3c","Interest on loans",808,300000,1
"bf148f925dec467fb70839f7aca77132","Remittances, gifts, and other transfers",806,250000,1
"bf3f48ce2d7849108d4a3aa723b56fa2","Remittances, gifts, and other transfers",806,80000,1
"bf3f48ce2d7849108d4a3aa723b56fa2","Funerals and other social functions",807,20000,1
"bf524610b7e541efb0e5bfe0ccd67937","Income tax",801,,1
"bf524610b7e541efb0e5bfe0ccd67937","Local Service tax",804,30000,1
"bf524610b7e541efb0e5bfe0ccd67937","Funerals and other social functions",807,10000,1
"bf5e205e879649aeb9e986e6a19bf2a3","Remittances, gifts, and other transfers",806,10000,1
"bf5e205e879649aeb9e986e6a19bf2a3","Interest on loans",808,40000,1
"bf643934ce9d42ccae6deba593a16348","Funerals and other social functions",807,560000,1
"bf72d805ee634aa8a01a05c0a90e78ac","Remittances, gifts, and other transfers",806,40000,1
"bf72d805ee634aa8a01a05c0a90e78ac","Funerals and other social functions",807,100000,1
"bfbc901c9a384f8c98ce7a8bc7bad2a6","Funerals and other social functions",807,50000,1
"bfcac9d1276645638b00ed7805dbfba2","Funerals and other social functions",807,18000,1
"bff3c84143b14ae8b47ee3b55074fd8b","Funerals and other social functions",807,100000,1
"c0111cd1604746198725838b04c57042","Funerals and other social functions",807,4500,1
"c05e8641340545b3b67a3d2cde754d74","Income tax",801,960000,1
"c05e8641340545b3b67a3d2cde754d74","Remittances, gifts, and other transfers",806,700000,1
"c05e8641340545b3b67a3d2cde754d74","Funerals and other social functions",807,300000,1
"c05e8641340545b3b67a3d2cde754d74","Interest on loans",808,240000,1
"c07f0d460ca1479198feb0b6eb3f2f16","Funerals and other social functions",807,135000,1
"c085573e64aa4788be1f66d491f65e2a","Funerals and other social functions",807,500000,1
"c08b76ff4f64408d92c893bc21b3f773","Funerals and other social functions",807,50000,1
"c0b0f34f8543477882988d792690f7ab","Funerals and other social functions",807,25000,1
"c132a575f3f14af9abc15f30b1f86427","Funerals and other social functions",807,40000,1
"c13b7476c8ab495899c5c614d4f96e1f","Remittances, gifts, and other transfers",806,200000,1
"c13b7476c8ab495899c5c614d4f96e1f","Funerals and other social functions",807,14000,1
"c18026fb65d84083bc6713acffc55f03","Remittances, gifts, and other transfers",806,15000,1
"c18026fb65d84083bc6713acffc55f03","Funerals and other social functions",807,60000,1
"c1900c3bcc364e0aa17550183cc4a221","Remittances, gifts, and other transfers",806,580000,1
"c1900c3bcc364e0aa17550183cc4a221","Funerals and other social functions",807,53000,1
"c1900c3bcc364e0aa17550183cc4a221","Interest on loans",808,150000,1
"c199d6c8627c4ba5a60087a3b5bca4d6","Remittances, gifts, and other transfers",806,1800000,1
"c199d6c8627c4ba5a60087a3b5bca4d6","Funerals and other social functions",807,20000,1
"c1d95b0c9221476f9b7a51faf802ecf7","Funerals and other social functions",807,50000,1
"c21154efd62149cd8683a2f90743d991","Remittances, gifts, and other transfers",806,792000,1
"c2180d8d40ab46759252515c840f3eb5","Funerals and other social functions",807,120000,1
"c2180d8d40ab46759252515c840f3eb5","Interest on loans",808,360000,1
"c22bf89d80d648409ff35fb91f6d8854","Others (like subscriptions, interest to consumer debts, etc.)",809,10500,1
"c29020c2038742478b997d9ccfa380bc","Funerals and other social functions",807,20000,1
"c29cac3f8727404a99ec979338ef3167","Pension and social security payments",805,1440000,1
"c29cac3f8727404a99ec979338ef3167","Remittances, gifts, and other transfers",806,200000,1
"c311adcaec634b3b81b14d70b7402fc0","Funerals and other social functions",807,50000,1
"c338b6d9645e48b896b253a73e308789","Remittances, gifts, and other transfers",806,65000,1
"c338b6d9645e48b896b253a73e308789","Funerals and other social functions",807,30000,1
"c3453f0ebfa3433283a20ae3a7981e39","Funerals and other social functions",807,20000,1
"c3453f0ebfa3433283a20ae3a7981e39","Interest on loans",808,6000,1
"c345d13420494d31ae0cbca6f3abb32c","Remittances, gifts, and other transfers",806,3111200,1
"c345d13420494d31ae0cbca6f3abb32c","Funerals and other social functions",807,130000,1
"c35a81e4c7ee49d69e75ef3ad2e0c866","Interest on loans",808,47000,1
"c3602283e0cc4113b8299396a568ebd4","Remittances, gifts, and other transfers",806,300000,1
"c3602283e0cc4113b8299396a568ebd4","Funerals and other social functions",807,15000,1
"c3602283e0cc4113b8299396a568ebd4","Interest on loans",808,10000,1
"c3880ebfc2874c57bca0b18a91aa6c76","Funerals and other social functions",807,35000,1
"c3ade863a5bf40cbab3782b204cf1c09","Funerals and other social functions",807,50000,1
"c3ccb34b90a64f629b4e4168aed97831","Remittances, gifts, and other transfers",806,800000,1
"c3ccb34b90a64f629b4e4168aed97831","Funerals and other social functions",807,50000,1
"c3d4ec1df07743bab452593f8c9fda12","Remittances, gifts, and other transfers",806,150000,1
"c3d4ec1df07743bab452593f8c9fda12","Funerals and other social functions",807,250000,1
"c412f75803bc40d181f9463278dffcbf","Remittances, gifts, and other transfers",806,100000,1
"c42b3ea080594d7e9f0a1aa242f56983","Local Service tax",804,40000,1
"c42b3ea080594d7e9f0a1aa242f56983","Remittances, gifts, and other transfers",806,100000,1
"c42b3ea080594d7e9f0a1aa242f56983","Funerals and other social functions",807,50000,1
"c44dfb522789441ba130c0bc19057438","Funerals and other social functions",807,50000,1
"c44dfb522789441ba130c0bc19057438","Interest on loans",808,30000,1
"c45ee3429a14419d90bcc5fc625a9c35","Funerals and other social functions",807,15000,1
"c46b751f14f74d178e4a064366bf61ff","Remittances, gifts, and other transfers",806,15000,1
"c50d3521c1914dd988baecc0dd56623b","Remittances, gifts, and other transfers",806,100000,1
"c50d3521c1914dd988baecc0dd56623b","Funerals and other social functions",807,100000,1
"c5141a0bc2c940d4a5d47cec9ffcb31f","Funerals and other social functions",807,18000,1
"c5144bccec92485d8ead5eadde9bdcb7","Remittances, gifts, and other transfers",806,,1
"c5144bccec92485d8ead5eadde9bdcb7","Funerals and other social functions",807,100000,1
"c52d606c36744c9d970ff70909b6dc4a","Remittances, gifts, and other transfers",806,35000,1
"c53b5201ce14483788566bbff71396be","Remittances, gifts, and other transfers",806,150000,1
"c53b5201ce14483788566bbff71396be","Funerals and other social functions",807,60000,1
"c5633cb30b3c47e9b19834eeb8bc2b91","Remittances, gifts, and other transfers",806,65000,1
"c5633cb30b3c47e9b19834eeb8bc2b91","Funerals and other social functions",807,35000,1
"c58d11122efb4ef8b7a7aec37b7e938e","Interest on loans",808,10000,1
"c596832e4e644cdb832caf5338d447a0","Funerals and other social functions",807,4000,1
"c598e83d23d748db84965945f8d1e702","Remittances, gifts, and other transfers",806,60000,1
"c598e83d23d748db84965945f8d1e702","Funerals and other social functions",807,35000,1
"c5d287068a3a4fbda7c9a96c8d13b958","Funerals and other social functions",807,70000,1
"c5d287068a3a4fbda7c9a96c8d13b958","Interest on loans",808,30000,1
"c60cb96a9a7f40bb9afd6ab84e249820","Funerals and other social functions",807,6000,1
"c62704aad7084bb497119f82dd5645c5","Funerals and other social functions",807,5000,1
"c6a1ce08a35544c5a95c48c565045b88","Funerals and other social functions",807,100000,1
"c6aed9d96e224fe5bc15475578f996e9","Funerals and other social functions",807,6000,1
"c6be0c2d620f4dd8ae6c3393d2effb6a","Funerals and other social functions",807,20000,1
"c6c0a56556a8404292177d7199e8e713","Interest on loans",808,15000,1
"c6c484c963434067a4a9ccaa56f1d687","Funerals and other social functions",807,25000,1
"c6dbcb9b48d94bd4b43455fe87b9fca1","Remittances, gifts, and other transfers",806,1000000,1
"c6dbcb9b48d94bd4b43455fe87b9fca1","Funerals and other social functions",807,60000,1
"c6dbcb9b48d94bd4b43455fe87b9fca1","Interest on loans",808,60000,1
"c6dd8c137c15491e837819f826e71993","Remittances, gifts, and other transfers",806,600000,1
"c73ae1f0f3274625b5a520781318a368","Remittances, gifts, and other transfers",806,50000,1
"c73ae1f0f3274625b5a520781318a368","Interest on loans",808,120000,1
"c76275a9f33b4b8a8a0c01199766a231","Remittances, gifts, and other transfers",806,100000,1
"c76275a9f33b4b8a8a0c01199766a231","Funerals and other social functions",807,500000,1
"c7717caae13a4f15bb790fc231e9483f","Property rates (taxes)",802,1230000,1
"c7717caae13a4f15bb790fc231e9483f","Others (like subscriptions, interest to consumer debts, etc.)",809,1200000,1
"c773f9c98b32445dbf31cfd1e093e337","Remittances, gifts, and other transfers",806,1200000,1
"c7c7d15ebe1346048da841fad1903f32","Funerals and other social functions",807,5000000,1
"c7eb116096e549ab93e6e3ee1fdafc14","Funerals and other social functions",807,30000,1
"c7eeb2fba7614e51ab730173a3ca3b3b","Remittances, gifts, and other transfers",806,100000,1
"c7eeb2fba7614e51ab730173a3ca3b3b","Funerals and other social functions",807,35000,1
"c7eeb2fba7614e51ab730173a3ca3b3b","Interest on loans",808,10000,1
"c80d7d761ade4da59a13e8a0802241c8","Remittances, gifts, and other transfers",806,70000,1
"c80d7d761ade4da59a13e8a0802241c8","Funerals and other social functions",807,20000,1
"c815db37ff8d4dc8bc1481ea8e677b8f","Remittances, gifts, and other transfers",806,50000,1
"c8164e20b43d4d00bb7f07a6e8191dda","Funerals and other social functions",807,15000,1
"c83b2601e74943f99e2426d840f5f643","Funerals and other social functions",807,76000,1
"c863514feaab40b7b5f3b7da261ebc6b","User fees and charges (passport, legal, photocopying service of marriage)",803,2000,1
"c896b66a6b4b487fadcea42d12494418","Remittances, gifts, and other transfers",806,200000,1
"c896b66a6b4b487fadcea42d12494418","Funerals and other social functions",807,150000,1
"c9088632548449a5acaf80709ef8f2bb","Funerals and other social functions",807,50000,1
"c91af3c79a884e65ac0b1d3b7942891b","Funerals and other social functions",807,150000,1
"c925c2152d8b44d2b53815fd358939cf","Remittances, gifts, and other transfers",806,70000,1
"c925c2152d8b44d2b53815fd358939cf","Funerals and other social functions",807,50000,1
"c927f2433a734160bbe951e76a75048c","Remittances, gifts, and other transfers",806,50000,1
"c927f2433a734160bbe951e76a75048c","Funerals and other social functions",807,15000,1
"c931ce855f434b2fa9ca9ec5a91376a6","Funerals and other social functions",807,120000,1
"c931ce855f434b2fa9ca9ec5a91376a6","Interest on loans",808,600000,1
"c9485f1b744544a7b2567219069967e0","Funerals and other social functions",807,500000,1
"c9485f1b744544a7b2567219069967e0","Interest on loans",808,160000,1
"c9485f1b744544a7b2567219069967e0","Others (like subscriptions, interest to consumer debts, etc.)",809,10000,1
"c949214171fa45f18e21f25965ef5670","Remittances, gifts, and other transfers",806,48000,1
"c949214171fa45f18e21f25965ef5670","Funerals and other social functions",807,12000,1
"c94a6254ad98458ca1a582f5af587628","Remittances, gifts, and other transfers",806,420000,1
"c94a6254ad98458ca1a582f5af587628","Funerals and other social functions",807,100000,1
"c9738953b0f24832a9aa5edce9b3f6da","Remittances, gifts, and other transfers",806,250000,1
"c9738953b0f24832a9aa5edce9b3f6da","Funerals and other social functions",807,50000,1
"c99c33b6f94f49808cf177fe754d1e8f","Remittances, gifts, and other transfers",806,300000,1
"c9b9d96524894aefb05713e0e4f3f53c","Funerals and other social functions",807,20000,1
"c9c2f90528b14c858eebeb3d15b488f0","Remittances, gifts, and other transfers",806,210000,1
"c9c2f90528b14c858eebeb3d15b488f0","Interest on loans",808,150000,1
"c9d31361da1840bfa0115cb3dfcc790f","Funerals and other social functions",807,50000,1
"c9ed3eaf96d747c5a7e7d3876c584f43","Funerals and other social functions",807,10000,1
"c9ff94a24e1b400ebf7bce938cd398a2","Remittances, gifts, and other transfers",806,20000,1
"c9ff94a24e1b400ebf7bce938cd398a2","Funerals and other social functions",807,60000,1
"ca05761b0c30483694a7b10997b27859","Remittances, gifts, and other transfers",806,2031500,1
"ca05761b0c30483694a7b10997b27859","Funerals and other social functions",807,1000,1
"ca4e4c1afc414b32bcda92991a67357b","Funerals and other social functions",807,50000,1
"ca4f215fd24440afa1bcd35799ca0d5a","Remittances, gifts, and other transfers",806,30000,1
"ca4f215fd24440afa1bcd35799ca0d5a","Funerals and other social functions",807,100000,1
"ca4f215fd24440afa1bcd35799ca0d5a","Interest on loans",808,960000,1
"ca99843df1df4881919346583b4c5d5e","Remittances, gifts, and other transfers",806,200000,1
"caa22db6c88f4defaa990991aef06f1b","Funerals and other social functions",807,30000,1
"cab394eace1b4b6cb7d4796fd807d331","User fees and charges (passport, legal, photocopying service of marriage)",803,,1
"cab394eace1b4b6cb7d4796fd807d331","Remittances, gifts, and other transfers",806,40000,1
"cab394eace1b4b6cb7d4796fd807d331","Funerals and other social functions",807,20000,1
"cae8e675f18340cfabe4d997b191e9b7","Interest on loans",808,10000,1
"caea67c62e68431f9926b1d0e92c7858","Funerals and other social functions",807,93000,1
"cb3b6de30e3a41c589907a9e7be73103","Property rates (taxes)",802,120000,1
"cb51943f6f234b808dd6bf9bcb4b2d2e","Funerals and other social functions",807,10000,1
"cb5bbd11830544ba859bf340e67712f3","Funerals and other social functions",807,10000,1
"cb95e95616fc4a6cb895439b10f6663a","Local Service tax",804,3500000,1
"cb95e95616fc4a6cb895439b10f6663a","Remittances, gifts, and other transfers",806,63000000,1
"cb95e95616fc4a6cb895439b10f6663a","Funerals and other social functions",807,502500,1
"cb95e95616fc4a6cb895439b10f6663a","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,1580000,1
"cbd2d0ab9b564af39cedaff8c11c2c2e","Remittances, gifts, and other transfers",806,200000,1
"cbd2d0ab9b564af39cedaff8c11c2c2e","Funerals and other social functions",807,30000,1
"cc04d4e6937a4c39802e47de448bf273","Funerals and other social functions",807,5000,1
"cc0bf7df63eb4972bf9d65f3c705a37a","Remittances, gifts, and other transfers",806,150000,1
"cc33028dfe7d487288ff2e56ca10103b","Remittances, gifts, and other transfers",806,120000,1
"cc33028dfe7d487288ff2e56ca10103b","Funerals and other social functions",807,110000,1
"cc4ab6f565e44dafa8cac269cc03e0bf","Property rates (taxes)",802,120000,1
"cc4ab6f565e44dafa8cac269cc03e0bf","Funerals and other social functions",807,200000,1
"cc94f58dbdb84810821f280f51162044","Pension and social security payments",805,372000,1
"cc94f58dbdb84810821f280f51162044","Remittances, gifts, and other transfers",806,500000,1
"cc94f58dbdb84810821f280f51162044","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,18000,1
"ccad680b64a841be8ddab47eefd96eb2","Local Service tax",804,40000,1
"ccae2b084ee0452ea8479490f46a66e1","Funerals and other social functions",807,30000,1
"ccc6f383151942d08e84ab6b223fb2e0","Remittances, gifts, and other transfers",806,100000,1
"ccc6f383151942d08e84ab6b223fb2e0","Funerals and other social functions",807,30000,1
"cd2c9bb99db343f6a75ba7a65fc352f7","Remittances, gifts, and other transfers",806,100000,1
"cd2c9bb99db343f6a75ba7a65fc352f7","Funerals and other social functions",807,300000,1
"cd2cdb5793ce43ab9ba904e21f40c8bc","Funerals and other social functions",807,2000,1
"cd35f98f0f144c54a364480fb5944962","Funerals and other social functions",807,6000,1
"cd51afef3bb14f829daec34aebc523eb","Remittances, gifts, and other transfers",806,30000,1
"cd51afef3bb14f829daec34aebc523eb","Funerals and other social functions",807,40000,1
"cd57c9d1350145a7a626c72cfdaf56e6","Remittances, gifts, and other transfers",806,10000,1
"cd57c9d1350145a7a626c72cfdaf56e6","Funerals and other social functions",807,560000,1
"cd821686b83f4686888b1c119514a42d","Remittances, gifts, and other transfers",806,50000,1
"cd8b46e3b4bc403196d2dcd7a06a7c15","Interest on loans",808,15000,1
"ce36f3a075c3477ba8a22879145f624f","Funerals and other social functions",807,300000,1
"ce36f3a075c3477ba8a22879145f624f","Interest on loans",808,250000,1
"ce74a4e77b014782bd500a79139e5a37","Funerals and other social functions",807,14000,1
"ce9c41d0aeee43b4a5436e9aa7993db3","Remittances, gifts, and other transfers",806,50000,1
"cea811261b13433e9002e69eab4e881f","Funerals and other social functions",807,22000,1
"cea811261b13433e9002e69eab4e881f","Interest on loans",808,55000,1
"ced2919b4d95454db63ccce59855d20e","Funerals and other social functions",807,10000,1
"cf12b219d0544d6680f94ee5400d69b4","Funerals and other social functions",807,5000,1
"cf39119c34404ce295ba586a05ac47ef","Remittances, gifts, and other transfers",806,90000,1
"cf39119c34404ce295ba586a05ac47ef","Funerals and other social functions",807,10000,1
"cf3989f998284355a57cf8d01bd531f3","Funerals and other social functions",807,30000,1
"cf3989f998284355a57cf8d01bd531f3","Interest on loans",808,64000,1
"cf4254997a544c69ac7e29578529178c","Remittances, gifts, and other transfers",806,50000,1
"cf4254997a544c69ac7e29578529178c","Funerals and other social functions",807,25000,1
"cf48f652137949de9bf3414f687c8e5b","Remittances, gifts, and other transfers",806,100000,1
"cf48f652137949de9bf3414f687c8e5b","Funerals and other social functions",807,100000,1
"cf4cd56cca0245f3901acd5b5f67595a","Local Service tax",804,82000,1
"cf4cd56cca0245f3901acd5b5f67595a","Pension and social security payments",805,163500,1
"cf4cd56cca0245f3901acd5b5f67595a","Funerals and other social functions",807,200000,1
"cf525ea0e3e34f83884758478823d7a1","Local Service tax",804,100000,1
"cf525ea0e3e34f83884758478823d7a1","Pension and social security payments",805,864000,1
"cf5f9c9911a740d1906bba047b2137af","Funerals and other social functions",807,100000,1
"cfa25068a296417b8af0f5b782d5ed09","Funerals and other social functions",807,30000,1
"cfa860dffcfc42ecbc4a505910ceaaec","Remittances, gifts, and other transfers",806,200000,1
"cfbb943360434de5b53089d4983fac7e","Remittances, gifts, and other transfers",806,120000,1
"cfbb943360434de5b53089d4983fac7e","Funerals and other social functions",807,160000,1
"cfcd7dcb95f24278a4ec3341408de513","Funerals and other social functions",807,200000,1
"cff060137d8844b9a610f144744b4565","Remittances, gifts, and other transfers",806,150000,1
"cff060137d8844b9a610f144744b4565","Interest on loans",808,28000,1
"d01fa6e624dc48b98bceb273a2efc0ff","Remittances, gifts, and other transfers",806,24000,1
"d01fa6e624dc48b98bceb273a2efc0ff","Funerals and other social functions",807,8000,1
"d04cdb6b39654c3e85f576442a13e7b3","Income tax",801,50000,1
"d04cdb6b39654c3e85f576442a13e7b3","Funerals and other social functions",807,20000,1
"d0770f03778346bb9293a9bb4013ce34","Remittances, gifts, and other transfers",806,20000,1
"d0a34521da7b43bc993fa0a62381e741","Remittances, gifts, and other transfers",806,250000,1
"d0e95742e6ca42d4b43849dab9e405c0","Funerals and other social functions",807,30000,1
"d140d6faa4d64718a6342ce65e456b2b","Remittances, gifts, and other transfers",806,150000,1
"d140d6faa4d64718a6342ce65e456b2b","Funerals and other social functions",807,200000,1
"d16aa6c597fe43cba758fabf4946d9ad","Funerals and other social functions",807,150000,1
"d1834630caff4a899b65c9115d52ae53","Remittances, gifts, and other transfers",806,24000,1
"d1834630caff4a899b65c9115d52ae53","Funerals and other social functions",807,170000,1
"d19492dd04064dc3834f531e305b15dd","Remittances, gifts, and other transfers",806,20000,1
"d194e33b5a6343658eda31ca33e4b8df","Remittances, gifts, and other transfers",806,400000,1
"d194e33b5a6343658eda31ca33e4b8df","Funerals and other social functions",807,70000,1
"d194e33b5a6343658eda31ca33e4b8df","Others (like subscriptions, interest to consumer debts, etc.)",809,120000,1
"d1971758790c44fea61aa2dee85cc766","Remittances, gifts, and other transfers",806,300000,1
"d1bd1475f14c4ea49a90817dc24e82ad","Income tax",801,40000,1
"d1e187c02a4a4fb78132711acdfc70f0","Funerals and other social functions",807,300000,1
"d1e668e0df9a4574a01ee0c3c525bf97","Income tax",801,120000,1
"d1e668e0df9a4574a01ee0c3c525bf97","Remittances, gifts, and other transfers",806,5000,1
"d1e668e0df9a4574a01ee0c3c525bf97","Funerals and other social functions",807,200000,1
"d1e668e0df9a4574a01ee0c3c525bf97","Interest on loans",808,430000,1
"d21bb6b3c2974fc78582492328389b86","Remittances, gifts, and other transfers",806,300000,1
"d21bb6b3c2974fc78582492328389b86","Funerals and other social functions",807,100000,1
"d237e99579c04d388f8b3c31996f98e9","Funerals and other social functions",807,30000,1
"d23b6f792e2e48e5a4b4727918c6ccbc","Remittances, gifts, and other transfers",806,1200000,1
"d243b05af57e49a4a93f8f027363213f","Funerals and other social functions",807,8000,1
"d2598542842d47afbf42673298d23e79","Remittances, gifts, and other transfers",806,600000,1
"d2598542842d47afbf42673298d23e79","Funerals and other social functions",807,25000,1
"d286b822c04f4839a7f6c9c473384156","Funerals and other social functions",807,3000,1
"d2971f2dc2e341d3ad292a71c33cf6b0","Remittances, gifts, and other transfers",806,4200000,1
"d2971f2dc2e341d3ad292a71c33cf6b0","Funerals and other social functions",807,20000,1
"d29c9fc7763a4f4c98e746dab0ed74ae","Remittances, gifts, and other transfers",806,500000,1
"d2a3f76cf4284e71a1b0910fa558dcce","Income tax",801,1440000,1
"d2a3f76cf4284e71a1b0910fa558dcce","Local Service tax",804,100000,1
"d2a3f76cf4284e71a1b0910fa558dcce","Pension and social security payments",805,720000,1
"d2a3f76cf4284e71a1b0910fa558dcce","Funerals and other social functions",807,100000,1
"d2a3f76cf4284e71a1b0910fa558dcce","Interest on loans",808,600000,1
"d2a3f76cf4284e71a1b0910fa558dcce","Others (like subscriptions, interest to consumer debts, etc.)",809,336000,1
"d305621f790241909c4efca8e4f3f3cc","Remittances, gifts, and other transfers",806,135000,1
"d305621f790241909c4efca8e4f3f3cc","Funerals and other social functions",807,60000,1
"d305621f790241909c4efca8e4f3f3cc","Others (like subscriptions, interest to consumer debts, etc.)",809,120000,1
"d34202dfb31441fe9590889a17fe9251","Remittances, gifts, and other transfers",806,90000,1
"d34202dfb31441fe9590889a17fe9251","Funerals and other social functions",807,50000,1
"d36a9f586fd24461a72fbfc6975592a2","Funerals and other social functions",807,50000,1
"d36db7e2d8d2459fada723ae2fec453c","Remittances, gifts, and other transfers",806,300000,1
"d36eaa75ffa341d3877805993612ae6e","Income tax",801,,1
"d36eaa75ffa341d3877805993612ae6e","Local Service tax",804,40000,1
"d36eaa75ffa341d3877805993612ae6e","Remittances, gifts, and other transfers",806,200000,1
"d36eaa75ffa341d3877805993612ae6e","Funerals and other social functions",807,4000,1
"d370f8c893f24ccab5150af6568d81f8","Funerals and other social functions",807,40000,1
"d402a1073bd04cc88868b15c746d59bf","Funerals and other social functions",807,15000,1
"d4365dac20d64396ad50430b353b2f21","Remittances, gifts, and other transfers",806,200000,1
"d43c0b17384c4c26988ab6832f0df331","Funerals and other social functions",807,20000,1
"d4550e926f094c699eee41342ecdec70","Funerals and other social functions",807,5000,1
"d4865da110d64cb1a8d5b0635222880f","Funerals and other social functions",807,12000,1
"d4a800ab42364f0f8339e23140cc3965","Remittances, gifts, and other transfers",806,40000,1
"d4a800ab42364f0f8339e23140cc3965","Funerals and other social functions",807,4000,1
"d4aa6be3a33c4b79bae7d8dfdb2813dd","Remittances, gifts, and other transfers",806,,1
"d4aa6be3a33c4b79bae7d8dfdb2813dd","Funerals and other social functions",807,10000,1
"d4b2307271cd4bcda28a8ef5c5d55290","Funerals and other social functions",807,25000,1
"d4ce7684e50e421a842924c5942e4c40","Remittances, gifts, and other transfers",806,40000,1
"d50816b2ec3d4d6988b4c951828e7fa9","Remittances, gifts, and other transfers",806,200000,1
"d50afa37123145fd93911e54373e7e89","Remittances, gifts, and other transfers",806,50000,1
