"hhid","IncomeSource","s11q04"
"2fbcb4058ac741b1824b5549f01cc8ea",45,2
"2fca548371394d989c42a2857d246721",22,2
"2fca548371394d989c42a2857d246721",23,2
"2fca548371394d989c42a2857d246721",31,2
"2fca548371394d989c42a2857d246721",32,2
"2fca548371394d989c42a2857d246721",33,2
"2fca548371394d989c42a2857d246721",34,2
"2fca548371394d989c42a2857d246721",35,2
"2fca548371394d989c42a2857d246721",36,2
"2fca548371394d989c42a2857d246721",41,2
"2fca548371394d989c42a2857d246721",42,2
"2fca548371394d989c42a2857d246721",43,2
"2fca548371394d989c42a2857d246721",44,2
"2fca548371394d989c42a2857d246721",45,2
"2fd49877045b4ddaa361065cb2f763b0",22,2
"2fd49877045b4ddaa361065cb2f763b0",23,2
"2fd49877045b4ddaa361065cb2f763b0",31,2
"2fd49877045b4ddaa361065cb2f763b0",32,2
"2fd49877045b4ddaa361065cb2f763b0",33,2
"2fd49877045b4ddaa361065cb2f763b0",34,2
"2fd49877045b4ddaa361065cb2f763b0",35,2
"2fd49877045b4ddaa361065cb2f763b0",36,2
"2fd49877045b4ddaa361065cb2f763b0",41,2
"2fd49877045b4ddaa361065cb2f763b0",42,2
"2fd49877045b4ddaa361065cb2f763b0",43,2
"2fd49877045b4ddaa361065cb2f763b0",44,2
"2fd49877045b4ddaa361065cb2f763b0",45,2
"2fdef796914c4c00a3f3164e76f43b57",22,2
"2fdef796914c4c00a3f3164e76f43b57",23,2
"2fdef796914c4c00a3f3164e76f43b57",31,2
"2fdef796914c4c00a3f3164e76f43b57",32,2
"2fdef796914c4c00a3f3164e76f43b57",33,2
"2fdef796914c4c00a3f3164e76f43b57",34,2
"2fdef796914c4c00a3f3164e76f43b57",35,2
"2fdef796914c4c00a3f3164e76f43b57",36,2
"2fdef796914c4c00a3f3164e76f43b57",41,2
"2fdef796914c4c00a3f3164e76f43b57",42,2
"2fdef796914c4c00a3f3164e76f43b57",43,2
"2fdef796914c4c00a3f3164e76f43b57",44,2
"2fdef796914c4c00a3f3164e76f43b57",45,2
"2ff16b6c314f401c91cfc00c577ff2f4",22,2
"2ff16b6c314f401c91cfc00c577ff2f4",23,2
"2ff16b6c314f401c91cfc00c577ff2f4",31,2
"2ff16b6c314f401c91cfc00c577ff2f4",32,2
"2ff16b6c314f401c91cfc00c577ff2f4",33,2
"2ff16b6c314f401c91cfc00c577ff2f4",34,2
"2ff16b6c314f401c91cfc00c577ff2f4",35,2
"2ff16b6c314f401c91cfc00c577ff2f4",36,2
"2ff16b6c314f401c91cfc00c577ff2f4",41,2
"2ff16b6c314f401c91cfc00c577ff2f4",42,2
"2ff16b6c314f401c91cfc00c577ff2f4",43,2
"2ff16b6c314f401c91cfc00c577ff2f4",44,2
"2ff16b6c314f401c91cfc00c577ff2f4",45,2
"300de668bd2f4192b0fd5af97ba22f1f",22,2
"300de668bd2f4192b0fd5af97ba22f1f",23,2
"300de668bd2f4192b0fd5af97ba22f1f",31,2
"300de668bd2f4192b0fd5af97ba22f1f",32,2
"300de668bd2f4192b0fd5af97ba22f1f",33,2
"300de668bd2f4192b0fd5af97ba22f1f",34,2
"300de668bd2f4192b0fd5af97ba22f1f",35,2
"300de668bd2f4192b0fd5af97ba22f1f",36,2
"300de668bd2f4192b0fd5af97ba22f1f",41,2
"300de668bd2f4192b0fd5af97ba22f1f",42,2
"300de668bd2f4192b0fd5af97ba22f1f",43,2
"300de668bd2f4192b0fd5af97ba22f1f",44,2
"300de668bd2f4192b0fd5af97ba22f1f",45,2
"301490cbb230436387d327b067738728",22,2
"301490cbb230436387d327b067738728",23,2
"301490cbb230436387d327b067738728",31,2
"301490cbb230436387d327b067738728",32,2
"301490cbb230436387d327b067738728",33,2
"301490cbb230436387d327b067738728",34,2
"301490cbb230436387d327b067738728",35,2
"301490cbb230436387d327b067738728",36,2
"301490cbb230436387d327b067738728",41,2
"301490cbb230436387d327b067738728",42,1
"301490cbb230436387d327b067738728",43,2
"301490cbb230436387d327b067738728",44,2
"301490cbb230436387d327b067738728",45,2
"30322018c45f4c6b95cec1f96fbea405",22,2
"30322018c45f4c6b95cec1f96fbea405",23,2
"30322018c45f4c6b95cec1f96fbea405",31,2
"30322018c45f4c6b95cec1f96fbea405",32,2
"30322018c45f4c6b95cec1f96fbea405",33,2
"30322018c45f4c6b95cec1f96fbea405",34,2
"30322018c45f4c6b95cec1f96fbea405",35,2
"30322018c45f4c6b95cec1f96fbea405",36,2
"30322018c45f4c6b95cec1f96fbea405",41,2
"30322018c45f4c6b95cec1f96fbea405",42,2
"30322018c45f4c6b95cec1f96fbea405",43,2
"30322018c45f4c6b95cec1f96fbea405",44,2
"30322018c45f4c6b95cec1f96fbea405",45,2
"30477ce0dc9d465dae89d2011c010da3",22,2
"30477ce0dc9d465dae89d2011c010da3",23,2
"30477ce0dc9d465dae89d2011c010da3",31,2
"30477ce0dc9d465dae89d2011c010da3",32,2
"30477ce0dc9d465dae89d2011c010da3",33,2
"30477ce0dc9d465dae89d2011c010da3",34,2
"30477ce0dc9d465dae89d2011c010da3",35,2
"30477ce0dc9d465dae89d2011c010da3",36,2
"30477ce0dc9d465dae89d2011c010da3",41,2
"30477ce0dc9d465dae89d2011c010da3",42,1
"30477ce0dc9d465dae89d2011c010da3",43,2
"30477ce0dc9d465dae89d2011c010da3",44,2
"30477ce0dc9d465dae89d2011c010da3",45,2
"3070915a431846e28dcff9ead5b40482",22,2
"3070915a431846e28dcff9ead5b40482",23,2
"3070915a431846e28dcff9ead5b40482",31,2
"3070915a431846e28dcff9ead5b40482",32,2
"3070915a431846e28dcff9ead5b40482",33,2
"3070915a431846e28dcff9ead5b40482",34,2
"3070915a431846e28dcff9ead5b40482",35,2
"3070915a431846e28dcff9ead5b40482",36,2
"3070915a431846e28dcff9ead5b40482",41,2
"3070915a431846e28dcff9ead5b40482",42,2
"3070915a431846e28dcff9ead5b40482",43,2
"3070915a431846e28dcff9ead5b40482",44,2
"3070915a431846e28dcff9ead5b40482",45,2
"308f33600cbf4f14988e57d6c5d5d4dc",22,2
"308f33600cbf4f14988e57d6c5d5d4dc",23,2
"308f33600cbf4f14988e57d6c5d5d4dc",31,2
"308f33600cbf4f14988e57d6c5d5d4dc",32,2
"308f33600cbf4f14988e57d6c5d5d4dc",33,2
"308f33600cbf4f14988e57d6c5d5d4dc",34,2
"308f33600cbf4f14988e57d6c5d5d4dc",35,2
"308f33600cbf4f14988e57d6c5d5d4dc",36,2
"308f33600cbf4f14988e57d6c5d5d4dc",41,2
"308f33600cbf4f14988e57d6c5d5d4dc",42,1
"308f33600cbf4f14988e57d6c5d5d4dc",43,2
"308f33600cbf4f14988e57d6c5d5d4dc",44,2
"308f33600cbf4f14988e57d6c5d5d4dc",45,2
"3092993cea854e41a868b870ae3c6c11",22,2
"3092993cea854e41a868b870ae3c6c11",23,2
"3092993cea854e41a868b870ae3c6c11",31,2
"3092993cea854e41a868b870ae3c6c11",32,2
"3092993cea854e41a868b870ae3c6c11",33,2
"3092993cea854e41a868b870ae3c6c11",34,2
"3092993cea854e41a868b870ae3c6c11",35,2
"3092993cea854e41a868b870ae3c6c11",36,2
"3092993cea854e41a868b870ae3c6c11",41,2
"3092993cea854e41a868b870ae3c6c11",42,2
"3092993cea854e41a868b870ae3c6c11",43,2
"3092993cea854e41a868b870ae3c6c11",44,2
"3092993cea854e41a868b870ae3c6c11",45,2
"30b36dc4f6bb4416970bd6680d83fd5f",22,2
"30b36dc4f6bb4416970bd6680d83fd5f",23,2
"30b36dc4f6bb4416970bd6680d83fd5f",31,2
"30b36dc4f6bb4416970bd6680d83fd5f",32,2
"30b36dc4f6bb4416970bd6680d83fd5f",33,2
"30b36dc4f6bb4416970bd6680d83fd5f",34,2
"30b36dc4f6bb4416970bd6680d83fd5f",35,2
"30b36dc4f6bb4416970bd6680d83fd5f",36,2
"30b36dc4f6bb4416970bd6680d83fd5f",41,2
"30b36dc4f6bb4416970bd6680d83fd5f",42,1
"30b36dc4f6bb4416970bd6680d83fd5f",43,2
"30b36dc4f6bb4416970bd6680d83fd5f",44,2
"30b36dc4f6bb4416970bd6680d83fd5f",45,2
"30ddabec2c5944838789dacbaf8846b3",22,2
"30ddabec2c5944838789dacbaf8846b3",23,2
"30ddabec2c5944838789dacbaf8846b3",31,2
"30ddabec2c5944838789dacbaf8846b3",32,2
"30ddabec2c5944838789dacbaf8846b3",33,2
"30ddabec2c5944838789dacbaf8846b3",34,2
"30ddabec2c5944838789dacbaf8846b3",35,2
"30ddabec2c5944838789dacbaf8846b3",36,2
"30ddabec2c5944838789dacbaf8846b3",41,2
"30ddabec2c5944838789dacbaf8846b3",42,1
"30ddabec2c5944838789dacbaf8846b3",43,2
"30ddabec2c5944838789dacbaf8846b3",44,2
"30ddabec2c5944838789dacbaf8846b3",45,2
"30fd059d28da4805b36fe8b0e8e389b2",22,2
"30fd059d28da4805b36fe8b0e8e389b2",23,2
"30fd059d28da4805b36fe8b0e8e389b2",31,2
"30fd059d28da4805b36fe8b0e8e389b2",32,2
"30fd059d28da4805b36fe8b0e8e389b2",33,2
"30fd059d28da4805b36fe8b0e8e389b2",34,2
"30fd059d28da4805b36fe8b0e8e389b2",35,2
"30fd059d28da4805b36fe8b0e8e389b2",36,2
"30fd059d28da4805b36fe8b0e8e389b2",41,2
"30fd059d28da4805b36fe8b0e8e389b2",42,2
"30fd059d28da4805b36fe8b0e8e389b2",43,2
"30fd059d28da4805b36fe8b0e8e389b2",44,2
"30fd059d28da4805b36fe8b0e8e389b2",45,2
"310356da4c8a4ea08d7fc34f77d68fec",22,2
"310356da4c8a4ea08d7fc34f77d68fec",23,2
"310356da4c8a4ea08d7fc34f77d68fec",31,2
"310356da4c8a4ea08d7fc34f77d68fec",32,2
"310356da4c8a4ea08d7fc34f77d68fec",33,2
"310356da4c8a4ea08d7fc34f77d68fec",34,2
"310356da4c8a4ea08d7fc34f77d68fec",35,2
"310356da4c8a4ea08d7fc34f77d68fec",36,2
"310356da4c8a4ea08d7fc34f77d68fec",41,2
"310356da4c8a4ea08d7fc34f77d68fec",42,2
"310356da4c8a4ea08d7fc34f77d68fec",43,2
"310356da4c8a4ea08d7fc34f77d68fec",44,2
"310356da4c8a4ea08d7fc34f77d68fec",45,2
"313d5c0c109b409cbefd0bbd0edda0ef",22,2
"313d5c0c109b409cbefd0bbd0edda0ef",23,2
"313d5c0c109b409cbefd0bbd0edda0ef",31,2
"313d5c0c109b409cbefd0bbd0edda0ef",32,2
"313d5c0c109b409cbefd0bbd0edda0ef",33,2
"313d5c0c109b409cbefd0bbd0edda0ef",34,2
"313d5c0c109b409cbefd0bbd0edda0ef",35,2
"313d5c0c109b409cbefd0bbd0edda0ef",36,2
"313d5c0c109b409cbefd0bbd0edda0ef",41,2
"313d5c0c109b409cbefd0bbd0edda0ef",42,2
"313d5c0c109b409cbefd0bbd0edda0ef",43,2
"313d5c0c109b409cbefd0bbd0edda0ef",44,2
"313d5c0c109b409cbefd0bbd0edda0ef",45,2
"314e0394767143658917172c39cd8104",22,2
"314e0394767143658917172c39cd8104",23,2
"314e0394767143658917172c39cd8104",31,2
"314e0394767143658917172c39cd8104",32,2
"314e0394767143658917172c39cd8104",33,2
"314e0394767143658917172c39cd8104",34,2
"314e0394767143658917172c39cd8104",35,2
"314e0394767143658917172c39cd8104",36,2
"314e0394767143658917172c39cd8104",41,2
"314e0394767143658917172c39cd8104",42,2
"314e0394767143658917172c39cd8104",43,2
"314e0394767143658917172c39cd8104",44,2
"314e0394767143658917172c39cd8104",45,2
"3186525b4ddd43b1a71a759e7090dc38",22,2
"3186525b4ddd43b1a71a759e7090dc38",23,2
"3186525b4ddd43b1a71a759e7090dc38",31,2
"3186525b4ddd43b1a71a759e7090dc38",32,2
"3186525b4ddd43b1a71a759e7090dc38",33,2
"3186525b4ddd43b1a71a759e7090dc38",34,2
"3186525b4ddd43b1a71a759e7090dc38",35,2
"3186525b4ddd43b1a71a759e7090dc38",36,2
"3186525b4ddd43b1a71a759e7090dc38",41,2
"3186525b4ddd43b1a71a759e7090dc38",42,2
"3186525b4ddd43b1a71a759e7090dc38",43,2
"3186525b4ddd43b1a71a759e7090dc38",44,2
"3186525b4ddd43b1a71a759e7090dc38",45,2
"31a28b3746724f9d8c45280f0665e0cd",22,2
"31a28b3746724f9d8c45280f0665e0cd",23,2
"31a28b3746724f9d8c45280f0665e0cd",31,2
"31a28b3746724f9d8c45280f0665e0cd",32,2
"31a28b3746724f9d8c45280f0665e0cd",33,2
"31a28b3746724f9d8c45280f0665e0cd",34,2
"31a28b3746724f9d8c45280f0665e0cd",35,2
"31a28b3746724f9d8c45280f0665e0cd",36,2
"31a28b3746724f9d8c45280f0665e0cd",41,2
"31a28b3746724f9d8c45280f0665e0cd",42,2
"31a28b3746724f9d8c45280f0665e0cd",43,2
"31a28b3746724f9d8c45280f0665e0cd",44,2
"31a28b3746724f9d8c45280f0665e0cd",45,2
"31a380eb55f54da7a140b4fa43663356",22,2
"31a380eb55f54da7a140b4fa43663356",23,2
"31a380eb55f54da7a140b4fa43663356",31,2
"31a380eb55f54da7a140b4fa43663356",32,2
"31a380eb55f54da7a140b4fa43663356",33,2
"31a380eb55f54da7a140b4fa43663356",34,2
"31a380eb55f54da7a140b4fa43663356",35,2
"31a380eb55f54da7a140b4fa43663356",36,2
"31a380eb55f54da7a140b4fa43663356",41,2
"31a380eb55f54da7a140b4fa43663356",42,2
"31a380eb55f54da7a140b4fa43663356",43,2
"31a380eb55f54da7a140b4fa43663356",44,2
"31a380eb55f54da7a140b4fa43663356",45,2
"31a6de82f8264ce883f48e847dc45c48",22,2
"31a6de82f8264ce883f48e847dc45c48",23,2
"31a6de82f8264ce883f48e847dc45c48",31,2
"31a6de82f8264ce883f48e847dc45c48",32,2
"31a6de82f8264ce883f48e847dc45c48",33,2
"31a6de82f8264ce883f48e847dc45c48",34,2
"31a6de82f8264ce883f48e847dc45c48",35,2
"31a6de82f8264ce883f48e847dc45c48",36,2
"31a6de82f8264ce883f48e847dc45c48",41,2
"31a6de82f8264ce883f48e847dc45c48",42,1
"31a6de82f8264ce883f48e847dc45c48",43,2
"31a6de82f8264ce883f48e847dc45c48",44,2
"31a6de82f8264ce883f48e847dc45c48",45,2
"31acd897c3d24c3fab2723e50152c386",22,2
"31acd897c3d24c3fab2723e50152c386",23,2
"31acd897c3d24c3fab2723e50152c386",31,2
"31acd897c3d24c3fab2723e50152c386",32,2
"31acd897c3d24c3fab2723e50152c386",33,2
"31acd897c3d24c3fab2723e50152c386",34,2
"31acd897c3d24c3fab2723e50152c386",35,2
"31acd897c3d24c3fab2723e50152c386",36,2
"31acd897c3d24c3fab2723e50152c386",41,2
"31acd897c3d24c3fab2723e50152c386",42,1
"31acd897c3d24c3fab2723e50152c386",43,2
"31acd897c3d24c3fab2723e50152c386",44,2
"31acd897c3d24c3fab2723e50152c386",45,2
"31ad2ecbbb2b415fbe958982b5502c35",22,2
"31ad2ecbbb2b415fbe958982b5502c35",23,2
"31ad2ecbbb2b415fbe958982b5502c35",31,2
"31ad2ecbbb2b415fbe958982b5502c35",32,2
"31ad2ecbbb2b415fbe958982b5502c35",33,2
"31ad2ecbbb2b415fbe958982b5502c35",34,2
"31ad2ecbbb2b415fbe958982b5502c35",35,2
"31ad2ecbbb2b415fbe958982b5502c35",36,2
"31ad2ecbbb2b415fbe958982b5502c35",41,2
"31ad2ecbbb2b415fbe958982b5502c35",42,2
"31ad2ecbbb2b415fbe958982b5502c35",43,1
"31ad2ecbbb2b415fbe958982b5502c35",44,1
"31ad2ecbbb2b415fbe958982b5502c35",45,2
"32145ef73438466dbbe4b732b3750c70",22,2
"32145ef73438466dbbe4b732b3750c70",23,2
"32145ef73438466dbbe4b732b3750c70",31,2
"32145ef73438466dbbe4b732b3750c70",32,2
"32145ef73438466dbbe4b732b3750c70",33,2
"32145ef73438466dbbe4b732b3750c70",34,2
"32145ef73438466dbbe4b732b3750c70",35,2
"32145ef73438466dbbe4b732b3750c70",36,2
"32145ef73438466dbbe4b732b3750c70",41,2
"32145ef73438466dbbe4b732b3750c70",42,1
"32145ef73438466dbbe4b732b3750c70",43,2
"32145ef73438466dbbe4b732b3750c70",44,2
"32145ef73438466dbbe4b732b3750c70",45,2
"32272b79d5e24586980bc3fcc226e34a",22,2
"32272b79d5e24586980bc3fcc226e34a",23,2
"32272b79d5e24586980bc3fcc226e34a",31,2
"32272b79d5e24586980bc3fcc226e34a",32,2
"32272b79d5e24586980bc3fcc226e34a",33,2
"32272b79d5e24586980bc3fcc226e34a",34,2
"32272b79d5e24586980bc3fcc226e34a",35,2
"32272b79d5e24586980bc3fcc226e34a",36,2
"32272b79d5e24586980bc3fcc226e34a",41,2
"32272b79d5e24586980bc3fcc226e34a",42,2
"32272b79d5e24586980bc3fcc226e34a",43,2
"32272b79d5e24586980bc3fcc226e34a",44,2
"32272b79d5e24586980bc3fcc226e34a",45,2
"322c45f1688046189f475c05d96480a5",22,2
"322c45f1688046189f475c05d96480a5",23,2
"322c45f1688046189f475c05d96480a5",31,2
"322c45f1688046189f475c05d96480a5",32,2
"322c45f1688046189f475c05d96480a5",33,2
"322c45f1688046189f475c05d96480a5",34,2
"322c45f1688046189f475c05d96480a5",35,2
"322c45f1688046189f475c05d96480a5",36,2
"322c45f1688046189f475c05d96480a5",41,2
"322c45f1688046189f475c05d96480a5",42,2
"322c45f1688046189f475c05d96480a5",43,2
"322c45f1688046189f475c05d96480a5",44,2
"322c45f1688046189f475c05d96480a5",45,2
"325c40ba1d1048148d7f34c0354af262",22,1
"325c40ba1d1048148d7f34c0354af262",23,2
"325c40ba1d1048148d7f34c0354af262",31,2
"325c40ba1d1048148d7f34c0354af262",32,2
"325c40ba1d1048148d7f34c0354af262",33,2
"325c40ba1d1048148d7f34c0354af262",34,2
"325c40ba1d1048148d7f34c0354af262",35,2
"325c40ba1d1048148d7f34c0354af262",36,2
"325c40ba1d1048148d7f34c0354af262",41,2
"325c40ba1d1048148d7f34c0354af262",42,2
"325c40ba1d1048148d7f34c0354af262",43,2
"325c40ba1d1048148d7f34c0354af262",44,2
"325c40ba1d1048148d7f34c0354af262",45,2
"325f1113c3b448de8acd2a5f8453b98a",22,2
"325f1113c3b448de8acd2a5f8453b98a",23,2
"325f1113c3b448de8acd2a5f8453b98a",31,2
"325f1113c3b448de8acd2a5f8453b98a",32,2
"325f1113c3b448de8acd2a5f8453b98a",33,2
"325f1113c3b448de8acd2a5f8453b98a",34,2
"325f1113c3b448de8acd2a5f8453b98a",35,2
"325f1113c3b448de8acd2a5f8453b98a",36,2
"325f1113c3b448de8acd2a5f8453b98a",41,2
"325f1113c3b448de8acd2a5f8453b98a",42,2
"325f1113c3b448de8acd2a5f8453b98a",43,2
"325f1113c3b448de8acd2a5f8453b98a",44,2
"325f1113c3b448de8acd2a5f8453b98a",45,2
"326cfa25f0a54505a7a8526f4d9dfd21",22,2
"326cfa25f0a54505a7a8526f4d9dfd21",23,2
"326cfa25f0a54505a7a8526f4d9dfd21",31,2
"326cfa25f0a54505a7a8526f4d9dfd21",32,2
"326cfa25f0a54505a7a8526f4d9dfd21",33,2
"326cfa25f0a54505a7a8526f4d9dfd21",34,2
"326cfa25f0a54505a7a8526f4d9dfd21",35,2
"326cfa25f0a54505a7a8526f4d9dfd21",36,2
"326cfa25f0a54505a7a8526f4d9dfd21",41,2
"326cfa25f0a54505a7a8526f4d9dfd21",42,1
"326cfa25f0a54505a7a8526f4d9dfd21",43,2
"326cfa25f0a54505a7a8526f4d9dfd21",44,2
"326cfa25f0a54505a7a8526f4d9dfd21",45,2
"3270d977d6a2433e8686c62b9128713c",22,2
"3270d977d6a2433e8686c62b9128713c",23,2
"3270d977d6a2433e8686c62b9128713c",31,2
"3270d977d6a2433e8686c62b9128713c",32,2
"3270d977d6a2433e8686c62b9128713c",33,2
"3270d977d6a2433e8686c62b9128713c",34,2
"3270d977d6a2433e8686c62b9128713c",35,2
"3270d977d6a2433e8686c62b9128713c",36,2
"3270d977d6a2433e8686c62b9128713c",41,2
"3270d977d6a2433e8686c62b9128713c",42,2
"3270d977d6a2433e8686c62b9128713c",43,2
"3270d977d6a2433e8686c62b9128713c",44,2
"3270d977d6a2433e8686c62b9128713c",45,2
"3286a3c37b804f8c8d02a3193383a3be",22,2
"3286a3c37b804f8c8d02a3193383a3be",23,2
"3286a3c37b804f8c8d02a3193383a3be",31,2
"3286a3c37b804f8c8d02a3193383a3be",32,2
"3286a3c37b804f8c8d02a3193383a3be",33,2
"3286a3c37b804f8c8d02a3193383a3be",34,2
"3286a3c37b804f8c8d02a3193383a3be",35,2
"3286a3c37b804f8c8d02a3193383a3be",36,2
"3286a3c37b804f8c8d02a3193383a3be",41,2
"3286a3c37b804f8c8d02a3193383a3be",42,2
"3286a3c37b804f8c8d02a3193383a3be",43,2
"3286a3c37b804f8c8d02a3193383a3be",44,2
"3286a3c37b804f8c8d02a3193383a3be",45,2
"3290dc38c12b4bdf8a98096dc5fce083",22,2
"3290dc38c12b4bdf8a98096dc5fce083",23,2
"3290dc38c12b4bdf8a98096dc5fce083",31,2
"3290dc38c12b4bdf8a98096dc5fce083",32,2
"3290dc38c12b4bdf8a98096dc5fce083",33,2
"3290dc38c12b4bdf8a98096dc5fce083",34,2
"3290dc38c12b4bdf8a98096dc5fce083",35,2
"3290dc38c12b4bdf8a98096dc5fce083",36,2
"3290dc38c12b4bdf8a98096dc5fce083",41,2
"3290dc38c12b4bdf8a98096dc5fce083",42,2
"3290dc38c12b4bdf8a98096dc5fce083",43,2
"3290dc38c12b4bdf8a98096dc5fce083",44,2
"3290dc38c12b4bdf8a98096dc5fce083",45,2
"329cfc32423747e2a8ae5a3384a858aa",22,2
"329cfc32423747e2a8ae5a3384a858aa",23,2
"329cfc32423747e2a8ae5a3384a858aa",31,2
"329cfc32423747e2a8ae5a3384a858aa",32,2
"329cfc32423747e2a8ae5a3384a858aa",33,2
"329cfc32423747e2a8ae5a3384a858aa",34,2
"329cfc32423747e2a8ae5a3384a858aa",35,2
"329cfc32423747e2a8ae5a3384a858aa",36,2
"329cfc32423747e2a8ae5a3384a858aa",41,2
"329cfc32423747e2a8ae5a3384a858aa",42,1
"329cfc32423747e2a8ae5a3384a858aa",43,2
"329cfc32423747e2a8ae5a3384a858aa",44,2
"329cfc32423747e2a8ae5a3384a858aa",45,2
"329f52994cea49f4b47bbfd5b2fdcf96",22,2
"329f52994cea49f4b47bbfd5b2fdcf96",23,2
"329f52994cea49f4b47bbfd5b2fdcf96",31,2
"329f52994cea49f4b47bbfd5b2fdcf96",32,2
"329f52994cea49f4b47bbfd5b2fdcf96",33,2
"329f52994cea49f4b47bbfd5b2fdcf96",34,2
"329f52994cea49f4b47bbfd5b2fdcf96",35,2
"329f52994cea49f4b47bbfd5b2fdcf96",36,2
"329f52994cea49f4b47bbfd5b2fdcf96",41,2
"329f52994cea49f4b47bbfd5b2fdcf96",42,2
"329f52994cea49f4b47bbfd5b2fdcf96",43,2
"329f52994cea49f4b47bbfd5b2fdcf96",44,2
"329f52994cea49f4b47bbfd5b2fdcf96",45,1
"32a33545ccab4a899b9d087573f4aa2f",22,2
"32a33545ccab4a899b9d087573f4aa2f",23,2
"32a33545ccab4a899b9d087573f4aa2f",31,2
"32a33545ccab4a899b9d087573f4aa2f",32,2
"32a33545ccab4a899b9d087573f4aa2f",33,2
"32a33545ccab4a899b9d087573f4aa2f",34,2
"32a33545ccab4a899b9d087573f4aa2f",35,2
"32a33545ccab4a899b9d087573f4aa2f",36,2
"32a33545ccab4a899b9d087573f4aa2f",41,2
"32a33545ccab4a899b9d087573f4aa2f",42,2
"32a33545ccab4a899b9d087573f4aa2f",43,2
"32a33545ccab4a899b9d087573f4aa2f",44,2
"32a33545ccab4a899b9d087573f4aa2f",45,2
"32c5d81512f14980ae02591ccf41dc9c",22,2
"32c5d81512f14980ae02591ccf41dc9c",23,2
"32c5d81512f14980ae02591ccf41dc9c",31,2
"32c5d81512f14980ae02591ccf41dc9c",32,2
"32c5d81512f14980ae02591ccf41dc9c",33,2
"32c5d81512f14980ae02591ccf41dc9c",34,2
"32c5d81512f14980ae02591ccf41dc9c",35,2
"32c5d81512f14980ae02591ccf41dc9c",36,2
"32c5d81512f14980ae02591ccf41dc9c",41,2
"32c5d81512f14980ae02591ccf41dc9c",42,2
"32c5d81512f14980ae02591ccf41dc9c",43,2
"32c5d81512f14980ae02591ccf41dc9c",44,2
"32c5d81512f14980ae02591ccf41dc9c",45,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",22,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",23,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",31,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",32,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",33,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",34,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",35,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",36,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",41,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",42,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",43,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",44,2
"32dd7b6c6bde4c1a80d67fc52dea5f02",45,2
"32de07e83cd04c1986535b1731f9db05",22,2
"32de07e83cd04c1986535b1731f9db05",23,2
"32de07e83cd04c1986535b1731f9db05",31,2
"32de07e83cd04c1986535b1731f9db05",32,2
"32de07e83cd04c1986535b1731f9db05",33,2
"32de07e83cd04c1986535b1731f9db05",34,2
"32de07e83cd04c1986535b1731f9db05",35,2
"32de07e83cd04c1986535b1731f9db05",36,2
"32de07e83cd04c1986535b1731f9db05",41,2
"32de07e83cd04c1986535b1731f9db05",42,1
"32de07e83cd04c1986535b1731f9db05",43,2
"32de07e83cd04c1986535b1731f9db05",44,2
"32de07e83cd04c1986535b1731f9db05",45,2
"32e86c42baf14a2a80377b9206c590f0",22,2
"32e86c42baf14a2a80377b9206c590f0",23,2
"32e86c42baf14a2a80377b9206c590f0",31,2
"32e86c42baf14a2a80377b9206c590f0",32,2
"32e86c42baf14a2a80377b9206c590f0",33,2
"32e86c42baf14a2a80377b9206c590f0",34,2
"32e86c42baf14a2a80377b9206c590f0",35,2
"32e86c42baf14a2a80377b9206c590f0",36,2
"32e86c42baf14a2a80377b9206c590f0",41,2
"32e86c42baf14a2a80377b9206c590f0",42,1
"32e86c42baf14a2a80377b9206c590f0",43,2
"32e86c42baf14a2a80377b9206c590f0",44,2
"32e86c42baf14a2a80377b9206c590f0",45,2
"33432ba5d808486ca9a0dc3ff2fc8864",22,2
"33432ba5d808486ca9a0dc3ff2fc8864",23,2
"33432ba5d808486ca9a0dc3ff2fc8864",31,2
"33432ba5d808486ca9a0dc3ff2fc8864",32,2
"33432ba5d808486ca9a0dc3ff2fc8864",33,2
"33432ba5d808486ca9a0dc3ff2fc8864",34,2
"33432ba5d808486ca9a0dc3ff2fc8864",35,2
"33432ba5d808486ca9a0dc3ff2fc8864",36,2
"33432ba5d808486ca9a0dc3ff2fc8864",41,2
"33432ba5d808486ca9a0dc3ff2fc8864",42,2
"33432ba5d808486ca9a0dc3ff2fc8864",43,2
"33432ba5d808486ca9a0dc3ff2fc8864",44,2
"33432ba5d808486ca9a0dc3ff2fc8864",45,2
"336eaf99465645a9a411f706b1eefd43",22,2
"336eaf99465645a9a411f706b1eefd43",23,2
"336eaf99465645a9a411f706b1eefd43",31,2
"336eaf99465645a9a411f706b1eefd43",32,2
"336eaf99465645a9a411f706b1eefd43",33,2
"336eaf99465645a9a411f706b1eefd43",34,2
"336eaf99465645a9a411f706b1eefd43",35,2
