"hhid","PID","s2bq1_1","h2bq02","h2bq03","h2bq04","h2qb05A","h2qb05B","h2bq06","h2bq07a","s2bq07b1","s2bq07b2","s2bq07b3a","s2bq07b3b","s2bq07b4a","s2bq07b4b","s2bq07b5","h2bq07b6"
"429582d862904d3f8aff6b20a922100c",3,"3",2,,,,,,,,,,,,,,
"429582d862904d3f8aff6b20a922100c",4,"1",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",1,"3",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",2,"3",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",3,"3",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",5,"3",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",6,"3",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",7,"3",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",9,"3",2,,,,,,,,,,,,,,
"42a0ee688aaa4c1ea3c20df5169d6afe",12,"12",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",1,"1",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",2,"2",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",3,"2",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",5,"2",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",6,"2",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",7,"2",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",8,"2",2,,,,,,,,,,,,,,
"42a9b9883194492d88ec0be4272999dc",10,"2",2,,,,,,,,,,,,,,
"42ba387b8cfe40ba9ea70061853db882",1,"2",2,,,,,,,,,,,,,,
"42ba387b8cfe40ba9ea70061853db882",2,"2",2,,,,,,,,,,,,,,
"42ba387b8cfe40ba9ea70061853db882",3,"2",2,,,,,,,,,,,,,,
"42ba387b8cfe40ba9ea70061853db882",4,"2",2,,,,,,,,,,,,,,
"42ba387b8cfe40ba9ea70061853db882",5,"2",2,,,,,,,,,,,,,,
"42ba387b8cfe40ba9ea70061853db882",6,"2",2,,,,,,,,,,,,,,
"42ba387b8cfe40ba9ea70061853db882",7,"2",2,,,,,,,,,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",1,"1",2,,,,,,,,,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",2,"2",2,,,,,,,,,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",3,"2",2,,,,,,,,,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",4,"2",2,,,,,,,,,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",5,"2",2,,,,,,,,,,,,,,
"42c2a82d6c0741bba303cc2db4f764f9",6,"2",2,,,,,,,,,,,,,,
"42c9e36335c245eda502a8e28a73aac9",1,"1",2,,,,,,,,,,,,,,
"42c9e36335c245eda502a8e28a73aac9",2,"1",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",1,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",2,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",3,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",4,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",5,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",6,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",7,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",8,"2",2,,,,,,,,,,,,,,
"42cb63d9ad9a4ec0818c8bb7163118d8",9,"2",2,,,,,,,,,,,,,,
"42d0fc47682646d59cb2e649862cb2eb",1,"1",2,,,,,,,,,,,,,,
"42d0fc47682646d59cb2e649862cb2eb",2,"1",2,,,,,,,,,,,,,,
"42d0fc47682646d59cb2e649862cb2eb",3,"1",2,,,,,,,,,,,,,,
"42d0fc47682646d59cb2e649862cb2eb",4,"1",2,,,,,,,,,,,,,,
"42d0fc47682646d59cb2e649862cb2eb",5,"1",2,,,,,,,,,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",1,"1",2,,,,,,,,,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",2,"1",2,,,,,,,,,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",3,"1",2,,,,,,,,,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",4,"1",2,,,,,,,,,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",5,"1",2,,,,,,,,,,,,,,
"42df2df4c8764cf39fff5ab4630f0db3",7,"2",2,,,,,,,,,,,,,,
"42f2fba1f847493ca9917da48c597d49",1,"1",2,,,,,,,,,,,,,,
"42f2fba1f847493ca9917da48c597d49",2,"1",2,,,,,,,,,,,,,,
"42f2fba1f847493ca9917da48c597d49",3,"1",2,,,,,,,,,,,,,,
"42f2fba1f847493ca9917da48c597d49",4,"1",2,,,,,,,,,,,,,,
"42f2fba1f847493ca9917da48c597d49",5,"1",2,,,,,,,,,,,,,,
"42f2fba1f847493ca9917da48c597d49",6,"1",2,,,,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,"2",2,,,,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",2,"2",2,,,,,,,,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",3,"2",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",1,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",5,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",6,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",7,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",8,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",9,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",10,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",11,"1",2,,,,,,,,,,,,,,
"434b61c69cbd45f5a99e17259eab3a71",12,"1",2,,,,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",1,"4",2,,,,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",2,"4",2,,,,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",3,"4",2,,,,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",4,"4",2,,,,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",5,"4",2,,,,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",6,"4",2,,,,,,,,,,,,,,
"43501f8834394ce1a21b2c4e6f422a54",7,"4",2,,,,,,,,,,,,,,
"435aad8bd25744e69e6d88b433715d15",1,"1",2,,,,,,,,,,,,,,
"435aad8bd25744e69e6d88b433715d15",2,"2",2,,,,,,,,,,,,,,
"435aad8bd25744e69e6d88b433715d15",3,"1",2,,,,,,,,,,,,,,
"435aad8bd25744e69e6d88b433715d15",4,"1",2,,,,,,,,,,,,,,
"435aad8bd25744e69e6d88b433715d15",5,"1",2,,,,,,,,,,,,,,
"436745efc56f4db89ab6aa60196163d1",1,"1",2,,,,,,,,,,,,,,
"436745efc56f4db89ab6aa60196163d1",2,"1",2,,,,,,,,,,,,,,
"436745efc56f4db89ab6aa60196163d1",3,"1",2,,,,,,,,,,,,,,
"436745efc56f4db89ab6aa60196163d1",4,"1",2,,,,,,,,,,,,,,
"436745efc56f4db89ab6aa60196163d1",5,"1",2,,,,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",1,"2",2,,,,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",2,"2",2,,,,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",4,"2",2,,,,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",5,"2",2,,,,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",7,"2",2,,,,,,,,,,,,,,
"436d5a4853f24a4c896bd405a221f328",8,"2",2,,,,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",1,"2",2,,,,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",2,"2",1,1,7,6,,1,18000,0,0,0,0,0,,,18000
"43740425c7ed4521948da92a624d6457",3,"2",2,,,,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",4,"2",2,,,,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",5,"2",2,,,,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",6,"2",2,,,,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",7,"2",2,,,,,,,,,,,,,,
"43740425c7ed4521948da92a624d6457",8,"2",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",1,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",5,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",6,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",7,"7",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",8,"7",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",9,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",10,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",11,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",12,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",13,"1",2,,,,,,,,,,,,,,
"437cdf4cefbd47208506638b5430432d",14,"1",2,,,,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",1,"1",2,,,,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",2,"1",2,,,,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",3,"1",2,,,,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",4,"1",2,,,,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",5,"1",2,,,,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",6,"1",2,,,,,,,,,,,,,,
"439ea3100826494ea35cf8f7adfb5e51",7,"1",2,,,,,,,,,,,,,,
"43a785ec3ae8475899a66673a29158f9",1,"1",2,,,,,,,,,,,,,,
"43b16651fe6b4ccfbf7618fae26b3e43",1,"1",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",1,"1",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",2,"1",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",3,"1",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",4,"3",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",5,"3",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",6,"3",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",7,"1",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",8,"3",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",9,"3",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",10,"3",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",11,"4",2,,,,,,,,,,,,,,
"43bf4533dc2b43d8838108888e1cc24e",12,"3",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",1,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",2,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",3,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",5,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",7,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",8,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",9,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",10,"1",2,,,,,,,,,,,,,,
"43e411ad054143709780adcc6cb940b5",11,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",1,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",2,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",3,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",4,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",5,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",6,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",7,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",8,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",9,"1",2,,,,,,,,,,,,,,
"43ea5b8fad1844be9e990d6ae546d0aa",11,"1",2,,,,,,,,,,,,,,
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,"1",1,1,1,6,,1,5000,0,0,5000,0,0,,,0
"43ea7d5ebdb74fc2a098bd70c4caa58d",2,"1",2,,,,,,,,,,,,,,
"43ea7d5ebdb74fc2a098bd70c4caa58d",3,"1",1,1,0,6,,1,0,0,0,0,0,0,,,0
"43ea7d5ebdb74fc2a098bd70c4caa58d",4,"1",1,1,1,6,,1,0,0,0,0,0,0,,,0
"43f5ac4b06af4615bab925b452355111",1,"1",2,,,,,,,,,,,,,,
"43f5ac4b06af4615bab925b452355111",2,"1",2,,,,,,,,,,,,,,
"43f5ac4b06af4615bab925b452355111",3,"1",2,,,,,,,,,,,,,,
"43f5ac4b06af4615bab925b452355111",4,"1",2,,,,,,,,,,,,,,
"43f5ac4b06af4615bab925b452355111",5,"1",2,,,,,,,,,,,,,,
"43f5ac4b06af4615bab925b452355111",6,"1",2,,,,,,,,,,,,,,
"43f5ac4b06af4615bab925b452355111",9,"1",2,,,,,,,,,,,,,,
"441cda37b3414e07a6593efba2c48717",1,"1",2,,,,,,,,,,,,,,
"441cda37b3414e07a6593efba2c48717",2,"2",2,,,,,,,,,,,,,,
"441cda37b3414e07a6593efba2c48717",3,"1",2,,,,,,,,,,,,,,
"441cda37b3414e07a6593efba2c48717",4,"1",2,,,,,,,,,,,,,,
"441cda37b3414e07a6593efba2c48717",5,"1",2,,,,,,,,,,,,,,
"441cda37b3414e07a6593efba2c48717",6,"1",2,,,,,,,,,,,,,,
"441cda37b3414e07a6593efba2c48717",7,"2",2,,,,,,,,,,,,,,
"4420e0e33301401ea321282980ad9272",1,"1",2,,,,,,,,,,,,,,
"4420e0e33301401ea321282980ad9272",4,"1",2,,,,,,,,,,,,,,
"4420e0e33301401ea321282980ad9272",5,"1",2,,,,,,,,,,,,,,
"442347a5ace74b9c9a775c66d41ba181",1,"1",2,,,,,,,,,,,,,,
"442347a5ace74b9c9a775c66d41ba181",4,"1",2,,,,,,,,,,,,,,
"442347a5ace74b9c9a775c66d41ba181",6,"1",2,,,,,,,,,,,,,,
"442347a5ace74b9c9a775c66d41ba181",7,"1",2,,,,,,,,,,,,,,
"444e4e1912d64acda005a645ac29d20e",1,"1",2,,,,,,,,,,,,,,
"444e4e1912d64acda005a645ac29d20e",7,"1",2,,,,,,,,,,,,,,
"444e4e1912d64acda005a645ac29d20e",8,"1",2,,,,,,,,,,,,,,
"447a3e73ca7a4e37918f822ffa425a16",1,"1",2,,,,,,,,,,,,,,
"447a3e73ca7a4e37918f822ffa425a16",4,"1",2,,,,,,,,,,,,,,
"447a3e73ca7a4e37918f822ffa425a16",5,"1",2,,,,,,,,,,,,,,
"447eac4627444ec1bea1f94f10d20ac8",2,"2",2,,,,,,,,,,,,,,
"447eac4627444ec1bea1f94f10d20ac8",3,"2",2,,,,,,,,,,,,,,
"447eac4627444ec1bea1f94f10d20ac8",6,"2",2,,,,,,,,,,,,,,
"447eac4627444ec1bea1f94f10d20ac8",7,"2",2,,,,,,,,,,,,,,
"447eac4627444ec1bea1f94f10d20ac8",8,"2",2,,,,,,,,,,,,,,
"44b50c08f9bd4898a926473fba467d91",1,"1",2,,,,,,,,,,,,,,
"44b50c08f9bd4898a926473fba467d91",2,"1",2,,,,,,,,,,,,,,
"44b50c08f9bd4898a926473fba467d91",3,"1",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",1,"1",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",2,"2",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",6,"2",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",9,"2",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",10,"2",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",13,"2",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",14,"2",2,,,,,,,,,,,,,,
"44de24a3bcdf461e9450d690def9a5a6",15,"2",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",1,"8",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",2,"8",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",3,"8",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",4,"8",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",5,"8",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",6,"8",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",7,"8",2,,,,,,,,,,,,,,
"44ebea5645ea4fe2b4e1003dfcd112ef",8,"8",2,,,,,,,,,,,,,,
"44f254ed3f314b7587a84edb490fc15d",1,"7",2,,,,,,,,,,,,,,
"44f254ed3f314b7587a84edb490fc15d",4,"7",2,,,,,,,,,,,,,,
"44f254ed3f314b7587a84edb490fc15d",5,"7",2,,,,,,,,,,,,,,
"44f254ed3f314b7587a84edb490fc15d",6,"7",2,,,,,,,,,,,,,,
"44f254ed3f314b7587a84edb490fc15d",7,"7",2,,,,,,,,,,,,,,
"44f254ed3f314b7587a84edb490fc15d",8,"7",2,,,,,,,,,,,,,,
"44fae2260208482594b1e35af2c87624",1,"1",2,,,,,,,,,,,,,,
"44fae2260208482594b1e35af2c87624",2,"1",2,,,,,,,,,,,,,,
"44fae2260208482594b1e35af2c87624",4,"1",2,,,,,,,,,,,,,,
"450bc474b7504eabab56b5d6ccaac417",1,"1",2,,,,,,,,,,,,,,
"450d5391f8884399b3c2160fe9ef0395",2,"2",2,,,,,,,,,,,,,,
"450d5391f8884399b3c2160fe9ef0395",3,"2",2,,,,,,,,,,,,,,
"450d5391f8884399b3c2160fe9ef0395",8,"2",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",1,"2",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",2,"2",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",3,"2",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",4,"1",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",5,"2",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",6,"2",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",7,"2",2,,,,,,,,,,,,,,
"452b8abf16324dc0a9f0bd2374eccbae",9,"2",2,,,,,,,,,,,,,,
"454b1e662fdb4fad8865a9e7168c80fa",1,"2",2,,,,,,,,,,,,,,
"454b1e662fdb4fad8865a9e7168c80fa",2,"2",2,,,,,,,,,,,,,,
"454b1e662fdb4fad8865a9e7168c80fa",3,"2",2,,,,,,,,,,,,,,
"456103859120412ba80e3e5d4c19890d",1,"2",2,,,,,,,,,,,,,,
"456103859120412ba80e3e5d4c19890d",4,"2",2,,,,,,,,,,,,,,
"456103859120412ba80e3e5d4c19890d",5,"2",2,,,,,,,,,,,,,,
"456941dae8f046ea97868f32c3120145",1,"1",2,,,,,,,,,,,,,,
"456941dae8f046ea97868f32c3120145",3,"1",2,,,,,,,,,,,,,,
"456c4b5334b2497195b10c1285eb9ff6",1,"1",2,,,,,,,,,,,,,,
"456c4b5334b2497195b10c1285eb9ff6",2,"1",2,,,,,,,,,,,,,,
"456c4b5334b2497195b10c1285eb9ff6",3,"1",2,,,,,,,,,,,,,,
"456c4b5334b2497195b10c1285eb9ff6",4,"1",2,,,,,,,,,,,,,,
"456c4b5334b2497195b10c1285eb9ff6",5,"1",2,,,,,,,,,,,,,,
"45878d5c55a44a379b7d91479b23bf49",1,"1",2,,,,,,,,,,,,,,
"45878d5c55a44a379b7d91479b23bf49",3,"1",2,,,,,,,,,,,,,,
"4598bcd95ee3428b98fdbb4bf4bf0831",1,"3",2,,,,,,,,,,,,,,
"4598bcd95ee3428b98fdbb4bf4bf0831",2,"3",2,,,,,,,,,,,,,,
"4598bcd95ee3428b98fdbb4bf4bf0831",3,"3",2,,,,,,,,,,,,,,
"4598bcd95ee3428b98fdbb4bf4bf0831",4,"3",2,,,,,,,,,,,,,,
"4598bcd95ee3428b98fdbb4bf4bf0831",5,"3",2,,,,,,,,,,,,,,
"45b626e85ac24e50939037995cb50c55",1,"1",2,,,,,,,,,,,,,,
"45b626e85ac24e50939037995cb50c55",2,"1",2,,,,,,,,,,,,,,
"45b626e85ac24e50939037995cb50c55",3,"1",2,,,,,,,,,,,,,,
"45b626e85ac24e50939037995cb50c55",4,"1",2,,,,,,,,,,,,,,
"45b626e85ac24e50939037995cb50c55",5,"1",2,,,,,,,,,,,,,,
"45e2ee95fc5d43209952a116c1df9f91",1,"1",2,,,,,,,,,,,,,,
"45e2ee95fc5d43209952a116c1df9f91",2,"1",2,,,,,,,,,,,,,,
"45e2ee95fc5d43209952a116c1df9f91",3,"1",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",1,"1",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",3,"10",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",4,"10",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",5,"1",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",7,"1",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",9,"1",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",10,"10",2,,,,,,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",11,"10",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",1,"1",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",2,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",3,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",4,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",5,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",6,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",7,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",9,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",10,"2",2,,,,,,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",11,"2",2,,,,,,,,,,,,,,
"46235a9f1237490b8d6433136a08bd86",1,"1",2,,,,,,,,,,,,,,
"46235a9f1237490b8d6433136a08bd86",2,"1",2,,,,,,,,,,,,,,
"46235a9f1237490b8d6433136a08bd86",3,"1",2,,,,,,,,,,,,,,
"46235a9f1237490b8d6433136a08bd86",4,"1",2,,,,,,,,,,,,,,
"46235a9f1237490b8d6433136a08bd86",5,"1",2,,,,,,,,,,,,,,
"46235a9f1237490b8d6433136a08bd86",6,"1",2,,,,,,,,,,,,,,
"46235a9f1237490b8d6433136a08bd86",7,"1",2,,,,,,,,,,,,,,
"4671909a9d8f4687a430a852704fb0c3",1,"1",2,,,,,,,,,,,,,,
"4671909a9d8f4687a430a852704fb0c3",2,"1",2,,,,,,,,,,,,,,
"467b429b385f4d04961c022a0ca0a6a8",5,"5",2,,,,,,,,,,,,,,
"468e3f6ef60a49e1b311c81dabce6226",1,"1",2,,,,,,,,,,,,,,
"468e3f6ef60a49e1b311c81dabce6226",2,"1",2,,,,,,,,,,,,,,
"468e3f6ef60a49e1b311c81dabce6226",9,"1",2,,,,,,,,,,,,,,
"468e3f6ef60a49e1b311c81dabce6226",11,"1",2,,,,,,,,,,,,,,
"468e3f6ef60a49e1b311c81dabce6226",15,"11",2,,,,,,,,,,,,,,
"468e3f6ef60a49e1b311c81dabce6226",18,"1",2,,,,,,,,,,,,,,
"468e3f6ef60a49e1b311c81dabce6226",19,"1",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",1,"12",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",2,"12",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",4,"12",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",6,"2",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",7,"2",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",8,"2",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",9,"2",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",11,"2",2,,,,,,,,,,,,,,
"46ab1f5be0f440e487a0392b39355056",12,"12",2,,,,,,,,,,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",1,"7",2,,,,,,,,,,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",3,"7",2,,,,,,,,,,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",4,"7",2,,,,,,,,,,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",5,"7",2,,,,,,,,,,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",7,"7",2,,,,,,,,,,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",8,"7",2,,,,,,,,,,,,,,
"46b30d5d8b6649f591f3e3be8f50f1d3",1,"1",2,,,,,,,,,,,,,,
"46b30d5d8b6649f591f3e3be8f50f1d3",2,"1",2,,,,,,,,,,,,,,
"46b5fbc14f5444edb489b06f4305e851",1,"2",2,,,,,,,,,,,,,,
"46b5fbc14f5444edb489b06f4305e851",2,"2",2,,,,,,,,,,,,,,
"46b5fbc14f5444edb489b06f4305e851",3,"2",2,,,,,,,,,,,,,,
"46b5fbc14f5444edb489b06f4305e851",4,"2",2,,,,,,,,,,,,,,
"46c178409da54f979ef66829c18f853a",1,"2",2,,,,,,,,,,,,,,
"46c178409da54f979ef66829c18f853a",2,"3",2,,,,,,,,,,,,,,
"46c178409da54f979ef66829c18f853a",3,"3",1,1,7,6,,1,0,0,0,0,0,0,,,0
"46c178409da54f979ef66829c18f853a",4,"3",1,1,14,6,,1,0,0,0,0,0,0,,,0
"46c178409da54f979ef66829c18f853a",5,"3",2,,,,,,,,,,,,,,
