"hhid","IncomeSource","s11q04","s11q05","s11q06","s11q06a","s11q06b","s11q07"
"31d7468554bd42e2b42353d2a12fd69e",32,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",21,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",31,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",36,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",22,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",43,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",41,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",35,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",45,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",23,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",34,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",44,2,,,,,
"31d7468554bd42e2b42353d2a12fd69e",42,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",44,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",35,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",21,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",23,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",22,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",42,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",45,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",43,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",34,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",48,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",31,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",36,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",32,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",41,2,,,,,
"31dfcc57039b4ac2a94a8baa379d1386",33,2,,,,,
"31e22abbb2994739990c351e46c36d26",36,2,,,,,
"31e22abbb2994739990c351e46c36d26",33,2,,,,,
"31e22abbb2994739990c351e46c36d26",41,2,,,,,
"31e22abbb2994739990c351e46c36d26",42,2,,,,,
"31e22abbb2994739990c351e46c36d26",21,2,,,,,
"31e22abbb2994739990c351e46c36d26",23,2,,,,,
"31e22abbb2994739990c351e46c36d26",43,2,,,,,
"31e22abbb2994739990c351e46c36d26",22,2,,,,,
"31e22abbb2994739990c351e46c36d26",48,2,,,,,
"31e22abbb2994739990c351e46c36d26",45,2,,,,,
"31e22abbb2994739990c351e46c36d26",35,2,,,,,
"31e22abbb2994739990c351e46c36d26",44,2,,,,,
"31e22abbb2994739990c351e46c36d26",32,2,,,,,
"31e22abbb2994739990c351e46c36d26",34,2,,,,,
"31e22abbb2994739990c351e46c36d26",31,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",23,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",22,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",43,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",21,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",42,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",32,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",44,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",34,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",48,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",45,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",35,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",41,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",36,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",31,2,,,,,
"31e37fcc07a4475bbdd01ea298245c51",33,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",43,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",21,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",36,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",41,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",44,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",35,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",45,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",31,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",32,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",34,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",42,1,200000,150000,1,,8
"31fa83987d9a417c88f912a27ead6a77",23,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",22,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",48,2,,,,,
"31fa83987d9a417c88f912a27ead6a77",33,2,,,,,
"32007359bef14db0907c3dfd41a7b264",34,2,,,,,
"32007359bef14db0907c3dfd41a7b264",48,2,,,,,
"32007359bef14db0907c3dfd41a7b264",33,2,,,,,
"32007359bef14db0907c3dfd41a7b264",22,2,,,,,
"32007359bef14db0907c3dfd41a7b264",43,2,,,,,
"32007359bef14db0907c3dfd41a7b264",23,2,,,,,
"32007359bef14db0907c3dfd41a7b264",21,2,,,,,
"32007359bef14db0907c3dfd41a7b264",31,2,,,,,
"32007359bef14db0907c3dfd41a7b264",32,2,,,,,
"32007359bef14db0907c3dfd41a7b264",36,2,,,,,
"32007359bef14db0907c3dfd41a7b264",35,2,,,,,
"32007359bef14db0907c3dfd41a7b264",44,2,,,,,
"32007359bef14db0907c3dfd41a7b264",42,1,800000,240000,1,,7
"32007359bef14db0907c3dfd41a7b264",41,2,,,,,
"32007359bef14db0907c3dfd41a7b264",45,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",43,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",34,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",45,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",42,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",31,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",36,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",23,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",22,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",48,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",32,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",35,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",41,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",44,2,,,,,
"32210d6225b24aebbbf8f61bf555e553",21,1,3720000,0,1,2,
"32210d6225b24aebbbf8f61bf555e553",33,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",42,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",43,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",23,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",48,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",34,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",35,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",33,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",32,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",44,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",41,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",36,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",45,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",21,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",31,2,,,,,
"323b8b8c7a6d433a99e59d4225b54135",22,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",35,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",23,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",32,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",34,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",43,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",44,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",48,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",33,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",42,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",31,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",45,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",22,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",36,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",41,2,,,,,
"3246e8bb3b3b47b689fb53cd88c2a34b",21,2,,,,,
"32821b223bf54700b647896533ee9104",22,2,,,,,
"32821b223bf54700b647896533ee9104",48,2,,,,,
"32821b223bf54700b647896533ee9104",34,2,,,,,
"32821b223bf54700b647896533ee9104",23,2,,,,,
"32821b223bf54700b647896533ee9104",33,2,,,,,
"32821b223bf54700b647896533ee9104",36,2,,,,,
"32821b223bf54700b647896533ee9104",21,2,,,,,
"32821b223bf54700b647896533ee9104",44,2,,,,,
"32821b223bf54700b647896533ee9104",32,2,,,,,
"32821b223bf54700b647896533ee9104",45,2,,,,,
"32821b223bf54700b647896533ee9104",42,2,,,,,
"32821b223bf54700b647896533ee9104",31,2,,,,,
"32821b223bf54700b647896533ee9104",35,2,,,,,
"32821b223bf54700b647896533ee9104",41,2,,,,,
"32821b223bf54700b647896533ee9104",43,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",23,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",22,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",42,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",35,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",43,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",36,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",34,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",21,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",41,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",31,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",32,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",44,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",48,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",33,2,,,,,
"32afbe44aa4e466c96a5a5458bafa4ea",45,2,,,,,
"32b0123765e54aa8b51604a1eac56758",48,2,,,,,
"32b0123765e54aa8b51604a1eac56758",31,2,,,,,
"32b0123765e54aa8b51604a1eac56758",33,2,,,,,
"32b0123765e54aa8b51604a1eac56758",22,2,,,,,
"32b0123765e54aa8b51604a1eac56758",21,2,,,,,
"32b0123765e54aa8b51604a1eac56758",34,1,800000,0,2,,
"32b0123765e54aa8b51604a1eac56758",23,2,,,,,
"32b0123765e54aa8b51604a1eac56758",45,2,,,,,
"32b0123765e54aa8b51604a1eac56758",41,2,,,,,
"32b0123765e54aa8b51604a1eac56758",43,2,,,,,
"32b0123765e54aa8b51604a1eac56758",36,2,,,,,
"32b0123765e54aa8b51604a1eac56758",35,2,,,,,
"32b0123765e54aa8b51604a1eac56758",32,2,,,,,
"32b0123765e54aa8b51604a1eac56758",42,1,300000,0,2,,9
"32b0123765e54aa8b51604a1eac56758",44,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",41,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",33,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",36,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",44,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",22,1,150000,0,5,,
"32e6bcbfd8754a888300f4d94e122d08",21,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",32,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",35,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",48,1,300000,0,5,,
"32e6bcbfd8754a888300f4d94e122d08",42,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",31,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",45,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",23,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",34,2,,,,,
"32e6bcbfd8754a888300f4d94e122d08",43,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",22,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",45,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",43,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",41,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",35,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",42,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",23,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",36,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",34,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",48,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",21,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",33,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",32,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",44,2,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",31,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",45,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",21,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",36,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",34,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",41,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",32,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",43,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",42,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",48,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",22,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",23,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",31,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",33,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",35,2,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",44,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",36,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",43,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",48,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",41,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",33,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",35,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",32,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",22,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",21,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",42,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",31,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",45,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",34,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",44,2,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",23,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",43,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",36,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",42,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",45,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",31,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",32,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",41,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",35,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",33,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",21,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",44,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",48,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",34,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",23,2,,,,,
"334dee6018014ebdb7c4c7146257e28a",22,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",21,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",31,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",42,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",35,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",32,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",22,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",44,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",43,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",48,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",36,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",23,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",45,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",33,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",34,2,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",41,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",36,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",32,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",45,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",34,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",21,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",23,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",33,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",35,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",43,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",41,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",22,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",44,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",42,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",31,2,,,,,
"3360501c0d7c4eeea1c707f77e485b62",48,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",35,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",33,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",45,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",42,1,60000,0,1,,7
"33746ce25d4546f8a9f283f1c44c6575",32,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",21,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",34,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",31,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",43,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",41,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",23,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",48,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",36,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",44,2,,,,,
"33746ce25d4546f8a9f283f1c44c6575",22,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",34,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",43,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",44,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",45,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",33,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",21,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",23,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",48,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",36,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",42,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",41,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",31,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",22,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",32,2,,,,,
"33960cb846dd4bfd891338e0eb1e2945",35,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",44,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",21,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",31,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",23,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",43,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",34,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",33,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",41,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",22,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",48,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",45,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",36,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",35,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",32,2,,,,,
"3399544d202a4a1b8d5df7a165d44731",42,2,,,,,
"339af980ba28466788f81b4308328dd0",45,2,,,,,
"339af980ba28466788f81b4308328dd0",21,2,,,,,
"339af980ba28466788f81b4308328dd0",22,2,,,,,
"339af980ba28466788f81b4308328dd0",23,2,,,,,
"339af980ba28466788f81b4308328dd0",43,2,,,,,
"339af980ba28466788f81b4308328dd0",34,2,,,,,
"339af980ba28466788f81b4308328dd0",32,2,,,,,
"339af980ba28466788f81b4308328dd0",36,2,,,,,
"339af980ba28466788f81b4308328dd0",35,2,,,,,
"339af980ba28466788f81b4308328dd0",48,2,,,,,
"339af980ba28466788f81b4308328dd0",33,2,,,,,
"339af980ba28466788f81b4308328dd0",31,2,,,,,
"339af980ba28466788f81b4308328dd0",42,2,,,,,
"339af980ba28466788f81b4308328dd0",41,2,,,,,
"339af980ba28466788f81b4308328dd0",44,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",48,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",43,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",33,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",45,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",31,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",42,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",34,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",32,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",35,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",21,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",22,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",36,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",41,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",44,2,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",23,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",32,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",48,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",22,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",34,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",21,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",33,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",41,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",44,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",45,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",31,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",42,1,2000000,2000000,1,,7
"33b5a266a16b4b71b035bcf5479463a6",36,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",35,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",23,2,,,,,
"33b5a266a16b4b71b035bcf5479463a6",43,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",34,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",45,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",33,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",21,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",31,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",42,1,110000,50000,1,,5
"33cd4473e1df4304a6839a80dbd44829",44,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",43,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",41,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",32,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",48,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",23,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",35,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",36,2,,,,,
"33cd4473e1df4304a6839a80dbd44829",22,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",35,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",48,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",43,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",22,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",23,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",32,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",33,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",36,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",34,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",42,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",31,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",45,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",44,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",21,2,,,,,
"33de788ba20149f1bb6f9c12cebdf074",41,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",43,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",23,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",36,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",21,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",45,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",41,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",22,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",44,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",48,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",32,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",31,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",34,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",35,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",33,2,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",42,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",45,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",35,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",32,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",23,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",22,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",33,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",41,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",43,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",34,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",36,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",31,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",42,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",21,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",48,2,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",44,2,,,,,
"33fb9c9f14a043efa04e7daa663430a7",33,2,,,,,
"33fb9c9f14a043efa04e7daa663430a7",45,2,,,,,
"33fb9c9f14a043efa04e7daa663430a7",41,2,,,,,
