"hhid","PID","pid_unps_wave7","h2q3","h2q4","h2q7","h2q5","h2q6","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"2f1a139a0e0646bc871ff544012d7080",4,"4",1,3,1,12,,6,12,11,2012,
"2f1a139a0e0646bc871ff544012d7080",5,"5",2,3,1,12,,5,5,2,2014,
"2f1a139a0e0646bc871ff544012d7080",6,"6",2,3,1,12,,4,5,3,2015,
"2f1a7d2120d64757a214842e7a29b673",1,"1",2,1,1,12,,26,30,6,1993,1
"2f1a7d2120d64757a214842e7a29b673",2,"2",1,3,1,12,,1,24,6,2018,
"2f1a7d2120d64757a214842e7a29b673",3,,2,3,1,12,,16,98,98,2003,5
"2f1a7d2120d64757a214842e7a29b673",4,,1,3,1,12,,13,98,98,2006,5
"2f1a7d2120d64757a214842e7a29b673",5,,1,3,1,12,,9,98,98,2010,
"2f1a7d2120d64757a214842e7a29b673",6,,1,3,1,12,,7,98,98,2012,
"2f1a7d2120d64757a214842e7a29b673",7,,1,3,1,12,,5,98,98,2014,
"2f1a7d2120d64757a214842e7a29b673",8,,1,2,5,,,,,,,
"2f313a424fac4adebf05f435da72c34b",1,"1",1,1,2,12,,58,1,1,1962,1
"2f313a424fac4adebf05f435da72c34b",2,"2",1,3,2,12,,27,23,1,1993,5
"2f313a424fac4adebf05f435da72c34b",3,"3",1,3,2,12,,23,12,5,1996,5
"2f313a424fac4adebf05f435da72c34b",4,"4",1,3,1,12,,20,25,3,1999,5
"2f313a424fac4adebf05f435da72c34b",5,"5",1,3,2,12,,18,29,4,2001,5
"2f3a098e58ac41a8b58f0fea74822b1d",1,"1",1,1,1,12,,69,1,1,1950,1
"2f3a098e58ac41a8b58f0fea74822b1d",2,"2",2,2,1,12,,63,10,6,1956,1
"2f3a098e58ac41a8b58f0fea74822b1d",3,"4",1,3,2,12,,23,8,2,1996,1
"2f3a098e58ac41a8b58f0fea74822b1d",5,"11",2,4,1,12,,1,26,5,2018,
"2f3a098e58ac41a8b58f0fea74822b1d",6,,1,3,1,12,,39,3,3,1980,3
"2f3a098e58ac41a8b58f0fea74822b1d",7,,1,4,1,12,,4,11,4,2015,
"2f4f8d7f02aa464b85274a488b590a20",1,"1",1,1,1,12,,35,98,98,1984,2
"2f4f8d7f02aa464b85274a488b590a20",2,"2",2,2,1,12,,28,98,98,1991,2
"2f4f8d7f02aa464b85274a488b590a20",3,"3",2,3,1,12,,8,18,9,2011,
"2f4f8d7f02aa464b85274a488b590a20",4,"4",2,3,1,12,,5,25,9,2013,
"2f4f8d7f02aa464b85274a488b590a20",5,"5",1,3,1,12,,1,1,8,2018,
"2f505303b957477282e31e4c430c7c6d",1,"1",2,2,1,12,,39,22,11,1980,1
"2f505303b957477282e31e4c430c7c6d",2,"2",2,3,1,12,,12,9,7,2007,5
"2f505303b957477282e31e4c430c7c6d",3,"3",2,3,1,12,,10,10,11,2009,5
"2f505303b957477282e31e4c430c7c6d",4,"4",1,3,1,12,,7,9,8,2012,
"2f505303b957477282e31e4c430c7c6d",5,"5",1,3,1,12,,4,12,3,2015,
"2f505303b957477282e31e4c430c7c6d",6,"6",1,1,1,12,,42,30,11,1977,1
"2f86a692897145e79d040edb9392e798",1,"1",2,1,1,12,,23,24,7,1996,1
"2f86a692897145e79d040edb9392e798",2,"3",2,3,2,12,,6,6,2,2013,
"2f86a692897145e79d040edb9392e798",3,"4",1,3,2,12,,4,5,10,2015,
"2f86a692897145e79d040edb9392e798",4,"5",1,2,2,12,,31,98,98,1988,1
"2fa2585dfe264e83977557540e1a9787",1,"1",1,1,1,12,,49,22,1,1970,1
"2fa2585dfe264e83977557540e1a9787",2,"2",2,2,1,12,,51,3,10,1968,1
"2fa2585dfe264e83977557540e1a9787",3,"3",1,3,1,4,15,21,21,5,1998,5
"2fa2585dfe264e83977557540e1a9787",4,"4",2,3,3,4,15,18,10,10,2001,5
"2fc576ed347f4e9ba83976297536aa3f",1,"1",2,1,1,12,,45,98,98,1974,2
"2fc576ed347f4e9ba83976297536aa3f",2,"3",1,3,1,12,,18,98,11,2000,5
"2fc576ed347f4e9ba83976297536aa3f",3,"4",2,3,2,12,,16,98,11,2002,5
"2fc576ed347f4e9ba83976297536aa3f",4,"5",2,3,1,12,,12,98,12,2006,5
"2fc576ed347f4e9ba83976297536aa3f",5,"6",1,3,1,12,,7,1,9,2011,
"2fd28e0b59404b58985133f3f37fb092",1,"1",1,1,1,12,,32,98,8,1987,2
"2fd28e0b59404b58985133f3f37fb092",2,"2",2,2,1,12,,30,98,8,1989,2
"2fd28e0b59404b58985133f3f37fb092",3,"3",1,3,1,12,,9,10,10,2010,
"2fd28e0b59404b58985133f3f37fb092",4,"4",2,3,1,12,,7,28,8,2012,
"2fd28e0b59404b58985133f3f37fb092",5,"6",2,3,1,12,,4,15,11,2015,
"2fd28e0b59404b58985133f3f37fb092",6,"7",2,3,1,12,,2,15,3,2017,
"2ff358bb0be240bb97c66457273a4514",1,"1",1,1,1,12,,74,98,98,1946,1
"2ff358bb0be240bb97c66457273a4514",2,"2",2,2,1,12,,65,98,98,1955,1
"2ff358bb0be240bb97c66457273a4514",3,"3",1,3,2,11,6,19,98,98,2001,5
"2ff358bb0be240bb97c66457273a4514",4,"4",1,3,1,12,,17,98,98,2003,5
"2ff358bb0be240bb97c66457273a4514",5,"5",1,3,1,12,,18,98,98,2002,5
"2ff358bb0be240bb97c66457273a4514",6,"6",1,3,1,12,,16,98,98,2004,5
"3009572514c64bcfaaba2a6af4c2376d",1,"1",1,1,1,12,,73,98,98,1946,4
"3009572514c64bcfaaba2a6af4c2376d",2,"5",1,4,2,12,,15,98,98,2004,5
"301cecb0538f48619a90a678973d6aa7",1,"1",1,1,1,12,,42,98,98,1978,1
"301cecb0538f48619a90a678973d6aa7",2,"2",2,2,1,12,,40,98,2,1980,1
"301cecb0538f48619a90a678973d6aa7",3,"3",1,3,1,9,15,17,14,5,2002,5
"301cecb0538f48619a90a678973d6aa7",5,"5",2,3,1,12,,11,98,6,2008,5
"302d669d9ffa453a9fd5be6bb5989925",1,"1",1,1,1,12,,30,98,98,1990,1
"302d669d9ffa453a9fd5be6bb5989925",2,"2",2,2,1,12,,28,5,2,1992,1
"302d669d9ffa453a9fd5be6bb5989925",3,"3",1,3,1,12,,5,12,1,2015,
"302d669d9ffa453a9fd5be6bb5989925",4,"4",2,3,1,12,,3,11,2,2017,
"3042131caccc4771a12bda52c059e81c",1,"1",1,1,1,12,,62,98,12,1956,1
"3042131caccc4771a12bda52c059e81c",2,"2",2,2,1,12,,59,2,10,1959,1
"3042131caccc4771a12bda52c059e81c",3,"4",1,3,2,9,12,26,1,9,1993,5
"3042131caccc4771a12bda52c059e81c",4,"6",1,3,1,12,,19,26,8,2000,5
"3042131caccc4771a12bda52c059e81c",5,"7",1,4,1,12,,12,98,4,2007,5
"3042131caccc4771a12bda52c059e81c",6,,1,6,5,,,,,,,
"3042131caccc4771a12bda52c059e81c",7,,2,4,5,,,,,,,
"3042131caccc4771a12bda52c059e81c",8,,2,4,5,,,,,,,
"3043b3a9ac2d474295ac6d87b260321a",1,"1",2,1,1,12,,58,98,98,1961,3
"3043b3a9ac2d474295ac6d87b260321a",2,"2",2,3,1,7,13,27,98,98,1992,5
"3043b3a9ac2d474295ac6d87b260321a",3,"3",1,3,1,12,,25,24,4,1993,5
"3043b3a9ac2d474295ac6d87b260321a",4,"4",1,3,1,3,15,13,28,9,2005,5
"3043b3a9ac2d474295ac6d87b260321a",5,"5",1,3,1,8,12,32,98,98,1987,5
"3073111fdc9f45b98627887d8c05519e",1,"1",2,1,1,12,,72,16,11,1947,4
"3073111fdc9f45b98627887d8c05519e",2,"2",2,4,1,12,,12,26,4,2007,5
"3081c63384054a30a8a0c91aa76bc95c",1,"1",1,1,1,12,,45,10,9,1974,1
"3081c63384054a30a8a0c91aa76bc95c",2,"2",2,2,1,12,,33,16,4,1986,1
"3081c63384054a30a8a0c91aa76bc95c",3,"3",2,3,3,4,15,12,98,3,2007,5
"3081c63384054a30a8a0c91aa76bc95c",4,"4",2,3,3,4,15,12,98,3,2007,5
"3081c63384054a30a8a0c91aa76bc95c",5,"5",1,3,1,4,15,10,98,98,2009,5
"3081c63384054a30a8a0c91aa76bc95c",6,"6",1,3,2,4,15,4,15,1,2015,
"3081c63384054a30a8a0c91aa76bc95c",7,"7",2,3,1,12,,2,11,9,2017,
"30943541f74e40a886d71d1405dcd193",1,"1",2,1,1,12,,89,98,11,1930,4
"30943541f74e40a886d71d1405dcd193",2,"2",1,4,1,12,,15,98,98,2004,5
"30943541f74e40a886d71d1405dcd193",3,"3",1,4,1,12,,18,98,7,2001,5
"30943541f74e40a886d71d1405dcd193",4,"4",1,3,1,12,,31,98,98,1988,5
"30943541f74e40a886d71d1405dcd193",5,"5",2,4,1,12,,11,98,5,2008,5
"309a68a1a2c04e2c95fbb5342b4b28ef",1,"1",1,1,1,12,,89,98,98,1930,2
"309a68a1a2c04e2c95fbb5342b4b28ef",2,"2",2,2,1,12,,45,15,3,1974,2
"309a68a1a2c04e2c95fbb5342b4b28ef",3,"5",1,3,1,12,,21,15,3,1998,5
"309a68a1a2c04e2c95fbb5342b4b28ef",4,"6",2,3,4,5,15,19,15,3,2000,5
"309a68a1a2c04e2c95fbb5342b4b28ef",5,"7",2,3,1,12,,15,20,5,2003,5
"309a68a1a2c04e2c95fbb5342b4b28ef",6,"10",2,6,1,12,,65,98,98,1954,3
"309a68a1a2c04e2c95fbb5342b4b28ef",7,"11",2,3,1,12,,9,13,1,2010,
"309a68a1a2c04e2c95fbb5342b4b28ef",8,"13",2,3,1,12,,7,25,6,2011,
"309a68a1a2c04e2c95fbb5342b4b28ef",9,"15",2,2,1,12,,33,98,98,1986,2
"309a68a1a2c04e2c95fbb5342b4b28ef",11,"18",1,3,1,12,,4,7,8,2014,
"309a68a1a2c04e2c95fbb5342b4b28ef",13,"20",1,3,1,5,15,11,98,98,2008,5
"309a68a1a2c04e2c95fbb5342b4b28ef",14,"21",2,3,1,12,,11,98,12,2007,5
"309a68a1a2c04e2c95fbb5342b4b28ef",15,"22",2,3,1,11,1,0,3,6,2018,
"30b3087b0d5f4ece9cfe1da01f254fe7",1,"1",1,1,1,12,,44,98,98,1975,1
"30b3087b0d5f4ece9cfe1da01f254fe7",2,"2",2,2,1,12,,39,21,2,1980,1
"30b3087b0d5f4ece9cfe1da01f254fe7",3,"3",2,3,2,9,12,22,12,6,1997,5
"30b3087b0d5f4ece9cfe1da01f254fe7",4,"4",1,3,4,4,15,19,16,7,2000,5
"30b3087b0d5f4ece9cfe1da01f254fe7",5,"5",2,3,4,4,15,16,4,1,2003,5
"30b3087b0d5f4ece9cfe1da01f254fe7",6,"6",1,3,1,12,,14,16,2,2005,5
"30b3087b0d5f4ece9cfe1da01f254fe7",7,"7",2,3,1,12,,11,29,3,2008,5
"30b3087b0d5f4ece9cfe1da01f254fe7",8,"8",1,3,1,12,,10,21,5,2009,5
"30b3087b0d5f4ece9cfe1da01f254fe7",9,"9",1,3,1,12,,5,2,8,2014,
"30b3087b0d5f4ece9cfe1da01f254fe7",10,"10",2,3,1,12,,2,13,11,2016,
"30b610560a0b481a9d0ae7a8e4a3c811",1,"1",2,1,1,12,,42,8,9,1976,2
"30b610560a0b481a9d0ae7a8e4a3c811",2,"2",1,2,4,1,16,46,98,98,1973,2
"30b610560a0b481a9d0ae7a8e4a3c811",3,"3",2,3,3,4,15,18,20,1,2001,5
"30b610560a0b481a9d0ae7a8e4a3c811",4,"4",1,3,3,4,15,11,8,6,2007,5
"30c1e400c0c0409ea8d74e2832eeeaf9",1,"1",1,1,1,12,,77,17,12,1941,4
"30c8347ecb774823a55230e9adddb16b",1,"1",1,1,1,12,,42,98,98,1977,1
"30c8347ecb774823a55230e9adddb16b",2,"2",2,3,1,12,,13,18,12,2005,5
"30c8347ecb774823a55230e9adddb16b",4,"4",2,2,1,12,,28,98,98,1991,1
"30c8347ecb774823a55230e9adddb16b",5,"5",2,3,1,12,,7,7,7,2011,
"30c8347ecb774823a55230e9adddb16b",6,"7",2,3,1,12,,5,15,2,2014,
"30c8347ecb774823a55230e9adddb16b",7,"8",2,3,1,12,,2,19,4,2016,
"30d225662f9e41d0881be2ede80c5874",1,"1",1,1,1,12,,47,13,4,1971,1
"30d225662f9e41d0881be2ede80c5874",2,"2",2,2,1,12,,34,1,6,1984,1
"30d225662f9e41d0881be2ede80c5874",3,"4",2,3,1,12,,13,27,5,2005,5
"30d225662f9e41d0881be2ede80c5874",4,"5",1,3,1,12,,12,27,5,2006,5
"30d225662f9e41d0881be2ede80c5874",6,"7",2,3,1,12,,5,25,7,2013,
"30d225662f9e41d0881be2ede80c5874",8,,2,7,5,,,,,,,
"30d7a950af634d458b44fd5d5eb1e2a9",1,"1",1,2,4,4,12,40,10,7,1978,1
"30d7a950af634d458b44fd5d5eb1e2a9",2,"2",2,1,1,12,,27,11,12,1991,1
"30d7a950af634d458b44fd5d5eb1e2a9",3,"3",1,3,1,12,,12,12,12,2006,5
"30d7a950af634d458b44fd5d5eb1e2a9",4,"4",2,3,1,12,,10,14,12,2008,5
"30d7a950af634d458b44fd5d5eb1e2a9",5,"5",2,3,1,12,,8,98,8,2010,
"30d7a950af634d458b44fd5d5eb1e2a9",6,"6",1,3,1,12,,6,14,4,2013,
"30e5e2170d65446aa2c2b3c73746527a",1,"1",2,2,1,12,,21,20,1,1998,1
"30e5e2170d65446aa2c2b3c73746527a",2,"2",1,1,1,12,,26,6,7,1992,1
"30e5e2170d65446aa2c2b3c73746527a",3,"3",1,3,1,12,,6,11,11,2012,
"30e5e2170d65446aa2c2b3c73746527a",4,"4",1,3,1,12,,4,28,8,2014,
"30e5e2170d65446aa2c2b3c73746527a",5,"5",2,3,1,12,,2,18,10,2016,
"30e5e2170d65446aa2c2b3c73746527a",6,,2,3,1,1,1,0,4,2,2019,
"3107b4e1b5494ad59fb5361298399d2d",1,"1",2,2,1,12,,59,98,12,1960,1
"3107b4e1b5494ad59fb5361298399d2d",2,"3",2,3,3,3,13,25,28,3,1994,5
"3107b4e1b5494ad59fb5361298399d2d",3,"4",1,4,1,12,,15,98,98,2005,5
"3107b4e1b5494ad59fb5361298399d2d",4,"7",1,1,1,12,,70,8,8,1949,1
"310b0b2ff59a41afb52ec2eaf10f1af2",1,"1",2,1,1,12,,57,8,10,1962,4
"310b0b2ff59a41afb52ec2eaf10f1af2",2,"3",2,3,2,12,,31,7,8,1988,5
"310b0b2ff59a41afb52ec2eaf10f1af2",3,"4",2,3,1,12,,29,8,4,1990,5
"310b0b2ff59a41afb52ec2eaf10f1af2",4,"5",2,3,1,12,,25,6,10,1994,5
"310b0b2ff59a41afb52ec2eaf10f1af2",5,"6",1,3,1,12,,20,14,8,1999,5
"310b0b2ff59a41afb52ec2eaf10f1af2",6,"7",2,4,1,12,,4,28,2,2015,
"3125d7938c8a4df099a04c983c4ea29b",1,"1",1,1,1,12,,32,98,11,1987,2
"3125d7938c8a4df099a04c983c4ea29b",2,"2",2,2,1,12,,30,98,8,1989,2
"3125d7938c8a4df099a04c983c4ea29b",3,"3",2,3,1,12,,14,22,12,2005,5
"3125d7938c8a4df099a04c983c4ea29b",4,"5",1,3,1,12,,7,9,9,2012,
"3125d7938c8a4df099a04c983c4ea29b",5,"6",2,3,1,12,,4,6,1,2016,
"3125d7938c8a4df099a04c983c4ea29b",6,,2,3,1,8,1,0,12,5,2019,
"3125dcaadf714253ba8896dc6ac57c70",1,"1",1,1,1,12,,70,98,98,1949,1
"3125dcaadf714253ba8896dc6ac57c70",2,"7",2,2,2,10,13,35,98,6,1983,1
"3125dcaadf714253ba8896dc6ac57c70",3,"8",1,3,1,12,,4,17,12,2014,
"317e053943374734a1af09e15fdb2515",1,"1",1,1,2,6,12,41,98,98,1978,2
"317e053943374734a1af09e15fdb2515",9,,2,2,1,12,,34,15,5,1985,2
"317e053943374734a1af09e15fdb2515",10,,2,8,1,12,,12,14,8,2006,5
"317e053943374734a1af09e15fdb2515",11,,2,8,1,12,,11,9,4,2008,5
"317e053943374734a1af09e15fdb2515",12,,2,3,1,12,,11,98,98,2008,5
"317e053943374734a1af09e15fdb2515",13,,2,8,1,12,,7,21,4,2012,
"3188d638cd534e29a4b21ff46f1c112b",1,"##N/A##",1,1,1,12,,40,9,1,1979,1
"3188d638cd534e29a4b21ff46f1c112b",2,"##N/A##",2,2,1,12,,33,22,9,1985,1
"3188d638cd534e29a4b21ff46f1c112b",3,"##N/A##",2,3,1,4,1,0,7,3,2019,
"3188d638cd534e29a4b21ff46f1c112b",4,"##N/A##",2,10,1,12,,22,98,11,1996,5
"31d7468554bd42e2b42353d2a12fd69e",1,"1",1,6,1,12,,25,98,98,1994,5
"31d7468554bd42e2b42353d2a12fd69e",2,"3",2,5,1,12,,46,98,98,1973,4
"31d7468554bd42e2b42353d2a12fd69e",3,"4",2,1,1,12,,24,5,3,1995,1
"31d7468554bd42e2b42353d2a12fd69e",4,,2,3,1,11,1,0,24,9,2018,
"31dfcc57039b4ac2a94a8baa379d1386",1,"1",2,2,1,12,,23,7,12,1995,1
"31dfcc57039b4ac2a94a8baa379d1386",2,"2",1,1,1,12,,29,15,2,1990,1
"31dfcc57039b4ac2a94a8baa379d1386",3,"3",1,3,1,12,,5,31,5,2014,
"31dfcc57039b4ac2a94a8baa379d1386",4,"4",1,3,1,12,,1,30,10,2017,
"31e22abbb2994739990c351e46c36d26",1,"1",2,1,1,12,,66,98,98,1953,4
"31e22abbb2994739990c351e46c36d26",2,"2",2,3,2,12,,23,1,1,1996,5
"31e22abbb2994739990c351e46c36d26",4,"5",2,4,1,12,,4,4,8,2015,
"31e37fcc07a4475bbdd01ea298245c51",1,"1",1,1,1,12,,51,98,98,1968,3
"31e37fcc07a4475bbdd01ea298245c51",2,"3",1,3,1,12,,13,98,98,2006,5
"31e37fcc07a4475bbdd01ea298245c51",3,"4",1,3,1,12,,12,98,98,2007,5
"31e37fcc07a4475bbdd01ea298245c51",4,,2,2,5,,,,,,,
"31fa83987d9a417c88f912a27ead6a77",1,"1",1,1,1,12,,52,98,98,1968,1
"31fa83987d9a417c88f912a27ead6a77",2,"2",2,2,1,12,,46,98,10,1973,1
"31fa83987d9a417c88f912a27ead6a77",3,"3",2,3,1,12,,22,98,1,1998,5
"31fa83987d9a417c88f912a27ead6a77",4,"5",1,3,1,12,,17,98,3,2002,5
"31fa83987d9a417c88f912a27ead6a77",5,"6",2,3,1,12,,15,28,10,2004,5
"31fa83987d9a417c88f912a27ead6a77",6,"7",1,3,1,12,,13,9,2,2007,5
"31fa83987d9a417c88f912a27ead6a77",7,"8",2,3,1,12,,11,98,2,2009,5
"31fa83987d9a417c88f912a27ead6a77",8,"9",1,3,1,12,,9,98,1,2011,
"31fa83987d9a417c88f912a27ead6a77",9,"10",1,3,1,12,,6,6,12,2013,
"31fa83987d9a417c88f912a27ead6a77",10,"11",2,3,1,12,,3,21,4,2016,
"31fa83987d9a417c88f912a27ead6a77",11,"12",1,4,1,12,,7,28,8,2012,
"31fa83987d9a417c88f912a27ead6a77",12,"13",2,4,1,12,,5,1,2,2015,
"32007359bef14db0907c3dfd41a7b264",1,"1",2,1,2,12,,46,11,7,1973,4
"32007359bef14db0907c3dfd41a7b264",3,"4",1,3,1,12,,19,8,6,2000,5
"32007359bef14db0907c3dfd41a7b264",4,"5",1,3,1,12,,14,10,5,2005,5
"32007359bef14db0907c3dfd41a7b264",5,"6",2,3,1,12,,5,25,10,2014,
"32210d6225b24aebbbf8f61bf555e553",1,"1",1,1,1,12,,47,98,98,1972,1
"32210d6225b24aebbbf8f61bf555e553",2,"2",2,2,2,12,,38,8,8,1981,1
"32210d6225b24aebbbf8f61bf555e553",3,"3",1,3,1,12,,19,3,2,2000,5
"32210d6225b24aebbbf8f61bf555e553",4,"4",2,3,1,12,,17,6,10,2002,5
"32210d6225b24aebbbf8f61bf555e553",5,"5",1,3,1,12,,13,10,7,2006,5
"32210d6225b24aebbbf8f61bf555e553",7,"7",1,3,1,12,,6,28,3,2013,
"32210d6225b24aebbbf8f61bf555e553",8,"8",1,7,1,12,,29,10,10,1990,5
"32210d6225b24aebbbf8f61bf555e553",9,"9",1,3,1,12,,19,18,8,2000,5
"32210d6225b24aebbbf8f61bf555e553",10,"10",1,3,1,12,,17,11,2,2002,5
"32210d6225b24aebbbf8f61bf555e553",11,"11",2,5,1,12,,78,98,98,1941,4
"32210d6225b24aebbbf8f61bf555e553",13,"13",1,3,1,12,,19,98,98,2000,5
"32210d6225b24aebbbf8f61bf555e553",14,"14",1,7,4,4,15,20,98,98,1999,5
"323b8b8c7a6d433a99e59d4225b54135",1,"##N/A##",1,1,2,12,,27,6,6,1992,1
"323b8b8c7a6d433a99e59d4225b54135",2,"##N/A##",2,2,1,12,,29,12,4,1990,1
"323b8b8c7a6d433a99e59d4225b54135",3,"##N/A##",2,3,1,12,,2,24,2,2017,
"3246e8bb3b3b47b689fb53cd88c2a34b",1,"1",1,1,1,12,,38,98,98,1982,1
"32821b223bf54700b647896533ee9104",1,"1",2,2,1,12,,45,98,98,1974,1
"32821b223bf54700b647896533ee9104",2,"2",1,1,1,12,,42,18,12,1976,1
"32821b223bf54700b647896533ee9104",3,"3",2,3,1,12,,6,17,5,2013,
"32afbe44aa4e466c96a5a5458bafa4ea",1,"1",1,1,1,12,,53,18,4,1966,1
"32afbe44aa4e466c96a5a5458bafa4ea",2,"2",2,2,1,12,,39,8,2,1980,1
"32afbe44aa4e466c96a5a5458bafa4ea",3,"3",1,3,3,4,15,18,17,7,2001,5
"32afbe44aa4e466c96a5a5458bafa4ea",4,"4",1,3,3,4,15,17,15,8,2002,5
"32afbe44aa4e466c96a5a5458bafa4ea",5,"5",2,3,3,4,15,12,8,9,2007,5
"32afbe44aa4e466c96a5a5458bafa4ea",6,"6",2,3,1,12,,4,25,2,2015,
"32afbe44aa4e466c96a5a5458bafa4ea",7,"7",1,3,1,12,,2,19,2,2017,
"32b0123765e54aa8b51604a1eac56758",1,"1",1,1,1,12,,89,98,98,1930,1
"32b0123765e54aa8b51604a1eac56758",2,"2",2,2,1,12,,61,98,98,1958,1
"32b0123765e54aa8b51604a1eac56758",3,"3",1,4,1,12,,13,98,98,2006,5
"32b0123765e54aa8b51604a1eac56758",4,"4",1,4,1,12,,16,98,98,2003,5
"32e6bcbfd8754a888300f4d94e122d08",1,"1",2,2,1,12,,60,13,6,1959,1
"32e6bcbfd8754a888300f4d94e122d08",2,"2",2,3,2,10,6,26,27,12,1993,3
"32e6bcbfd8754a888300f4d94e122d08",3,"3",1,3,1,12,,22,25,7,1997,5
"32e6bcbfd8754a888300f4d94e122d08",4,"4",2,3,1,12,,17,2,5,2002,5
"32e6bcbfd8754a888300f4d94e122d08",5,"6",1,1,1,12,,68,26,12,1951,1
"32e6bcbfd8754a888300f4d94e122d08",6,"7",2,4,1,12,,4,9,1,2016,
"32e6bcbfd8754a888300f4d94e122d08",8,,2,4,1,1,7,13,98,98,2007,5
"33041c2eb26d4885a96730bd4d1d5de7",1,"1",1,1,1,12,,28,12,8,1991,3
"3320ef7c916142e5a2bbdc984aa4cf16",1,"1",2,2,1,12,,48,98,98,1971,1
"3320ef7c916142e5a2bbdc984aa4cf16",2,"2",1,3,2,11,12,25,27,8,1993,5
"3320ef7c916142e5a2bbdc984aa4cf16",3,"3",1,3,2,12,,23,21,2,1996,5
"3320ef7c916142e5a2bbdc984aa4cf16",4,"4",2,3,2,12,,15,22,12,2003,5
"3320ef7c916142e5a2bbdc984aa4cf16",5,"5",1,1,2,12,,64,25,1,1955,1
"3320ef7c916142e5a2bbdc984aa4cf16",6,,1,4,1,12,,1,23,4,2018,
"332c00b7723640bcbd3b0df2af03f4fa",1,"1",2,1,1,12,,77,98,98,1942,4
"332c00b7723640bcbd3b0df2af03f4fa",2,"3",1,3,1,12,,35,98,98,1985,5
"332c00b7723640bcbd3b0df2af03f4fa",3,"5",1,3,1,12,,58,98,2,1962,5
"334dee6018014ebdb7c4c7146257e28a",1,"1",1,1,1,12,,52,98,98,1968,1
"334dee6018014ebdb7c4c7146257e28a",2,"2",2,2,1,12,,42,15,3,1978,1
"334dee6018014ebdb7c4c7146257e28a",3,"5",2,3,1,12,,12,21,7,2007,5
"334dee6018014ebdb7c4c7146257e28a",4,"6",2,3,1,12,,12,21,7,2007,5
"335fe1ef7c6546b3bf933b4aa1da6134",1,"1",1,1,2,12,,22,3,2,1997,1
"335fe1ef7c6546b3bf933b4aa1da6134",2,"2",2,2,1,12,,20,98,98,1999,1
"335fe1ef7c6546b3bf933b4aa1da6134",3,"3",2,3,2,12,,3,1,5,2016,
"3360501c0d7c4eeea1c707f77e485b62",1,"1",1,1,1,12,,31,98,98,1988,1
"3360501c0d7c4eeea1c707f77e485b62",2,"3",2,6,1,12,,22,98,98,1997,5
"3360501c0d7c4eeea1c707f77e485b62",3,"4",2,6,2,12,,28,98,6,1991,5
"3360501c0d7c4eeea1c707f77e485b62",4,"5",2,5,1,12,,51,98,98,1968,3
"3360501c0d7c4eeea1c707f77e485b62",5,"7",2,2,1,12,,30,18,9,1989,1
"3360501c0d7c4eeea1c707f77e485b62",6,"8",1,3,1,12,,10,18,1,2009,5
"3360501c0d7c4eeea1c707f77e485b62",7,"9",1,3,1,12,,8,1,6,2011,
"3360501c0d7c4eeea1c707f77e485b62",8,"13",2,3,1,12,,6,24,8,2013,
"3360501c0d7c4eeea1c707f77e485b62",9,"14",1,3,1,12,,4,9,9,2015,
"3360501c0d7c4eeea1c707f77e485b62",10,"15",1,7,1,12,,7,26,12,2012,
"33746ce25d4546f8a9f283f1c44c6575",1,"1",1,1,1,12,,45,18,6,1974,1
"33746ce25d4546f8a9f283f1c44c6575",2,"2",2,2,2,12,,44,98,98,1975,1
"33746ce25d4546f8a9f283f1c44c6575",3,"4",2,3,2,12,,24,8,2,2005,5
"33746ce25d4546f8a9f283f1c44c6575",4,"5",2,3,2,12,,12,13,8,2007,1
"33960cb846dd4bfd891338e0eb1e2945",1,"1",1,1,1,12,,49,98,98,1970,1
"33960cb846dd4bfd891338e0eb1e2945",2,"2",2,2,1,12,,39,2,10,1979,1
"33960cb846dd4bfd891338e0eb1e2945",5,"5",1,3,1,12,,17,14,7,2002,5
"33960cb846dd4bfd891338e0eb1e2945",6,"6",1,3,1,12,,15,1,8,2004,5
"33960cb846dd4bfd891338e0eb1e2945",7,"7",2,3,1,12,,6,26,3,2013,
"33960cb846dd4bfd891338e0eb1e2945",8,"9",1,7,1,12,,12,98,98,2007,5
"3399544d202a4a1b8d5df7a165d44731",1,"1",1,1,1,12,,48,5,11,1971,2
"3399544d202a4a1b8d5df7a165d44731",2,"2",2,2,2,12,,44,98,98,1975,2
"3399544d202a4a1b8d5df7a165d44731",3,"3",1,3,2,12,,12,18,5,2007,5
"3399544d202a4a1b8d5df7a165d44731",4,"4",2,3,2,12,,9,23,2,2010,
"339af980ba28466788f81b4308328dd0",1,"1",1,1,1,12,,33,98,4,1986,1
"339af980ba28466788f81b4308328dd0",2,"2",2,2,1,12,,31,98,7,1988,1
"339af980ba28466788f81b4308328dd0",3,"3",1,3,1,12,,11,20,12,2007,5
"339af980ba28466788f81b4308328dd0",4,"4",2,3,1,12,,9,12,10,2009,
"339af980ba28466788f81b4308328dd0",5,"5",2,3,1,12,,7,98,11,2011,
"339af980ba28466788f81b4308328dd0",6,"6",1,3,1,12,,4,17,3,2015,
"339af980ba28466788f81b4308328dd0",7,"7",2,3,1,12,,3,26,6,2016,
"339af980ba28466788f81b4308328dd0",8,,2,3,1,3,1,0,22,10,2019,
"33a3fafffb4a474fb4621d9ae24c52b6",1,"1",1,1,1,12,,76,9,4,1943,1
