"hhid","s10q13","s10q14","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c"
"33de788ba20149f1bb6f9c12cebdf074",4,2,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",7,1,2,1,2,,,,
"33f56acd52c4423984085f4eb6bf4ad1",5,2,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",6,1,1,2,2,2,2500,0.5,14
"33f56acd52c4423984085f4eb6bf4ad1",3,2,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",4,2,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",8,2,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",1,1,1,2,2,2,10000,4,9
"33f56acd52c4423984085f4eb6bf4ad1",9,2,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",2,2,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",4,2,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",1,2,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",7,1,2,1,2,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",5,2,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",8,2,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",2,2,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",6,1,1,2,2,2,7500,0.5,6
"33fac87d20e240cb9c7ef8274a13a6d1",9,2,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",3,2,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",8,2,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",9,2,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",3,1,1,2,2,5,,,
"33fb9c9f14a043efa04e7daa663430a7",7,1,1,1,2,,,,
"33fb9c9f14a043efa04e7daa663430a7",6,1,1,2,2,5,,,
"33fb9c9f14a043efa04e7daa663430a7",4,2,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",2,2,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",1,1,1,2,2,5,,,
"33fb9c9f14a043efa04e7daa663430a7",5,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",7,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",8,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",4,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",9,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",3,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",6,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",1,1,1,2,2,6,,,
"340d75744e9d4eb8aadee885ff324a78",5,2,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",2,2,,,,,,,
"340f7d1cd070433289233c47135b8390",8,2,,,,,,,
"340f7d1cd070433289233c47135b8390",7,2,,,,,,,
"340f7d1cd070433289233c47135b8390",4,1,2,1,2,3,2000,0.5,2
"340f7d1cd070433289233c47135b8390",1,1,1,2,2,6,,,
"340f7d1cd070433289233c47135b8390",3,2,,,,,,,
"340f7d1cd070433289233c47135b8390",2,2,,,,,,,
"340f7d1cd070433289233c47135b8390",9,2,,,,,,,
"340f7d1cd070433289233c47135b8390",6,1,1,2,2,2,5000,1,14
"340f7d1cd070433289233c47135b8390",5,2,,,,,,,
"34561220900b4fab84870a14380fb720",5,2,,,,,,,
"34561220900b4fab84870a14380fb720",2,2,,,,,,,
"34561220900b4fab84870a14380fb720",9,2,,,,,,,
"34561220900b4fab84870a14380fb720",6,1,1,2,2,2,60000,1,6
"34561220900b4fab84870a14380fb720",3,2,,,,,,,
"34561220900b4fab84870a14380fb720",8,1,2,1,2,,,,
"34561220900b4fab84870a14380fb720",7,1,2,1,2,,,,
"34561220900b4fab84870a14380fb720",4,2,,,,,,,
"34561220900b4fab84870a14380fb720",1,2,,,,,,,
"34663816318b489b9e6a944d093bca40",5,2,,,,,,,
"34663816318b489b9e6a944d093bca40",4,1,1,1,2,1,500,5,15
"34663816318b489b9e6a944d093bca40",2,2,,,,,,,
"34663816318b489b9e6a944d093bca40",7,2,,,,,,,
"34663816318b489b9e6a944d093bca40",1,1,1,2,2,5,,,
"34663816318b489b9e6a944d093bca40",8,1,2,1,2,,,,
"34663816318b489b9e6a944d093bca40",6,2,,,,,,,
"34663816318b489b9e6a944d093bca40",3,2,,,,,,,
"34663816318b489b9e6a944d093bca40",9,2,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",2,2,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",1,1,1,2,2,6,,,
"3482382222f14ecd8914d2bea0b543d5",3,2,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",8,2,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",9,2,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",5,2,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",7,2,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",4,1,2,1,2,1,3000,15,17
"3482382222f14ecd8914d2bea0b543d5",6,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",1,1,1,2,2,5,,,
"348cf466da0f48858cd15d49fb4159e5",5,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",3,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",8,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",4,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",7,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",6,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",2,2,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",9,1,,1,,1,0,,
"34a43e3984a24d5dbbc6cad6c04b692a",7,1,2,1,2,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",3,2,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",1,1,1,2,2,6,,,
"34a43e3984a24d5dbbc6cad6c04b692a",2,2,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",6,2,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",8,2,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",9,1,,1,,1,1000,,
"34a43e3984a24d5dbbc6cad6c04b692a",5,2,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",4,2,,,,,,,
"34d21965473246159336463c8a6ed1d9",8,2,,,,,,,
"34d21965473246159336463c8a6ed1d9",4,2,,,,,,,
"34d21965473246159336463c8a6ed1d9",3,2,,,,,,,
"34d21965473246159336463c8a6ed1d9",6,2,,,,,,,
"34d21965473246159336463c8a6ed1d9",9,2,,,,,,,
"34d21965473246159336463c8a6ed1d9",1,1,1,2,2,6,,,
"34d21965473246159336463c8a6ed1d9",7,1,2,1,2,,,,
"34d21965473246159336463c8a6ed1d9",5,2,,,,,,,
"34d21965473246159336463c8a6ed1d9",2,2,,,,,,,
"34dcbe1517394ed289cdf44ea22ec203",7,2,,,,,,,
"34dcbe1517394ed289cdf44ea22ec203",3,2,,,,,,,
"34dcbe1517394ed289cdf44ea22ec203",2,2,,,,,,,
"34dcbe1517394ed289cdf44ea22ec203",4,2,,,,,,,
"34dcbe1517394ed289cdf44ea22ec203",6,2,,,,,,,
"34dcbe1517394ed289cdf44ea22ec203",8,1,2,1,2,,,,
"34dcbe1517394ed289cdf44ea22ec203",5,1,1,2,2,3,0,0,96
"34dcbe1517394ed289cdf44ea22ec203",9,2,,,,,,,
"34dcbe1517394ed289cdf44ea22ec203",1,2,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",4,2,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",7,1,2,1,2,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",1,1,1,2,2,6,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",2,2,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",8,2,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",9,2,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",6,2,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",5,2,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",3,2,,,,,,,
"3529bff813494ad695f22dabccaaa137",4,2,,,,,,,
"3529bff813494ad695f22dabccaaa137",6,2,,,,,,,
"3529bff813494ad695f22dabccaaa137",3,2,,,,,,,
"3529bff813494ad695f22dabccaaa137",5,2,,,,,,,
"3529bff813494ad695f22dabccaaa137",1,1,1,2,2,6,,,
"3529bff813494ad695f22dabccaaa137",9,2,,,,,,,
"3529bff813494ad695f22dabccaaa137",8,2,,,,,,,
"3529bff813494ad695f22dabccaaa137",7,1,2,1,2,,,,
"3529bff813494ad695f22dabccaaa137",2,2,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",1,1,1,2,2,5,,,
"354a41485b2b464fb33495af6e8cf9aa",9,2,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",7,2,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",8,1,2,1,2,,,,
"354a41485b2b464fb33495af6e8cf9aa",2,2,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",6,2,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",3,2,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",4,2,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",5,2,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",5,2,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",4,2,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",2,2,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",3,1,1,1,2,6,,,
"355bd9f88cba4233ba35e4af6cd99085",9,2,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",6,2,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",7,2,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",1,1,1,1,2,6,,,
"355bd9f88cba4233ba35e4af6cd99085",8,2,,,,,,,
"357decf44a614ba1a851b036ffc037ab",1,1,1,2,2,6,,,
"357decf44a614ba1a851b036ffc037ab",7,2,,,,,,,
"357decf44a614ba1a851b036ffc037ab",8,2,,,,,,,
"357decf44a614ba1a851b036ffc037ab",2,2,,,,,,,
"357decf44a614ba1a851b036ffc037ab",9,2,,,,,,,
"357decf44a614ba1a851b036ffc037ab",6,2,,,,,,,
"357decf44a614ba1a851b036ffc037ab",4,1,2,1,2,2,1500,0.5,21
"357decf44a614ba1a851b036ffc037ab",3,1,1,2,2,5,,,
"357decf44a614ba1a851b036ffc037ab",5,2,,,,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",1,2,,,,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",5,2,,,,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",7,2,,,,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",6,1,1,2,2,1,30000,1,7
"35bacdafacd449aea2cf4a9cbb0315a1",8,1,2,1,2,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",9,2,,,,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",4,2,,,,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",2,2,,,,,,,
"35bacdafacd449aea2cf4a9cbb0315a1",3,2,,,,,,,
"35f31e253bb147cba3c1ba28825c2c38",2,2,,,,,,,
"35f31e253bb147cba3c1ba28825c2c38",9,1,,1,,1,1000,,
"35f31e253bb147cba3c1ba28825c2c38",1,1,1,2,2,6,,,
"35f31e253bb147cba3c1ba28825c2c38",3,2,,,,,,,
"35f31e253bb147cba3c1ba28825c2c38",4,1,2,1,2,1,3000,1,2
"35f31e253bb147cba3c1ba28825c2c38",7,2,,,,,,,
"35f31e253bb147cba3c1ba28825c2c38",5,2,,,,,,,
"35f31e253bb147cba3c1ba28825c2c38",6,2,,,,,,,
"35f31e253bb147cba3c1ba28825c2c38",8,2,,,,,,,
"361db5497c524c4fab8063f627314604",2,2,,,,,,,
"361db5497c524c4fab8063f627314604",6,2,,,,,,,
"361db5497c524c4fab8063f627314604",7,1,2,1,2,,,,
"361db5497c524c4fab8063f627314604",4,2,,,,,,,
"361db5497c524c4fab8063f627314604",3,2,,,,,,,
"361db5497c524c4fab8063f627314604",9,2,,,,,,,
"361db5497c524c4fab8063f627314604",5,2,,,,,,,
"361db5497c524c4fab8063f627314604",8,2,,,,,,,
"361db5497c524c4fab8063f627314604",1,1,1,2,2,5,,,
"3631ba7632f147949d4db44588d39442",5,2,,,,,,,
"3631ba7632f147949d4db44588d39442",2,2,,,,,,,
"3631ba7632f147949d4db44588d39442",4,2,,,,,,,
"3631ba7632f147949d4db44588d39442",7,1,2,1,2,,,,
"3631ba7632f147949d4db44588d39442",3,2,,,,,,,
"3631ba7632f147949d4db44588d39442",1,1,1,2,2,5,,,
"3631ba7632f147949d4db44588d39442",8,2,,,,,,,
"3631ba7632f147949d4db44588d39442",9,2,,,,,,,
"3631ba7632f147949d4db44588d39442",6,2,,,,,,,
"36350959a38d46159a938020fd413b28",1,1,1,2,2,6,,,
"36350959a38d46159a938020fd413b28",4,2,,,,,,,
"36350959a38d46159a938020fd413b28",8,2,,,,,,,
"36350959a38d46159a938020fd413b28",3,2,,,,,,,
"36350959a38d46159a938020fd413b28",2,2,,,,,,,
"36350959a38d46159a938020fd413b28",6,2,,,,,,,
"36350959a38d46159a938020fd413b28",9,1,,1,,1,12000,,
"36350959a38d46159a938020fd413b28",7,1,2,1,2,,,,
"36350959a38d46159a938020fd413b28",5,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",6,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",8,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",7,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",5,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",4,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",9,1,,1,,1,0,,
"36386237ed3b4607b384a88bbf8c5ad2",3,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",2,2,,,,,,,
"36386237ed3b4607b384a88bbf8c5ad2",1,1,1,2,2,6,,,
"3656b29d648c4432b1c273546093da60",8,2,,,,,,,
"3656b29d648c4432b1c273546093da60",4,2,,,,,,,
"3656b29d648c4432b1c273546093da60",2,2,,,,,,,
"3656b29d648c4432b1c273546093da60",6,2,,,,,,,
"3656b29d648c4432b1c273546093da60",7,1,2,1,2,,,,
"3656b29d648c4432b1c273546093da60",1,1,1,2,2,6,,,
"3656b29d648c4432b1c273546093da60",3,2,,,,,,,
"3656b29d648c4432b1c273546093da60",5,2,,,,,,,
"3656b29d648c4432b1c273546093da60",9,2,,,,,,,
"365d8c351f3c45f282562a983ef70d6e",5,2,,,,,,,
"365d8c351f3c45f282562a983ef70d6e",1,1,1,2,2,3,20000,10,20
"365d8c351f3c45f282562a983ef70d6e",9,2,,,,,,,
"365d8c351f3c45f282562a983ef70d6e",4,1,2,1,2,1,2000,1,21
"365d8c351f3c45f282562a983ef70d6e",3,2,,,,,,,
"365d8c351f3c45f282562a983ef70d6e",8,2,,,,,,,
"365d8c351f3c45f282562a983ef70d6e",6,2,,,,,,,
"365d8c351f3c45f282562a983ef70d6e",7,1,2,1,2,,,,
"365d8c351f3c45f282562a983ef70d6e",2,2,,,,,,,
"367c2cf298dd45f9bce503b87ffeca1f",7,1,2,1,2,,,,
"367c2cf298dd45f9bce503b87ffeca1f",9,1,,1,,1,6000,,
"367c2cf298dd45f9bce503b87ffeca1f",6,1,1,2,2,6,,,
"367c2cf298dd45f9bce503b87ffeca1f",2,2,,,,,,,
"367c2cf298dd45f9bce503b87ffeca1f",5,2,,,,,,,
"367c2cf298dd45f9bce503b87ffeca1f",3,2,,,,,,,
"367c2cf298dd45f9bce503b87ffeca1f",4,2,,,,,,,
"367c2cf298dd45f9bce503b87ffeca1f",1,1,2,1,2,6,,,
"367c2cf298dd45f9bce503b87ffeca1f",8,2,,,,,,,
"367e34a2fdf14986b45290581d0cb347",9,2,,,,,,,
"367e34a2fdf14986b45290581d0cb347",4,2,,,,,,,
"367e34a2fdf14986b45290581d0cb347",6,2,,,,,,,
"367e34a2fdf14986b45290581d0cb347",2,2,,,,,,,
"367e34a2fdf14986b45290581d0cb347",1,1,1,2,2,5,,,
"367e34a2fdf14986b45290581d0cb347",3,1,1,2,2,5,,,
"367e34a2fdf14986b45290581d0cb347",5,2,,,,,,,
"367e34a2fdf14986b45290581d0cb347",7,1,2,1,2,,,,
"367e34a2fdf14986b45290581d0cb347",8,2,,,,,,,
"36908497431a4492a6666712b94073cf",4,2,,,,,,,
"36908497431a4492a6666712b94073cf",9,2,,,,,,,
"36908497431a4492a6666712b94073cf",2,2,,,,,,,
"36908497431a4492a6666712b94073cf",5,2,,,,,,,
"36908497431a4492a6666712b94073cf",8,1,1,1,2,,,,
"36908497431a4492a6666712b94073cf",7,2,,,,,,,
"36908497431a4492a6666712b94073cf",6,2,,,,,,,
"36908497431a4492a6666712b94073cf",1,2,,,,,,,
"36908497431a4492a6666712b94073cf",3,2,,,,,,,
"36992f498601434baac9c51a693c27d8",7,1,2,1,2,,,,
"36992f498601434baac9c51a693c27d8",5,2,,,,,,,
"36992f498601434baac9c51a693c27d8",8,2,,,,,,,
"36992f498601434baac9c51a693c27d8",1,1,1,2,2,6,,,
"36992f498601434baac9c51a693c27d8",4,2,,,,,,,
"36992f498601434baac9c51a693c27d8",9,2,,,,,,,
"36992f498601434baac9c51a693c27d8",3,2,,,,,,,
"36992f498601434baac9c51a693c27d8",6,2,,,,,,,
"36992f498601434baac9c51a693c27d8",2,2,,,,,,,
"36b1194afa2a46889b315a883249769f",8,2,,,,,,,
"36b1194afa2a46889b315a883249769f",6,2,,,,,,,
"36b1194afa2a46889b315a883249769f",5,2,,,,,,,
"36b1194afa2a46889b315a883249769f",3,1,1,2,2,6,,,
"36b1194afa2a46889b315a883249769f",4,2,,,,,,,
"36b1194afa2a46889b315a883249769f",7,2,,,,,,,
"36b1194afa2a46889b315a883249769f",2,2,,,,,,,
"36b1194afa2a46889b315a883249769f",9,1,,1,,2,4000,,
"36b1194afa2a46889b315a883249769f",1,1,1,2,2,6,,,
"36ba58f19ad54b59a05e45c5d094e134",6,2,,,,,,,
"36ba58f19ad54b59a05e45c5d094e134",9,1,,1,,1,5000,,
"36ba58f19ad54b59a05e45c5d094e134",2,2,,,,,,,
"36ba58f19ad54b59a05e45c5d094e134",8,2,,,,,,,
"36ba58f19ad54b59a05e45c5d094e134",4,2,,,,,,,
"36ba58f19ad54b59a05e45c5d094e134",5,2,,,,,,,
"36ba58f19ad54b59a05e45c5d094e134",3,2,,,,,,,
"36ba58f19ad54b59a05e45c5d094e134",7,2,,,,,,,
"36ba58f19ad54b59a05e45c5d094e134",1,1,1,2,2,5,,,
"36df16dfcb5d480481578b031402dbd3",5,2,,,,,,,
"36df16dfcb5d480481578b031402dbd3",3,2,,,,,,,
"36df16dfcb5d480481578b031402dbd3",8,1,2,1,2,,,,
"36df16dfcb5d480481578b031402dbd3",7,2,,,,,,,
"36df16dfcb5d480481578b031402dbd3",9,2,,,,,,,
"36df16dfcb5d480481578b031402dbd3",4,2,,,,,,,
"36df16dfcb5d480481578b031402dbd3",2,2,,,,,,,
"36df16dfcb5d480481578b031402dbd3",1,1,1,2,2,5,,,
"36df16dfcb5d480481578b031402dbd3",6,1,1,2,2,2,10000,2,14
"36e81608b34e4e338d21b0a091c58690",2,2,,,,,,,
"36e81608b34e4e338d21b0a091c58690",5,2,,,,,,,
"36e81608b34e4e338d21b0a091c58690",3,2,,,,,,,
"36e81608b34e4e338d21b0a091c58690",1,1,1,2,2,5,,,
"36e81608b34e4e338d21b0a091c58690",8,2,,,,,,,
"36e81608b34e4e338d21b0a091c58690",4,2,,,,,,,
"36e81608b34e4e338d21b0a091c58690",7,1,2,1,2,,,,
"36e81608b34e4e338d21b0a091c58690",9,2,,,,,,,
"36e81608b34e4e338d21b0a091c58690",6,2,,,,,,,
"36ec3db7c4504589923f5c7e151f56b2",6,2,,,,,,,
"36ec3db7c4504589923f5c7e151f56b2",5,2,,,,,,,
"36ec3db7c4504589923f5c7e151f56b2",2,2,,,,,,,
"36ec3db7c4504589923f5c7e151f56b2",8,2,,,,,,,
"36ec3db7c4504589923f5c7e151f56b2",3,2,,,,,,,
"36ec3db7c4504589923f5c7e151f56b2",1,1,1,2,2,5,,,
"36ec3db7c4504589923f5c7e151f56b2",7,1,2,1,2,,,,
"36ec3db7c4504589923f5c7e151f56b2",4,2,,,,,,,
"36ec3db7c4504589923f5c7e151f56b2",9,2,,,,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",4,2,,,,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",3,2,,,,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",1,1,1,2,2,6,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",9,2,,,,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",2,2,,,,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",5,2,,,,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",7,1,2,1,2,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",8,2,,,,,,,
"36f41d8c2fee42f18787fc4ae9c8ff91",6,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",6,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",3,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",9,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",8,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",1,1,1,2,2,6,,,
"372c6c08f26647e4844a6fc84cf19cb7",7,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",2,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",5,2,,,,,,,
"372c6c08f26647e4844a6fc84cf19cb7",4,1,2,1,2,1,3000,30,15
"37533b1317ca4e1a974004317d4cdf44",6,1,1,2,2,3,20000,1,6
"37533b1317ca4e1a974004317d4cdf44",9,1,,1,,1,50000,,
"37533b1317ca4e1a974004317d4cdf44",7,2,,,,,,,
"37533b1317ca4e1a974004317d4cdf44",2,2,,,,,,,
"37533b1317ca4e1a974004317d4cdf44",5,2,,,,,,,
"37533b1317ca4e1a974004317d4cdf44",8,2,,,,,,,
"37533b1317ca4e1a974004317d4cdf44",1,2,,,,,,,
"37533b1317ca4e1a974004317d4cdf44",3,2,,,,,,,
"37533b1317ca4e1a974004317d4cdf44",4,2,,,,,,,
"375d654f122349fab11f65375f417a2d",1,1,1,2,2,6,,,
"375d654f122349fab11f65375f417a2d",2,2,,,,,,,
"375d654f122349fab11f65375f417a2d",4,2,,,,,,,
"375d654f122349fab11f65375f417a2d",7,1,1,1,2,,,,
"375d654f122349fab11f65375f417a2d",9,2,,,,,,,
"375d654f122349fab11f65375f417a2d",8,2,,,,,,,
"375d654f122349fab11f65375f417a2d",3,2,,,,,,,
"375d654f122349fab11f65375f417a2d",5,2,,,,,,,
"375d654f122349fab11f65375f417a2d",6,2,,,,,,,
"37b70f60adc947949a9b765afb45d71f",2,2,,,,,,,
"37b70f60adc947949a9b765afb45d71f",6,2,,,,,,,
"37b70f60adc947949a9b765afb45d71f",8,2,,,,,,,
"37b70f60adc947949a9b765afb45d71f",3,2,,,,,,,
"37b70f60adc947949a9b765afb45d71f",9,2,,,,,,,
"37b70f60adc947949a9b765afb45d71f",7,1,2,1,2,,,,
"37b70f60adc947949a9b765afb45d71f",1,1,1,2,2,6,,,
"37b70f60adc947949a9b765afb45d71f",5,2,,,,,,,
"37b70f60adc947949a9b765afb45d71f",4,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",7,1,2,1,2,,,,
"37c65147f7534277984447a500ea7c3c",6,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",9,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",3,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",8,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",4,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",5,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",2,2,,,,,,,
"37c65147f7534277984447a500ea7c3c",1,1,1,2,2,5,,,
"37cd7a15e3294dc29c63e8bb05955312",9,2,,,,,,,
"37cd7a15e3294dc29c63e8bb05955312",8,2,,,,,,,
"37cd7a15e3294dc29c63e8bb05955312",7,1,2,1,2,,,,
"37cd7a15e3294dc29c63e8bb05955312",4,2,,,,,,,
"37cd7a15e3294dc29c63e8bb05955312",5,2,,,,,,,
"37cd7a15e3294dc29c63e8bb05955312",6,2,,,,,,,
"37cd7a15e3294dc29c63e8bb05955312",2,2,,,,,,,
"37cd7a15e3294dc29c63e8bb05955312",3,2,,,,,,,
"37cd7a15e3294dc29c63e8bb05955312",1,1,1,2,2,5,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",9,2,,,,,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",8,2,,,,,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",4,2,,,,,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",3,2,,,,,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",1,2,,,,,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",2,2,,,,,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",7,1,2,1,2,,,,
"37d88558c2b245a7a9a8671e5f9e4e5a",6,1,1,2,2,1,4000,4,11
"37d88558c2b245a7a9a8671e5f9e4e5a",5,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",5,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",7,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",6,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",9,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",2,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",8,1,2,1,2,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",4,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",3,2,,,,,,,
"38330d7d9dde43c4ab5ffc89abf7bd24",1,2,,,,,,,
"383f1f35d733452680d14c49bd6290d5",5,2,,,,,,,
"383f1f35d733452680d14c49bd6290d5",6,1,1,2,2,2,7000,1,14
"383f1f35d733452680d14c49bd6290d5",7,,,,,,,,
"383f1f35d733452680d14c49bd6290d5",4,1,2,1,2,1,5600,4,21
"383f1f35d733452680d14c49bd6290d5",9,,,,,,,,
"383f1f35d733452680d14c49bd6290d5",3,1,1,2,2,5,,,
"383f1f35d733452680d14c49bd6290d5",8,,,,,,,,
"383f1f35d733452680d14c49bd6290d5",2,2,,,,,,,
"383f1f35d733452680d14c49bd6290d5",1,1,1,2,2,6,,,
"385c5482217b40a199727bec715a9e66",5,2,,,,,,,
"385c5482217b40a199727bec715a9e66",9,2,,,,,,,
"385c5482217b40a199727bec715a9e66",4,2,,,,,,,
"385c5482217b40a199727bec715a9e66",1,1,1,2,2,6,,,
"385c5482217b40a199727bec715a9e66",8,2,,,,,,,
"385c5482217b40a199727bec715a9e66",2,2,,,,,,,
"385c5482217b40a199727bec715a9e66",3,1,1,2,2,6,,,
"385c5482217b40a199727bec715a9e66",7,1,2,1,2,,,,
"385c5482217b40a199727bec715a9e66",6,2,,,,,,,
"387e2859c6e74ac58fec4dc574402a93",4,2,,,,,,,
"387e2859c6e74ac58fec4dc574402a93",7,2,,,,,,,
"387e2859c6e74ac58fec4dc574402a93",2,2,,,,,,,
"387e2859c6e74ac58fec4dc574402a93",9,2,,,,,,,
