"interview__key","EA_code","c4h_elementyear_id","s4hq83","s4hq84","s4hq85","s4hq86","s4hq82v2","s4hq83v2","s4hq84v2","s4hq85v2","s4hq86v2"
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"85-31-22-31","4ba54fb88a534722877835b1045a512d",1,"785","785",2,"matching","634","634","634",2,"matching"
"85-31-22-31","4ba54fb88a534722877835b1045a512d",2,"11","11",2,"matching","8","8","8",2,"matching"
"85-31-22-31","4ba54fb88a534722877835b1045a512d",3,"2","2",2,"matching","6","6","6",2,"matching"
"85-31-22-31","4ba54fb88a534722877835b1045a512d",4,"11","11",2,"matching","10","10","10",2,"matching"
"85-31-22-31","4ba54fb88a534722877835b1045a512d",5,"9","9",2,"matching","17","17","17",2,"matching"
"85-31-22-31","4ba54fb88a534722877835b1045a512d",0,"802","802",2,"matching","520","520","520",2,"matching"
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",3,"39","39",2,"no mismatch","60","60","60",2,"no mismatch"
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",5,"17","17",2,"no mismatch","30","30","30",2,"no mismatch"
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",4,"50","50",2,"no mismatch","19","19","20",1,"there's a mismatch because of wrong numbering"
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",0,"784","784",2,"no mismatch","938","938","938",2,"the OPD report for the month of September was missing"
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",1,"1283","1283",2,"no mismatch","0","0","0",2,"The OPD report for the month of December 2017 was missing"
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",2,"37","37",2,"no mismatch","39","39","39",2,"no mismatch"
"74-16-21-77","4cf59369cdf24583a27873140b200861",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"74-16-21-77","4cf59369cdf24583a27873140b200861",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"74-16-21-77","4cf59369cdf24583a27873140b200861",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"74-16-21-77","4cf59369cdf24583a27873140b200861",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"74-16-21-77","4cf59369cdf24583a27873140b200861",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"74-16-21-77","4cf59369cdf24583a27873140b200861",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",1,"##N/A##","1423",2,"##N/A##","241","##N/A##","241",2,"##N/A##"
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",5,"##N/A##","32",2,"##N/A##","14","##N/A##","14",2,"##N/A##"
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",3,"##N/A##","16",2,"##N/A##","3","##N/A##","3",2,"##N/A##"
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",0,"##N/A##","1056",2,"##N/A##","883","##N/A##","883",2,"##N/A##"
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",4,"##N/A##","44",2,"##N/A##","22","##N/A##","22",2,"##N/A##"
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",2,"##N/A##","15",2,"##N/A##","8","##N/A##","8",2,"##N/A##"
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",1,"624","650",1,"MISREPORTING","526","526","530",1,"THERE WAS MISMATCH BECAUSE OF THE RE ATTENDANCE"
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",5,"28","28",2,"THERE WAS NO MISMATCH","39","39","39",2,"THERE IS NO MISMATCH"
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",0,"918","918",2,"WRONG REPORTING","624","624","650",2,"THE MISMATCH WAS BECAUSE OF THE RE ATTENDANCE"
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",3,"25","25",2,"NO MISMATCH","19","19","19",2,"THERE'S NO MISMATCH"
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",2,"24","24",2,"THERE WAS NO MISMATCH","20","20","20",2,"THERE WAS NO MISMATCH"
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",4,"25","25",2,"THERE WAS NO MISMATCH","16","16","16",2,"THERE'S NO MISMATCH"
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",2,"0","0",2,"no mismatch","0","0","0",1,"no mismatch"
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",0,"706","706",2,"no mismatch","538","538","538",1,"no mismatch"
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",1,"884","884",2,"no mismatch","480","480","480",2,"no mismatch"
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",4,"50","50",2,"no mismatch","25","25","25",2,"no mismatch"
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",3,"0","0",2,"no mismatch","0","0","0",2,"no mismatch"
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",5,"39","39",2,"no mismatch","38","38","38",2,"no mismatch"
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"83-55-75-67","50915c4977d44997a241f9e364f0a753",3,"##N/A##","##N/A##",,"##N/A##","0","0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY"
"83-55-75-67","50915c4977d44997a241f9e364f0a753",4,"##N/A##","##N/A##",,"##N/A##","0","0","0",2,"THERE WERE NO VACCINES AT THE TIME BECAUSE THE FRIDGE HAD BROKEN DOWN"
"83-55-75-67","50915c4977d44997a241f9e364f0a753",1,"##N/A##","##N/A##",,"##N/A##","109","109","109",2,"NONE"
"83-55-75-67","50915c4977d44997a241f9e364f0a753",5,"##N/A##","##N/A##",,"##N/A##","0","0","0",2,"NO VACCINES AT THE TIME BECAUSE THE FRIDGE HAD BROKEN DOWN"
"83-55-75-67","50915c4977d44997a241f9e364f0a753",2,"##N/A##","##N/A##",,"##N/A##","0","0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY"
"83-55-75-67","50915c4977d44997a241f9e364f0a753",0,"##N/A##","##N/A##",,"##N/A##","130","130","130",2,"NONE"
"80-32-55-46","511e248a967448a89f871d73acff14a4",1,"1053","1053",2,"NONE","513","513","513",2,"NONE"
"80-32-55-46","511e248a967448a89f871d73acff14a4",4,"67","67",2,"NONE","23","23","23",2,"NONE"
"80-32-55-46","511e248a967448a89f871d73acff14a4",2,"20","20",2,"NONE","19","19","19",2,"NONE"
"80-32-55-46","511e248a967448a89f871d73acff14a4",0,"831","831",2,"NONE","572","572","572",2,"NONE"
"80-32-55-46","511e248a967448a89f871d73acff14a4",5,"123","123",2,"NONE","76","76","76",2,"NONE"
"80-32-55-46","511e248a967448a89f871d73acff14a4",3,"14","14",2,"NONE","14","14","14",2,"NONE"
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",2,"64","66",1,"poor tallying","51","51","51",2,"none"
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",5,"70","70",2,"none","50","50","46",1,"poor tallying"
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",3,"44","40",1,"poor tallying","56","56","56",2,"none"
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",0,"1455","0",1,"All the registers destroyed by termites","1151","1151","1151",2,"none"
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",4,"82","64",1,"register for Outreach missing","62","62","81",1,"poor tallying"
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",1,"1677","1264",1,"Some registers destroyed by termites","703","703","703",2,"none"
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",4,"08","08",2,"matching","07","07","07",2,"matching"
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",0,"645","645",2,"matching","368","368","368",2,"matching"
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",3,"0","0",2,"matching","0","0","0",2,"matching"
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",2,"0","0",2,"matching","0","0","0",2,"matching"
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",1,"625","625",2,"matching","601","601","601",2,"matching"
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",5,"11","11",2,"matching","7","7","7",2,"matching"
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",4,"0","112",2,"FINE","57","57","0",1,"missing  tally sheets"
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",0,"0","900",2,"NONE","741","741","920",1,"Wrong  numbering"
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",1,"0","1695",1,"TALLYING ERROR","793","793","0",1,"missing  register"
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",3,"0","22",2,"NONE","17","17","18",1,"wrong  recording"
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",2,"0","20",2,"NONE","16","16","16",2,"ok"
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",5,"0","89",2,"NONE","73","73","0",1,"missing  tally  sheets"
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",1,"1824","1824",2,"NO MISMATCH","743","743","743",2,"NO MISMATCH"
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",4,"22","22",2,"NO MISMATCH","24","24","24",2,"NO MISMATCH"
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",2,"31","31",2,"NO MISMATCH","18","18","18",2,"NO MISMATCH"
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",0,"1314","1314",2,"NO MISMATCH","656","656","656",2,"NO MISMATCH"
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",3,"26","26",2,"NO MISMATCH","23","23","23",2,"NO MISMATCH"
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",5,"55","55",2,"NO VARIATION","34","34","34",2,"NO MISMATCH"
"03-45-89-44","56c850451863421290489c656c6356a1",1,"655","655",2,"matching","480","480","480",2,"matching"
"03-45-89-44","56c850451863421290489c656c6356a1",3,"0","0",2,"no deliveries","0","0","0",2,"NO DELIVERIES"
"03-45-89-44","56c850451863421290489c656c6356a1",4,"6","6",2,"matching","0","0","0",2,"NO DELIVERIES"
"03-45-89-44","56c850451863421290489c656c6356a1",2,"0","0",2,"no deliveries","0","0","0",2,"NO DELIVERIES"
"03-45-89-44","56c850451863421290489c656c6356a1",0,"669","669",2,"matching","322","322","322",2,"matching"
"03-45-89-44","56c850451863421290489c656c6356a1",5,"5","5",2,"matching","3","3","3",2,"matching"
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",1,"1589","1589",2,"NO  VARIATION","1047","1047","1047",2,"NO VARIATION"
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",3,"29","29",2,"NO VARIATION","24","24","24",2,"NO VARIATION"
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",5,"60","60",2,"NO VARIATION","96","96","96",2,"NO VARIATION"
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",4,"53","53",2,"NO VARIATION","90","90","90",2,"NO VARIATION"
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",0,"1304","1304",2,"NO VARIATION","822","822","822",2,"NO VARIATION"
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",2,"23","23",2,"NO VARIATION","23","23","23",2,"NO VARIATION"
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",5,,,,,"17","0","17",2,"ok"
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",3,,,,,"68","0","68",2,"ok"
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",1,,,,,"269","0","249",1,"Wrong  numbering"
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",0,,,,,"505","0","690",1,"wrong  numbering"
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",2,,,,,"62","0","62",2,"ok"
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",4,,,,,"17","0","25",1,"Missing  tally  sheets  during  report  making"
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",5,,,,,"50","50","50",2,"No mismatch"
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",3,,,,,"12","12","12",2,"No mismatch"
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",4,,,,,"53","53","53",2,"No mismatch"
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",2,,,,,"20","20","20",2,"No mismatch"
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",0,,,,,"1726","1726","1726",2,"No mismatch"
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",1,,,,,"1780","1780","1780",2,"No mismatch"
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",4,"0","30",2,"GOOD","12","12","30",1,"missing  tally  sheets  during  report  making"
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",5,"0","30",2,"GOOD","25","25","25",2,"Good"
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",3,"0","30",2,"GOOD","48","48","49",1,"WRONG  COUNTING"
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",2,"0","25",2,"GOOD","27","27","27",2,"Good"
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",1,"0","743",1,"TALLYING ERROR","210","210","0",1,"Missing  register"
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",0,"0","622",2,"GOOD","576","576","514",1,"WRONG  NUMBERING"
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",2,"21","21",2,"GOOD","0","0","24",1,"Missing  HMIS  105"
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",5,"0","0",1,"Missing  records","0","0","0",1,"MISSING  RECORDS"
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",1,"0","1338",1,"Missing  records","0","0","1139",1,"Missing  records"
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",0,"0","0",1,"Missing  records","0","0","725",1,"Missing  records  ,even  during  second  visit"
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",4,"118","0",1,"Missing  records","0","0","0",1,"Missing  records"
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",3,"0","42",1,"Missing  records","0","0","40",1,"MISSING  HMIS  105"
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",3,"243","243",2,"no mismatch","196","196","196",2,"no mismatch"
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",2,"181","181",2,"no mismatch","191","191","191",2,"no mismatch"
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",1,"3353","3353",2,"no mismatch","2155","2155","2155",2,"no mismatch"
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",0,"3448","3448",2,"no mismatch","2894","2894","2894",2,"no mismatch"
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",4,"431","431",2,"no mismatch","140","140","140",2,"no mismatch"
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",5,"123","123",2,"no mismatch","152","152","152",2,"no mismatch"
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",4,"10","10",2,"matching","12","12","12",2,"Matching"
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",3,"0","0",2,"no deliveries","0","0","0",2,"No deliveries"
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",2,"0","0",2,"no deliveries","0","0","0",2,"matching"
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",5,"10","10",2,"matching","08","08","08",2,"matching"
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",0,"450","450",2,"matching","255","255","255",2,"matching"
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",1,"802","802",2,"matching","403","403","403",2,"matching"
"94-06-39-74","5feb56a602554863982002d7dffa96e9",4,"96","95",1,"WRONG  TALLYING","91","91","91",2,"GOOD"
"94-06-39-74","5feb56a602554863982002d7dffa96e9",3,"16","16",2,"GOOD","32","32","32",2,"GOOD"
"94-06-39-74","5feb56a602554863982002d7dffa96e9",0,"746","774",1,"UNDER  REPORTED","1055","1055","755",1,"ART  PATIENTS  ARE NOT  INCLUDED  IN  THE  OLD REGISTERS"
"94-06-39-74","5feb56a602554863982002d7dffa96e9",2,"34","34",2,"GOOD","33","33","33",2,"GOOD"
"94-06-39-74","5feb56a602554863982002d7dffa96e9",1,"1993","1993",2,"GOOD","1001","1001","1001",2,"GOOD"
"94-06-39-74","5feb56a602554863982002d7dffa96e9",5,"68","68",2,"GOOD","84","84","94",1,"MISSING  TALLY  SHEETS  DURING  REPORT  MAKING"
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",5,"0","0",2,"none","0","0","0",2,"none"
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",0,"686","686",2,"none","761","761","761",2,"none"
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",1,"832","832",2,"none","391","391","391",2,"none"
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",3,"0","0",2,"none","0","0","0",2,"none"
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",4,"0","0",2,"none","0","0","0",2,"none"
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",2,"0","0",2,"none","0","0","0",2,"none"
"67-70-56-85","61187e593ce849f6b0b6f20972734150",0,"##N/A##","512",,"##N/A##","320","##N/A##","32",2,"##N/A##"
"67-70-56-85","61187e593ce849f6b0b6f20972734150",3,"##N/A##","0",,"##N/A##","0","##N/A##","0",2,"##N/A##"
"67-70-56-85","61187e593ce849f6b0b6f20972734150",1,"##N/A##","686",,"##N/A##","425","##N/A##","425",2,"##N/A##"
"67-70-56-85","61187e593ce849f6b0b6f20972734150",4,"##N/A##","24",,"##N/A##","32","##N/A##","32",2,"##N/A##"
"67-70-56-85","61187e593ce849f6b0b6f20972734150",5,"##N/A##","17",,"##N/A##","26","##N/A##","26",2,"##N/A##"
"67-70-56-85","61187e593ce849f6b0b6f20972734150",2,"##N/A##","0",,"##N/A##","0","##N/A##","0",2,"##N/A##"
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"56-99-39-47","62c15549e2894eee9032940da84f6170",2,"0","9",1,"Missing  records","12","12","12",2,"ok"
"56-99-39-47","62c15549e2894eee9032940da84f6170",4,"38","0",1,"Missing records","42","42","47",1,"Wrong  tallying"
"56-99-39-47","62c15549e2894eee9032940da84f6170",3,"15","15",2,"ok","13","13","13",2,"ok"
"56-99-39-47","62c15549e2894eee9032940da84f6170",5,"47","0",1,"Missing  records","0","0","0",2,"ok"
"56-99-39-47","62c15549e2894eee9032940da84f6170",0,"269","269",2,"ok","162","162","162",2,"ok"
"56-99-39-47","62c15549e2894eee9032940da84f6170",1,"215","215",2,"ok","166","166","116",1,"Wrong  numbering"
"95-66-18-46","639bf406ae23488b9674d26d841618fb",4,"42","42",2,"no mismatch","41","41","41",2,"no mismatch"
"95-66-18-46","639bf406ae23488b9674d26d841618fb",5,"46","46",2,"no mismatch","31","31","31",2,"no mismatch"
"95-66-18-46","639bf406ae23488b9674d26d841618fb",3,"2","2",2,"no mismatch","3","3","3",2,"no mismatch"
"95-66-18-46","639bf406ae23488b9674d26d841618fb",0,"886","886",2,"no mismatch","438","438","442",2,"Mismatch is because of the re attendance"
"95-66-18-46","639bf406ae23488b9674d26d841618fb",1,"822","822",2,"no mismatch","625","625","630",1,"Mismatch is because of the re attendance"
"95-66-18-46","639bf406ae23488b9674d26d841618fb",2,"0","0",2,"no mismatch","1","1","1",2,"no mismatch"
"31-52-69-96","64a7c25789dc44988120f839b628656f",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-52-69-96","64a7c25789dc44988120f839b628656f",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-52-69-96","64a7c25789dc44988120f839b628656f",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-52-69-96","64a7c25789dc44988120f839b628656f",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-52-69-96","64a7c25789dc44988120f839b628656f",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-52-69-96","64a7c25789dc44988120f839b628656f",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",0,"386","386",2,"no mismatch","449","449","449",2,"no mismatch"
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",5,"50","50",2,"no mismatch","37","37","37",2,"no mismatch"
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",3,"0","0",2,"no mismatch","0","0","0",2,"there are no deliveries in this unit"
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",2,"0","0",2,"no mismatch","0","0","0",2,"there are no deliveries in this unit"
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",4,"30","30",2,"no mismatch","28","28","28",2,"no mismatch"
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",1,"884","884",2,"no mismatch","447","447","447",2,"no mismatch"
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"92-26-77-38","68f903f5bf9145f88554337640a5e431",1,"750","779",1,"poor serialization","542","542","542",2,"none"
"92-26-77-38","68f903f5bf9145f88554337640a5e431",0,"971","838",1,"poor serialization","514","514","518",1,"poor tallying"
"92-26-77-38","68f903f5bf9145f88554337640a5e431",2,"33","33",2,"none","52","52","59",1,"poor tallying"
