"interview__key","EA_code","position_id","s3q43a","s3q43b"
"94-83-94-74","7746d7555f5844d3aa4e1b1db205baaa",0,7,14
"94-83-94-74","7746d7555f5844d3aa4e1b1db205baaa",2,0,0
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",2,,
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",0,,
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",1,,
"45-08-45-12","7858f0477c71435583949704dfdc8273",1,4,0
"45-08-45-12","7858f0477c71435583949704dfdc8273",0,2,0
"45-08-45-12","7858f0477c71435583949704dfdc8273",2,0,0
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",1,40,25
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",2,0,0
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",0,25,0
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",0,4,0
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",2,0,0
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",1,4,0
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",1,20,0
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",2,0,0
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",0,4,0
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",0,3,10
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",1,10,0
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",2,0,0
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",0,,
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",1,,
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",2,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",0,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",2,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",1,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",2,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",0,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",1,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",2,0,0
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",0,5,0
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",1,6,0
"75-75-86-64","811f0969148848799fdeb81412c961b7",0,12,2
"75-75-86-64","811f0969148848799fdeb81412c961b7",2,0,0
"75-75-86-64","811f0969148848799fdeb81412c961b7",1,2,0
"97-06-48-22","819574132d744fb58ef76356982dab3e",2,0,0
"97-06-48-22","819574132d744fb58ef76356982dab3e",1,4,3
"97-06-48-22","819574132d744fb58ef76356982dab3e",0,4,4
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",2,0,0
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",0,5,0
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",1,7,0
"87-78-16-27","8240331915e74700903cd16936938273",0,,
"87-78-16-27","8240331915e74700903cd16936938273",2,,
"87-78-16-27","8240331915e74700903cd16936938273",1,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",1,14,0
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",0,9,0
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",2,0,0
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",1,22,0
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",2,0,0
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",0,4,0
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",0,3,0
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",2,0,0
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",1,11,0
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",0,1,5
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",1,6,0
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",2,3,0
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",0,12,0
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",1,12,0
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",2,0,0
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",0,3,0
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",2,0,0
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",1,3,0
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",1,5,1
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",2,0,0
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",0,4,0
"35-92-49-53","8a796de4a4744d1896966983749b62ce",0,6,4
"35-92-49-53","8a796de4a4744d1896966983749b62ce",1,4,1
"35-92-49-53","8a796de4a4744d1896966983749b62ce",2,1,0
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",1,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",2,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",0,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",2,1,0
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",0,2,5
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",1,6,0
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",0,4,7
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",1,13,0
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",2,0,0
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",0,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",1,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",2,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",0,4,0
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",2,1,0
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",1,6,3
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",0,1,0
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",1,10,4
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",2,0,0
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",0,4,0
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",2,0,0
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",1,8,0
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",2,0,0
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",0,11,0
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",1,9,2
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",2,0,0
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",1,6,0
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",0,8,0
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",2,3,0
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",1,6,0
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",0,2,0
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",1,10,7
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",0,3,0
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",2,0,0
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",1,,
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",2,,
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",0,,
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",1,16,2
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",0,4,2
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",2,0,0
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",2,3,0
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",0,1,7
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",1,5,0
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",2,0,1
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",0,8,1
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",1,6,4
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",1,4,3
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",2,0,0
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",0,8,3
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",2,,
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",0,,
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",1,,
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",2,,
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",0,,
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",1,,
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",2,2,0
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",0,8,0
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",1,7,0
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",0,4,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",1,9,0
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",2,0,0
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",1,9,3
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",0,3,0
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",2,0,0
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",1,,
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",0,,
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",2,,
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",0,8,0
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",2,0,0
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",1,1,7
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",1,8,0
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",0,7,0
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",2,0,0
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",0,2,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",1,5,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",2,0,0
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",0,5,0
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",1,8,3
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",2,1,0
"07-23-18-10","a3968f62607b402a85a551fab137e191",0,,
"07-23-18-10","a3968f62607b402a85a551fab137e191",1,,
"07-23-18-10","a3968f62607b402a85a551fab137e191",2,,
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",0,1,0
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",2,0,0
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",1,7,2
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",2,0,0
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",1,6,9
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",0,2,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",2,,
"82-74-17-32","a633fb014edd4a55953902a674518e63",1,,
"82-74-17-32","a633fb014edd4a55953902a674518e63",0,,
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",1,9,7
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",0,1,0
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",2,0,0
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",2,0,0
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",1,8,0
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",0,17,0
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",0,7,0
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",2,0,0
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",1,3,2
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",1,,
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",2,,
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",0,,
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",2,0,0
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",1,8,11
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",0,9,0
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",0,7,0
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",2,0,0
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",1,20,1
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",2,0,0
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",0,3,0
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",1,8,4
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",1,,
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",0,,
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",2,,
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",1,7,5
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",0,3,0
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",2,0,0
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",1,17,11
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",2,0,0
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",0,5,0
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",1,5,1
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",2,1,0
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",0,2,0
"35-51-00-88","aed4071826f04462a59bfabca5d2ca06",1,5,0
"35-51-00-88","aed4071826f04462a59bfabca5d2ca06",2,0,0
"35-51-00-88","aed4071826f04462a59bfabca5d2ca06",0,9,0
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",2,2,0
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",1,6,0
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",0,2,3
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",2,0,0
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",1,9,0
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",0,6,6
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",0,,
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",1,,
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",2,,
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",0,16,0
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",2,0,0
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",1,20,3
"47-97-04-43","b1884aea03a844029e86334683703b09",1,3,3
"47-97-04-43","b1884aea03a844029e86334683703b09",0,4,5
"47-97-04-43","b1884aea03a844029e86334683703b09",2,0,0
"53-55-20-69","b1abb00b1ee043ffa3c18766a7d63142",2,0,0
"53-55-20-69","b1abb00b1ee043ffa3c18766a7d63142",1,16,0
"53-55-20-69","b1abb00b1ee043ffa3c18766a7d63142",0,10,0
"80-00-26-34","b20b2988cc4140df81890d31bb284697",0,3,2
"80-00-26-34","b20b2988cc4140df81890d31bb284697",2,0,0
"80-00-26-34","b20b2988cc4140df81890d31bb284697",1,4,2
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",1,,
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",2,,
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",0,,
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",2,0,0
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",1,3,0
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",0,5,3
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",1,5,5
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",0,9,5
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",2,0,0
"81-20-77-29","b389c239719a4796854b290e12631dbb",2,1,0
"81-20-77-29","b389c239719a4796854b290e12631dbb",1,9,5
"81-20-77-29","b389c239719a4796854b290e12631dbb",0,2,0
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",0,2,0
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",1,9,0
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",2,3,0
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",0,8,0
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",2,0,0
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",1,7,0
"54-78-39-35","b92650e55fb14845840d3f164fba1491",0,2,8
"54-78-39-35","b92650e55fb14845840d3f164fba1491",1,4,7
"54-78-39-35","b92650e55fb14845840d3f164fba1491",2,2,0
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",0,,
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",1,,
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",2,,
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",1,11,2
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",2,0,0
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",0,3,0
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",2,0,0
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",1,6,1
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",0,1,1
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",1,2,0
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",2,2,0
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",0,6,2
"28-28-90-63","be03e0b731204737a2e4f7e0d2030d21",2,0,0
"28-28-90-63","be03e0b731204737a2e4f7e0d2030d21",1,11,0
"28-28-90-63","be03e0b731204737a2e4f7e0d2030d21",0,3,11
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",2,0,0
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",1,16,9
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",0,1,0
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",2,0,0
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",0,11,0
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",1,9,2
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",2,4,0
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",1,9,3
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",0,4,0
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",0,6,0
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",1,4,0
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",2,0,0
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",2,1,0
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",0,2,0
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",1,5,1
"05-72-66-37","c1185221c2d343bb88b3ec950686798c",0,4,0
"05-72-66-37","c1185221c2d343bb88b3ec950686798c",2,0,0
"05-72-66-37","c1185221c2d343bb88b3ec950686798c",1,10,2
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",1,5,2
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",0,8,0
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",2,0,0
"09-41-83-25","c1befc6653a84ef68640bc9923760c39",0,,
"09-41-83-25","c1befc6653a84ef68640bc9923760c39",1,,
"09-41-83-25","c1befc6653a84ef68640bc9923760c39",2,,
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",2,1,0
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",0,3,0
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",1,4,0
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",2,0,0
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",0,6,0
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",1,15,5
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",0,3,0
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",1,13,4
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",2,0,0
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",2,0,0
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",1,5,6
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",0,3,6
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",2,0,0
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",1,14,0
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",0,2,7
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",1,7,4
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",2,0,0
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",0,5,6
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",1,5,0
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",0,3,5
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",2,0,0
"16-74-30-99","cc5224ac26434558b1870292cd790c14",0,4,0
"16-74-30-99","cc5224ac26434558b1870292cd790c14",1,6,0
"16-74-30-99","cc5224ac26434558b1870292cd790c14",2,0,0
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",2,0,0
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",1,7,0
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",0,9,0
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",2,0,0
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",1,10,4
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",0,3,0
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",2,,
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",1,,
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",0,,
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",0,2,8
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",1,7,0
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",2,1,0
"41-30-97-75","ce09e57177af41adadea55b1118f29be",1,9,0
"41-30-97-75","ce09e57177af41adadea55b1118f29be",0,3,0
"41-30-97-75","ce09e57177af41adadea55b1118f29be",2,0,0
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",0,1,0
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",2,1,0
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",1,6,5
"80-81-10-28","cff36b0b20f648be8341cd074068c657",2,0,0
"80-81-10-28","cff36b0b20f648be8341cd074068c657",0,9,0
"80-81-10-28","cff36b0b20f648be8341cd074068c657",1,6,0
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",2,0,0
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",1,8,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",0,5,0
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",2,0,0
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",1,7,0
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",0,16,0
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",2,0,0
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",0,10,0
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",1,12,0
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",0,4,0
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",2,0,0
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",1,10,4
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",2,1,0
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",0,2,0
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",1,7,9
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",1,6,0
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",2,0,0
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",0,6,6
"66-91-74-76","d451154d23f041d0915801f7838e703d",1,13,0
"66-91-74-76","d451154d23f041d0915801f7838e703d",2,0,0
"66-91-74-76","d451154d23f041d0915801f7838e703d",0,1,0
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",2,0,0
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",0,1,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",1,7,0
"49-85-88-60","d50819d660b042d7b279465864368a55",1,7,0
"49-85-88-60","d50819d660b042d7b279465864368a55",0,1,2
"49-85-88-60","d50819d660b042d7b279465864368a55",2,0,0
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",1,10,0
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",2,0,0
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",0,5,0
"35-31-24-31","d5dab880982d42b9899469131ffc2054",0,17,0
"35-31-24-31","d5dab880982d42b9899469131ffc2054",2,0,0
"35-31-24-31","d5dab880982d42b9899469131ffc2054",1,12,3
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",1,8,0
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",0,1,0
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",2,0,0
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",0,2,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",1,18,0
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",2,0,0
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",0,4,0
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",2,0,0
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",1,8,0
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",1,11,2
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",2,0,0
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",0,3,0
"46-49-96-63","d935539999f64771a119eb32574c160e",1,8,1
"46-49-96-63","d935539999f64771a119eb32574c160e",2,0,0
"46-49-96-63","d935539999f64771a119eb32574c160e",0,10,1
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",2,3,0
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",1,4,3
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",0,4,4
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",2,0,0
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",0,4,0
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",1,15,0
"81-72-86-31","daafca5294924c609725305aa9da92d2",1,9,9
"81-72-86-31","daafca5294924c609725305aa9da92d2",2,0,0
"81-72-86-31","daafca5294924c609725305aa9da92d2",0,3,0
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",1,9,0
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",2,0,0
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",0,8,0
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",1,,
