"EA_code","t0_EA_code","interview__key","common_stock_id","s4eq61","s4eq61_v2","s4eq62","s4eq63","s4eq62_v2","s4eq63_v2"
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",2,,2,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",11,,2,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",9,,2,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",10,,1,,,1,2
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",3,,2,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",1,,2,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",7,,1,,,1,2
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",4,,1,,,1,1
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",6,,2,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",8,,2,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",5,,1,,,1,1
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",12,,1,,,2,2
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",12,1,1,2,1,2,1
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",7,1,1,2,1,2,1
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",9,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",5,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",2,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",6,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",11,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",8,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",1,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",10,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",4,2,2,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",3,1,1,2,1,2,1
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",1,1,,1,1,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",6,2,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",10,2,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",2,2,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",9,1,,2,1,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",3,2,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",5,2,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",4,1,,1,1,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",7,1,,1,2,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",11,1,,1,1,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",8,2,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",12,1,1,1,1,1,1
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",3,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",6,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",4,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",2,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",5,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",8,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",9,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",1,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",12,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",7,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",11,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",10,,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",6,1,1,2,2,1,2
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",2,2,2,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",8,1,2,2,2,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",7,1,1,1,2,2,2
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",1,1,1,1,2,1,2
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",5,1,1,1,2,1,2
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",3,1,1,1,2,1,2
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",4,1,1,1,2,1,2
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",9,2,2,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",12,2,2,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",10,1,1,1,2,2,2
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",11,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",9,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",4,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",1,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",11,1,2,2,1,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",7,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",2,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",6,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",3,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",12,1,2,2,1,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",10,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",8,2,2,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",5,2,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",4,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",9,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",5,,1,,,1,1
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",3,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",6,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",2,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",11,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",1,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",8,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",12,1,1,2,1,1,2
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",7,,2,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",10,,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",3,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",11,1,1,1,2,2,2
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",7,1,1,1,2,1,2
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",12,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",4,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",6,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",2,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",5,1,1,1,2,1,2
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",8,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",9,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",10,2,2,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",1,2,2,,,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",10,1,1,2,1,1,1
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",12,,1,,,1,1
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",2,1,2,2,1,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",9,,2,,,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",8,,2,,,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",3,,2,,,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",5,1,2,2,2,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",1,,2,,,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",11,1,2,1,2,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",7,1,1,2,2,1,1
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",4,1,2,2,2,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",6,,2,,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",11,1,2,1,1,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",4,2,2,,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",9,1,2,1,2,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",5,1,2,2,1,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",3,2,2,,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",10,1,2,1,1,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",1,1,2,2,1,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",2,2,2,,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",6,2,2,,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",12,2,2,,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",8,2,2,,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",7,2,2,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",6,2,1,,,2,2
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",11,1,1,1,2,1,2
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",7,1,1,2,1,1,2
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",5,1,2,2,2,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",9,1,2,2,2,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",2,2,2,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",4,2,2,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",8,2,2,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",3,2,2,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",10,2,2,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",12,2,2,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",1,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",4,2,1,,,2,1
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",3,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",12,1,2,1,2,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",11,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",10,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",1,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",7,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",6,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",5,1,1,1,2,1,2
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",8,2,2,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",2,1,1,1,2,1,2
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",9,1,1,1,2,1,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",12,,1,,,2,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",11,,1,,,1,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",4,,2,,,,
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",9,,1,,,2,1
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",1,,1,,,2,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",10,,1,,,2,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",8,,2,,,,
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",3,,1,,,2,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",2,,1,,,2,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",7,,1,,,2,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",5,,1,,,1,2
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",6,,1,,,1,2
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",7,,1,,,1,1
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",3,,1,,,1,1
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",4,,2,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",5,,2,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",1,,2,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",2,,2,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",10,,1,,,1,1
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",8,,2,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",9,,1,,,2,1
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",12,,1,,,2,2
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",6,,1,,,2,1
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",11,,2,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",5,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",2,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",10,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",9,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",11,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",4,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",7,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",12,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",1,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",6,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",8,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",3,,,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",2,1,2,2,1,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",11,1,1,1,1,1,2
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",5,1,1,1,2,1,2
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",8,,2,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",10,,2,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",4,,2,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",9,1,1,2,1,1,1
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",1,,2,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",6,,2,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",7,,2,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",12,,1,,,1,1
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",3,1,1,2,1,1,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",1,2,2,,,,
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",4,2,1,,,2,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",3,1,1,2,2,1,1
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",10,1,1,2,1,1,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",7,1,1,1,2,2,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",6,2,2,,,,
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",11,2,1,,,2,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",8,2,1,,,2,1
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",2,1,1,1,2,1,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",9,1,1,1,2,2,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",5,1,2,1,2,,
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",12,1,1,1,2,1,2
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",6,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",7,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",9,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",10,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",5,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",2,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",11,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",8,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",3,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",1,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",12,,,,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",4,,,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",6,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",2,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",7,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",12,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",8,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",3,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",1,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",4,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",11,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",10,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",9,2,2,,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",5,2,2,,,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",3,1,2,1,2,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",5,1,1,2,1,2,2
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",4,2,2,,,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",12,1,2,2,2,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",7,2,2,,,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",6,2,2,,,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",9,2,2,,,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",11,1,2,2,2,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",8,1,2,2,2,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",2,1,2,2,2,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",1,2,2,,,,
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",10,2,2,,,,
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",1,,2,,,,
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",9,,1,,,1,1
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",6,,1,,,2,1
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",5,,1,,,1,1
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",3,1,1,1,2,1,2
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",4,,2,,,,
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",10,,1,,,1,1
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",12,,1,,,2,1
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",8,,2,,,,
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",7,,2,,,,
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",2,,1,,,1,1
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",11,,1,,,1,1
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",12,1,1,1,2,2,1
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",5,1,1,2,1,2,2
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",8,,2,,,,
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",11,,2,,,,
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",2,,2,,,,
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",1,,2,,,,
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",6,,2,,,,
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",3,,1,,,1,2
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",4,,2,,,,
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",9,,1,,,2,1
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",7,,1,,,1,1
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",10,,1,,,2,1
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",7,,2,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",5,1,2,1,2,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",12,,2,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",8,,2,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",9,1,2,1,2,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",3,,1,,,1,2
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",1,,2,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",10,,2,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",4,,2,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",6,,2,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",11,1,1,2,2,2,1
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",2,,2,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",7,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",12,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",9,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",4,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",1,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",8,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",11,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",6,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",3,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",5,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",2,,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",10,,,,,,
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",10,2,2,,,,
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",11,2,2,,,,
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",12,1,1,2,1,2,1
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",5,1,1,1,2,1,2
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",3,1,1,1,2,1,2
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",4,2,2,,,,
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",2,2,2,,,,
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",1,2,2,,,,
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",7,2,2,,,,
