"interview__key","EA_code","service_availabilty__id","s2aq03_1","s2aq05","s2aq06","s2aq07","s2aq08"
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",8,2,8,6,45,1
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",19,1,3,1,20,1
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",3,2,4,1,60,1
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",13,2,15,2,25,1
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",23,1,0.25,1,10,1
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",1,2,2,1,20,3
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",9,2,20,2,60,1
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",4,2,0.5,1,10,1
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",12,2,3,6,10,2
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",14,2,40,2,40,1
"37-68-69-42","305b636544344f65aabef33609978907",17,2,3,8,35,1
"37-68-69-42","305b636544344f65aabef33609978907",24,2,4,8,45,1
"37-68-69-42","305b636544344f65aabef33609978907",15,2,3,8,35,1
"37-68-69-42","305b636544344f65aabef33609978907",3,2,5,6,20,1
"37-68-69-42","305b636544344f65aabef33609978907",20,2,25,6,50,3
"37-68-69-42","305b636544344f65aabef33609978907",7,3,,,,
"37-68-69-42","305b636544344f65aabef33609978907",16,2,3,8,35,1
"37-68-69-42","305b636544344f65aabef33609978907",1,2,0.5,1,15,2
"37-68-69-42","305b636544344f65aabef33609978907",11,2,32,6,60,1
"37-68-69-42","305b636544344f65aabef33609978907",26,2,3,8,35,3
"37-68-69-42","305b636544344f65aabef33609978907",13,2,29,6,60,1
"37-68-69-42","305b636544344f65aabef33609978907",10,2,3,8,35,1
"37-68-69-42","305b636544344f65aabef33609978907",9,2,29,6,60,1
"37-68-69-42","305b636544344f65aabef33609978907",21,2,3,1,45,3
"37-68-69-42","305b636544344f65aabef33609978907",32,2,4,8,45,1
"37-68-69-42","305b636544344f65aabef33609978907",8,2,7,8,90,2
"37-68-69-42","305b636544344f65aabef33609978907",18,2,3,8,35,1
"37-68-69-42","305b636544344f65aabef33609978907",30,2,3,8,35,3
"37-68-69-42","305b636544344f65aabef33609978907",22,1,0.5,1,15,3
"37-68-69-42","305b636544344f65aabef33609978907",5,2,6,6,45,1
"37-68-69-42","305b636544344f65aabef33609978907",25,2,4,8,45,1
"37-68-69-42","305b636544344f65aabef33609978907",4,2,6,7,45,1
"37-68-69-42","305b636544344f65aabef33609978907",2,2,0.5,1,15,3
"37-68-69-42","305b636544344f65aabef33609978907",19,2,24,6,45,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",13,2,3,6,30,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",11,2,5,6,60,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",2,1,0.1,1,3,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",10,1,0.2,1,10,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",22,1,0.5,1,30,3
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",3,2,2,1,45,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",12,1,0.1,1,3,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",17,1,0.1,1,3,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",32,2,1.5,1,30,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",26,2,4,6,30,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",18,2,4,6,30,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",23,1,0.1,1,3,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",16,1,0.1,1,3,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",4,2,0.5,1,20,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",1,2,1,1,30,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",19,1,0.3,1,5,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",9,2,3,6,15,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",15,1,0.1,1,3,1
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",5,2,0.5,1,20,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",3,2,8,8,45,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",25,2,18,6,30,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",31,2,18,6,30,3
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",13,2,26,6,60,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",21,1,0.5,1,5,2
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",1,1,1,1,15,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",22,1,0.2,1,2,3
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",24,2,18,6,30,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",9,2,26,6,60,2
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",15,2,4,1,60,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",8,2,2,1,40,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",32,2,5,1,60,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",28,1,1,1,15,2
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",16,2,18,1,120,2
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",5,2,26,6,60,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",23,2,30,6,120,2
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",20,2,4,1,60,2
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",17,2,18,1,120,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",23,1,0.5,1,7,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",2,2,1.5,1,15,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",20,2,2.5,1,25,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",17,2,2.5,1,25,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",22,1,0.2,1,3,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",24,2,2.5,1,25,3
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",8,2,2.5,1,25,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",15,2,2.5,1,25,3
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",25,2,2.5,1,25,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",4,2,5,7,30,1
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",1,2,1,1,10,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",21,1,0.4,1,5,1
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",16,2,2.5,1,25,3
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",3,2,4,1,60,3
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",32,2,2.5,1,25,2
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",20,2,3,1,90,2
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",10,2,3,1,240,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",25,2,5,1,180,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",28,2,3,1,120,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",17,2,5,1,180,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",22,1,0.3,1,5,2
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",16,2,5,1,180,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",32,2,2.5,1,90,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",18,2,12,1,300,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",27,2,3,1,120,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",24,2,5,1,180,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",7,1,0.1,1,5,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",4,2,8,6,240,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",3,2,6,6,120,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",33,2,3,1,180,2
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",21,2,2,1,60,2
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",29,1,0.4,1,5,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",1,2,3,1,90,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",9,2,79,4,120,1
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",15,2,5,1,180,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",23,2,3,1,50,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",17,2,3,1,50,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",1,1,0.5,1,5,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",13,2,34,3,90,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",20,1,0.5,1,5,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",2,1,1,1,20,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",4,2,4,1,60,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",22,2,2,1,25,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",7,1,1,1,15,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",5,2,2,1,25,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",8,1,1,1,15,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",21,1,1,1,30,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",32,1,1,1,20,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",18,2,3,1,50,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",16,2,3,1,50,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",24,1,1,1,20,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",3,2,22,3,60,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",15,2,3,1,50,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",9,2,34,3,90,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",1,2,3.2,1,60,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",23,2,3,1,50,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",25,2,3,1,50,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",5,2,4.5,1,80,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",22,1,0.1,1,1,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",12,2,10,6,25,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",15,2,5,1,70,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",16,2,5,1,70,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",2,1,0.8,1,20,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",13,2,8.5,6,20,1
"66-53-93-59","37a0243153154356a3fae9c57c688f46",24,2,3,1,50,3
"66-53-93-59","37a0243153154356a3fae9c57c688f46",9,2,24,2,50,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",21,2,2.5,1,40,1
"66-53-93-59","37a0243153154356a3fae9c57c688f46",20,2,2.5,1,40,1
"66-53-93-59","37a0243153154356a3fae9c57c688f46",17,2,5,1,70,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",32,2,4.5,6,25,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",8,2,3.2,1,60,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",3,2,4,1,80,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",16,2,0.3,1,10,2
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",19,2,0.3,1,0,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",20,1,0,1,0,3
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",9,2,10,2,30,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",14,2,15,2,35,2
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",21,1,0,1,0,2
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",32,2,0.3,1,10,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",11,2,15,2,40,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",2,1,0.2,1,10,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",15,2,0.3,1,10,2
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",8,2,6,6,45,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",12,2,0.3,1,15,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",13,2,7,2,25,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",22,1,0,1,0,3
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",17,2,0.3,1,10,2
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",25,2,0.3,1,10,1
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",10,2,0.2,1,5,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",29,1,0.5,1,20,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",3,2,10,1,180,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",22,1,0,1,1,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",20,2,4,1,60,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",5,2,8,1,150,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",1,1,4,1,60,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",28,2,8,1,120,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",33,2,19,1,240,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",13,2,15,1,200,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",16,2,18,1,180,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",15,2,18,1,180,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",32,2,18,1,180,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",8,2,5,1,90,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",24,2,18,1,180,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",9,1,15,1,240,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",18,2,18,1,180,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",23,1,0.5,1,20,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",17,2,18,1,180,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",25,2,18,1,180,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",8,2,2,1,30,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",5,2,5,8,40,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",19,2,1.5,1,15,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",20,2,1,1,10,2
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",12,2,4,5,10,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",10,2,4,5,30,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",9,2,8,4,15,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",15,2,3,1,40,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",16,2,3,1,40,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",1,1,2,1,20,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",22,1,0.1,1,1,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",26,2,3,1,40,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",18,2,3,1,40,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",21,2,0.5,1,10,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",2,1,0.1,1,2,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",3,1,2,1,20,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",13,2,4,5,10,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",4,2,6,5,40,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",11,2,7,6,20,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",32,2,2,8,15,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",13,2,0.5,1,8,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",25,2,1,1,15,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",19,1,0.8,1,10,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",18,2,1,1,15,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",11,2,15,6,30,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",32,2,1,1,15,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",1,2,0.5,1,10,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",2,2,0.5,1,10,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",3,2,0.5,1,10,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",4,2,1,1,20,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",20,1,0,1,0,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",23,1,0.1,1,1,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",15,2,1,1,15,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",9,2,22,4,45,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",8,2,1,1,17,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",22,1,0,1,0,3
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",5,2,40,6,90,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",26,2,3,3,15,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",16,2,1,1,15,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",24,2,1,1,15,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",17,2,1,1,15,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",10,2,0.1,1,1,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",15,2,5,1,80,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",14,2,23,6,35,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",16,2,6,1,60,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",17,2,5,1,60,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",21,2,4,1,50,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",3,2,6.8,1,140,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",2,1,1.5,1,30,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",24,2,2,6,40,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",13,2,23,6,50,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",10,2,10,6,10,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",1,1,0.6,1,20,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",12,2,12,6,30,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",32,2,6,6,25,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",25,1,25,6,40,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",20,2,6,1,70,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",9,2,43,2,90,1
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",8,2,5,1,70,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",4,2,5,1,80,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",22,1,0.3,1,10,3
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",3,2,2,1,30,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",16,2,4,1,60,3
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",17,2,9.6,1,180,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",9,2,54,3,90,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",10,2,3,1,50,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",5,2,5,1,75,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",1,2,2,1,30,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",8,2,7,8,60,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",23,2,1,1,20,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",22,1,0.1,1,1,3
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",32,2,7,1,90,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",18,2,6,1,60,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",21,2,3,1,50,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",20,2,4,1,60,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",24,2,7,1,90,3
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",15,2,4,1,60,3
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",17,2,1.6,1,25,2
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",4,2,1.6,1,20,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",12,2,0.5,1,10,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",2,2,0.5,1,10,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",9,2,1.6,1,30,2
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",13,2,1.6,6,10,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",1,2,0.2,1,2,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",22,1,0,1,0,2
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",11,2,10,2,30,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",32,2,0.5,1,10,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",19,2,2,2,5,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",5,2,5,2,20,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",10,2,0.2,1,1,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",3,2,1.6,1,20,1
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",16,2,1.6,1,25,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",3,1,0.2,1,10,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",1,1,0.2,1,10,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",17,2,4.5,1,60,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",15,2,4.5,1,60,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",4,2,2.8,1,60,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",24,2,5,6,10,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",32,2,3.8,1,40,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",9,2,50,2,90,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",10,1,0.1,1,5,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",13,2,16,6,20,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",25,2,5,6,10,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",22,1,0.1,1,3,3
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",21,2,0.5,1,15,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",23,2,1.5,1,20,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",16,2,4.5,1,60,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",8,2,4,6,20,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",2,1,0.3,1,10,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",20,2,0.4,1,15,1
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",24,2,3,6,5,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",9,2,3.5,6,10,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",32,2,3,6,10,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",3,2,1.6,8,25,3
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",4,2,0.9,1,45,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",16,2,3.5,6,10,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",2,2,1,1,45,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",17,2,3.5,6,10,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",15,2,3.5,6,10,1
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",18,2,3,6,7,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",25,2,3,6,6,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",22,1,0,1,0,3
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",1,2,0.9,1,35,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",20,2,3,6,5,3
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",23,1,0.1,1,4,2
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",21,1,0,1,0,3
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",13,2,3.5,6,10,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",14,2,12,6,30,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",19,2,5,1,60,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",1,2,2,1,30,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",17,2,5,1,60,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",8,2,3,1,40,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",11,2,16,6,35,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",25,2,6,6,30,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",2,2,1.5,1,25,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",30,2,15,6,30,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",4,2,4,1,60,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",15,2,5,1,60,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",20,2,2,1,30,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",12,2,9,6,20,1
