"interview__key","EA_code","medical_staff_id","s4pq116a","s4pq116b"
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",1,6,0
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",4,9,0
"43-35-34-23","2e97754263a84e12b95022950c69f673",2,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",3,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",7,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",4,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",5,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",0,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",1,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",6,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",6,2,0
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",7,0,0
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",0,0,0
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",3,0,1
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",2,2,1
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",5,2,1
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",1,3,1
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",4,1,1
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",2,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",3,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",6,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",0,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",1,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",7,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",5,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",4,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",6,3,2
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",7,0,0
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",1,4,0
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",2,1,1
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",4,0,0
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",3,1,1
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",5,0,3
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",0,0,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",1,4,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",3,2,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",6,3,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",0,0,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",5,3,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",4,1,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",7,0,0
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",2,5,0
"37-68-69-42","305b636544344f65aabef33609978907",2,1,2
"37-68-69-42","305b636544344f65aabef33609978907",4,0,3
"37-68-69-42","305b636544344f65aabef33609978907",0,0,0
"37-68-69-42","305b636544344f65aabef33609978907",3,3,0
"37-68-69-42","305b636544344f65aabef33609978907",6,2,1
"37-68-69-42","305b636544344f65aabef33609978907",1,4,0
"37-68-69-42","305b636544344f65aabef33609978907",5,5,0
"37-68-69-42","305b636544344f65aabef33609978907",7,0,0
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",7,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",0,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",3,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",5,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",4,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",6,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",2,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",1,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",6,2,0
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",5,9,0
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",0,0,0
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",3,0,0
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",4,1,0
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",7,0,0
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",1,4,0
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",2,5,0
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",0,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",4,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",6,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",3,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",1,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",2,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",5,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",7,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",2,0,0
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",7,0,0
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",1,2,0
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",3,1,0
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",0,0,0
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",4,1,0
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",5,2,0
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",6,2,0
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",1,8,0
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",2,2,0
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",0,0,0
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",6,5,0
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",5,7,1
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",4,1,0
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",7,0,0
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",3,1,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",4,1,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",7,0,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",2,0,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",6,1,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",0,0,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",5,2,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",1,1,0
"66-53-93-59","37a0243153154356a3fae9c57c688f46",3,0,0
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",5,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",7,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",6,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",4,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",2,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",3,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",0,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",1,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",4,1,0
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",6,0,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",7,0,0
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",3,0,0
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",1,1,1
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",0,0,0
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",2,0,0
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",5,1,0
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",6,3,1
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",7,1,0
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",3,3,0
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",1,10,0
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",5,26,0
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",2,3,0
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",4,3,2
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",0,2,0
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",2,6,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",7,0,0
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",5,7,0
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",0,0,0
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",4,1,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",1,9,0
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",3,1,0
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",6,7,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",0,0,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",7,0,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",4,1,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",5,1,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",6,1,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",1,1,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",2,0,0
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",3,0,0
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",3,0,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",7,8,0
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",6,1,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",1,3,0
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",2,4,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",4,2,0
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",5,5,1
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",0,0,0
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",7,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",1,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",4,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",0,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",3,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",2,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",5,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",6,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",4,1,0
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",3,0,0
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",6,1,0
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",1,0,1
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",7,0,0
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",2,0,0
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",0,0,0
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",5,2,0
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",5,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",6,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",4,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",1,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",2,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",7,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",3,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",0,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",3,2,0
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",5,3,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",2,2,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",0,0,0
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",7,0,0
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",4,0,0
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",1,5,0
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",6,5,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",6,3,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",7,0,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",3,2,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",4,2,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",1,2,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",5,2,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",2,3,0
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",0,0,0
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",1,7,0
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",2,3,0
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",6,3,0
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",7,0,0
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",5,2,0
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",3,1,1
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",0,0,0
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",4,1,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",6,2,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",7,0,0
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",4,0,0
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",0,0,0
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",2,4,0
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",3,1,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",1,2,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",5,2,2
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",0,0,0
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",6,2,0
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",5,5,0
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",1,4,0
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",4,3,0
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",7,0,1
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",3,2,1
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",2,2,0
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",7,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",1,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",3,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",2,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",4,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",5,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",0,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",6,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",7,0,0
"67-26-59-19","48bea11db2944c909fda02151c5118af",0,0,0
"67-26-59-19","48bea11db2944c909fda02151c5118af",6,2,2
"67-26-59-19","48bea11db2944c909fda02151c5118af",5,9,2
"67-26-59-19","48bea11db2944c909fda02151c5118af",1,3,0
"67-26-59-19","48bea11db2944c909fda02151c5118af",3,2,0
"67-26-59-19","48bea11db2944c909fda02151c5118af",4,2,0
"67-26-59-19","48bea11db2944c909fda02151c5118af",2,2,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",0,0,0
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",1,3,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",6,2,0
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",5,4,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",3,1,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",4,3,0
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",7,0,0
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",2,2,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",2,4,0
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",0,0,0
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",6,2,0
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",7,0,0
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",5,3,0
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",3,2,0
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",4,2,0
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",1,6,0
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",2,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",5,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",0,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",6,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",7,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",1,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",4,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",3,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",6,2,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",7,0,0
"85-31-22-31","4ba54fb88a534722877835b1045a512d",2,2,0
"85-31-22-31","4ba54fb88a534722877835b1045a512d",3,2,0
"85-31-22-31","4ba54fb88a534722877835b1045a512d",4,1,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",0,0,0
"85-31-22-31","4ba54fb88a534722877835b1045a512d",5,5,0
"85-31-22-31","4ba54fb88a534722877835b1045a512d",1,3,2
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",7,0,0
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",0,0,0
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",2,3,0
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",3,1,0
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",1,4,0
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",6,2,0
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",5,5,0
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",4,2,0
"74-16-21-77","4cf59369cdf24583a27873140b200861",3,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",6,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",4,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",5,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",0,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",2,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",7,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",1,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",5,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",4,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",6,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",3,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",0,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",7,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",1,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",2,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",7,0,0
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",3,3,0
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",2,3,0
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",4,1,1
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",1,6,0
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",6,3,0
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",0,0,0
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",5,3,0
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",4,3,0
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",0,0,0
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",1,3,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",3,2,0
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",5,9,0
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",7,0,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",6,3,0
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",2,3,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",5,1,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",1,2,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",2,0,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",3,0,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",7,0,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",0,0,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",4,1,0
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",6,0,0
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",7,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",2,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",5,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",6,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",4,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",3,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",1,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",0,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",5,0,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",1,2,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",4,0,0
"83-55-75-67","50915c4977d44997a241f9e364f0a753",6,1,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",0,0,0
"83-55-75-67","50915c4977d44997a241f9e364f0a753",2,0,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",3,0,0
"83-55-75-67","50915c4977d44997a241f9e364f0a753",7,0,0
"80-32-55-46","511e248a967448a89f871d73acff14a4",4,1,2
"80-32-55-46","511e248a967448a89f871d73acff14a4",3,1,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",0,0,0
"80-32-55-46","511e248a967448a89f871d73acff14a4",6,2,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",5,3,2
"80-32-55-46","511e248a967448a89f871d73acff14a4",2,2,0
"80-32-55-46","511e248a967448a89f871d73acff14a4",7,0,0
"80-32-55-46","511e248a967448a89f871d73acff14a4",1,3,3
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",6,5,0
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",3,0,1
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",1,9,0
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",4,2,0
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",2,11,2
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",5,9,5
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",7,0,1
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",0,2,1
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",3,0,0
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",5,2,0
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",6,1,0
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",1,1,0
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",7,0,0
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",2,0,0
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",0,0,0
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",4,5,0
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",1,3,0
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",4,3,0
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",3,1,1
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",2,3,0
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",7,0,0
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",6,4,0
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",5,4,1
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",0,0,0
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",6,3,0
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",1,1,1
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",3,1,1
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",4,1,0
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",0,0,0
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",2,2,1
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",7,0,0
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",5,2,0
"03-45-89-44","56c850451863421290489c656c6356a1",7,0,0
"03-45-89-44","56c850451863421290489c656c6356a1",1,2,0
"03-45-89-44","56c850451863421290489c656c6356a1",6,0,1
"03-45-89-44","56c850451863421290489c656c6356a1",2,0,0
"03-45-89-44","56c850451863421290489c656c6356a1",3,0,0
"03-45-89-44","56c850451863421290489c656c6356a1",5,0,0
"03-45-89-44","56c850451863421290489c656c6356a1",0,0,0
"03-45-89-44","56c850451863421290489c656c6356a1",4,2,0
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",5,0,2
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",0,0,0
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",4,2,0
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",7,0,0
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",1,4,0
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",3,2,0
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",2,2,0
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",6,2,0
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",5,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",3,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",2,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",1,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",6,,
