"interview__key","EA_code","payment_id","s3q26","s3q27","s3q28","s3q29"
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",0,,2,,
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",9,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",7,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",0,,1,7000,2
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",6,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",8,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",3,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",9,1,1,1500,2
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",1,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",4,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",5,2,,,
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",2,2,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",4,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",5,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",1,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",7,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",6,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",2,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",8,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",3,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",0,,,,
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",9,,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",4,1,2,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",1,1,1,5000,2
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",7,2,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",9,2,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",5,2,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",2,2,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",6,2,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",8,2,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",3,2,,,
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",0,,1,5000,2
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",6,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",8,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",2,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",5,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",0,,1,10000,2
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",4,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",9,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",7,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",3,2,,,
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",1,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",8,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",3,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",7,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",9,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",1,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",4,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",6,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",5,2,,,
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",0,,1,21714,2
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",2,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",6,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",4,1,2,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",1,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",8,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",5,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",3,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",0,,1,8500,2
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",7,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",2,2,,,
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",9,1,1,2000,2
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",9,1,1,2000,2
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",6,2,,,
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",4,2,,,
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",5,2,,,
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",1,2,,,
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",0,,1,5000,2
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",8,2,,,
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",7,2,,,
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",3,2,,,
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",2,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",4,1,2,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",8,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",7,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",2,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",1,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",5,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",6,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",9,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",3,2,,,
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",0,,2,,
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",7,2,,,
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",2,1,1,15000,4
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",0,,1,500,2
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",9,2,,,
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",8,2,,,
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",1,1,1,5000,2
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",5,2,,,
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",6,2,,,
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",4,1,2,,
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",3,2,,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",3,2,,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",9,1,1,36100,1
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",4,1,2,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",2,2,,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",0,,1,21000,1
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",7,2,,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",6,2,,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",8,2,,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",1,2,,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",5,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",5,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",1,1,1,20000,2
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",7,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",8,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",6,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",3,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",2,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",0,,2,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",9,2,,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",4,1,2,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",1,1,1,23000,2
"43-35-34-23","2e97754263a84e12b95022950c69f673",5,2,,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",2,2,,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",3,2,,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",0,,2,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",9,2,,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",8,2,,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",4,1,2,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",6,2,,,
"43-35-34-23","2e97754263a84e12b95022950c69f673",7,2,,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",6,2,,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",2,2,,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",0,,2,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",4,1,2,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",8,2,,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",1,1,1,10000,2
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",9,2,,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",7,2,,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",5,2,,,
"49-53-35-89","2f452dce46214291b99d8f76038d10c9",3,2,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",0,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",2,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",3,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",6,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",8,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",4,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",5,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",1,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",7,,,,
"88-51-03-21","2f82e41b4d9140b1a887dffbd36193b8",9,,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",4,2,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",3,2,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",6,2,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",9,2,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",7,2,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",1,1,1,54000,2
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",5,2,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",0,,1,33428,2
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",8,2,,,
"65-91-23-57","2fc7c42417e64ebcaea375ffa538326d",2,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",3,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",6,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",5,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",2,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",7,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",8,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",0,,1,17000,2
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",9,2,,,
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",1,1,1,5000,2
"68-00-06-79","3048ed3a5a8a4ff69391cbfedd13657c",4,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",8,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",9,1,1,2000,2
"37-68-69-42","305b636544344f65aabef33609978907",3,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",4,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",2,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",0,,1,5000,2
"37-68-69-42","305b636544344f65aabef33609978907",1,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",5,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",6,2,,,
"37-68-69-42","305b636544344f65aabef33609978907",7,2,,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",1,1,1,20000,2
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",2,1,1,25000,4
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",6,2,,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",9,1,2,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",5,2,,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",3,2,,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",4,1,2,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",0,,2,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",8,2,,,
"83-68-83-41","30a233559a484aa884a3c795efb64cdf",7,2,,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",3,2,,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",2,2,,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",1,2,,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",0,,1,2500,2
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",9,1,1,6500,1
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",6,2,,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",4,1,2,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",8,2,,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",5,2,,,
"72-50-29-68","30fabcc38b1c4f909a0de8b415a2988e",7,2,,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",0,,1,2000,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",6,2,,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",8,2,,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",1,1,1,10000,2
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",2,2,,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",3,2,,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",5,2,,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",4,1,2,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",9,2,,,
"87-78-01-68","31b1bf8fbcc54ee09f83e940546a45b8",7,2,,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",8,2,,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",7,2,,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",1,1,2,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",6,2,,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",2,2,,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",4,1,2,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",3,2,,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",5,2,,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",9,1,2,,
"91-29-19-18","332221c6e42c4c7693f07f18bf883c77",0,,1,5000,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",5,2,,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",0,,2,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",7,2,,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",9,1,1,2000,2
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",6,2,,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",2,2,,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",1,2,,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",4,1,2,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",8,2,,,
"31-50-07-11","36a60129e57347bea99b101f51c2d0a0",3,2,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",5,2,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",8,1,1,5000,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",3,2,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",0,,1,15000,2
"66-53-93-59","37a0243153154356a3fae9c57c688f46",9,2,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",2,2,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",1,1,2,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",7,2,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",4,1,2,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",6,2,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",6,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",8,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",9,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",0,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",5,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",2,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",4,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",3,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",1,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",7,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",6,2,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",8,2,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",3,2,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",4,1,2,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",0,,2,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",1,2,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",2,2,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",9,2,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",5,2,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",7,2,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",6,2,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",7,2,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",8,2,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",9,1,2,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",3,2,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",1,1,1,45000,2
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",0,,1,5000,2
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",4,1,2,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",2,1,1,17000,4
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",5,2,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",0,,1,9000,1
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",9,1,1,8000,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",4,1,2,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",8,1,1,35000,2
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",5,2,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",6,2,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",2,2,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",3,2,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",7,2,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",1,1,1,40000,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",9,2,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",6,2,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",0,,1,5000,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",8,1,1,1000,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",1,1,1,5000,2
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",4,1,2,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",3,2,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",5,2,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",7,2,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",2,2,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",4,1,2,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",1,2,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",8,2,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",9,1,1,2000,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",3,2,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",7,2,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",6,2,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",0,,1,1000,2
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",5,2,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",2,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",7,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",9,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",4,1,2,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",8,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",6,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",2,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",3,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",0,,1,63000,2
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",5,2,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",1,1,2,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",5,2,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",4,2,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",8,2,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",0,,1,20000,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",3,2,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",6,2,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",1,1,1,5000,2
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",7,2,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",2,2,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",9,2,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",4,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",9,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",0,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",6,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",3,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",1,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",8,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",2,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",5,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",7,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",0,,1,33714,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",9,2,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",7,2,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",5,2,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",4,2,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",6,2,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",8,2,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",1,1,1,50000,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",2,2,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",3,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",9,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",4,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",3,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",6,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",0,,1,3000,2
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",5,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",2,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",7,2,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",1,1,1,30000,2
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",8,2,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",1,1,1,15000,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",8,2,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",4,1,2,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",5,2,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",3,2,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",2,2,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",9,2,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",6,2,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",0,,2,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",7,2,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",5,2,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",3,2,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",8,2,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",4,2,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",1,2,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",7,2,,,
