"hhid","parcelID","pltid","t0_hhid","interview__key","s3aq03","s3aq03_2","s3aq03_3","s3aq03a","s3aq04","s3aq05","s3aq06","s3aq07","s3aq08","s3aq09","s3aq12","s3aq13","s3aq14","s3aq15","s3aq16","s3aq17","s3aq18","s3aq19","s3aq22","s3aq23","s3aq24a","s3aq24b","s3aq25","s3aq26","s3aq27","s3aq28","s3aq34","s3aq35a","s3aq35b","s3aq35c","s3aq36","s4aq07"
"3a65779f731b448e8d12f09bb29ba1da",1,3,"H4170401","55-79-33-95","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,18,0,54000,1.5
"3a65779f731b448e8d12f09bb29ba1da",1,4,"H4170401","55-79-33-95","MILLET/SORGHUM",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,8,0,32000,0.5
"3a79d4174ebf43b4b783108f54d0231b",1,0,"H2081102","77-66-93-17","RICE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,7,2,0,560000,2
"3a79d4174ebf43b4b783108f54d0231b",1,1,"H2081102","77-66-93-17","BEL",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,160000,1
"3a85a7c9c0b9470381a755a04d58867a",1,1,"H1550401","03-28-73-96","Banana food plot",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3a89b9c182ff4e90a0e05e12162a5d56",1,1,"H3640501","75-07-61-15","Cassava",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,2
"3a89b9c182ff4e90a0e05e12162a5d56",2,0,"H3640501","75-07-61-15","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"3aa9eeb35ab44e60ac6dfc06d73e7f6e",2,1,"H3550101","64-06-74-06","MAIZE AND BEANS PLOT",2,,2,1,500,1,500,75000,5,,2,,,,,,,1,4,2,2,1,2,18000,2,1,30,0,0,100000,1.5
"3aa9eeb35ab44e60ac6dfc06d73e7f6e",1,2,"H3550101","64-06-74-06","SWEET POTATOES  AND CASSAVA PLOT",2,,2,2,,,,,,,2,,,,,,,1,4,2,1,1,1,8000,2,2,,,,,0.25
"3aa9eeb35ab44e60ac6dfc06d73e7f6e",1,1,"H3550101","64-06-74-06","COFFEE AND BANANA PLOT",2,,2,2,,,,,,,2,,,,,,,1,4,2,1,1,1,12000,2,1,20,0,0,100000,1
"3af1dbbc2d334e91b1857faade90d0b1",2,2,"H3520301","21-32-74-89","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3af1dbbc2d334e91b1857faade90d0b1",1,1,"H3520301","21-32-74-89","BANANA",1,"1",2,1,16,2,,,,3,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3af922a9250b403a98d7efce390bb840",1,2,"H3380101","01-55-91-52","SWEET POTATOES PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3af922a9250b403a98d7efce390bb840",1,4,"H3380101","01-55-91-52","BANANA FOOD PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3af922a9250b403a98d7efce390bb840",1,3,"H3380101","01-55-91-52","MAIZE PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3af922a9250b403a98d7efce390bb840",1,5,"H3380101","01-55-91-52","BANANA BEER PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,4,4,100000,1.5
"3af922a9250b403a98d7efce390bb840",1,6,"H3380101","01-55-91-52","IRISH POTATOES PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3af922a9250b403a98d7efce390bb840",1,1,"H3380101","01-55-91-52","BEANS PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3b27db69024a47d190143404f18a0cdc",1,1,"H2991002","61-27-42-44","BANANAS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"3b27db69024a47d190143404f18a0cdc",2,2,"H2991002","61-27-42-44","GNUTS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"3b27db69024a47d190143404f18a0cdc",2,1,"H2991002","61-27-42-44","MILLET",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"3b469b3a994f4617aaf0ec64d1483140",1,0,"H1430601","15-27-35-71","1.SORGHUM/MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3b4c9e74213b4746ab743a45cbdec108",1,1,"H2390101","20-71-05-86","PLOT 1",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3b4c9e74213b4746ab743a45cbdec108",1,2,"H2390101","20-71-05-86","PLOT 2",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3b657795912345dc92979b423193b066",1,1,"H0840901","02-84-55-18","MAIZE,CASSAVA AND BEANS PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3b657795912345dc92979b423193b066",1,0,"H0840901","02-84-55-18","BANANA PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3b771e3b521147a78aabfe4f41a1ce88",5,1,"H3100701","37-77-69-97","BANANA FOOD /COFFEE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,30
"3b771e3b521147a78aabfe4f41a1ce88",1,0,"H3100701","37-77-69-97","BANANA BEER",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3b771e3b521147a78aabfe4f41a1ce88",3,0,"H3100701","37-77-69-97","PEAS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"3b771e3b521147a78aabfe4f41a1ce88",2,0,"H3100701","37-77-69-97","MILLET",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3b771e3b521147a78aabfe4f41a1ce88",4,0,"H3100701","37-77-69-97","CASSAVA /BEANS",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3b7afc735dd7443cbf62384ac0da9184",2,1,"H4070101","62-33-46-88","Beans",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3b7afc735dd7443cbf62384ac0da9184",2,0,"H4070101","62-33-46-88","BANANA FOOD",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3b7afc735dd7443cbf62384ac0da9184",3,0,"H4070101","62-33-46-88","CABBAGE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3b7afc735dd7443cbf62384ac0da9184",1,1,"H4070101","62-33-46-88","BANANA FOOD",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"3b8bcb63695846fb8f842e485a129d7a",1,0,"H2160101","88-85-89-63","EBBO",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,5,5,0,60000,0.5
"3baf50e92b894c2ea14fc2c34b4a020a",1,2,"H1620802","85-52-17-91","MILLET",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,6,0,60000,0.5
"3baf50e92b894c2ea14fc2c34b4a020a",1,1,"H1620802","85-52-17-91","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3bb537a34ec14d16bb9f3c8b5d66dd83",1,1,"H1490602","11-38-58-87","Beans",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"3bdd09d144684fb28754b1454f41fc8c",3,1,"H2940801","59-97-02-13","MILLET",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3bdd09d144684fb28754b1454f41fc8c",1,1,"H2940801","59-97-02-13","BANANA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3bfbd631e58c4c448e1cff3de710dfc6",1,1,"H1400304","20-88-67-68","sweet potatoes",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,26000,0.5
"3bfbd631e58c4c448e1cff3de710dfc6",2,1,"H1400304","20-88-67-68","sorghum",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,8,0,35000,0.5
"3c09909a20c54f7e92e202daf8b4831f",3,3,"H0600801","04-35-00-20","ginger",2,,1,2,,,,,,,1,1,2,1,2,30000,2,1,4,2,0.5,1,0.5,8000,2,2,,,,,0.5
"3c09909a20c54f7e92e202daf8b4831f",3,2,"H0600801","04-35-00-20","sweetpotatoes",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,1,7,0,0,50000,0.5
"3c09909a20c54f7e92e202daf8b4831f",3,1,"H0600801","04-35-00-20","banana food",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3c09909a20c54f7e92e202daf8b4831f",3,4,"H0600801","04-35-00-20","maize",2,,1,2,,,,,,,1,1,5,1,5,50000,2,1,4,2,0.5,1,0.5,6000,2,1,5,3,0,100000,1
"3c8ba24344824d54b6c1f0333c65ca86",3,1,"H0610101","51-16-34-65","MAZIE",1,"2",2,2,,,,,,,2,,,,,,,1,4,2,20,1,20,15000,2,1,4,0,0,40000,0.25
"3cb01afeecc743ea8ccf3e8a7ee4afb3",1,1,"H3850701","00-82-98-59","PLOT SORGUM",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"3cb01afeecc743ea8ccf3e8a7ee4afb3",2,1,"H3850701","00-82-98-59","PLOT SORGUM",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.18
"3cb01afeecc743ea8ccf3e8a7ee4afb3",2,2,"H3850701","00-82-98-59","PLOT BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"3cc22fa8718a49e486d06fed5e0fd16b",1,1,"H2870902","37-87-95-14","CASSAVA",2,,2,1,300,2,,,,2,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3cc22fa8718a49e486d06fed5e0fd16b",2,1,"H2870902","37-87-95-14","FALLOW",1,"5",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3d2bf2ca3517452498a4f93b3fa712f1",1,1,"H1400403","34-68-75-42","POTATOES",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3d2bf2ca3517452498a4f93b3fa712f1",1,2,"H1400403","34-68-75-42","FIELD PEAS",1,"2",2,2,,,,,,,2,,,,,,,1,1,2,1,1,1,9000,2,2,,,,,1
"3d5c19ea73524c6f9a932a062e0b2b3a",1,1,"H4250401","99-66-34-98","MATOOKE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.37
"3d5c19ea73524c6f9a932a062e0b2b3a",3,1,"H4250401","99-66-34-98","MAIZE,BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3d5c19ea73524c6f9a932a062e0b2b3a",2,1,"H4250401","99-66-34-98","Millet",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.45
"3d5fa3f997814abb94a865153a075f97",1,2,"H0870601","63-12-72-88","SWEET POTATO PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,30,0,0,100000,0.13
"3d5fa3f997814abb94a865153a075f97",1,1,"H0870601","63-12-72-88","BANANA FOOD PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,50,0,0,500000,2
"3d633012f62f4a1693b032bb87573c1e",1,0,"H1310703","39-84-99-10","MILLET",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"3d633012f62f4a1693b032bb87573c1e",2,0,"H1310703","39-84-99-10","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"3d9d0190b459497fae71e64c4fa3ce0f",1,1,"H2020801","79-78-08-75","PLOT 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3d9d0190b459497fae71e64c4fa3ce0f",1,6,"H2020801","79-78-08-75","PLOT 6",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.35
"3d9d0190b459497fae71e64c4fa3ce0f",1,5,"H2020801","79-78-08-75","PLOT 5",1,"5",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.18
"3d9d0190b459497fae71e64c4fa3ce0f",1,3,"H2020801","79-78-08-75","PLOT 3",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.18
"3d9d0190b459497fae71e64c4fa3ce0f",1,4,"H2020801","79-78-08-75","PLOT 4",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.18
"3d9d0190b459497fae71e64c4fa3ce0f",1,7,"H2020801","79-78-08-75","PLOT 7",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.18
"3d9d0190b459497fae71e64c4fa3ce0f",1,2,"H2020801","79-78-08-75","PLOT 2",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3d9d0190b459497fae71e64c4fa3ce0f",1,9,"H2020801","79-78-08-75","PLOT 9",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.18
"3d9d0190b459497fae71e64c4fa3ce0f",1,8,"H2020801","79-78-08-75","PLOT 8",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3dc7ce254b7f40b3b8ad153adf1d07a5",2,0,"H4030901","50-07-57-89","SORGHUM",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.65
"3dc7ce254b7f40b3b8ad153adf1d07a5",1,0,"H4030901","50-07-57-89","Sorghum",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.85
"3dd29de6cc6743fcaf101aeeef9dc8da",1,2,"H3500101","25-29-45-04","Plot B sweetpotatoes",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,10,0,0,50000,0.2
"3dd29de6cc6743fcaf101aeeef9dc8da",1,3,"H3500101","25-29-45-04","Plot C Groundnuts",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,14,0,0,0.2
"3dd29de6cc6743fcaf101aeeef9dc8da",1,1,"H3500101","25-29-45-04","Plot A beans",1,"2",2,2,,,,,,,2,,,,,,,1,1,2,2.5,1,2.5,25000,2,1,15,0,0,0,0.5
"3dd29de6cc6743fcaf101aeeef9dc8da",1,4,"H3500101","25-29-45-04","Plot D Irish potatoes",1,"2",2,2,,,,,,,2,,,,,,,1,4,2,1,1,1,10000,2,1,19,0,0,0,0.2
"3e0836777f5a495e9722b4ef679c327a",1,1,"H3550401","71-21-37-18","banana food",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3e147b9e732b405fb61098cbcc88c7b5",3,1,"H2990803","45-84-35-56","PEAS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,1,0,70000,1
"3e147b9e732b405fb61098cbcc88c7b5",2,2,"H2990803","45-84-35-56","MAIZE/BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,1,0,60000,0.5
"3e147b9e732b405fb61098cbcc88c7b5",1,1,"H2990803","45-84-35-56","BANANA FOOD/CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,5,0,75000,2
"3e147b9e732b405fb61098cbcc88c7b5",2,1,"H2990803","45-84-35-56","IRISHPOTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,1,0,30000,0.5
"3e27af60ec544b95b905a8859d6d0382",1,1,"H3590501","31-66-08-08","MAIZE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3e27af60ec544b95b905a8859d6d0382",2,1,"H3590501","31-66-08-08","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.7
"3e3d3430f77540709618ff463bc590bd",1,3,"H1180501","69-32-68-44","RICE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,0,0,30000,0.5
"3e3d3430f77540709618ff463bc590bd",1,1,"H1180501","69-32-68-44","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.15
"3e3d3430f77540709618ff463bc590bd",1,2,"H1180501","69-32-68-44","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.35
"3e4c1cb508fe44b4b5898195d7bc941f",5,1,"H4180601","62-31-57-41","Bananas",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"3e4c1cb508fe44b4b5898195d7bc941f",1,1,"H4180601","62-31-57-41","Potatoes",1,"5",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3e4c1cb508fe44b4b5898195d7bc941f",3,1,"H4180601","62-31-57-41","Cassava",1,"5",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"3e4c1cb508fe44b4b5898195d7bc941f",2,1,"H4180601","62-31-57-41","Bananas",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"3e4c1cb508fe44b4b5898195d7bc941f",4,1,"H4180601","62-31-57-41","Soya beans",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3e6938ba187e4efb9e39e7b758d9ebfb",1,0,"H1440101","84-40-37-84","MANGO TREE TOWARDS SWAMP",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3e9db702e60b4f03a8cdd827cd6a5d13",1,0,"H2160301","39-48-98-79","SORGHUM AND MAIZE",1,"2",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3e9db702e60b4f03a8cdd827cd6a5d13",2,0,"H2160301","39-48-98-79","SORGHUM",1,"2",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,2
"3f03088b9f2d4a4bb17f4c2b08eb006b",2,1,"H1830301","77-99-06-80","sunflower",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,12,26,0,76000,1
"3f03088b9f2d4a4bb17f4c2b08eb006b",3,1,"H1830301","77-99-06-80","sunflower",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3f03088b9f2d4a4bb17f4c2b08eb006b",1,2,"H1830301","77-99-06-80","mogo",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.94
"3f03088b9f2d4a4bb17f4c2b08eb006b",1,1,"H1830301","77-99-06-80","Apena",2,,2,2,,,,,,,2,,,,,,,1,1,2,0.1,1,0.1,5000,2,2,,,,,0.59
"3f39cc086d5f4cd383549baf15963bec",2,1,"H2640502","89-67-40-82","ONION",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3f39cc086d5f4cd383549baf15963bec",1,1,"H2640502","89-67-40-82","CASSAVA",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3f64e9dd8a444868825b5197a195a6eb",1,2,"H3770301","60-75-52-56","COFFEE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3f6545afa9a540a78a150779fd1f095e",1,1,"H4190301","48-31-93-61","banana food/ coffee",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.11
"3f6545afa9a540a78a150779fd1f095e",2,1,"H4190301","48-31-93-61","beans coffee",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,2,0,10000,0.25
"3f883779aa6e46ea96315b4730bdeb1c",2,3,"H3210501","60-49-95-61","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,16000,0.25
"3f883779aa6e46ea96315b4730bdeb1c",2,2,"H3210501","60-49-95-61","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.15
"3f883779aa6e46ea96315b4730bdeb1c",2,1,"H3210501","60-49-95-61","IRISH POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,5,0,0,28000,0.15
"3f883779aa6e46ea96315b4730bdeb1c",1,1,"H3210501","60-49-95-61","SWEET POTATOES",2,,2,1,50,2,,,,1,2,,,,,,,2,,,,,,,,2,,,,,0.15
"3f90136eef684fcaa9ba2f718da491a1",3,0,"H1530501","87-21-96-37","BEANS PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,12000,0.25
"3f90136eef684fcaa9ba2f718da491a1",1,0,"H1530501","87-21-96-37","MATOOKE PLOT",2,,2,1,80,2,,,,1,2,,,,,,,2,,,,,,,,2,,,,,0.15
"3f90136eef684fcaa9ba2f718da491a1",2,0,"H1530501","87-21-96-37","COFFEE PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,6000,0.25
"3fbb9915c5764445beae0fa75a509187",1,2,"H2031002","79-85-61-99","Plot 2",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3fbb9915c5764445beae0fa75a509187",1,4,"H2031002","79-85-61-99","Plot 4",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,12000,0.25
"3fbb9915c5764445beae0fa75a509187",1,3,"H2031002","79-85-61-99","Plot 3",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,3,0,30000,0.5
"3fbb9915c5764445beae0fa75a509187",1,1,"H2031002","79-85-61-99","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.38
"3fbb9915c5764445beae0fa75a509187",1,5,"H2031002","79-85-61-99","Plot 5",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"3fbba4bc945f48e5b07ccf0a706d2194",2,2,"H0420401","12-86-64-44","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"3fbba4bc945f48e5b07ccf0a706d2194",2,1,"H0420401","12-86-64-44","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1.5
"3fbba4bc945f48e5b07ccf0a706d2194",1,1,"H0420401","12-86-64-44","COFFEE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"3fe7a463a074406f82c1475a5c28e730",1,1,"H3840101","67-49-27-06","Sorghum",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"3fe7a463a074406f82c1475a5c28e730",1,2,"H3840101","67-49-27-06","Maize",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.6
"401b7c77260b4e568263be05b47bfc5d",2,1,"H1650501","09-79-82-11","sorghum",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"401b7c77260b4e568263be05b47bfc5d",1,1,"H1650501","09-79-82-11","cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"403276b5d7af41ccbab65f788ad3fa48",2,1,"H2990701","83-67-96-07","BANANAS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"403276b5d7af41ccbab65f788ad3fa48",1,1,"H2990701","83-67-96-07","BANANA FOOD",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"403276b5d7af41ccbab65f788ad3fa48",3,1,"H2990701","83-67-96-07","BANANAS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"403276b5d7af41ccbab65f788ad3fa48",5,2,"H2990701","83-67-96-07","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,3,0,12000,0.25
"403276b5d7af41ccbab65f788ad3fa48",5,1,"H2990701","83-67-96-07","BANANAS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"403276b5d7af41ccbab65f788ad3fa48",4,1,"H2990701","83-67-96-07","BANANA FOOD",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,3,0,15000,0.2
"403c3e615b9044009f147033aa97dc0f",1,1,"H2641101","30-72-96-11","CASSAVA AND IRISH",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,2,0,32000,0.12
"403c3e615b9044009f147033aa97dc0f",1,3,"H2641101","30-72-96-11","MAIZE AND BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,7,0,0,30000,0.25
"403c3e615b9044009f147033aa97dc0f",1,2,"H2641101","30-72-96-11","ONIONS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,8000,0.12
"403c3e615b9044009f147033aa97dc0f",1,5,"H2641101","30-72-96-11","SPOTATOES",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,5,0,0,20000,0.12
"403c3e615b9044009f147033aa97dc0f",1,6,"H2641101","30-72-96-11","GNUTS AND MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,7,0,0,35000,0.02
"403c3e615b9044009f147033aa97dc0f",1,0,"H2641101","30-72-96-11","BANANA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,4,0,40000,0.5
"404b2c86291e436c8145265500cb41af",1,3,"H2030301","06-72-36-04","Plot 3",1,"3",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.38
"404b2c86291e436c8145265500cb41af",1,2,"H2030301","06-72-36-04","Plot 2",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"404b2c86291e436c8145265500cb41af",2,1,"H2030301","06-72-36-04","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.38
"404b2c86291e436c8145265500cb41af",3,1,"H2030301","06-72-36-04","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.13
"404b2c86291e436c8145265500cb41af",1,1,"H2030301","06-72-36-04","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"404b2c86291e436c8145265500cb41af",1,4,"H2030301","06-72-36-04","Plot 4",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"4074d14cddb64a649e69a08c760028a9",1,1,"H1940101","27-84-18-33","Plot 1",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"408b979bb12a41bb8fdb8c6e481cd23e",1,1,"H2850602","41-37-53-28","BANANA/ MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.7
"408b979bb12a41bb8fdb8c6e481cd23e",2,1,"H2850602","41-37-53-28","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.6
"40962e7d98c44c6aa00b36690238acb2",2,2,"H2500301","17-09-68-35","SORGHUM",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"40962e7d98c44c6aa00b36690238acb2",1,1,"H2500301","17-09-68-35","BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"40962e7d98c44c6aa00b36690238acb2",1,2,"H2500301","17-09-68-35","SORGHUM",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,1,0,30000,0.5
"40962e7d98c44c6aa00b36690238acb2",1,3,"H2500301","17-09-68-35","CASGNUT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"40962e7d98c44c6aa00b36690238acb2",2,1,"H2500301","17-09-68-35","POTATO",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
