"hhid","parcelID","pltid","t0_hhid","interview__key","cropID","s5aq05_1","s5aq05_2","harvest","s5aq06a_1","a5aq6b","a5aq6d","s5aq22_1","s5aq06e_1","s5aq06e_1_1","s5aq06f_1","s5aq06f_1_1","s5aq06a_1_1","s5aq06a_2_1","s5aq06a3","s5aq06a4","s5aq07a_1","s5aq07b_1","s5aq07c_1","s5aq08_1","s5aq09_1","s5aq10_1","s5aq11e_1","s5aq11f_1","s5aq11g","s5aq11h","s5aq12_1","a5aq6c"
"2f949f34cc564134a80b1ae768b8044e",2,1,"H3380701","19-51-50-51",610,"2",2,1,20,20,120,,11,2017,12,2017,1,"2",,,10.5,20,10,550000,2,,1,"2",,,2,20
"2f949f34cc564134a80b1ae768b8044e",2,3,"H3380701","19-51-50-51",620,"2",2,2,1,20,120,,12,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"2f949f34cc564134a80b1ae768b8044e",2,4,"H3380701","19-51-50-51",130,"2",2,1,1,12,100,,11,2017,12,2017,1,"2",,,0,,,,,0,,,,,0,12
"2f9952ff230e43e5a88870c5dbaaa325",2,1,"H1200701","58-37-00-24",630,"2",2,1,3,40,100,,2,2018,3,2018,2,,1,2,2,40,9,100000,2,,2,,1,2,0,40
"2f9952ff230e43e5a88870c5dbaaa325",2,1,"H1200701","58-37-00-24",130,"2",2,1,100,45,100,,11,2017,11,2017,1,"2",,,0,,,,,,,,,,0,45
"2f9952ff230e43e5a88870c5dbaaa325",2,2,"H1200701","58-37-00-24",130,"2",2,1,40,45,40,,12,2017,12,2017,1,"2",,,0,,,,,,,,,,0,45
"2f9952ff230e43e5a88870c5dbaaa325",2,2,"H1200701","58-37-00-24",320,"2",2,1,20,45,20,,12,2017,12,2017,1,"2",,,10,45,1,20000,2,,1,"2",,,3,45
"2f9952ff230e43e5a88870c5dbaaa325",2,3,"H1200701","58-37-00-24",130,"2",2,1,200,45,200,,11,2017,12,2017,1,"2",,,200,45,1,120000,2,,2,,1,2,0,45
"2f9952ff230e43e5a88870c5dbaaa325",2,3,"H1200701","58-37-00-24",210,"2",2,1,40,45,40,,12,2017,12,2017,1,"2",,,20,45,1,30000,2,,1,"2",,,4,45
"2f9952ff230e43e5a88870c5dbaaa325",2,4,"H1200701","58-37-00-24",620,"2",2,2,3,20,15,,10,2017,5,2018,1,"2",,,0,,,,,,,,,,0,20
"2f99cc17b95e4975831157be7e36c887",1,1,"H3930501","42-57-83-88",150,"2",2,1,80,45,1,,2,2018,2,2018,2,,1,2,80,45,1,40000,4,,2,,1,2,0,45
"2f99cc17b95e4975831157be7e36c887",1,1,"H3930501","42-57-83-88",340,"2",2,1,4,45,15,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,1,45
"2f99cc17b95e4975831157be7e36c887",2,1,"H3930501","42-57-83-88",340,"2",2,1,1,45,15,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,45
"2f99cc17b95e4975831157be7e36c887",2,1,"H3930501","42-57-83-88",150,"2",2,1,2,45,70,,2,2018,2,2018,2,,1,2,0,,,,,,,,,,0.2,45
"2fb38936615b4db3a67d76b621284603",0,1,"H4150101","19-00-40-81",130,"7",2,1,1,23,13,,12,2017,12,2017,1,"7",,,0,,,,,0,,,,,0,23
"2fb38936615b4db3a67d76b621284603",0,1,"H4150101","19-00-40-81",210,"7",2,1,3,24,13,,11,2017,11,2017,1,"7",,,0,,,,,,,,,,0,24
"2fb38936615b4db3a67d76b621284603",0,1,"H4150101","19-00-40-81",741,"7",2,1,60,20,25,,7,2017,12,2017,1,"7",,,36,20,68,288000,2,,1,"7",,,0,20
"2fb38936615b4db3a67d76b621284603",1,1,"H4150101","19-00-40-81",210,"7",2,1,1,24,13,,11,2017,12,2017,1,"7",,,0,,,,,,,,,,0,24
"2fbcb4058ac741b1824b5549f01cc8ea",1,1,"H2021003","74-72-70-49",340,"2",2,1,4,45,15,,10,2017,11,2017,2,,2,,1,45,22,45000,2,,2,,1,2,0,45
"2fbcb4058ac741b1824b5549f01cc8ea",2,2,"H2021003","74-72-70-49",150,"2",2,1,2.5,45,25,,1,2018,1,2018,2,,1,2,0,,,,,,,,,,0,45
"2fca548371394d989c42a2857d246721",4,1,"H3980701","53-37-39-44",150,"1",2,1,5,35,15,,7,2017,7,2017,2,,1,2,1,45,22,25000,2,,2,,1,2,0,35
"2ff16b6c314f401c91cfc00c577ff2f4",1,0,"H3220401","36-42-81-63",741,"1",2,1,26,20,10,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,2,20
"2ff16b6c314f401c91cfc00c577ff2f4",1,0,"H3220401","36-42-81-63",812,"1",2,1,3,44,15,,11,2017,11,2017,2,,1,2,3,44,22,60000,2,,2,,1,2,0,44
"2ff16b6c314f401c91cfc00c577ff2f4",1,1,"H3220401","36-42-81-63",210,"1",2,1,2,24,15,,10,2017,11,2017,2,,1,2,0,,,,,,,,,,1,24
"2ff16b6c314f401c91cfc00c577ff2f4",1,2,"H3220401","36-42-81-63",130,"1",2,1,2,22,15,,11,2017,12,2017,2,,1,2,0,,,,,0,,,,,1,22
"300de668bd2f4192b0fd5af97ba22f1f",1,1,"H3081003","97-62-85-90",741,"2",2,1,140,20,15,,7,2017,12,2017,1,"2",,,40,20,68,300000,2,,1,"2",,,10,20
"300de668bd2f4192b0fd5af97ba22f1f",1,2,"H3081003","97-62-85-90",141,"2",2,1,70,45,1,,2,2018,2,2018,1,"2",,,50,45,1,75000,2,,1,"2",,,0,45
"300de668bd2f4192b0fd5af97ba22f1f",1,2,"H3081003","97-62-85-90",130,"2",2,1,65,35,1,,2,2018,2,2018,1,"2",,,30,45,1,9000,2,,1,"1",,,0,35
"300de668bd2f4192b0fd5af97ba22f1f",1,3,"H3081003","97-62-85-90",310,"2",2,1,2,44,50,,1,2018,1,2018,1,"2",,,1,42,12,75000,2,,1,"2",,,0,44
"301490cbb230436387d327b067738728",1,0,"H4260401","12-84-84-78",741,"2",2,1,82,20,12,,7,2017,12,2017,2,,1,2,40,20,68,320000,2,,2,,1,2,30,20
"301490cbb230436387d327b067738728",2,0,"H4260401","12-84-84-78",741,"2",2,1,73,20,12,,7,2017,12,2017,2,,1,2,73,20,68,584000,2,,2,,1,2,0,20
"30322018c45f4c6b95cec1f96fbea405",1,0,"H3681001","48-46-01-85",130,"8",2,1,3,45,100,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,45
"30477ce0dc9d465dae89d2011c010da3",1,1,"H2020702","28-40-77-77",340,"2",2,1,6,45,13,,11,2017,11,2017,2,,1,2,4,45,22,228000,4,,2,,1,2,0,45
"30477ce0dc9d465dae89d2011c010da3",3,1,"H2020702","28-40-77-77",210,"2",2,1,2,45,15,,10,2017,10,2017,1,"1",,,0.5,45,22,20000,4,,1,"1",,,0,45
"30477ce0dc9d465dae89d2011c010da3",4,1,"H2020702","28-40-77-77",620,"2",2,1,3,20,95,,11,2017,1,2018,1,"1",,,1,20,10,94000,4,,1,"1",,,0.5,20
"30477ce0dc9d465dae89d2011c010da3",4,2,"H2020702","28-40-77-77",310,"2",2,1,3,32,13,,11,2017,12,2017,1,"1",,,1,32,22,19000,4,,1,"1",,,0,32
"3070915a431846e28dcff9ead5b40482",1,1,"H1820202","14-33-59-72",130,"1",2,1,230,45,1,,11,2017,12,2017,2,,1,3,230,45,1,92000,2,,2,,1,5,0,45
"3070915a431846e28dcff9ead5b40482",2,1,"H1820202","14-33-59-72",130,"1",2,1,160,45,1,,11,2017,11,2017,2,,1,3,100,45,1,40000,2,,2,,1,5,0,45
"3070915a431846e28dcff9ead5b40482",3,1,"H1820202","14-33-59-72",224,"1",2,1,50,45,1,,10,2017,10,2017,2,,1,5,0,,,,,,,,,,30,45
"3070915a431846e28dcff9ead5b40482",5,1,"H1820202","14-33-59-72",340,"1",2,1,75,45,1,,11,2017,12,2017,2,,1,5,45,45,1,157000,2,,2,,1,5,20,45
"3070915a431846e28dcff9ead5b40482",6,1,"H1820202","14-33-59-72",210,"1",2,1,120,45,1,,12,2017,1,2018,2,,1,,0,,,,,,,,,,50,45
"308f33600cbf4f14988e57d6c5d5d4dc",1,1,"H3830302","24-29-99-01",330,"3",2,3,424,45,1,,11,2017,11,2017,2,,1,3,412,45,1,329600,2,,2,,1,3,0,45
"308f33600cbf4f14988e57d6c5d5d4dc",2,1,"H3830302","24-29-99-01",130,"3",2,1,200,45,1,,11,2017,11,2017,2,,1,3,150,45,1,150000,2,,2,,1,3,0,45
"3092993cea854e41a868b870ae3c6c11",1,1,"H1640702","43-69-33-36",620,"1",2,1,7,20,650,,9,2017,1,2018,1,"1",,,0,,,,,,,,,,0.25,20
"30b36dc4f6bb4416970bd6680d83fd5f",1,1,"H0900101","87-52-90-75",620,"2",2,1,1,20,75,,2,2017,3,2017,1,"2",,,0,,,,,,,,,,0,20
"30b36dc4f6bb4416970bd6680d83fd5f",2,1,"H0900101","87-52-90-75",210,"2",2,1,20,24,,,11,2017,12,2017,1,"2",,,0,,,,,,,,,,0,24
"30b36dc4f6bb4416970bd6680d83fd5f",2,1,"H0900101","87-52-90-75",630,"2",2,1,1,20,80,,7,2018,9,2018,1,"2",,,0,,,,,,,,,,0.25,20
"30b36dc4f6bb4416970bd6680d83fd5f",2,1,"H0900101","87-52-90-75",130,"2",2,1,2,20,10,,12,2017,1,2018,1,"2",,,0,,,,,,,,,,0.12,20
"30fd059d28da4805b36fe8b0e8e389b2",1,0,"H0541202","32-81-39-69",741,"1",2,1,50,20,4,,9,2017,12,2017,2,,1,5,0,,,,,,,,,,0,20
"30fd059d28da4805b36fe8b0e8e389b2",1,0,"H0541202","32-81-39-69",810,"1",2,1,75,45,1,,10,2017,12,2017,2,,1,5,75,45,,150000,2,,2,,1,5,0,45
"30fd059d28da4805b36fe8b0e8e389b2",1,0,"H0541202","32-81-39-69",630,"1",2,1,3,20,160,,1,2018,5,2018,2,,1,5,2,20,9,80000,2,,2,,1,5,0,20
"30fd059d28da4805b36fe8b0e8e389b2",1,1,"H0541202","32-81-39-69",210,"1",2,1,18,22,2,,11,2017,12,2017,1,"1",,,0,,,,,0,,,,,4,22
"30fd059d28da4805b36fe8b0e8e389b2",1,1,"H0541202","32-81-39-69",630,"1",2,1,3,20,160,,2,2018,6,2018,2,,1,5,2,20,9,80000,2,,2,,1,5,0,20
"30fd059d28da4805b36fe8b0e8e389b2",1,1,"H0541202","32-81-39-69",130,"1",2,1,20,22,7,,12,2017,1,2018,2,,1,5,0,,,,,,,,,,0,22
"30fd059d28da4805b36fe8b0e8e389b2",1,2,"H0541202","32-81-39-69",620,"1",2,1,2,20,140,,1,2018,5,2018,2,,1,5,0,,,,,,,,,,0.5,20
"30fd059d28da4805b36fe8b0e8e389b2",3,0,"H0541202","32-81-39-69",741,"1",2,1,8,20,3,,7,2017,10,2017,2,,1,5,0,,,,,,,,,,0,20
"30fd059d28da4805b36fe8b0e8e389b2",3,0,"H0541202","32-81-39-69",130,"1",2,1,1.5,45,100,,2,2018,2,2018,2,,1,5,0,,,,,,,,,,0.5,45
"30fd059d28da4805b36fe8b0e8e389b2",3,1,"H0541202","32-81-39-69",630,"1",2,1,1,40,78,,7,2018,7,2018,2,,1,5,0,,,,,,,,,,0,40
"310356da4c8a4ea08d7fc34f77d68fec",1,1,"H0570201","09-07-38-71",810,"3",2,1,2,20,20,,8,2017,12,2017,2,,2,3,2,24,,60000,2,,2,,2,3,0,20
"310356da4c8a4ea08d7fc34f77d68fec",1,1,"H0570201","09-07-38-71",741,"3",2,1,25,20,6,,7,2017,12,2017,2,,2,3,0,,,,,,,,,,0,20
"310356da4c8a4ea08d7fc34f77d68fec",1,2,"H0570201","09-07-38-71",210,"3",2,1,20,14,1.5,,10,2017,10,2017,2,,2,3,0,,,,,,,,,,0,14
"310356da4c8a4ea08d7fc34f77d68fec",1,2,"H0570201","09-07-38-71",630,"3",2,2,1,20,50,,1,2018,3,2018,2,,2,3,0,,,,,,,,,,0,20
"310356da4c8a4ea08d7fc34f77d68fec",1,2,"H0570201","09-07-38-71",130,"3",2,1,3,23,10,,11,2017,11,2017,2,,2,3,0,,,,,,,,,,0,23
"310356da4c8a4ea08d7fc34f77d68fec",1,3,"H0570201","09-07-38-71",620,"3",2,1,50,20,50,,12,2017,3,2018,2,,2,3,0,,,,,,,,,,0,20
"313d5c0c109b409cbefd0bbd0edda0ef",1,0,"H4270401","18-37-64-55",741,"1",2,1,104,20,13,,7,2017,12,2017,2,,1,2,14,20,68,98000,2,,1,"1",,,30,20
"313d5c0c109b409cbefd0bbd0edda0ef",4,2,"H4270401","18-37-64-55",620,"1",2,1,11,20,100,,12,2017,4,2018,2,,1,2,0,,,,,,,,,,3,20
"313d5c0c109b409cbefd0bbd0edda0ef",4,4,"H4270401","18-37-64-55",210,"4",2,1,1,24,100,,10,2017,10,2017,2,,1,2,0,,,,,,,,,,0,24
"313d5c0c109b409cbefd0bbd0edda0ef",4,5,"H4270401","18-37-64-55",610,"1",2,1,5,20,100,,1,2018,1,2018,2,,1,2,2,20,10,200000,2,,1,"1",,,0,20
"314e0394767143658917172c39cd8104",1,1,"H2990501","70-24-69-78",741,"1",2,1,100,20,15,,7,2017,12,2017,1,"1",,,60,20,68,600000,2,,1,"1",,,0,20
"314e0394767143658917172c39cd8104",3,1,"H2990501","70-24-69-78",130,"2",2,1,4,45,100,,1,2018,1,2018,1,"2",,,4,45,10,400000,2,,1,"1",,,0,45
"3186525b4ddd43b1a71a759e7090dc38",2,1,"H3650801","74-81-35-82",150,"1",2,1,4,45,100,,11,2017,11,2017,2,,1,2,2,45,10,50000,3,,2,,1,2,0,45
"31a28b3746724f9d8c45280f0665e0cd",0,1,"H3840301","99-91-76-64",330,"1",2,1,240,45,1,,12,2017,12,2017,2,,1,5,240,45,1,24000,2,,2,,1,5,0,45
"31a28b3746724f9d8c45280f0665e0cd",1,1,"H3840301","99-91-76-64",210,"1",2,1,250,45,1,,9,2017,9,2017,2,,1,5,80,45,1,100000,2,,2,,1,5,30,45
"31a28b3746724f9d8c45280f0665e0cd",1,2,"H3840301","99-91-76-64",620,"1",2,1,10,20,120,,10,2017,12,2017,2,,1,5,5,20,9,250000,3,,2,,1,5,1,20
"31a380eb55f54da7a140b4fa43663356",1,1,"H2230201","39-45-62-57",130,"2",2,1,840,45,1,,10,2017,10,2017,2,,1,2,700,45,1,350000,2,,2,,1,2,0,45
"31a380eb55f54da7a140b4fa43663356",2,1,"H2230201","39-45-62-57",150,"2",2,1,180,45,1,,10,2017,10,2017,2,,1,2,180,45,1,162000,2,,1,"1",,,0,45
"31a6de82f8264ce883f48e847dc45c48",1,0,"H4260901","51-71-88-01",742,"1",2,1,10,20,6,,7,2017,12,2017,1,"1",,,10,20,68,20000,3,,1,"1",,,0,20
"31a6de82f8264ce883f48e847dc45c48",1,0,"H4260901","51-71-88-01",741,"1",2,1,90,20,10,,7,2017,12,2017,1,"1",,,30,20,68,240000,3,,1,"1",,,10,20
"31a6de82f8264ce883f48e847dc45c48",1,0,"H4260901","51-71-88-01",744,"1",2,1,2,20,15,,7,2017,12,2017,1,"1",,,2,20,67,30000,4,,1,"1",,,0,20
"31a6de82f8264ce883f48e847dc45c48",2,0,"H4260901","51-71-88-01",210,"1",2,1,5,45,20,,12,2017,12,2017,1,"1",,,2,45,22,60000,4,,1,"1",,,1,45
"31a6de82f8264ce883f48e847dc45c48",2,2,"H4260901","51-71-88-01",141,"1",2,1,2.5,44,70,,12,2017,1,2018,1,"1",,,0,,,,,,,,,,0.5,44
"31acd897c3d24c3fab2723e50152c386",0,1,"H0860201","95-16-39-45",210,"10",2,1,30,24,1,,11,2017,11,2017,2,,6,10,0,,,,,,,,,,0,24
"31acd897c3d24c3fab2723e50152c386",0,1,"H0860201","95-16-39-45",130,"10",2,1,15,22,4,,11,2017,11,2017,2,,6,10,0,,,,,,,,,,0,22
"31acd897c3d24c3fab2723e50152c386",0,1,"H0860201","95-16-39-45",741,"10",2,1,8,20,4,,7,2017,12,2017,2,,6,10,0,,,,,,,,,,0,20
"31acd897c3d24c3fab2723e50152c386",0,1,"H0860201","95-16-39-45",810,"10",2,1,4,14,20,,10,2017,11,2017,2,,6,10,4,24,,64000,2,,2,,6,10,0,14
"31ad2ecbbb2b415fbe958982b5502c35",1,1,"H3340501","88-75-97-32",630,"3",2,2,1.5,20,60,,11,2017,3,2018,2,,3,5,0,,,,,,,,,,1,20
"31ad2ecbbb2b415fbe958982b5502c35",1,1,"H3340501","88-75-97-32",741,"3",2,2,4,20,5.5,,10,2017,12,2017,2,,3,5,0,,,,,,,,,,0,20
"32145ef73438466dbbe4b732b3750c70",1,1,"H0590604","53-49-42-30",310,"1",2,1,4,44,20,,12,2017,12,2017,1,"1",,,3,42,10,350000,2,,1,"1",,,0,44
"32145ef73438466dbbe4b732b3750c70",2,1,"H0590604","53-49-42-30",130,"1",2,1,3,45,120,,1,2018,1,2018,1,"1",,,3,45,10,216000,2,,1,"1",,,0,45
"32272b79d5e24586980bc3fcc226e34a",1,1,"H3830401","03-02-15-12",130,"1",2,1,110,45,1,,11,2017,11,2017,2,,1,,50,45,1,30000,2,,2,,1,2,0,23
"32272b79d5e24586980bc3fcc226e34a",1,2,"H3830401","03-02-15-12",630,"1",2,2,80,40,1,,3,2018,4,2018,2,,1,2,50,40,1,25000,2,,2,,1,2,0,20
"32272b79d5e24586980bc3fcc226e34a",2,1,"H3830401","03-02-15-12",130,"1",2,1,560,45,1,,1,2018,2,2018,2,,1,2,350,45,1,210000,2,,2,,1,2,0,23
"32272b79d5e24586980bc3fcc226e34a",2,2,"H3830401","03-02-15-12",630,"1",2,1,50,20,120,,3,2018,11,2018,2,,1,2,3,20,9,75000,4,,2,,1,2,1,20
"32272b79d5e24586980bc3fcc226e34a",2,3,"H3830401","03-02-15-12",210,"1",2,1,60,45,1,,9,2017,10,2017,2,,1,2,0,,,,,,,,,,0,45
"325c40ba1d1048148d7f34c0354af262",1,1,"H0840903","83-22-60-67",741,"2",2,1,380,20,10,,7,2017,12,2017,2,,1,2,20,20,68,100000,2,,2,,1,2,25,20
"325c40ba1d1048148d7f34c0354af262",2,1,"H0840903","83-22-60-67",210,"2",2,1,4,24,15,,11,2017,11,2017,2,,1,2,0,,,,,0,,,,,0,24
"325c40ba1d1048148d7f34c0354af262",2,1,"H0840903","83-22-60-67",130,"2",2,1,5,23,20,,12,2017,12,2017,2,,1,2,0,,,,,0,,,,,0,23
"325c40ba1d1048148d7f34c0354af262",3,1,"H0840903","83-22-60-67",130,"2",2,1,2,23,20,,12,2017,12,2017,2,,1,2,0,,,,,0,,,,,0,23
"325f1113c3b448de8acd2a5f8453b98a",1,1,"H4240201","88-67-67-16",130,"1",2,1,1,23,15,,11,2017,11,2017,2,,1,2,0,,,,,0,,,,,0,23
"325f1113c3b448de8acd2a5f8453b98a",1,1,"H4240201","88-67-67-16",210,"1",2,1,2,24,15,,11,2017,11,2017,2,,1,2,0,,,,,0,,,,,0,24
"325f1113c3b448de8acd2a5f8453b98a",1,2,"H4240201","88-67-67-16",141,"1",2,1,5,45,20,,12,2017,1,2018,2,,1,2,4,45,20,40000,2,,2,,1,2,0,45
"326cfa25f0a54505a7a8526f4d9dfd21",1,1,"##N/A##","30-46-86-69",620,"2",2,1,3,20,100,,9,2017,2,2018,2,,1,2,0,,,,,,,,,,0,20
"326cfa25f0a54505a7a8526f4d9dfd21",1,2,"##N/A##","30-46-86-69",741,"1",2,1,12,20,6,,8,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"326cfa25f0a54505a7a8526f4d9dfd21",1,3,"##N/A##","30-46-86-69",130,"2",2,1,3,45,100,,12,2017,12,2017,2,,1,2,2,45,10,100000,2,,2,,1,2,0,22
"326cfa25f0a54505a7a8526f4d9dfd21",1,3,"##N/A##","30-46-86-69",210,"1",2,1,3,24,15,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,24
"3286a3c37b804f8c8d02a3193383a3be",1,1,"H0180602","26-05-66-99",130,"2",2,1,7,35,100,,2,2018,2,2018,1,"2",,,7,45,10,350000,2,,1,"2",,,0,35
"3286a3c37b804f8c8d02a3193383a3be",1,1,"H0180602","26-05-66-99",630,"2",2,2,4,20,120,,9,2017,12,2017,1,"2",,,3,20,10,270000,2,,1,"1",,,0,20
"3286a3c37b804f8c8d02a3193383a3be",1,2,"H0180602","26-05-66-99",741,"2",2,1,24,20,10,,7,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"3286a3c37b804f8c8d02a3193383a3be",1,2,"H0180602","26-05-66-99",744,"2",2,1,20,20,10,,7,2017,12,2017,1,"1",,,20,20,68,30000,2,,1,"1",,,0,20
"3286a3c37b804f8c8d02a3193383a3be",1,2,"H0180602","26-05-66-99",710,"2",2,1,5,20,20,,8,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"3286a3c37b804f8c8d02a3193383a3be",1,2,"H0180602","26-05-66-99",130,"2",2,1,2.5,35,100,,2,2018,2,2018,1,"2",,,2,45,10,100000,2,,1,"2",,,0,35
"3286a3c37b804f8c8d02a3193383a3be",2,4,"H0180602","26-05-66-99",130,"2",2,1,5,23,20,,12,2017,12,2017,1,"1",,,0,,,,,0,,,,,0,23
"3286a3c37b804f8c8d02a3193383a3be",3,1,"H0180602","26-05-66-99",470,"2",2,2,20,20,100,,3,2018,4,2018,1,"1",,,19,20,10,400000,2,,1,"1",,,0,20
"3286a3c37b804f8c8d02a3193383a3be",3,2,"H0180602","26-05-66-99",780,"2",2,2,2.1,20,100,,3,2018,4,2018,1,"1",,,2,20,10,265000,2,,1,"1",,,0,20
"3290dc38c12b4bdf8a98096dc5fce083",1,1,"H2250201","25-65-05-63",210,"1",2,1,2.5,45,18,,10,2017,10,2017,2,,1,5,0,,,,,,,,,,0,45
"3290dc38c12b4bdf8a98096dc5fce083",1,1,"H2250201","25-65-05-63",130,"1",2,1,3,23,20,,10,2017,11,2017,2,,1,5,0,,,,,0,,,,,1,23
"3290dc38c12b4bdf8a98096dc5fce083",2,1,"H2250201","25-65-05-63",340,"1",2,1,5,45,18,,10,2017,10,2017,2,,1,5,2,45,22,70000,2,,2,,1,5,1,45
"3290dc38c12b4bdf8a98096dc5fce083",4,1,"H2250201","25-65-05-63",130,"1",2,1,5,45,100,,11,2017,11,2017,2,,1,5,5,45,9,205200,2,,2,,1,5,0,45
"329cfc32423747e2a8ae5a3384a858aa",0,1,"H3830801","65-08-33-22",130,"6",2,1,170,21,1,,9,2017,10,2017,2,,5,6,0,,,,,0,,,,,0,21
"32c5d81512f14980ae02591ccf41dc9c",1,1,"H0880602","32-55-61-97",210,"1",2,1,3,24,15,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,24
"32c5d81512f14980ae02591ccf41dc9c",2,1,"H0880602","32-55-61-97",810,"1",2,1,60,24,1,,12,2017,12,2017,2,,1,2,60,24,,42000,2,,2,,1,2,0,24
"32c5d81512f14980ae02591ccf41dc9c",3,1,"H0880602","32-55-61-97",210,"1",2,1,200,45,1,,1,2018,1,2018,2,,1,2,200,45,1,240000,2,,2,,1,2,0,45
"32c5d81512f14980ae02591ccf41dc9c",4,1,"H0880602","32-55-61-97",130,"1",2,1,3,22,18,,12,2017,12,2017,2,,1,2,0,,,,,,,,,,0,22
"32dd7b6c6bde4c1a80d67fc52dea5f02",0,1,"H4150301","76-89-07-46",741,"1",2,1,420,20,15,,7,2017,12,2017,2,,1,10,300,20,67,3000000,3,,2,,1,10,20,20
"32dd7b6c6bde4c1a80d67fc52dea5f02",1,1,"H4150301","76-89-07-46",741,"1",2,1,340,20,12,,7,2017,12,2017,2,,1,10,300,20,68,2100000,3,,2,,1,10,0,20
"32dd7b6c6bde4c1a80d67fc52dea5f02",2,1,"H4150301","76-89-07-46",210,"1",2,1,2,14,12,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,14
"32dd7b6c6bde4c1a80d67fc52dea5f02",2,1,"H4150301","76-89-07-46",741,"1",2,1,200,20,12,,7,2017,12,2017,2,,1,10,160,20,68,1120000,3,,2,,1,10,10,20
"32dd7b6c6bde4c1a80d67fc52dea5f02",3,1,"H4150301","76-89-07-46",741,"1",2,1,80,20,12,,7,2017,12,2017,2,,1,,30,20,68,210000,3,,2,,1,10,40,20
"32dd7b6c6bde4c1a80d67fc52dea5f02",4,1,"H4150301","76-89-07-46",741,"1",2,1,160,20,12,,7,2017,12,2017,2,,1,10,160,20,68,2100000,3,,2,,1,10,0,20
"32dd7b6c6bde4c1a80d67fc52dea5f02",5,1,"H4150301","76-89-07-46",741,"1",2,1,120,,18,,7,2018,12,2017,1,"1",,,120,,68,600000,2,,2,,1,10,0,
"32de07e83cd04c1986535b1731f9db05",2,1,"H4150201","00-14-11-88",741,"4",2,1,48,20,15,,7,2017,12,2017,1,"4",,,0,,,,,,,,,,0,20
"32de07e83cd04c1986535b1731f9db05",3,1,"H4150201","00-14-11-88",141,"4",2,3,4,45,20,,1,2018,1,2018,1,"4",,,0,,,,,,,,,,0,45
"32de07e83cd04c1986535b1731f9db05",4,1,"H4150201","00-14-11-88",741,"4",2,1,84,20,15,,7,2017,12,2017,1,"4",,,10,20,68,100000,2,,1,"4",,,0,20
"32e86c42baf14a2a80377b9206c590f0",1,1,"H1710901","27-17-22-16",630,"4",2,1,2,20,120,,9,2017,12,2017,2,,2,4,0,,,,,,,,,,0,20
"32e86c42baf14a2a80377b9206c590f0",2,1,"H1710901","27-17-22-16",210,"4",2,1,12,45,1,,9,2017,9,2017,2,,2,4,0,,,,,,,,,,0,45
"33432ba5d808486ca9a0dc3ff2fc8864",1,0,"H4281001","50-45-50-40",130,"2",2,1,6,23,15,,11,2017,11,2017,1,"2",,,0,,,,,0,,,,,2,23
"33432ba5d808486ca9a0dc3ff2fc8864",1,0,"H4281001","50-45-50-40",210,"2",2,1,3,24,15,,10,2017,10,2017,1,"2",,,0,,,,,0,,,,,0,24
"33432ba5d808486ca9a0dc3ff2fc8864",1,1,"H4281001","50-45-50-40",141,"2",2,1,1,45,100,,1,2018,1,2018,1,"2",,,0,,,,,,,,,,0.3,45
"33af3617495d4f3f80a818e50cceb735",1,1,"H0871001","91-52-98-33",320,"2",2,1,1,44,100,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0.5,44
"33af3617495d4f3f80a818e50cceb735",1,2,"H0871001","91-52-98-33",630,"2",2,1,25,20,25,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"33af3617495d4f3f80a818e50cceb735",1,2,"H0871001","91-52-98-33",210,"2",2,1,15,24,1,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,24
"33af3617495d4f3f80a818e50cceb735",1,2,"H0871001","91-52-98-33",130,"2",2,1,15,22,4,,11,2017,11,2017,2,,1,2,0,,,,,0,,,,,0,22
"33af3617495d4f3f80a818e50cceb735",1,3,"H0871001","91-52-98-33",620,"2",2,1,25,20,20,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"33af3617495d4f3f80a818e50cceb735",1,5,"H0871001","91-52-98-33",741,"2",2,1,10,20,7,,8,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"33c7964fa7204590af3946a5efff2be6",1,1,"H3780801","62-70-13-44",741,"1",2,1,20,20,14,,7,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"33c7964fa7204590af3946a5efff2be6",1,1,"H3780801","62-70-13-44",811,"1",2,1,300,24,1,,7,2017,12,2017,1,"1",,,300,24,1,360000,2,,1,"1",,,0,24
"33c7964fa7204590af3946a5efff2be6",1,2,"H3780801","62-70-13-44",741,"1",2,1,8,20,14,,7,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
