"hhid","parcelID","pltid","t0_hhid","cropID","interview__key","s4aq06_1","s4aq08","s4aq09","s4aq09_1","s4aq09_2","s4aq16","s4aq11a","s4aq11b","s4aq12a","s4aq12b","s4aq13","s4aq14","s4aq10","s4aq15","s4aq07"
"403276b5d7af41ccbab65f788ad3fa48",1,1,"H2990701",741,"83-67-96-07","2",1,,8,9998,2,,,,,,,,,0.12
"403276b5d7af41ccbab65f788ad3fa48",2,1,"H2990701",741,"83-67-96-07","2",1,,8,9998,2,,,,,,,,,0.25
"403276b5d7af41ccbab65f788ad3fa48",3,1,"H2990701",741,"83-67-96-07","2",1,,8,9998,2,,,,,,,,,0.1
"403276b5d7af41ccbab65f788ad3fa48",4,1,"H2990701",610,"83-67-96-07",,,,,,,,,,,,,,,0.2
"403276b5d7af41ccbab65f788ad3fa48",4,1,"H2990701",741,"83-67-96-07","2",1,,8,9998,2,,,,,,,,,0.2
"403276b5d7af41ccbab65f788ad3fa48",5,1,"H2990701",741,"83-67-96-07","2",2,60,8,9998,2,,,,,,,,,0.1
"403276b5d7af41ccbab65f788ad3fa48",5,1,"H2990701",610,"83-67-96-07","2",2,40,8,2017,1,2,22,3,22,1,,2,,0.1
"403276b5d7af41ccbab65f788ad3fa48",5,2,"H2990701",210,"83-67-96-07","2",1,,8,2017,1,5,1,,,1,,2,,0.25
"403c3e615b9044009f147033aa97dc0f",1,0,"H2641101",741,"30-72-96-11","1",1,,9,1998,1,200,85,,,1,,2,,0.5
"403c3e615b9044009f147033aa97dc0f",1,1,"H2641101",610,"30-72-96-11","1",2,70,8,2017,1,2,22,4,22,1,,2,,0.12
"403c3e615b9044009f147033aa97dc0f",1,1,"H2641101",630,"30-72-96-11","1",2,30,9,2017,1,2,66,4,66,1,,2,,0.12
"403c3e615b9044009f147033aa97dc0f",1,2,"H2641101",440,"30-72-96-11","1",1,,7,2017,1,0.5,22,,,1,,2,,0.12
"403c3e615b9044009f147033aa97dc0f",1,3,"H2641101",210,"30-72-96-11","1",2,60,9,2017,1,1,22,2,22,1,,2,,0.25
"403c3e615b9044009f147033aa97dc0f",1,3,"H2641101",130,"30-72-96-11","1",2,40,9,2017,1,3,1,5,1,1,,2,,0.25
"403c3e615b9044009f147033aa97dc0f",1,5,"H2641101",620,"30-72-96-11","1",1,,10,2017,1,3,66,,,1,,2,,0.12
"403c3e615b9044009f147033aa97dc0f",1,6,"H2641101",310,"30-72-96-11","1",2,70,9,2017,1,10,1,15,1,1,,2,,0.02
"403c3e615b9044009f147033aa97dc0f",1,6,"H2641101",130,"30-72-96-11","1",2,30,9,2017,1,1,1,2,1,1,,2,,0.02
"404b2c86291e436c8145265500cb41af",1,1,"H2030301",130,"06-72-36-04","1",2,30,4,2017,2,,,,,,,,,0.5
"404b2c86291e436c8145265500cb41af",1,1,"H2030301",630,"06-72-36-04","1",2,70,4,2017,2,,,,,,,,,0.5
"404b2c86291e436c8145265500cb41af",1,2,"H2030301",630,"06-72-36-04","1",1,,10,2017,1,2,66,,,1,,2,,0.25
"404b2c86291e436c8145265500cb41af",2,1,"H2030301",630,"06-72-36-04","1",1,,5,2017,2,,,,,,,,,0.38
"404b2c86291e436c8145265500cb41af",3,1,"H2030301",630,"06-72-36-04","1",1,,8,2017,1,3,66,,,2,2,2,,0.13
"4074d14cddb64a649e69a08c760028a9",1,1,"H1940101",310,"27-84-18-33","1",1,,8,2017,1,15,96,,,1,,1,15000,1
"408b979bb12a41bb8fdb8c6e481cd23e",1,1,"H2850602",130,"41-37-53-28","3",2,40,8,2017,1,3,1,6,1,1,,2,,0.7
"408b979bb12a41bb8fdb8c6e481cd23e",1,1,"H2850602",741,"41-37-53-28","3",2,60,8,9998,2,,,,,,,,,0.7
"408b979bb12a41bb8fdb8c6e481cd23e",2,1,"H2850602",210,"41-37-53-28","3",1,,8,2017,1,10,1,,,1,,2,,0.6
"40962e7d98c44c6aa00b36690238acb2",1,1,"H2500301",210,"17-09-68-35","1",1,,7,2017,1,2,22,,,1,,2,,0.75
"40962e7d98c44c6aa00b36690238acb2",1,2,"H2500301",150,"17-09-68-35","1",1,,8,2017,1,2,1,,,1,,2,,0.5
"40962e7d98c44c6aa00b36690238acb2",1,3,"H2500301",310,"17-09-68-35","1",2,70,8,2017,1,1,22,1,22,1,,1,20000,0.5
"40962e7d98c44c6aa00b36690238acb2",1,3,"H2500301",630,"17-09-68-35","1",2,30,8,2017,1,1.5,10,1.5,10,1,,2,,0.5
"40962e7d98c44c6aa00b36690238acb2",2,1,"H2500301",620,"17-09-68-35","1",1,,7,2017,1,8,66,,,1,,2,,0.5
"40962e7d98c44c6aa00b36690238acb2",2,2,"H2500301",150,"17-09-68-35","1",1,,5,2017,2,,,,,,,,,0.25
"409ea672a1d84860be324caaa49bfa01",1,0,"H1700901",130,"17-92-17-31","3",2,40,7,2017,1,3,1,4,1,1,,1,3000,0.5
"409ea672a1d84860be324caaa49bfa01",1,0,"H1700901",630,"17-92-17-31","3",2,60,8,2017,1,2,10,2.5,10,1,,2,,0.5
"409ea672a1d84860be324caaa49bfa01",2,0,"H1700901",222,"17-92-17-31","2",2,40,8,2017,1,2,1,2.5,1,1,,1,2500,0.25
"409ea672a1d84860be324caaa49bfa01",2,0,"H1700901",130,"17-92-17-31","2",2,60,7,2017,1,2,1,2.5,1,1,,1,2500,0.25
"40a81ad95c0146408ed50a768977f610",1,1,"H3901001",150,"25-53-09-64","1",1,,7,2017,1,1,31,,,1,,2,,0.18
"40a81ad95c0146408ed50a768977f610",2,1,"H3901001",630,"25-53-09-64","1",1,,4,2016,2,,,,,,,,,0.25
"40a81ad95c0146408ed50a768977f610",2,2,"H3901001",630,"25-53-09-64","1",1,,4,2017,1,3,66,,,1,,2,,0.2
"40a81ad95c0146408ed50a768977f610",2,3,"H3901001",620,"25-53-09-64","1",1,,7,2017,1,1,66,,,1,,2,,0.12
"40d651d26aa4403ca40fd52713d38ab2",3,1,"H0010201",210,"81-76-20-58","1",2,80,9,2017,1,5,1,6,1,1,,2,,0.25
"40d651d26aa4403ca40fd52713d38ab2",3,1,"H0010201",130,"81-76-20-58","1",2,20,9,2017,1,1,31,6,1,1,,2,,0.25
"40d7b4caf61141c283c28cfc781b6434",2,1,"H3620701",620,"65-54-14-25","5",1,,5,2017,2,,,,,,,,,0.25
"4103779cb40b4a70a530c2fe4af75b66",0,1,"H3840601",340,"27-97-80-35","3",,,8,2017,1,2.5,1,,,1,,2,,
"4103779cb40b4a70a530c2fe4af75b66",0,2,"H3840601",130,"27-97-80-35","3",,,8,2017,1,5,1,,,1,,2,,
"4103779cb40b4a70a530c2fe4af75b66",0,3,"H3840601",330,"27-97-80-35","3",,,8,2017,1,5,1,,,2,1,1,35000,
"41079cfa1859461f9c4c8839351886d6",1,1,"H2020501",630,"88-13-24-98","1",1,,4,2017,2,,,,,,,,,1
"410ccdd68e694cad805ee3c3db209054",2,1,"H3830101",130,"82-88-62-39","1",1,,8,2017,1,2,1,,,1,,1,1400,0.5
"410ccdd68e694cad805ee3c3db209054",3,1,"H3830101",130,"82-88-62-39","1",1,,8,2017,1,2,1,,,1,,1,1400,0.5
"41104a79c99f49ac83df63ff521ab038",1,1,"H3390301",130,"81-73-76-59","2",2,50,7,2017,1,1.5,1,2,1,1,,2,,0.5
"41104a79c99f49ac83df63ff521ab038",1,1,"H3390301",741,"81-73-76-59","2",2,30,5,2016,2,,,,,,,,,0.5
"41104a79c99f49ac83df63ff521ab038",1,1,"H3390301",210,"81-73-76-59","2",2,20,7,2017,1,3,1,10,1,1,,1,10800,0.5
"41104a79c99f49ac83df63ff521ab038",1,2,"H3390301",741,"81-73-76-59","2",2,35,5,2016,2,,,,,,,,,0.35
"41104a79c99f49ac83df63ff521ab038",1,2,"H3390301",620,"81-73-76-59","2",2,65,7,2017,1,5,10,5,10,1,,1,35000,0.35
"41104a79c99f49ac83df63ff521ab038",1,4,"H3390301",340,"81-73-76-59","2",2,70,8,2017,1,0.25,1,0.25,1,1,,2,,0.15
"41104a79c99f49ac83df63ff521ab038",1,4,"H3390301",741,"81-73-76-59","2",2,30,5,2016,2,,,,,,,,,0.15
"415955acb18846569b50042e9abfb8d4",1,1,"H2810501",210,"39-57-59-67","2",2,30,7,2017,1,40,1,70,1,1,,2,,5
"415955acb18846569b50042e9abfb8d4",1,1,"H2810501",630,"39-57-59-67","2",2,20,7,2017,1,2,10,4,10,1,,2,,5
"415955acb18846569b50042e9abfb8d4",1,1,"H2810501",810,"39-57-59-67",,,,,,,,,,,,,,,5
"415955acb18846569b50042e9abfb8d4",1,1,"H2810501",130,"39-57-59-67","2",2,50,7,2017,1,75,1,75,1,1,,2,,5
"415955acb18846569b50042e9abfb8d4",1,1,"H2810501",812,,,,,,,,,,,,,,,,5
"415955acb18846569b50042e9abfb8d4",2,1,"H2810501",741,"39-57-59-67","2",2,70,10,2005,2,,,,,,,,,4
"415955acb18846569b50042e9abfb8d4",2,1,"H2810501",810,"39-57-59-67","2",2,30,11,2012,1,305,85,600,85,1,,2,,4
"41bb9a751f6e457daba39b06f6ad373a",3,1,"H1920301",130,"75-76-31-56","6",1,,8,2017,1,25,1,,,1,,2,,2
"41e2ca525f8c47bb8ed1cd9fc94325f1",0,1,"H0810301",210,"45-87-04-14","1",1,,8,2017,1,2,1,,,1,,1,4000,0.25
"4204ad8a9fcc43f2a294d012f4e6c131",4,1,"H1900102",130,"08-12-44-88","1",1,,8,2017,1,4,1,,,2,2,1,34000,1.5
"420750aef42a46139e6eb109f0fc28c1",1,1,"H3730902",150,"52-08-89-64","1",1,,8,2017,1,2,29,,,1,,2,,4
"420750aef42a46139e6eb109f0fc28c1",2,1,"H3730902",130,"52-08-89-64","1",2,30,7,2017,1,1,29,3,29,1,,2,,4
"420750aef42a46139e6eb109f0fc28c1",2,1,"H3730902",630,"52-08-89-64","1",2,70,7,2017,1,4,10,6,10,2,2,1,20000,4
"425acd0ee25546709a5686553b3b56cd",1,0,"H2961101",210,"73-46-81-41","1",2,40,8,2017,1,10,1,20,1,1,,2,,0.9
"425acd0ee25546709a5686553b3b56cd",1,0,"H2961101",130,"73-46-81-41","1",2,30,8,2017,1,7,1,12,1,1,,2,,0.9
"425acd0ee25546709a5686553b3b56cd",1,0,"H2961101",741,"73-46-81-41","1",2,30,7,9998,2,,,,,,,,,0.9
"425cec05c820427aa4ee75d325a2feea",1,0,"H0480701",741,"70-28-80-31","1",1,,3,2002,2,,,,,,,,,0.25
"428fa9e59dac4f5e8644b24a1530beed",1,1,"H2060602",150,"87-31-51-22","7",2,40,7,2017,1,1,1,1,1,1,,2,,1
"428fa9e59dac4f5e8644b24a1530beed",1,1,"H2060602",210,"87-31-51-22","7",2,60,7,2017,1,15,1,15,1,1,,1,24000,1
"428fa9e59dac4f5e8644b24a1530beed",2,1,"H2060602",620,"87-31-51-22","7",1,,7,2017,1,6,66,,,1,,2,,0.6
"42a9b9883194492d88ec0be4272999dc",1,1,"H3950101",130,"61-09-45-17","2",2,40,8,2017,1,5,1,10,1,1,,2,,0.9
"42a9b9883194492d88ec0be4272999dc",1,1,"H3950101",320,"61-09-45-17","2",2,60,8,2017,1,10,1,10,1,1,,2,,0.9
"42a9b9883194492d88ec0be4272999dc",1,2,"H3950101",141,"61-09-45-17","2",1,,8,2017,1,2,1,,,1,,2,,0.7
"42a9b9883194492d88ec0be4272999dc",4,1,"H3950101",150,"61-09-45-17","2",1,,8,2017,1,5,1,,,1,,2,,1
"42a9b9883194492d88ec0be4272999dc",4,2,"H3950101",210,"61-09-45-17","2",1,,8,2017,1,12,1,,,1,,2,,0.5
"42ba387b8cfe40ba9ea70061853db882",1,1,"H2740901",210,"88-87-62-54","2",2,50,8,2017,1,20,1,40,1,1,,1,40000,2
"42ba387b8cfe40ba9ea70061853db882",1,1,"H2740901",741,"88-87-62-54","2",2,20,2,2014,2,,,,,,,,,2
"42ba387b8cfe40ba9ea70061853db882",1,1,"H2740901",130,"88-87-62-54","2",2,10,8,2017,1,1,1,10,1,1,,2,,2
"42ba387b8cfe40ba9ea70061853db882",1,2,"H2740901",610,"88-87-62-54","3",1,,10,2017,1,3,22,,,1,,1,30000,0.5
"42ba387b8cfe40ba9ea70061853db882",2,1,"H2740901",630,"88-87-62-54",,1,,11,2017,1,3,66,,,1,,2,,0.5
"42ba387b8cfe40ba9ea70061853db882",2,2,"H2740901",620,"88-87-62-54","2",1,,8,2017,1,10,66,,,1,,2,,0.5
"42c2a82d6c0741bba303cc2db4f764f9",1,1,"H3990401",742,"12-05-21-90","2",1,,5,2015,2,,,,,,,,,0.15
"42c2a82d6c0741bba303cc2db4f764f9",2,1,"H3990401",630,"12-05-21-90","2",1,,4,2017,2,,,,,,,,,0.38
"42c9e36335c245eda502a8e28a73aac9",1,1,"H3390201",810,"65-31-61-54","1",2,70,1,9998,2,,,,,,,,,0.2
"42c9e36335c245eda502a8e28a73aac9",1,1,"H3390201",741,"65-31-61-54","1",2,30,1,9998,2,,,,,,,,,0.2
"42cb63d9ad9a4ec0818c8bb7163118d8",1,0,"H1300701",630,"20-74-80-14","2",1,,2,2017,1,2,10,,,1,,2,,0.5
"42d0fc47682646d59cb2e649862cb2eb",2,1,"H1301002",120,"28-46-73-59","1",1,,7,2017,1,4,1,,,1,,1,2000,0.25
"42d0fc47682646d59cb2e649862cb2eb",3,1,"H1301002",130,"28-46-73-59","1",2,50,7,2017,1,4,1,8,1,1,,1,2000,1
"42d0fc47682646d59cb2e649862cb2eb",3,1,"H1301002",630,"28-46-73-59","1",2,50,7,2017,1,3,10,6,10,1,,2,,1
"42f2fba1f847493ca9917da48c597d49",1,3,"H0510901",130,"67-92-91-93","1",,,8,2017,1,,1,,,,,,,
"43001ca4b9d9497b8e5fde162eaae64b",1,1,"H0360501",810,"47-60-53-86","2",2,95,2,9998,2,,,,,,,,,0.25
"43001ca4b9d9497b8e5fde162eaae64b",1,1,"H0360501",741,"47-60-53-86","2",2,5,2,9998,2,,,,,,,,,0.25
"43001ca4b9d9497b8e5fde162eaae64b",2,1,"H0360501",210,"47-60-53-86","2",1,,8,2017,1,10,1,,,1,,2,,0.5
"43001ca4b9d9497b8e5fde162eaae64b",2,2,"H0360501",810,"47-60-53-86","2",1,,1,2013,2,,,,,,,,,0.25
"43001ca4b9d9497b8e5fde162eaae64b",2,3,"H0360501",742,"47-60-53-86","2",1,,1,9998,2,,,,,,,,,0.25
"43001ca4b9d9497b8e5fde162eaae64b",2,4,"H0360501",210,"47-60-53-86",,,,,,,,,,,,,,,0.5
"43001ca4b9d9497b8e5fde162eaae64b",2,4,"H0360501",130,"47-60-53-86","2",1,,8,2017,1,5,1,,,1,,2,,0.5
"43001ca4b9d9497b8e5fde162eaae64b",3,1,"H0360501",130,"47-60-53-86","2",1,,8,2017,1,10,1,,,1,,2,,0.5
"43001ca4b9d9497b8e5fde162eaae64b",3,2,"H0360501",210,"47-60-53-86","2",1,,8,2017,1,10,1,,,1,,2,,0.5
"43501f8834394ce1a21b2c4e6f422a54",1,1,"H4150901",741,"50-44-20-89","4",1,,7,2017,2,,,,,,,,,0.75
"435aad8bd25744e69e6d88b433715d15",1,1,"##N/A##",741,"22-36-98-93","2",1,,3,2015,1,60,85,,,1,,2,,0.25
"435aad8bd25744e69e6d88b433715d15",1,2,"##N/A##",130,"22-36-98-93","2",2,60,8,2017,1,3,1,3,1,1,,2,,0.25
"435aad8bd25744e69e6d88b433715d15",1,2,"##N/A##",210,"22-36-98-93","2",2,40,8,2017,1,15,1,20,1,1,,2,,0.25
"436d5a4853f24a4c896bd405a221f328",1,1,"H1970501",150,"39-34-09-65","2",1,,8,2017,1,1,1,,,1,,1,1500,0.25
"43740425c7ed4521948da92a624d6457",1,1,"H2310801",130,"33-77-46-00","2",1,,8,2017,1,3,1,,,1,,2,,0.45
"43740425c7ed4521948da92a624d6457",1,2,"H2310801",130,"33-77-46-00","2",1,,8,2017,1,5.5,1,,,1,,2,,0.46
"43740425c7ed4521948da92a624d6457",1,3,"H2310801",620,"33-77-46-00","2",1,,7,2017,1,5,11,,,1,,2,,0.35
"43740425c7ed4521948da92a624d6457",2,2,"H2310801",630,"33-77-46-00","2",1,,3,2017,1,2,10,,,1,,2,,0.35
"43740425c7ed4521948da92a624d6457",3,1,"H2310801",630,"33-77-46-00","2",1,,3,2017,1,2,10,,,1,,2,,0.22
"437cdf4cefbd47208506638b5430432d",4,1,"H3620301",210,"64-27-53-18","1",2,60,9,2017,1,3,1,5,1,1,,2,,0.25
"437cdf4cefbd47208506638b5430432d",4,1,"H3620301",130,"64-27-53-18","1",2,40,9,2017,1,2,1,5,1,1,,2,,0.25
"437cdf4cefbd47208506638b5430432d",5,1,"H3620301",210,"64-27-53-18","1",2,50,10,2017,2,,,,,,,,,0.5
"437cdf4cefbd47208506638b5430432d",5,1,"H3620301",130,"64-27-53-18","1",2,50,10,2017,2,,,,,,,,,0.5
"439ea3100826494ea35cf8f7adfb5e51",1,1,"H2850201",210,"07-76-81-28","1",2,60,8,2017,1,2,1,3,1,1,,2,,0.25
"439ea3100826494ea35cf8f7adfb5e51",1,1,"H2850201",130,"07-76-81-28","1",2,40,8,2017,1,1,1,2,1,1,,2,,0.25
"43ea5b8fad1844be9e990d6ae546d0aa",1,0,"H4280701",130,"78-44-95-38","1",1,,8,2017,1,10,1,,,1,,2,,0.5
"43ea5b8fad1844be9e990d6ae546d0aa",1,2,"H4280701",210,"78-44-95-38","1",1,,8,2017,1,20,1,,,1,,2,,0.5
"43ea5b8fad1844be9e990d6ae546d0aa",1,3,"H4280701",141,"78-44-95-38","1",1,,8,2017,1,2,1,,,1,,2,,0.25
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,1,"H3570701",741,"12-16-73-36","1",1,,1,1986,2,,,,,,,,,1
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,2,"H3570701",210,"12-16-73-36","1",2,60,9,2017,1,20,1,25,1,1,,2,,0.9
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,2,"H3570701",130,"12-16-73-36","1",2,40,9,2017,1,3,1,10,1,1,,2,,0.9
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,3,"H3570701",610,"12-16-73-36","1",1,,9,2017,1,1,22,,,1,,1,10000,0.1
"43f5ac4b06af4615bab925b452355111",1,1,"H4020302",210,"61-62-31-32","1",1,,7,2017,1,30,96,,,1,,1,30000,0.5
"43f5ac4b06af4615bab925b452355111",2,1,"H4020302",210,"61-62-31-32","1",2,40,8,2017,1,1,22,1.5,22,1,,1,17500,0.8
"43f5ac4b06af4615bab925b452355111",2,1,"H4020302",130,"61-62-31-32","1",2,60,8,2017,1,2,1,4,1,2,2,1,15000,0.8
"441cda37b3414e07a6593efba2c48717",1,1,"H1720601",630,"85-85-20-54","2",2,50,4,2017,1,2.5,10,3.5,10,1,,2,,1
"441cda37b3414e07a6593efba2c48717",1,1,"H1720601",130,"85-85-20-54","2",2,30,7,2017,1,3,1,7,1,2,3,1,9000,1
"441cda37b3414e07a6593efba2c48717",1,1,"H1720601",210,"85-85-20-54","2",2,20,7,2017,1,2,1,5,1,1,,2,,1
"441cda37b3414e07a6593efba2c48717",1,2,"H1720601",510,"85-85-20-54","1",1,,3,2017,1,1,96,,,1,,1,500000,1.5
"441cda37b3414e07a6593efba2c48717",2,1,"H1720601",141,"85-85-20-54","2",1,,4,2017,1,1,1,,,1,,2,,0.25
"441cda37b3414e07a6593efba2c48717",2,2,"H1720601",620,"85-85-20-54","2",1,,5,2017,1,2,96,,,1,,2,,0.25
"4420e0e33301401ea321282980ad9272",1,1,"H3081001",210,"44-22-03-30","1",2,60,8,2017,1,10,1,15,1,1,,2,,0.25
"4420e0e33301401ea321282980ad9272",1,1,"H3081001",741,"44-22-03-30","1",2,40,2,2014,2,,,,,,,,,0.25
"4420e0e33301401ea321282980ad9272",2,0,"H3081001",741,"44-22-03-30","1",1,,1,9998,2,,,,,,,,,0.6
"442347a5ace74b9c9a775c66d41ba181",1,1,"H2900501",130,"98-63-50-68","1",2,30,7,2017,1,2.5,1,5,1,1,,2,,2
"442347a5ace74b9c9a775c66d41ba181",1,1,"H2900501",210,"98-63-50-68","1",2,70,7,2017,1,5,1,8,1,1,,2,,2
"442347a5ace74b9c9a775c66d41ba181",1,2,"H2900501",620,"98-63-50-68","1",1,,8,2017,1,4,66,,,1,,2,,0.25
"442347a5ace74b9c9a775c66d41ba181",1,3,"H2900501",640,"98-63-50-68","1",1,,7,2017,1,5,66,,,1,,2,,0.15
"444e4e1912d64acda005a645ac29d20e",1,1,"H2920802",741,"48-98-03-55","1",1,,1,9998,2,,,,,,,,,1
"447a3e73ca7a4e37918f822ffa425a16",1,1,"H3570101",630,"15-52-01-47","1",2,10,3,2016,2,,,,,,,,,0.3
"447a3e73ca7a4e37918f822ffa425a16",1,1,"H3570101",210,"15-52-01-47","1",2,30,8,2017,1,5,1,7,1,1,,2,,0.3
"447a3e73ca7a4e37918f822ffa425a16",1,1,"H3570101",130,"15-52-01-47","1",2,30,8,2017,1,2,1,4,1,1,,2,,0.3
"447a3e73ca7a4e37918f822ffa425a16",1,1,"H3570101",741,"15-52-01-47","1",2,10,1,9998,2,,,,,,,,,0.3
"447eac4627444ec1bea1f94f10d20ac8",1,1,"H2390201",630,"71-24-99-83","2",1,,5,2017,1,4,10,,,1,,2,,1.5
"447eac4627444ec1bea1f94f10d20ac8",2,1,"H2390201",630,"71-24-99-83","2",1,,5,2017,2,,,,,,,,,1.25
"44b50c08f9bd4898a926473fba467d91",1,1,"H4120901",210,"50-69-54-67","1",1,,8,2017,1,25,1,,,1,,1,75000,0.5
"44b50c08f9bd4898a926473fba467d91",1,2,"H4120901",310,"50-69-54-67","1",1,,8,2017,1,20,1,,,1,,1,100000,0.5
"44fae2260208482594b1e35af2c87624",1,0,"H0840201",630,"50-26-42-89","1",2,25,9,2017,2,,,,,,,,,0.5
"44fae2260208482594b1e35af2c87624",1,0,"H0840201",610,"50-26-42-89","1",2,45,9,2017,1,1,10,2,10,1,,2,,0.5
"44fae2260208482594b1e35af2c87624",1,0,"H0840201",810,"50-26-42-89","1",2,20,1,2005,2,,,,,,,,,0.5
"44fae2260208482594b1e35af2c87624",4,0,"H0840201",141,"50-26-42-89","1",1,,9,2017,1,5,1,,,1,,2,,0.25
"44fae2260208482594b1e35af2c87624",4,1,"H0840201",130,"50-26-42-89","1",1,,9,2017,1,5,1,,,1,,2,,0.5
"450bc474b7504eabab56b5d6ccaac417",1,1,"H0620901",530,"93-69-49-99","1",2,10,2,2017,2,,,,,,,,,0.25
"450bc474b7504eabab56b5d6ccaac417",1,1,"H0620901",210,"93-69-49-99","1",2,50,9,2017,1,1,1,3,1,1,,2,,0.25
"450bc474b7504eabab56b5d6ccaac417",1,1,"H0620901",130,"93-69-49-99","1",2,40,8,2017,1,1,1,2,1,1,,2,,0.25
"450d5391f8884399b3c2160fe9ef0395",1,1,"H3040802",810,"00-48-24-50","3",1,,1,9998,2,,,,,,,,,0.35
"450d5391f8884399b3c2160fe9ef0395",2,1,"H3040802",810,"00-48-24-50","2",2,40,1,9998,2,,,,,,,,,0.6
"450d5391f8884399b3c2160fe9ef0395",2,1,"H3040802",741,"00-48-24-50","3",2,60,1,9998,2,,,,,,,,,0.6
"452b8abf16324dc0a9f0bd2374eccbae",1,1,"H1821001",340,"33-59-44-98","2",1,,7,2017,1,5,1,,,1,,2,,1
"452b8abf16324dc0a9f0bd2374eccbae",2,1,"H1821001",340,"33-59-44-98","2",1,,7,2017,1,10,1,,,1,,2,,2
"452b8abf16324dc0a9f0bd2374eccbae",3,1,"H1821001",320,"33-59-44-98","2",1,,8,2017,1,30,1,,,1,,2,,2
"456103859120412ba80e3e5d4c19890d",2,1,"H3350501",810,"93-13-99-45","2",1,,4,9998,2,,,,,,,,,0.25
"456103859120412ba80e3e5d4c19890d",4,1,"H3350501",741,"93-13-99-45","2",2,40,2,2016,2,,,,,,,,,1
"456103859120412ba80e3e5d4c19890d",4,1,"H3350501",210,"93-13-99-45","2",2,30,8,2017,1,1,20,20,1,1,,2,,1
"456103859120412ba80e3e5d4c19890d",4,1,"H3350501",810,"93-13-99-45","2",2,30,2,2005,2,,,,,,,,,1
"456c4b5334b2497195b10c1285eb9ff6",1,1,"H3900801",150,"49-36-17-41","1",1,,6,2017,2,,,,,,,,,0.12
"456c4b5334b2497195b10c1285eb9ff6",2,1,"H3900801",630,"49-36-17-41","1",1,,5,2017,2,,,,,,,,,1.5
"456c4b5334b2497195b10c1285eb9ff6",3,1,"H3900801",150,"49-36-17-41","1",1,,8,2017,1,5,1,,,1,,2,,1
"456c4b5334b2497195b10c1285eb9ff6",4,1,"H3900801",630,"49-36-17-41","1",1,,4,2017,2,,,,,,,,,1
"45878d5c55a44a379b7d91479b23bf49",1,1,"H2870601",741,"99-92-96-04","1",1,,4,2016,2,,,,,,,,,1.5
"45878d5c55a44a379b7d91479b23bf49",1,2,"H2870601",130,"99-92-96-04","1",1,,8,2017,1,6,1,,,1,,2,,1
"45878d5c55a44a379b7d91479b23bf49",2,1,"H2870601",130,"99-92-96-04","1",1,,8,2017,1,6,1,,,1,,2,,1.5
"4598bcd95ee3428b98fdbb4bf4bf0831",1,1,"H0880501",810,"87-62-88-27","3",1,,1,1982,2,,,,,,,,,0.47
"4598bcd95ee3428b98fdbb4bf4bf0831",1,2,"H0880501",210,"87-62-88-27","3",2,50,8,2017,1,1,1,2,1,1,,2,,0.25
"4598bcd95ee3428b98fdbb4bf4bf0831",1,2,"H0880501",310,"87-62-88-27","3",2,50,8,2017,1,1,40,2,40,1,,2,,0.25
"45b626e85ac24e50939037995cb50c55",1,1,"H3910501",630,"88-41-61-08","1",2,75,8,2016,2,,,,,,,,,0.25
"45b626e85ac24e50939037995cb50c55",1,1,"H3910501",130,"88-41-61-08","1",2,25,7,2017,1,1,1,4,1,1,,1,2000,0.25
"45e2ee95fc5d43209952a116c1df9f91",1,0,"H4121001",130,"97-21-40-87","1",2,40,7,2017,1,3,1,3,1,1,,2,,3
"45e2ee95fc5d43209952a116c1df9f91",1,0,"H4121001",210,"97-21-40-87","1",2,60,7,2017,1,6,1,10,1,1,,1,7200,3
"45e2ee95fc5d43209952a116c1df9f91",1,1,"H4121001",620,"97-21-40-87","1",1,,8,2017,1,4,22,,,1,,2,,0.07
"45ffec175cab46ff95d72b6f6f651b39",4,1,"H1400701",223,"11-52-56-51","1",1,,8,2017,1,2,29,,,1,,1,8000,2
"46148e9cac444dd29d783073cf99257a",1,1,"H3800101",630,"43-91-32-18","1",1,,3,2017,2,,,,,,,,,1
"46148e9cac444dd29d783073cf99257a",1,2,"H3800101",620,"43-91-32-18","2",1,,4,2017,2,,,,,,,,,0.5
"46148e9cac444dd29d783073cf99257a",1,3,"H3800101",130,"43-91-32-18","2",1,,8,2017,1,15,1,,,1,,2,,1
"46235a9f1237490b8d6433136a08bd86",1,1,"H3830201",340,"54-55-62-60","1",1,,7,2017,1,5,1,,,1,,1,22500,1
"4671909a9d8f4687a430a852704fb0c3",1,1,"H1970901",223,"97-71-57-88","1",1,,4,2017,2,,,,,,,,,0.32
"4671909a9d8f4687a430a852704fb0c3",2,1,"H1970901",630,"97-71-57-88","1",1,,4,2016,2,,,,,,,,,0.35
"467b429b385f4d04961c022a0ca0a6a8",1,1,"H3070104",741,"49-16-17-33","5",1,,3,1982,2,,,,,,,,,0.13
"46ab1f5be0f440e487a0392b39355056",5,1,"H1920501",130,"19-43-80-59","2",1,,8,2017,1,3,1,,,1,,2,,1.5
"46ab1f5be0f440e487a0392b39355056",5,2,"H1920501",340,"19-43-80-59","2",1,,7,2017,1,2,1,,,1,,2,,1
