"hhid","t0_hhid","parcelID","pltid","cropID","interview__key","s4bq06_1","s4bq08","s4bq09","s4bq09_1","s4bq09_2","s4bq16","s4bq11a","s4bq11b","s4bq12a","s4bq12b","s4bq13","s4bq14","s4bq10","s4bq15","s4bq07"
"23aacb17c7d14b7587e396301439e9b1","H3360101",2,5,130,"07-75-38-41","1",1,100,3,2018,1,80,1,,,1,,2,,1.5
"23aacb17c7d14b7587e396301439e9b1","H3360101",2,6,810,"07-75-38-41","1",1,100,2,2013,2,,,,,,,,,3
"23aacb17c7d14b7587e396301439e9b1","H3360101",3,1,720,"07-75-38-41","1",2,60,4,2017,1,21000,85,40000,85,2,2,1,1680000,5
"23aacb17c7d14b7587e396301439e9b1","H3360101",3,1,741,"07-75-38-41","1",2,40,4,2017,2,,,,,,,,,5
"23b418ce7f8f4276aa4df9c04473aded","H1250701",0,1,130,"74-23-96-79","9",2,30,3,2018,1,6,1,8,1,1,,2,,0.5
"23b418ce7f8f4276aa4df9c04473aded","H1250701",0,1,210,"74-23-96-79","9",2,30,3,2018,1,7,1,12,1,1,,2,,0.5
"23c108ade72a47ee966e7552f5f47721","H0641101",1,1,810,"79-45-51-99","1",1,,1,9998,2,,,,,,,,,2
"23c108ade72a47ee966e7552f5f47721","H0641101",1,2,130,"79-45-51-99","1",2,30,3,2018,1,7,1,20,1,1,,2,,1
"23c108ade72a47ee966e7552f5f47721","H0641101",1,2,210,"79-45-51-99","1",2,70,3,2018,1,20,1,30,1,1,,2,,1
"23c108ade72a47ee966e7552f5f47721","H0641101",1,3,130,"79-45-51-99","1",1,100,3,2018,1,15,1,,,1,,2,,1.5
"23c108ade72a47ee966e7552f5f47721","H0641101",1,4,310,"79-45-51-99","1",1,100,3,2018,1,4,1,,,1,,2,,0.5
"23f174f359df441baa0a8f74e693287b","H2970801",1,1,210,"37-95-34-58","1",2,30,2,2018,1,2,1,6,1,1,,2,,0.5
"23f174f359df441baa0a8f74e693287b","H2970801",1,1,741,"37-95-34-58","1",2,60,8,9998,2,,,,,,,,,0.5
"23f174f359df441baa0a8f74e693287b","H2970801",1,1,742,"37-95-34-58","2",2,10,8,9998,2,,,,,,,,,0.5
"2421880afd1f46b190f4732fc8e5e835","H0880502",1,1,310,"48-30-43-01","1",2,70,3,2018,1,8,1,10,1,1,,2,,0.5
"2421880afd1f46b190f4732fc8e5e835","H0880502",1,1,610,"48-30-43-01","1",2,20,3,2018,1,1,21,5,21,1,,2,,0.5
"2421880afd1f46b190f4732fc8e5e835","H0880502",1,2,130,"48-30-43-01","1",2,15,3,2018,1,2,1,5,1,1,,2,,0.25
"2421880afd1f46b190f4732fc8e5e835","H0880502",1,2,210,"48-30-43-01","1",2,45,3,2018,1,15,1,16,1,1,,1,30000,0.25
"2421880afd1f46b190f4732fc8e5e835","H0880502",1,2,741,"48-30-43-01","1",2,40,2,2016,2,,,,,,,,,0.25
"2421880afd1f46b190f4732fc8e5e835","H0880502",1,3,620,"48-30-43-01","1",1,100,2,2018,2,,,,,,,,,0.25
"242af9ef9b9949eaab0e473b709c427c","H0540501",1,1,741,"52-92-79-85","1",1,100,3,1993,2,,,,,,,,,0.18
"242af9ef9b9949eaab0e473b709c427c","H0540501",1,3,130,"52-92-79-85","1",2,30,3,2018,1,1,1,2.5,1,1,,2,,0.04
"242af9ef9b9949eaab0e473b709c427c","H0540501",1,3,210,"52-92-79-85","1",2,70,3,2018,1,2.5,1,3,1,1,,2,,0.04
"242bbe13d9f14404a1910a49c7472422","96",1,1,130,"12-64-35-02","1",1,,3,2018,1,1,29,1,29,1,,1,2500,0.25
"242f1a71e8a849a19b74d971b9696d78","H2390302",1,1,630,"16-29-63-16","1",1,100,3,2017,2,,,,,,,,,0.25
"24e7263069f047278cece7ede45d45e6","H1400301",1,1,310,"46-10-80-64","1",1,100,3,2018,1,1,22,,,1,,2,,0.4
"24e7263069f047278cece7ede45d45e6","H1400301",2,1,150,"46-10-80-64","1",1,100,4,2018,1,2,96,,,1,,2,,0.6
"24fa880a1a404aa5a78a631de175cfc2","H1720501",1,1,130,"49-18-20-21","1",2,70,3,2018,1,2,1,4,1,1,,2,,0.28
"24fa880a1a404aa5a78a631de175cfc2","H1720501",1,1,742,"49-18-20-21","1",2,10,5,2007,2,,,,,,,,,0.28
"24fa880a1a404aa5a78a631de175cfc2","H1720501",2,1,130,"49-18-20-21","1",1,100,3,2018,1,5,1,,,1,,2,,0.5
"2560e1f4097c422e87be78db2325d8c3","H0910601",1,1,141,"09-21-20-91","1",1,100,2,2018,1,0.5,1,,,1,,1,2000,0.25
"2560e1f4097c422e87be78db2325d8c3","H0910601",1,2,130,"09-21-20-91","1",2,50,3,2018,1,1,1,2,1,1,,1,2000,0.25
"2560e1f4097c422e87be78db2325d8c3","H0910601",1,2,210,"09-21-20-91","1",2,50,3,2018,1,2,1,4,1,1,,1,3000,0.25
"2570caa433474d98928ccd781062d647","H4050701",1,1,224,"52-15-06-88","1",1,100,5,2018,1,5,96,,,1,,2,,0.3
"25a28d50ed314dc893201f8618e8016c","H3360801",1,1,130,"14-86-92-02","2",1,100,2,2018,1,40,1,,,1,,2,,2
"25a7e21d7611402293c81b697f449178","H4140801",1,1,610,"23-64-15-77","1",1,100,3,2018,1,1,11,,,1,,2,,0.2
"25a7e21d7611402293c81b697f449178","H4140801",2,1,130,"23-64-15-77","1",2,30,3,2018,1,2,31,3,31,1,,2,,0.01
"25a7e21d7611402293c81b697f449178","H4140801",2,1,610,"23-64-15-77","2",2,70,3,2018,1,1,37,1.5,37,1,,2,,0.01
"25c1e14ebc92478c9687b83c28f200c7","H1640502",1,1,310,"09-37-44-75","1",1,100,4,2018,1,2.5,22,,,1,,2,,0.4
"25c1e14ebc92478c9687b83c28f200c7","H1640502",1,2,620,"09-37-44-75","1",1,100,3,2018,1,0.25,10,,,1,,2,,0.15
"25c1e14ebc92478c9687b83c28f200c7","H1640502",2,1,630,"09-37-44-75","1",1,100,9,2017,1,0.25,10,,,1,,2,,0.08
"25c2024587844800b222361a9ab26749","H1290701",1,1,130,"11-78-05-06","1",2,40,3,2018,1,4,1,6,1,1,,2,,0.5
"25c2024587844800b222361a9ab26749","H1290701",1,1,310,"11-78-05-06","1",2,50,3,2018,1,6,1,10,1,1,,2,,0.5
"25c2024587844800b222361a9ab26749","H1290701",2,2,630,"11-78-05-06","1",1,100,3,2017,2,,,,,,,,,0.25
"25da72740d9c431ea4c8b8fe867f3a07","H0750202",1,1,130,"15-08-30-47","1",1,,3,2018,1,3,1,4,1,1,,2,,0.5
"25da72740d9c431ea4c8b8fe867f3a07","H0750202",2,1,210,"15-08-30-47","1",2,30,3,2018,1,5,1,20,1,1,,2,,1
"25da72740d9c431ea4c8b8fe867f3a07","H0750202",2,1,741,"15-08-30-47","1",2,70,1,9998,2,,,,,,,,,1
"25dc375c204c42e39c18b99f42fc1778","H1080101",2,1,130,"76-11-59-29","4",1,100,3,2018,1,6,1,,,1,,2,,0.5
"26044ee7130241baba4bdc7a96acea48","H2001002",1,1,630,"07-46-16-77","1",1,100,5,2017,2,,,,,,,,,0.51
"26044ee7130241baba4bdc7a96acea48","H2001002",4,1,210,"07-46-16-77","1",1,100,3,2018,1,2.5,1,,,1,,2,,0.5
"26200519fc50421e9124dc3852fa642b","H2990801",1,1,210,"72-63-31-72","1",2,40,2,2018,1,3,1,10,1,1,,2,,0.25
"26200519fc50421e9124dc3852fa642b","H2990801",1,1,610,"72-63-31-72","1",2,30,2,2018,2,,,,,,,,,0.25
"26200519fc50421e9124dc3852fa642b","H2990801",1,1,741,"72-63-31-72","1",2,40,1,9998,2,,,,,,,,,0.25
"26200519fc50421e9124dc3852fa642b","H2990801",2,1,150,"72-63-31-72","1",1,100,1,2018,1,2,1,,,1,,2,,0.25
"263386962d864374a0b0a547ec62a350","H2560301",1,1,741,"86-37-54-46","2",2,40,8,9998,2,,,,,,,,,0.89
"263386962d864374a0b0a547ec62a350","H2560301",1,1,810,"86-37-54-46","2",2,60,8,9998,2,,,,,,,,,0.89
"263386962d864374a0b0a547ec62a350","H2560301",2,1,620,"86-37-54-46","2",1,100,1,2018,1,3,66,,,1,,2,,0.5
"26368fde9fa44dd19e101c0b2efaebf0","H1410201",2,1,310,"99-18-70-23","1",1,100,3,2018,1,12,29,,,2,2,1,108000,1
"2641680671474fe9bcaa1400527c6fad","H3580301",1,1,741,"73-98-61-42","1",1,,1,2000,2,,,,,,,,,0.25
"2641680671474fe9bcaa1400527c6fad","H3580301",2,1,610,"73-98-61-42","1",1,100,3,2018,1,4,22,,,1,,2,,0.25
"2647383402b94a0ab2a5c9833b84ab94","H0530901",1,1,630,"37-24-55-22","1",2,20,8,2017,2,,,,,,,,,4
"2647383402b94a0ab2a5c9833b84ab94","H0530901",1,1,741,"37-24-55-22","1",2,30,3,1984,2,,,,,,,,,4
"2647383402b94a0ab2a5c9833b84ab94","H0530901",1,1,810,"37-24-55-22","1",2,50,3,1984,2,,,,,,,,,4
"2647383402b94a0ab2a5c9833b84ab94","H0530901",2,1,130,"37-24-55-22","1",2,30,3,2018,1,7,1,10,1,2,1,1,3500,1
"2647383402b94a0ab2a5c9833b84ab94","H0530901",2,1,741,"37-24-55-22","1",2,70,3,1984,2,,,,,,,,,1
"2647383402b94a0ab2a5c9833b84ab94","H0530901",3,1,741,"37-24-55-22","1",2,40,3,1984,2,,,,,,,,,1
"2647383402b94a0ab2a5c9833b84ab94","H0530901",3,1,810,"37-24-55-22","1",2,60,3,1984,2,,,,,,,,,1
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",1,1,141,"16-41-57-13","1",2,50,4,2018,1,4,1,6,1,1,,2,,1
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",1,1,150,"16-41-57-13","1",2,1,4,2018,1,1,1,2.25,1,1,,2,,1
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",1,2,130,"16-41-57-13","1",1,100,4,2018,1,2,1,,,1,,2,,0.3
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",2,1,141,"16-41-57-13","2",2,30,4,2018,1,4,1,10,1,1,,2,,1
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",2,1,150,"16-41-57-13","2",2,70,4,2018,1,2,1,5,1,1,,2,,1
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",3,1,130,"16-41-57-13","2",2,40,5,2018,1,6,1,13,1,1,,2,,1.5
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",3,1,520,"16-41-57-13","2",2,60,5,2018,1,9,1,9,1,2,1,1,9000,1.5
"264b7a9fbdbc44c6898a02a98b23f99e","H4000501",4,1,130,"16-41-57-13","2",1,100,4,2018,1,5,1,,,1,,2,,1
"26632ef456944935a402d8947d1a2c3b","H0740803",1,1,130,"20-63-90-44","2",2,40,3,2018,1,1,1,2,1,1,,2,,0.25
"26632ef456944935a402d8947d1a2c3b","H0740803",1,1,210,"20-63-90-44","2",2,50,3,2018,1,6,1,10,1,1,,2,,0.25
"2679d8e3f29c45da958667e8eb732ac6","H1700501",1,1,210,"02-51-61-13","1",2,50,2,2018,1,15,1,30,1,1,,2,,1
"2679d8e3f29c45da958667e8eb732ac6","H1700501",1,1,630,"02-51-61-13","1",2,50,2,2018,2,,,,,,,,,1
"2679d8e3f29c45da958667e8eb732ac6","H1700501",3,1,310,"02-51-61-13","1",1,100,2,2018,1,10,1,,,1,,2,,2
"2685a33ecb68466d999caae3bdbdd921","H3640101",1,1,141,"30-88-72-81","1",2,70,4,2018,1,1.5,1,2.5,1,1,,2,,1.5
"2685a33ecb68466d999caae3bdbdd921","H3640101",1,1,150,"30-88-72-81","1",2,30,4,2018,1,0.25,1,0.5,1,1,,2,,1.5
"2685a33ecb68466d999caae3bdbdd921","H3640101",2,1,141,"30-88-72-81","1",2,40,3,2018,1,6,1,7,1,1,,2,,1.5
"2685a33ecb68466d999caae3bdbdd921","H3640101",2,1,150,"30-88-72-81","1",2,60,4,2018,1,4,1,5,1,1,,2,,1.5
"2685a33ecb68466d999caae3bdbdd921","H3640101",3,1,310,"30-88-72-81","2",1,,4,2018,1,12,1,12,1,1,,1,40000,1.5
"26df7db98a224f2d8cc3df26834c8cb3","H3560101",1,1,620,"19-79-21-29","1",1,100,9,2017,2,,,,,,,,,0.2
"26df7db98a224f2d8cc3df26834c8cb3","H3560101",1,2,130,"19-79-21-29","1",1,,4,2018,1,2,1,2,1,1,,2,,0.5
"26df7db98a224f2d8cc3df26834c8cb3","H3560101",1,3,620,"19-79-21-29","1",1,100,5,2018,2,,,,,,,,,0.25
"26df7db98a224f2d8cc3df26834c8cb3","H3560101",1,4,310,"19-79-21-29","7",1,100,5,2018,1,2,1,,,1,,2,,0.3
"26df7db98a224f2d8cc3df26834c8cb3","H3560101",1,6,130,"19-79-21-29","12",2,30,3,2018,1,0.25,1,1,1,1,,2,,0.2
"26df7db98a224f2d8cc3df26834c8cb3","H3560101",1,6,320,"19-79-21-29","12",2,70,,2018,1,2,1,2,1,1,,1,8000,0.2
"26fd29cb66cb42188654bd687cc1bc49","H1260701",1,1,810,"02-26-63-02","2",1,100,2,1996,2,,,,,,,,,0.5
"26fd29cb66cb42188654bd687cc1bc49","H1260701",2,1,130,"02-26-63-02","2",1,100,2,2018,1,3,1,,,1,,2,,0.5
"27097004d4f94669ae340ca26746683a","H3970801",1,1,150,"98-26-57-98","2",1,100,4,2018,1,2,96,,,1,,2,,0.18
"27097004d4f94669ae340ca26746683a","H3970801",1,2,130,"98-26-57-98","2",1,,4,2017,2,,,,,,,,,0.25
"27097004d4f94669ae340ca26746683a","H3970801",1,3,630,"98-26-57-98","2",1,100,4,2017,2,,,,,,,,,0.25
"2715f05e4bf74f6ab35ff0768a856cb6","H3550902",1,1,130,"93-78-85-08","1",2,15,2,2018,1,1.5,1,10,1,1,,2,,0.4
"2715f05e4bf74f6ab35ff0768a856cb6","H3550902",1,1,210,"93-78-85-08","1",2,25,2,2018,1,4,1,16,1,1,,2,,0.4
"2715f05e4bf74f6ab35ff0768a856cb6","H3550902",1,1,741,"93-78-85-08","1",2,60,1,2012,2,,,,,,,,,0.4
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,1,210,"48-75-94-71","1",2,10,3,2018,1,10,1,150,1,1,,2,,11.25
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,1,630,"48-75-94-71","1",2,10,9,2017,2,,,,,,,,,11.25
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,1,741,"48-75-94-71","1",2,20,1,9998,2,,,,,,,,,11.25
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,1,744,"48-75-94-71","1",2,5,1,9998,2,,,,,,,,,11.25
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,1,750,"48-75-94-71","1",2,5,1,9998,2,,,,,,,,,11.25
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,1,770,"48-75-94-71","1",2,10,1,9998,2,,,,,,,,,11.25
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,1,810,"48-75-94-71","1",2,40,1,9998,2,,,,,,,,,11.25
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,2,130,"48-75-94-71","1",1,100,2,2018,1,10,1,,,1,,2,,0.5
"2741e17f8d1b49c185021ec0e626861b","H0571001",1,3,440,"48-75-94-71","1",1,100,2,2018,1,4,22,,,1,,2,,0.2
"275105346d6546298931c7fc48c2180b","H0610502",1,1,620,"50-38-94-98","2",2,60,3,2018,2,,,,,,,,,0.5
"275105346d6546298931c7fc48c2180b","H0610502",1,1,630,"50-38-94-98","2",2,40,3,2018,2,,,,,,,,,0.5
"275105346d6546298931c7fc48c2180b","H0610502",1,2,130,"50-38-94-98","2",2,30,3,2018,1,5,1,10,1,1,,2,,0.25
"275105346d6546298931c7fc48c2180b","H0610502",1,2,210,"50-38-94-98","2",2,70,3,2018,1,4,1,10,1,1,,2,,0.25
"275105346d6546298931c7fc48c2180b","H0610502",1,3,741,"50-38-94-98","2",2,50,1,2015,2,,,,,,,,,1
"275105346d6546298931c7fc48c2180b","H0610502",1,3,810,"50-38-94-98","2",2,50,1,2015,2,,,,,,,,,1
"275105346d6546298931c7fc48c2180b","H0610502",1,4,310,"50-38-94-98","2",1,100,3,2018,1,6,1,,,1,,2,,0.25
"275105346d6546298931c7fc48c2180b","H0610502",2,1,130,"50-38-94-98","2",2,80,3,2018,1,25,1,30,1,1,,2,,2.5
"275105346d6546298931c7fc48c2180b","H0610502",2,1,210,"50-38-94-98","2",2,20,3,2018,1,10,1,30,1,1,,2,,2.5
"275105346d6546298931c7fc48c2180b","H0610502",2,2,610,"50-38-94-98","2",2,40,3,2018,2,,,,,,,,,0.5
"275105346d6546298931c7fc48c2180b","H0610502",2,2,741,"50-38-94-98","2",2,60,1,2013,2,,,,,,,,,0.5
"275105346d6546298931c7fc48c2180b","H0610502",2,3,890,"50-38-94-98","2",1,100,3,2018,1,1,1,,,2,1,1,60000,1
"275105346d6546298931c7fc48c2180b","H0610502",3,1,420,"50-38-94-98","2",1,100,3,2018,1,1,1,,,2,1,1,40000,1
"27601ff81e98425c8616230962088eb4","H2150601",1,1,150,"89-66-10-00","2",1,100,4,2018,1,3.5,21,,,1,,1,4500,1
"278f265f66af4decb24250d3bf8660af","H1590903",1,1,130,"73-26-48-47","2",2,25,3,2018,1,3,1,10,1,1,,1,3000,0.5
"278f265f66af4decb24250d3bf8660af","H1590903",1,1,141,"73-26-48-47","2",2,25,3,2018,1,6,1,15,1,1,,1,18000,0.5
"278f265f66af4decb24250d3bf8660af","H1590903",1,2,620,"73-26-48-47","2",1,100,5,2018,2,,,,,,,,,0.5
"279ea3f4cec74bc8b427913dbdf52218","H1920701",0,2,320,"00-56-25-29","1",1,100,3,2018,1,2,1,,,1,,2,,0.25
"279ea3f4cec74bc8b427913dbdf52218","H1920701",0,3,210,"00-56-25-29","1",1,100,3,2018,1,5,1,,,1,,1,12500,0.35
"279ea3f4cec74bc8b427913dbdf52218","H1920701",0,4,224,"00-56-25-29","1",1,100,6,2018,1,2,1,,,1,,1,5000,0.35
"279ea3f4cec74bc8b427913dbdf52218","H1920701",0,6,210,"00-56-25-29",,1,,6,2018,1,8.5,1,13,1,1,,1,13600,0.5
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,1,130,"98-60-00-26","2",2,40,2,2018,1,5,1,10,1,1,,2,,0.5
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,1,210,"98-60-00-26","2",2,60,3,2018,1,30,1,30,1,1,,1,45000,0.5
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,2,741,"98-60-00-26","1",1,100,8,2014,1,100,85,,,1,,2,,0.5
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,3,130,"98-60-00-26","2",2,40,3,2018,1,3,31,6,31,1,,2,,0.25
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,3,310,"98-60-00-26","2",2,60,2,2018,1,3,1,3,1,1,,2,,0.25
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,4,610,"98-60-00-26","2",1,100,2,2018,1,2,22,,,1,,2,,0.25
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,5,620,"98-60-00-26","2",1,100,2,2018,1,2,66,,,1,,2,,0.12
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,7,470,"98-60-00-26","2",1,100,3,2018,1,300,85,,,1,,2,,0.25
"27a093bc2d67470cbe5e4924512c041c","H2740402",1,8,890,"98-60-00-26","2",1,100,3,2018,1,25,2,,,1,,1,10000,0.12
"27c63ae2e23b464bb4b4761b51f89625","H2630501",1,1,530,"19-32-15-48","1",1,100,3,2018,1,2,85,,,1,,2,,0.5
"27ce738560f943668b37d06deeba9ce9","H3850401",1,1,310,"67-31-89-87","2",1,100,3,2018,1,3,1,,,1,,2,,0.25
"27ce738560f943668b37d06deeba9ce9","H3850401",2,1,630,"67-31-89-87","2",1,100,8,2017,2,,,,,,,,,0.25
"280407199a6e4a3a98802ff094d8067a","H4230701",1,1,741,"19-84-96-36","2",1,100,4,9998,2,,,,,,,,,0.5
"280407199a6e4a3a98802ff094d8067a","H4230701",1,2,210,"19-84-96-36","2",1,100,2,2018,1,4,1,,,1,,1,6000,0.05
"280407199a6e4a3a98802ff094d8067a","H4230701",1,3,310,"19-84-96-36","2",1,100,2,2018,1,6,1,,,1,,2,,0.05
"280407199a6e4a3a98802ff094d8067a","H4230701",2,1,130,"19-84-96-36","2",2,30,2,2018,1,2,1,5,1,1,,2,,0.05
"280407199a6e4a3a98802ff094d8067a","H4230701",2,1,210,"19-84-96-36","2",2,70,2,2018,1,5,1,8,1,1,,1,7500,0.05
"281285cc889c4acfa7db3eaeb3bc8f8c","H0460301",1,1,810,"03-07-48-44","7",1,100,1,9998,2,,,,,,,,,0.5
"281285cc889c4acfa7db3eaeb3bc8f8c","H0460301",1,2,741,"03-07-48-44","7",1,,1,9998,2,,,,,,,,,0.25
"281285cc889c4acfa7db3eaeb3bc8f8c","H0460301",1,3,130,"03-07-48-44","7",2,30,3,2018,1,1,1,5,1,1,,2,,0.88
"281285cc889c4acfa7db3eaeb3bc8f8c","H0460301",1,3,210,"03-07-48-44","7",2,70,3,2018,1,3,1,5,1,1,,2,,0.88
"281285cc889c4acfa7db3eaeb3bc8f8c","H0460301",1,4,310,"03-07-48-44","7",1,100,3,2018,1,2,1,,,1,,2,,0.12
"281c1e9727e24f3ba38cd4bdaec4edf0","H4240501",1,1,130,"07-68-91-23","2",2,20,2,2018,1,11,1,20,1,1,,2,,0.2
"281c1e9727e24f3ba38cd4bdaec4edf0","H4240501",1,1,210,"07-68-91-23","2",2,30,2,2018,1,33,1,45,1,1,,2,,0.2
"281c1e9727e24f3ba38cd4bdaec4edf0","H4240501",1,1,741,"07-68-91-23","2",2,50,4,9998,2,,,,,,,,,0.2
"284476b0690d4911a73aef0c8f2ce96f","H2080503",1,1,141,"57-02-49-16","1",1,100,3,2018,1,2,1,,,1,,2,,0.3
"284476b0690d4911a73aef0c8f2ce96f","H2080503",1,3,620,"57-02-49-16","1",1,100,3,2018,2,,,,,,,,,0.3
"284b713e357144edb64d95deab3d0d6b","H4000101",1,1,130,"89-91-74-28","2",1,,4,2018,1,5,96,6,99,1,,2,,0.5
"2858bff25590478ea65c2b384ddf1351","H0500801",0,1,130,"81-16-51-94","6",2,15,3,2018,1,1,1,4,1,1,,2,,0.34
"2858bff25590478ea65c2b384ddf1351","H0500801",0,1,210,"81-16-51-94","6",2,30,3,2018,1,10,1,15,1,1,,2,,0.34
"2858bff25590478ea65c2b384ddf1351","H0500801",0,1,630,"81-16-51-94","6",2,15,2,2018,2,,,,,,,,,0.34
"2858bff25590478ea65c2b384ddf1351","H0500801",0,2,741,"81-16-51-94","6",1,100,2,1980,2,,,,,,,,,0.35
"2858bff25590478ea65c2b384ddf1351","H0500801",1,1,210,"81-16-51-94","6",1,100,2,2018,1,4,1,,,1,,2,,0.25
"286fb3a948f0476582bda5f78b7d1a5d","H3560201",1,1,130,"91-87-92-70","1",1,,3,2018,1,5,1,8,1,1,,2,,0.8
"286fb3a948f0476582bda5f78b7d1a5d","H3560201",1,2,210,"91-87-92-70","1",1,,3,2018,1,5,1,8,1,1,,2,,0.4
"286fb3a948f0476582bda5f78b7d1a5d","H3560201",1,3,310,"91-87-92-70","1",1,100,3,2018,1,2,1,,,1,,2,,0.3
"286fb3a948f0476582bda5f78b7d1a5d","H3560201",1,4,741,"91-87-92-70","1",1,100,1,9998,2,,,,,,,,,0.8
"286fb3a948f0476582bda5f78b7d1a5d","H3560201",1,5,810,"91-87-92-70","1",1,100,1,9998,2,,,,,,,,,0.5
"28a4313be38741dcbc036222837ce05d","H1620901",0,1,130,"66-14-74-39","1",1,100,3,2018,1,20,31,,,1,,1,10000,0.65
"28a4313be38741dcbc036222837ce05d","H1620901",2,1,150,"66-14-74-39","1",1,100,4,2017,1,10,31,,,1,,1,5000,1.24
"28a4313be38741dcbc036222837ce05d","H1620901",3,1,141,"66-14-74-39","1",1,100,4,2017,1,15,31,,,1,,1,7500,0.85
"28a5169634564a4eb24773c42a88e997","H4230101",1,1,741,"41-66-71-90","1",1,100,1,9998,2,,,,,,,,,0.3
"28a5169634564a4eb24773c42a88e997","H4230101",1,2,510,"41-66-71-90","1",1,100,1,9998,2,,,,,,,,,0.3
"28e84f72b4134aa9828ea477592d1acc","H1860501",1,1,130,"29-74-42-42","6",2,15,3,2018,1,3,1,10,1,1,,2,,0.8
"28e84f72b4134aa9828ea477592d1acc","H1860501",1,1,320,"29-74-42-42","6",2,20,3,3,1,3,1,10,1,1,,1,5600,0.8
"28e84f72b4134aa9828ea477592d1acc","H1860501",2,3,630,"29-74-42-42","2",1,100,3,2017,2,,,,,,,,,1
"292b612919db497d9aa8a0f850c604a0","H2950701",1,1,741,"48-32-51-36","2",1,100,2,2004,1,200,85,,,1,,2,,2.5
"292b612919db497d9aa8a0f850c604a0","H2950701",2,1,130,"48-32-51-36","2",2,20,3,2018,1,10,31,30,31,1,,2,,1
"292b612919db497d9aa8a0f850c604a0","H2950701",2,1,210,"48-32-51-36","2",2,80,3,2018,1,30,31,50,31,1,,2,,1
"292b612919db497d9aa8a0f850c604a0","H2950701",2,2,610,"48-32-51-36","2",1,100,3,2018,1,8,22,,,1,,2,,1
"29360ece47804a54999c867dc8b6815b","H0841101",1,1,130,"15-90-34-15","1",2,30,3,2018,1,3,1,5,1,1,,2,,0.5
"29360ece47804a54999c867dc8b6815b","H0841101",1,1,210,"15-90-34-15","1",2,70,3,2017,1,10,1,12,1,1,,1,20000,0.5
"29360ece47804a54999c867dc8b6815b","H0841101",1,2,610,"15-90-34-15","1",1,100,3,2018,1,5,22,,,1,,1,35000,0.25
"296375cdfbf0448faa769a47d30201c6","H1910201",1,1,320,"32-33-05-87","1",1,100,3,2018,1,8,1,,,1,,1,13600,0.5
"2976322f065f415cb140d32e065c5336","H4240901",1,1,210,"22-67-17-87","2",2,30,2,2018,1,4,1,10,1,1,,2,,0.25
"2976322f065f415cb140d32e065c5336","H4240901",1,1,741,"22-67-17-87","1",2,70,2,2017,1,80,85,100,85,1,,2,,0.25
"29a67b11717b4451a085eb6a9b3d95ee","H4180901",2,1,150,"88-15-32-33","1",1,100,2,2018,1,5,1,,,1,,2,,0.5
"29a67b11717b4451a085eb6a9b3d95ee","H4180901",3,1,741,"88-15-32-33","1",2,50,8,9998,2,,,,,,,,,1.32
"29a67b11717b4451a085eb6a9b3d95ee","H4180901",3,1,742,"88-15-32-33","1",2,50,8,9998,2,,,,,,,,,1.32
"29a67b11717b4451a085eb6a9b3d95ee","H4180901",3,2,130,"88-15-32-33","1",2,30,2,2018,1,2,1,5,1,1,,2,,0.25
"29a67b11717b4451a085eb6a9b3d95ee","H4180901",3,2,210,"88-15-32-33","1",2,70,2,2018,1,10,1,15,1,1,,2,,0.25
"29ca29e8dc634ddb98594b73b156ce57","H0830803",1,1,620,"56-12-40-95","2",1,100,4,2018,2,,,,,,,,,0.5
"29ca29e8dc634ddb98594b73b156ce57","H0830803",1,2,630,"56-12-40-95","2",1,100,9,2017,2,,,,,,,,,0.3
"29f77616aa4f47ffb44bac82fbacef59","H2620801",1,1,310,"09-54-06-80","1",1,100,3,2018,1,10,31,,,1,,1,20000,0.35
"29f77616aa4f47ffb44bac82fbacef59","H2620801",1,1,630,"09-54-06-80","1",2,70,8,2017,2,,,,,,,,,0.35
"29f77616aa4f47ffb44bac82fbacef59","H2620801",1,2,210,"09-54-06-80","1",1,100,4,2018,1,1,20,,,1,,2,,0.6
"2a265ea8d5a641f8ac41198dbcce2d94","H0481001",1,1,130,"78-13-67-06","1",2,5,3,2018,1,0.5,1,2.5,1,1,,2,,0.25
