"hhid","parcelID","pltid","t0_hhid","interview__key","s3aq03b","s3bq03_1","s3bq03_2","s3bq03_3","s3bq03a","s3bq04","s3bq05","s3bq06","s3bq07","s3bq08","s3bq09","s3bq12","s3bq13","s3bq14","s3bq15","s3bq16","s3bq17","s3bq18","s3bq22","s3bq23","s3bq24a","s3bq24b","s3bq25","s3bq26","s3bq27","s3bq28","s3bq35b","s4bq07"
"3fbba4bc945f48e5b07ccf0a706d2194",2,2,"H0420401","12-86-64-44","CASSAVA","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"3fbba4bc945f48e5b07ccf0a706d2194",1,1,"H0420401","12-86-64-44","COFFEE","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"3fbba4bc945f48e5b07ccf0a706d2194",2,1,"H0420401","12-86-64-44","SWEET POTATOES","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"3fe7a463a074406f82c1475a5c28e730",1,1,"H3840101","67-49-27-06","Maize","6",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1.03
"3fe7a463a074406f82c1475a5c28e730",0,2,"H3840101","67-49-27-06","Cassava","6",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.55
"3fe7a463a074406f82c1475a5c28e730",0,1,"H3840101","67-49-27-06","Pigeon peas","6",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.36
"3ff65bff324d43daaba32def1e823094",1,3,"H3510301","41-60-80-12",".","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"3ff65bff324d43daaba32def1e823094",1,1,"H3510301","41-60-80-12",".","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.88
"3ff65bff324d43daaba32def1e823094",1,2,"H3510301","41-60-80-12",".","2",2,,2,2,,,,,,,2,,,,,,1,4,2,1,1,1,13000,2,10,0.21
"403276b5d7af41ccbab65f788ad3fa48",4,1,"H2990701","83-67-96-07","Banana food","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.2
"403276b5d7af41ccbab65f788ad3fa48",2,1,"H2990701","83-67-96-07","Banana food","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.25
"403276b5d7af41ccbab65f788ad3fa48",3,1,"H2990701","83-67-96-07","Banana food","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.1
"403276b5d7af41ccbab65f788ad3fa48",1,1,"H2990701","83-67-96-07","BANANA FOOD","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.12
"403276b5d7af41ccbab65f788ad3fa48",5,1,"H2990701","83-67-96-07","Banana food","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.1
"403c3e615b9044009f147033aa97dc0f",1,6,"H2641101","30-72-96-11","POTOTOES","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.02
"403c3e615b9044009f147033aa97dc0f",1,2,"H2641101","30-72-96-11","CASSAVA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.12
"403c3e615b9044009f147033aa97dc0f",1,3,"H2641101","30-72-96-11","BEANS","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.12
"403c3e615b9044009f147033aa97dc0f",1,1,"H2641101","30-72-96-11","BANANA","1",1,"1",1,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"403c3e615b9044009f147033aa97dc0f",1,5,"H2641101","30-72-96-11","BEANS","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.12
"403c3e615b9044009f147033aa97dc0f",1,4,"H2641101","30-72-96-11","CASSAVA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"40466451b19e45e3b302cd2e9f46fc10",2,1,"H3650301","24-22-96-72","1.SWEET POTATOES","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.5
"40466451b19e45e3b302cd2e9f46fc10",3,1,"H3650301","24-22-96-72","1.CASSAVA","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.75
"40466451b19e45e3b302cd2e9f46fc10",1,1,"H3650301","24-22-96-72","1. CASSAVA","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"408b979bb12a41bb8fdb8c6e481cd23e",1,1,"H2850602","41-37-53-28","Bananas","3",1,"3",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.4
"408b979bb12a41bb8fdb8c6e481cd23e",2,1,"H2850602","41-37-53-28","Sorghum","3",1,"3",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"409ea672a1d84860be324caaa49bfa01",1,1,"H1700901","17-92-17-31","GROUNDNUTS PLOT","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"409ea672a1d84860be324caaa49bfa01",3,1,"H1700901","17-92-17-31","CASSAVA PLOT","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"409ea672a1d84860be324caaa49bfa01",2,1,"H1700901","17-92-17-31","COW PEAS","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"40a7cb2000e64811b60319f6b57612c7",1,1,"H3560401","98-89-53-44",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"40d651d26aa4403ca40fd52713d38ab2",3,1,"H0010201","81-76-20-58","groundnuts","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"4103779cb40b4a70a530c2fe4af75b66",1,1,"H3840601","27-97-80-35","PACO","3",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.4
"41079cfa1859461f9c4c8839351886d6",1,1,"H2020501","88-13-24-98","Cassava","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,1
"410ccdd68e694cad805ee3c3db209054",2,1,"H3830101","82-88-62-39","nwagi.soya","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"410ccdd68e694cad805ee3c3db209054",3,1,"H3830101","82-88-62-39","nwagi . oranga","1",2,,1,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"410ccdd68e694cad805ee3c3db209054",1,1,"H3830101","82-88-62-39","mogo.nwagi","1",2,,1,2,,,,,,,2,,,,,,2,,,,,,,,,0.75
"410ccdd68e694cad805ee3c3db209054",1,2,"H3830101","82-88-62-39","kal","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"415955acb18846569b50042e9abfb8d4",2,1,"H2810501","39-57-59-67","BANANA COFFEE  ROBASTA","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,4
"415955acb18846569b50042e9abfb8d4",1,2,"H2810501","39-57-59-67","MAIZE BEANS CASSAVA","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,0,5
"41bb9a751f6e457daba39b06f6ad373a",3,1,"H1920301","75-76-31-56","NWAGI","6",1,"6",2,2,,,,,,,2,,,,,,2,,,,,,,,5,2.1
"41bb9a751f6e457daba39b06f6ad373a",4,1,"H1920301","75-76-31-56","OMOGO","6",1,"6",2,2,,,,,,,2,,,,,,2,,,,,,,,6,2
"41bb9a751f6e457daba39b06f6ad373a",5,1,"H1920301","75-76-31-56","MAIDO","6",1,"6",2,2,,,,,,,2,,,,,,2,,,,,,,,13,1
"41e2ca525f8c47bb8ed1cd9fc94325f1",0,1,"H0810301","45-87-04-14","MAIZE PLOT","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.38
"41e2ca525f8c47bb8ed1cd9fc94325f1",0,2,"H0810301","45-87-04-14","GROUNDNUTS PLOT","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.12
"425acd0ee25546709a5686553b3b56cd",1,1,"H2961101","73-46-81-41","Banana food","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.9
"425cec05c820427aa4ee75d325a2feea",1,1,"H0480701","70-28-80-31","BANANA PLOT","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,1,0.25
"428fa9e59dac4f5e8644b24a1530beed",2,1,"H2060602","87-31-51-22","gwana.anyogi","7",1,"7",2,2,,,,,,,2,,,,,,2,,,,,,,,1,0.8
"429142a752bd41399cc170fbdfccb639",1,1,"H3071001","20-29-18-04",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"42a0ee688aaa4c1ea3c20df5169d6afe",1,2,"H1411101","05-74-45-67","2.SWEET POTATOES","12",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,16,1.5
"42a0ee688aaa4c1ea3c20df5169d6afe",1,1,"H1411101","05-74-45-67","1.FINGER MILLET","12",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,24,1.5
"42a0ee688aaa4c1ea3c20df5169d6afe",2,1,"H1411101","05-74-45-67","1.GROUNDNUTS","12",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,5,0.5
"42a0ee688aaa4c1ea3c20df5169d6afe",3,1,"H1411101","05-74-45-67","1.SORGHUM","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,5,0.5
"42a9b9883194492d88ec0be4272999dc",1,1,"H3950101","61-09-45-17","SOYA","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"42a9b9883194492d88ec0be4272999dc",4,2,"H3950101","61-09-45-17","ORANGA","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"42a9b9883194492d88ec0be4272999dc",4,1,"H3950101","61-09-45-17","APENA","2",2,,2,2,,,,,,,2,,,,,,1,1,2,0.15,1,0.15,0,2,10,1
"42a9b9883194492d88ec0be4272999dc",3,1,"H3950101","61-09-45-17","NWAGI","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,10,1.2
"42a9b9883194492d88ec0be4272999dc",1,2,"H3950101","61-09-45-17","MAIDO","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,10,1
"42ba387b8cfe40ba9ea70061853db882",1,2,"H2740901","88-87-62-54","BEANS","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"42ba387b8cfe40ba9ea70061853db882",1,1,"H2740901","88-87-62-54","MATOOKE","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.2
"42ba387b8cfe40ba9ea70061853db882",2,2,"H2740901","88-87-62-54","SWEET  POTATOES","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"42ba387b8cfe40ba9ea70061853db882",2,1,"H2740901","88-87-62-54","BEANS","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"42c2a82d6c0741bba303cc2db4f764f9",1,3,"H3990401","12-05-21-90","Groundnuts","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.36
"42c2a82d6c0741bba303cc2db4f764f9",1,5,"H3990401","12-05-21-90","Maize","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,1.22
"42c2a82d6c0741bba303cc2db4f764f9",1,2,"H3990401","12-05-21-90","Sunflower","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.67
"42c2a82d6c0741bba303cc2db4f764f9",2,1,"H3990401","12-05-21-90","Cassava","2",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.38
"42c2a82d6c0741bba303cc2db4f764f9",1,4,"H3990401","12-05-21-90","Sweet potatoes","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"42c2a82d6c0741bba303cc2db4f764f9",1,1,"H3990401","12-05-21-90","Bananas","2",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.15
"42cb63d9ad9a4ec0818c8bb7163118d8",1,2,"H1300701","20-74-80-14","SWEET POTATOES PLOT","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"42cb63d9ad9a4ec0818c8bb7163118d8",2,1,"H1300701","20-74-80-14","MILLET PLOT","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,5,0.5
"42cb63d9ad9a4ec0818c8bb7163118d8",1,1,"H1300701","20-74-80-14","MAIZE PLOT","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"42f2fba1f847493ca9917da48c597d49",2,1,"H0510901","67-92-91-93","GROUNDNUTS","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,
"42f2fba1f847493ca9917da48c597d49",1,1,"H0510901","67-92-91-93","BANANAS","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,1.1
"43001ca4b9d9497b8e5fde162eaae64b",2,3,"H0360501","47-60-53-86","COFFEE PLOT","2",2,,2,2,,,,,,,2,,,,,,1,1,2,2,1,2,30000,3,,0.25
"43001ca4b9d9497b8e5fde162eaae64b",2,4,"H0360501","47-60-53-86","BANANA BEER","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"43001ca4b9d9497b8e5fde162eaae64b",1,1,"H0360501","47-60-53-86","coffee plot","2",1,"2",2,2,,,,,,,2,,,,,,1,1,2,1,1,1,15000,3,,0.25
"43001ca4b9d9497b8e5fde162eaae64b",2,1,"H0360501","47-60-53-86","Maize Plot","2",2,,2,2,,,,,,,2,,,,,,1,1,2,2,1,2,30000,3,7,0.5
"43001ca4b9d9497b8e5fde162eaae64b",2,2,"H0360501","47-60-53-86","BEANS PLOT","2",2,,2,2,,,,,,,2,,,,,,1,1,2,2,1,2,30000,3,7,0.25
"434b61c69cbd45f5a99e17259eab3a71",1,1,"H0750206","13-59-29-74",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.29
"434b61c69cbd45f5a99e17259eab3a71",2,1,"H0750206","13-59-29-74",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.81
"43501f8834394ce1a21b2c4e6f422a54",1,1,"H4150901","50-44-20-89","Bananas","4",1,"4",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.75
"435aad8bd25744e69e6d88b433715d15",1,1,"##N/A##","22-36-98-93","MATOOKE","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"435aad8bd25744e69e6d88b433715d15",1,2,"##N/A##","22-36-98-93","IRISH POTATOES","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.12
"435aad8bd25744e69e6d88b433715d15",1,3,"##N/A##","22-36-98-93","MAIZE","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.13
"436745efc56f4db89ab6aa60196163d1",1,1,"24","78-04-60-29","SORGHUM AND MAIZE","2",1,"2",1,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"436d5a4853f24a4c896bd405a221f328",1,1,"H1970501","39-34-09-65","Maize,sorghum, pigeon peas","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"43740425c7ed4521948da92a624d6457",1,3,"H2310801","33-77-46-00","west-near mze","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.57
"43740425c7ed4521948da92a624d6457",2,1,"H2310801","33-77-46-00","Cassava","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.22
"43740425c7ed4521948da92a624d6457",1,2,"H2310801","33-77-46-00","Paco-nge ot(fallow)","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,
"43740425c7ed4521948da92a624d6457",1,1,"H2310801","33-77-46-00","Paco-nyim ot","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.43
"43740425c7ed4521948da92a624d6457",3,1,"H2310801","33-77-46-00","Beans","2",2,,2,2,,,,,,,2,,,,,,1,1,2,0.5,1,0.5,10000,2,,1.16
"43bf4533dc2b43d8838108888e1cc24e",1,1,"18","80-24-47-48","SORGHUM","3",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,10,1
"43e411ad054143709780adcc6cb940b5",2,1,"H3790801","29-91-32-55",".","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,8,1
"43e411ad054143709780adcc6cb940b5",1,1,"H3790801","29-91-32-55",".","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"43e411ad054143709780adcc6cb940b5",1,2,"H3790801","29-91-32-55",".","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"43e411ad054143709780adcc6cb940b5",6,1,"H3790801","29-91-32-55",".","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,2
"43ea5b8fad1844be9e990d6ae546d0aa",1,2,"H4280701","78-44-95-38","BEANS AND MAIZE","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.5
"43ea5b8fad1844be9e990d6ae546d0aa",1,3,"H4280701","78-44-95-38","SWEET POTATOES","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.12
"43ea5b8fad1844be9e990d6ae546d0aa",1,4,"H4280701","78-44-95-38","CASSAVA","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"43ea5b8fad1844be9e990d6ae546d0aa",1,1,"H4280701","78-44-95-38","GNUTS","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,9,0.5
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,2,"H3570701","12-16-73-36","MAIZE","1",1,"1",2,2,,,,,,,2,,,,,,1,1,2,0.25,1,0.25,4000,2,,1
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,1,"H3570701","12-16-73-36","BANANA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"43f5ac4b06af4615bab925b452355111",1,2,"H4020302","61-62-31-32","Cassava","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"43f5ac4b06af4615bab925b452355111",1,1,"H4020302","61-62-31-32","PACO","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"441cda37b3414e07a6593efba2c48717",2,1,"H1720601","85-85-20-54","MILLET","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,5,0.5
"441cda37b3414e07a6593efba2c48717",1,1,"H1720601","85-85-20-54","SUGARCANE","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"441cda37b3414e07a6593efba2c48717",1,2,"H1720601","85-85-20-54","TOMATOES","2",2,,2,2,,,,,,,2,,,,,,1,1,2,2,1,2,20000,3,0,0.5
"441cda37b3414e07a6593efba2c48717",2,2,"H1720601","85-85-20-54","POTATOES","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"441cda37b3414e07a6593efba2c48717",2,3,"H1720601","85-85-20-54","SOYA","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.12
"4420e0e33301401ea321282980ad9272",1,1,"H3081001","44-22-03-30","BANANA FOOD","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"4420e0e33301401ea321282980ad9272",2,1,"H3081001","44-22-03-30","BANANA FOOD","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.6
"442347a5ace74b9c9a775c66d41ba181",1,2,"H2900501","98-63-50-68","CABBAGES","1",2,,2,2,,,,,,,2,,,,,,1,1,2,1,1,1,50000,2,,0.25
"442347a5ace74b9c9a775c66d41ba181",1,1,"H2900501","98-63-50-68","BEANS AND CASSAVA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"444e4e1912d64acda005a645ac29d20e",1,1,"H2920802","48-98-03-55","BANANA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,0,1
"447a3e73ca7a4e37918f822ffa425a16",1,1,"H3570101","15-52-01-47","plot banana","1",1,"1",2,1,200,2,,,,2,2,,,,,,2,,,,,,,,,0.3
"447eac4627444ec1bea1f94f10d20ac8",2,1,"H2390201","71-24-99-83","CASSAVA","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,1.25
"447eac4627444ec1bea1f94f10d20ac8",1,1,"H2390201","71-24-99-83","CASSAVA","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"44f254ed3f314b7587a84edb490fc15d",1,1,"H0611001","58-91-30-07","Beans plot","1",1,"1",2,1,1000,1,1000,150000,4,,2,,,,,,1,1,2,3,1,3,51000,2,0,4
"44fae2260208482594b1e35af2c87624",1,2,"H0840201","50-26-42-89","COFFEE, BANANA AND IRISH POTATOES PLOT","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,4,0.4
"44fae2260208482594b1e35af2c87624",4,1,"H0840201","50-26-42-89","IRISH AND MAIZE PLOT","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,6,0.75
"44fae2260208482594b1e35af2c87624",1,1,"H0840201","50-26-42-89","GROUND NUTS PLOT","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.1
"450bc474b7504eabab56b5d6ccaac417",1,1,"H0620901","93-69-49-99","MAIZE","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"450d5391f8884399b3c2160fe9ef0395",2,1,"H3040802","00-48-24-50","BANANA FOOD, COFFEE AND BEANS","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.68
"450d5391f8884399b3c2160fe9ef0395",1,1,"H3040802","00-48-24-50","COFFEE","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.35
"452b8abf16324dc0a9f0bd2374eccbae",3,1,"H1821001","33-59-44-98","SOYA","2",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,7,2
"452b8abf16324dc0a9f0bd2374eccbae",2,1,"H1821001","33-59-44-98","soya","2",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,4,2
"452b8abf16324dc0a9f0bd2374eccbae",1,1,"H1821001","33-59-44-98","mogo.nwagi","2",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,0,1
"45878d5c55a44a379b7d91479b23bf49",1,2,"H2870601","99-92-96-04","MAIZE","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"45878d5c55a44a379b7d91479b23bf49",2,1,"H2870601","99-92-96-04","MAIZE","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"45878d5c55a44a379b7d91479b23bf49",1,1,"H2870601","99-92-96-04","MATOOKE","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"4598bcd95ee3428b98fdbb4bf4bf0831",1,1,"H0880501","87-62-88-27","COFFEE PLOT","3",1,"3",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.47
"4598bcd95ee3428b98fdbb4bf4bf0831",1,2,"H0880501","87-62-88-27","Inherited plot","3",1,"3",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.21
"45b626e85ac24e50939037995cb50c55",1,1,"H3910501","88-41-61-08","CASSAVA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"45e2ee95fc5d43209952a116c1df9f91",1,2,"H4121001","97-21-40-87","CASSAVA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.2
"46148e9cac444dd29d783073cf99257a",1,1,"H3800101","43-91-32-18","maize plot","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"46148e9cac444dd29d783073cf99257a",1,2,"H3800101","43-91-32-18","Ground nuts plot","1",2,,1,2,,,,,,,2,,,,,,2,,,,,,,,,1
"46148e9cac444dd29d783073cf99257a",1,3,"H3800101","43-91-32-18","Sweet potato plot","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"46235a9f1237490b8d6433136a08bd86",1,3,"H3830201","54-55-62-60","MOGO","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.75
"46235a9f1237490b8d6433136a08bd86",1,1,"H3830201","54-55-62-60","POLA","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,3,1
"46235a9f1237490b8d6433136a08bd86",1,2,"H3830201","54-55-62-60","APENA","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"4671909a9d8f4687a430a852704fb0c3",1,1,"H1970901","97-71-57-88","AGOVU","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.32
"4671909a9d8f4687a430a852704fb0c3",2,1,"H1970901","97-71-57-88","MUTERU","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,2,0.35
"4671909a9d8f4687a430a852704fb0c3",1,2,"H1970901","97-71-57-88","Maize, beans","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.1
"4671909a9d8f4687a430a852704fb0c3",3,1,"H1970901","97-71-57-88","KIRE","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"467b429b385f4d04961c022a0ca0a6a8",1,1,"H3070104","49-16-17-33","Banana food","5",1,"5",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.13
"468e3f6ef60a49e1b311c81dabce6226",5,1,"H3610601","02-93-17-58",".","1",1,"1",2,2,,,,,,,1,4,4,1,4,12000,2,,,,,,,,,0.5
"468e3f6ef60a49e1b311c81dabce6226",4,1,"H3610601","02-93-17-58",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,8,0.5
"468e3f6ef60a49e1b311c81dabce6226",3,1,"H3610601","02-93-17-58",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,6,0.5
"46ab1f5be0f440e487a0392b39355056",4,1,"H1920501","19-43-80-59","BEANS","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"46ab1f5be0f440e487a0392b39355056",5,1,"H1920501","19-43-80-59","MAIZE/GROUNDNUTS","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,0,2
"46ab1f5be0f440e487a0392b39355056",5,2,"H1920501","19-43-80-59","CASSAVA","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1.3
"46b08237f3294fbf81555bb0ac51ecf8",0,3,"H0501001","02-47-87-28","groundnuts plot","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"46b08237f3294fbf81555bb0ac51ecf8",0,4,"H0501001","02-47-87-28","Sweetpotatoes plot","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"46b08237f3294fbf81555bb0ac51ecf8",0,1,"H0501001","02-47-87-28","BANANA PLOT","7",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"46b08237f3294fbf81555bb0ac51ecf8",0,2,"H0501001","02-47-87-28","Irish potatoes plot","7",2,,2,2,,,,,,,1,4,2,1,2,24000,1,1,2,1.5,1,1.5,22500,3,,0.25
"46b08237f3294fbf81555bb0ac51ecf8",1,1,"H0501001","02-47-87-28","coffee plot","7",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"46b30d5d8b6649f591f3e3be8f50f1d3",1,4,"H3670601","94-78-14-96","MAIZE","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"46b30d5d8b6649f591f3e3be8f50f1d3",1,2,"H3670601","94-78-14-96","CASSAVA","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"46b30d5d8b6649f591f3e3be8f50f1d3",1,3,"H3670601","94-78-14-96","SWEET POTATOES","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"46b30d5d8b6649f591f3e3be8f50f1d3",1,1,"H3670601","94-78-14-96","COFFEE","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"46c178409da54f979ef66829c18f853a",1,6,"H0630301","41-21-01-89","PLOT E GROUNDNUTS","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"46c178409da54f979ef66829c18f853a",1,5,"H0630301","41-21-01-89","RENTED OUT","2",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,
"46c178409da54f979ef66829c18f853a",1,2,"H0630301","41-21-01-89","PLOT B BANANA","3",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,2,1
